Date,BAJAJHLDNG,BAYERCROP,BHARTIARTL,BRITANNIA,CESC,CIPLA,CUMMINSIND,DLF,EIHOTEL,FEDERALBNK,HEROMOTOCO,HINDPETRO,ICICIBANK,IDFC,JINDALSTEL,JUSTDIAL,L&TFH,MARICO,MRPL,MUTHOOTFIN,NBCC,NHPC,NMDC,OIL,PFC,RECLTD,SRTRANSFIN,SUNDARMFIN,SUPREMEIND,UNIONBANK,WIPRO
2017-07-21,2367.449951,4594.833984,408.648834,3812.287598,888.609924,564.193604,989.683777,193.161667,138.550003,117.400002,3625.685547,354.370392,302.049988,58.299999,136.649994,381.649994,152.203812,325.159943,115.038689,441.981781,106.078857,29.191572,113.102051,173.445374,121.014557,171.085541,963.372253,1394.508911,1083.329102,154.800003,285.119141
2017-07-24,2328.800049,4661.23584,417.342438,3807.713623,887.227234,567.731018,1012.685852,190.947632,137.850006,116.949997,3635.827881,355.622223,303.049988,58.950001,138.449997,379.049988,153.298813,325.505188,108.632507,450.377228,105.832848,29.382994,113.00972,172.800476,119.934074,169.819977,960.334351,1396.792358,1096.693726,157.300003,290.601227
2017-07-25,2292.350098,4707.662598,425.04248,3828.644287,886.239624,562.400024,990.422546,191.242844,138,119.349998,3652.321777,360.148163,304.149994,58.650002,139.949997,383.350006,154.692429,326.244965,111.585716,454.867828,102.905342,29.000153,112.040268,172.063461,117.162384,166.632629,994.199768,1373.148804,1125.018677,161.25,288.607727
2017-07-26,2313.300049,4680.414063,423.502502,3828.743652,887.375366,575.450012,984.9552,192.472855,135.300003,115,3660.593262,356.825928,310.350006,58.349998,151.699997,369.899994,160.416245,322.250153,115.645981,466.289551,103.667969,29.382994,114.256149,173.229797,115.377228,164.945206,978.213257,1366.597168,1112.202637,159.550003,288.408417
2017-07-27,2352.850098,4663.128906,413.368225,3853.899902,886.684021,568.700012,953.891113,192.718857,138.75,113.099998,3646.906006,353.600006,307.200012,57.599998,152.850006,378.899994,160.466019,321.855591,116.362503,454.282104,102.585533,29.000153,113.102051,171.356842,114.108833,163.492142,977.267029,1363.745117,1129.257446,154.899994,288.757263
2017-07-28,2385.5,4681.560059,410.635956,3906.649902,919.176697,566.099976,984.010925,188.192398,137.149994,113.75,3574.776123,360.581512,296.149994,59.549999,149.850006,373.25,169.62413,327.872498,118.60759,456.380951,104.03698,28.904444,113.471359,173.045532,115.940964,164.429611,966.260742,1376.738647,1117.737915,157,288.109375
2017-07-31,2420.899902,4677.325684,416.249573,3921.600098,931.077515,560.099976,981.873657,190.258835,138.75,115.25,3599.836914,369.007416,302.600006,58.75,153.399994,378.549988,174.203186,330.141205,118.703125,462.872803,103.077553,29.048006,117.026001,176.577713,116.880516,164.101501,1012.975159,1366.876343,1117.837769,158.050003,287.511353
2017-08-01,2423.199951,4671.049316,414.361786,3907.5,934.33667,562.450012,964.825684,190.455627,131.850006,115.099998,3670.834229,372.425934,302.600006,58.700001,155.050003,371,172.660248,321.904907,123.097771,459.358398,104.258385,28.71302,116.287369,175.74855,114.860481,163.914017,1029.70874,1366.836548,1110.806274,154.199997,293.840668
2017-08-02,2413.350098,4648.334473,413.169525,3864.100098,938.8797,568.549988,986.843933,190.012817,134.399994,114.800003,3744.440918,370.740753,301.850006,58.200001,158.399994,365.350006,174.551605,321.658325,122.333481,453.403503,105.783638,28.808733,114.533134,173.229797,114.813499,161.429749,1014.27002,1368.142822,1107.21582,150.050003,292.843903
2017-08-03,2403.100098,4553.538086,421.465729,3873.949951,950.286682,557.150024,943.652405,187.208389,132.899994,113.400002,3779.644287,382.103699,295.700012,56.950001,142.100006,356.899994,170.121857,323.335144,122.285713,443.104431,106.816887,28.569458,111.994118,175.195801,118.665672,162.648438,991.958679,1351.96814,1097.990234,143.600006,288.15921
2017-08-04,2416.649902,4550.450195,418.186981,3917.399902,955.570435,568.700012,931.027954,186.765594,132.300003,114.25,3896.036377,416.577789,296.25,57.549999,138.350006,352.5,173.207748,320.425354,124.053131,450.767731,106.620071,28.856586,115.594902,174.581314,120.685707,163.257782,988.223511,1375.562012,1103.176514,145.100006,288.458221
2017-08-07,2562.300049,4485.399902,414.759216,4107.799805,965.693542,566.5,940.521179,188.290817,131.050003,114.5,3892.245117,441.133362,300.149994,58.549999,143.550003,373.850006,175.596817,329.697296,126.29821,463.068054,105.14402,29.670122,116.102715,176.423843,128.437027,169.960602,984.189514,1400.252808,1085.32373,146.350006,286.813599
2017-08-08,2540.199951,4446.75,415.106934,4072.350098,945.151062,578.599976,930.729736,175.744644,132.949997,112.300003,3853.546143,419.996307,295.5,56.900002,139.5,365.350006,174.601364,329.401398,132.794647,468.193176,104.553604,29.909397,117.856956,173.414047,127.450493,167.851318,967.007751,1431.215942,1047.025391,142.399994,286.464752
2017-08-09,2554.100098,4296.149902,413.368225,4058.899902,947.620117,561.849976,898.969788,175.990646,131.300003,108.300003,3824.349854,413.73703,290.600006,56.400002,135.949997,361.75,171.366165,321.263763,128.399994,446.472382,102.265724,29.526558,116.472023,173.229797,125.994194,164.289001,939.018982,1403.882568,1049.817871,141.600006,285.567688
2017-08-10,2499.949951,4141.450195,413.566956,4119.200195,898.683655,548.200012,887.687378,161.968475,131.25,104.699997,3830.061035,397.174103,288.75,54.650002,123.300003,339.200012,164.398026,316.183899,119.5,424.361084,95.967911,28.760876,112.409592,173.168976,117.021454,153.508255,930.054626,1353.304443,1049.61853,134.449997,287.212311
2017-08-11,2515.649902,4248.850098,411.877899,4101.950195,906.782104,541.400024,886.693298,153.063156,131.350006,105.650002,3782.155029,413.159271,286.950012,53.599998,127.650002,341.549988,163.054184,315.592102,118.599998,432.31723,98.231178,29.000153,108.62413,171.326431,110.538528,154.867569,948.282166,1322.261475,1028.823608,127.300003,288.757263
2017-08-14,2555.699951,4251.850098,405.916565,4160,929.596069,570.049988,881.524231,178.74588,130.300003,108.800003,3896.528809,422.35556,291.799988,54.700001,136.649994,346.600006,171.415939,314.013885,121.099998,443.104431,101.626099,29.813688,111.670959,172.00174,111.806923,156.414368,969.547729,1336.2323,1070.612793,128.25,287.561157
2017-08-16,2584.25,4266,405.121735,4299.950195,929.200989,590.450012,915.520813,177.90947,130.800003,110.150002,3960.583984,420.23703,294.950012,56.75,138.399994,349.950012,175.696365,311.646576,124.449997,442.957977,102.536331,29.765833,111.855621,175.9328,111.337151,153.88324,974.229065,1342.305176,1073.953979,133.25,289.00647
2017-08-17,2583.850098,4290.5,413.666321,4250.5,942.188232,573.200012,896.13678,182.23912,131.600006,110.050003,3936.704834,417.877808,293.149994,56.450001,139.850006,361.5,174.899994,315.493469,121.150002,452.720154,101.995117,29.526558,113.471359,173.660019,118.00798,158.523651,972.88446,1351.838501,1069.465942,133.399994,287.411652
2017-08-18,2636.350098,4291.75,418.286346,4251.450195,929.250427,565.299988,893.651672,180.517105,135.199997,108.550003,3925.725098,426.014832,293.149994,55.849998,136.300003,363.700012,175.800003,315.542755,124.550003,452.964203,102.487137,28.856586,111.486305,175.9328,115.659096,156.461243,968.501831,1338.276611,1062.983032,132.050003,287.162476
2017-08-21,2622,4224.149902,416.448242,4229.799805,929.447937,561.75,876.255798,177.515854,138.149994,106,3911.299316,417.733337,293.5,54.299999,131.699997,361.899994,171.899994,313.520691,123.400002,443.836578,101.232491,28.569458,111.947945,167.487488,111.337151,151.211502,955.752502,1315.81958,1094.499512,131,286.763794
2017-08-22,2609.899902,4170.700195,419.379242,4198.850098,922.337097,559.25,893.204346,172.497406,133.5,105.300003,3828.583984,433.044464,293.950012,53.849998,129,362.700012,169.449997,310.808136,123.449997,432.366028,100.100845,28.138762,112.548073,169.576019,109.692932,143.336868,954.607117,1303.434204,1126.913696,128.949997,289.305481
2017-08-23,2634.850098,4111.399902,429.116058,4247.149902,928.312195,559.150024,875.510254,182.977127,132.149994,106.650002,3829.420898,440.940735,298.600006,54.849998,133.100006,359.700012,173.350006,310.660217,125.550003,433.879181,100.912682,28.425892,113.656013,171.234314,113.357193,147.36792,967.455994,1332.482788,1121.67749,134.199997,289.056274
2017-08-24,2750.800049,4030.949951,430.159332,4214.100098,944.509094,574.049988,886.544189,183.961151,131.350006,106.449997,3823.266602,448.93335,297.700012,54.599998,135.149994,362.649994,174.850006,311.794525,124.949997,432.707733,101.257088,28.473747,112.825066,174.058929,114.061859,150.742767,971.141357,1331.186523,1172.891724,136.050003,288.458221
2017-08-28,2834,4093.899902,431.599945,4188.299805,1006.976013,574.099976,889.92395,177.220673,133.149994,109.650002,3898.645752,446.140747,300.899994,55,135.850006,367.450012,188.050003,313.915222,128,442.372253,101.798302,27.947342,113.00972,176.946213,115.189316,154.820679,977.565857,1322.949585,1175.78418,136.649994,289.754028
2017-08-29,2970.800049,4006.149902,425.340576,4172.600098,986.828613,568.900024,896.882324,178.696671,133.649994,107.75,3885.352295,449.655579,299.5,54.049999,131.399994,362.100006,189.649994,308.39151,126.400002,442.811554,100.56826,27.755922,112.45575,177.62149,113.404167,154.164474,967.754822,1309.956055,1161.970825,134.75,289.803864
2017-08-30,2962.050049,4036.149902,426.234772,4241.350098,1008.40802,566.349976,927.250549,180.123489,134,108.699997,3927.104004,467.951874,300.299988,54.599998,137.149994,376.75,197.100006,310.462891,132.649994,452.036774,101.552292,27.803774,116.795174,179.371918,116.03492,156.461243,971.440186,1304.571045,1157.283081,136.550003,290.252411
2017-08-31,2904.800049,3997.600098,424.943146,4230.950195,1003.124329,571.900024,907.170715,182.091522,134.5,108.349998,3933.996826,470.26297,298.049988,54.450001,137.100006,391.299988,200.300003,311.153381,138.850006,464.922852,100.642067,27.803774,116.933678,175.134079,114.719536,158.008041,981.101807,1304.650879,1198.374268,136.300003,298.126678
2017-09-01,2912.899902,4079.600098,419.826324,4243.950195,1026.925903,568.400024,904.337708,188.536804,136.050003,110.199997,3987.023193,464.533325,298.299988,57.900002,142.699997,399.25,198.649994,310.068359,139.550003,464.532379,102.65934,27.612356,122.334869,181.30661,116.222824,159.086121,1015.614685,1325.562256,1192.539673,138.800003,295.485321
2017-09-04,2844.449951,4086,413.715973,4219.649902,1022.728577,561.700012,902.498718,184.994354,136.050003,111.699997,3918.044434,458.851868,297.100006,58.400002,139.75,380.700012,195.399994,310.364258,135.399994,451.939178,101.749107,27.420935,124.181435,189.444199,114.907455,154.117615,1066.562256,1339.413452,1173.240845,135.899994,296.33252
2017-09-05,2815.649902,4058.5,403.879791,4260.600098,1040.110596,559.599976,893.353455,188.241592,136.050003,112.150002,3909.723633,464.051849,297.600006,59.200001,140.300003,377.450012,204.800003,309.575195,138.550003,455.111877,102.831535,27.27737,124.504585,189.65979,115.236298,153.648865,1069.251587,1365.041504,1156.984009,137.699997,296.282684
2017-09-06,2768.699951,4076.199951,399.905579,4247.850098,1032.604736,558.299988,894.993591,189.422409,135,111.449997,3890.226563,458.851868,295.350006,60.25,141.5,396.299988,206.100006,314.704315,136.050003,493.0867,102.536331,27.27737,124.089111,189.936172,117.303314,154.305099,1055.605835,1382.362915,1171.495483,133.949997,296.23288
2017-09-07,2816.25,4089.399902,394.739075,4261.100098,1035.27124,554.200012,910.799072,189.668411,135,111.400002,3921.983154,452.014832,292.649994,60.200001,141.75,387.950012,206.449997,316.529144,134.850006,480.835144,104.575127,27.085949,126.997452,187.755508,115.659096,153.039536,1072.83728,1367.694092,1168.752686,133.649994,297.977173
2017-09-08,2782.949951,4060.350098,400.899139,4288.25,1025,552,909.606201,188.733612,136.449997,111.449997,3895.543945,444.840759,292,58.950001,141.949997,378.600006,202.399994,320.819916,134,478.297028,103.829231,27.18166,124.2276,193.682053,116.03492,152.898926,1050.276855,1385.015503,1161.172852,131.25,299.522125
2017-09-11,2797.800049,4208.5,400.352692,4297.299805,1034.678711,553.849976,906.72345,189.570007,137,113.099998,3884.170654,447.777802,290.799988,58.950001,143.149994,378.450012,203.649994,319.537598,136.149994,490.938995,103.655182,27.27737,124.643066,203.41716,119.182426,154.211349,1052.816895,1384.56665,1175.684448,133.100006,300.170013
2017-09-12,2799.449951,4230.75,402.588196,4317.200195,1035.419434,560.5,919.298157,193.309265,142.949997,114.550003,3858.962158,464.340759,291.200012,58.700001,145.800003,390.649994,202.899994,325.603851,138.600006,505.728668,106.166382,27.660212,124.920059,203.570999,119.417313,154.25824,1068.454712,1429.470825,1162.868286,134.5,297.129944
2017-09-13,2778,4229.350098,399.061066,4329.950195,1035.913208,554.400024,925.312134,189.668411,143.75,113.050003,3834,440.555573,292,58.75,141.949997,389.75,202.300003,333.149628,134.399994,496.112976,104.500534,27.660212,122.93499,198.688278,120.826653,160.632919,1055.555908,1406.156128,1168.453613,136.25,294.937073
2017-09-14,2751.649902,4202.899902,396.328766,4340.649902,1045.789429,565.950012,939.974426,190.455627,143.149994,114.550003,3831.735107,442,293.700012,61.400002,147.550003,392.600006,201.600006,327.231354,135.050003,495.673645,105.992332,27.372084,123.772247,199.771591,122.893669,160.680527,1072.239624,1412.348877,1155.288452,137.600006,282.527618
2017-09-15,2749.399902,4208.5,393.447479,4357,1036.209473,561.400024,932.96637,188.487595,147.449997,115.449997,3828.534668,436.222229,291.600006,62.099998,149.149994,385.100006,207.350006,322.595337,135.850006,495.380798,105.594528,26.987915,122.795456,202.880249,122.799706,159.68074,1078.166138,1406.814331,1171.595215,137.350006,284.820129
2017-09-18,2822.699951,4190.049805,394.093292,4388.450195,1042.431519,570.700012,938.085754,190.750839,143.850006,116.849998,3889.488037,432.370392,293,62.299999,150.699997,410.399994,209.850006,326.836792,135.600006,496.698669,106.191246,27.083958,124.423424,204.230179,123.31646,158.918991,1080.257813,1419.448975,1154.690063,137.350006,288.358551
2017-09-19,2853.149902,4151.450195,392.255188,4370.200195,1059.270508,573.400024,927.847046,189.607422,144.949997,119.099998,3883.924561,444.214813,294.649994,62.099998,151.899994,410.649994,209,327.42865,136.899994,497.772522,106.912277,27.131979,123.167557,207.213547,126.416992,160.632919,1064.968506,1406.60498,1147.209839,136.949997,288.308716
2017-09-20,2805.75,4189.299805,394.291992,4351.049805,1050.381958,569.700012,921.435425,188.662857,141.949997,120.25,3797.073486,435.259277,290.549988,62.5,152.850006,404.149994,207.550003,326.787476,134.399994,500.457123,109.473198,26.987915,122.051239,206.051102,125.242546,160.585312,1063.474487,1391.327759,1143.918457,138.899994,290.950104
2017-09-21,2798.699951,4114.850098,397.521057,4328.100098,1039.715576,591.900024,912.2901,183.989792,141.550003,118.400002,3836.806152,435.548157,284.950012,61.549999,151.850006,402.200012,211.149994,318.995087,131.899994,491.134247,111.412544,26.939892,119.35347,206.177338,124.115097,158.395309,1061.532227,1385.952881,1164.962891,135.850006,290.950104
2017-09-22,2693.800049,3985.800049,392.801666,4270.299805,1000.556458,585.349976,889.128723,172.505966,142.149994,113.849998,3733.166016,422.35556,277.100006,60.049999,139.649994,385.600006,202.5,316.923676,127.25,476.588654,107.608452,26.79583,113.539291,206.427902,118.289848,155.967239,997.187927,1396.34375,1148.157227,129.899994,293.491821
2017-09-25,2707.850098,3951.600098,387.237762,4281.100098,976.211731,577.200012,890.570129,165.645508,139.550003,111.349998,3698.504395,409.5,279.5,59.849998,134.149994,384.700012,192.699997,313.619324,123.25,465.264526,105.09726,26.075512,112.097374,208.814987,121.014557,159.347488,978.163452,1385.583862,1120.530518,130.100006,290.950104
2017-09-26,2697,3937.850098,384.853241,4326,997.494873,579,910.351685,168.230591,136.399994,112.349998,3729.818115,400.207428,282.75,60.25,138.199997,379.649994,196.350006,312.28772,120.449997,467.021698,105.619385,26.075512,114.376526,219.396698,118.759628,153.110703,1002.666138,1369.977661,1101.481079,130.899994,289.305481
2017-09-27,2761.149902,3897.699951,383.46228,4301.75,974.63147,570.099976,902.101074,159.0336,137.949997,110.550003,3670.391113,401.603699,276.399994,58.349998,133.300003,368.5,188.100006,310.068359,121.25,449.645081,103.182777,25.787384,110.004265,220.150314,113.498123,144.588684,1045.396362,1345.077515,1088.116455,126.449997,287.361816
2017-09-28,2866.800049,3886.649902,379.587372,4339.700195,969.594666,582.650024,888.880249,160.922714,134.75,111.300003,3682.847656,400.688904,275.950012,59.299999,134.800003,371.149994,190.350006,307.207855,122.099998,447.936707,104.724312,25.739363,108.748405,218.737289,114.625587,143.826935,1050.077759,1346.054688,1084.825073,128.350006,284.969635
2017-09-29,2796.449951,3899.899902,386.939697,4344.25,974.582092,586.099976,918.85083,163.358673,135.100006,112.650002,3716.820068,410.992584,276.600006,59,134.649994,372,195.100006,306.517365,126.900002,463.60495,105.718842,25.979469,109.539139,222.097473,114.531631,145.588455,1050.227173,1374.335327,1095.895874,126.650002,279.338013
2017-10-03,2884.350098,3897.199951,382.170624,4340.049805,984.260742,578.900024,924.019897,166.490616,135.399994,112.5,3748.035156,418.503723,278.399994,59,144.199997,367.25,194.350006,303.903503,127.099998,465.508575,106.091789,26.843851,110.60894,222.787979,117.021454,144.969543,1057.199463,1387.907471,1096.145264,126.699997,282.029236
2017-10-04,2925.949951,3866.850098,374.718964,4341.850098,984.754578,581.049988,919.099365,165.695206,133.25,113.099998,3736.858643,427.700012,276.100006,59.25,145,367.350006,194.649994,306.320099,125.199997,462.335876,106.091789,26.747808,110.748482,220.087204,117.11541,147.302383,1044.300659,1385.583862,1078.491943,126.050003,281.829895
2017-10-05,2967.050049,3848.5,375.265442,4363.649902,991.124695,585.349976,914.377625,170.219131,135.100006,114.150002,3698.011963,419.514832,271.799988,59.099998,147.850006,394.100006,193.399994,309.427216,126.449997,465.899078,106.887413,26.555723,110.701965,219.648239,117.350296,146.635864,1053.215332,1376.329834,1066.324219,125.949997,282.677124
2017-10-06,2937.75,3849.100098,379.835785,4361.850098,1029.592529,585.400024,905.232361,170.616852,135.550003,117.650002,3647.299805,428.951874,271.950012,59.700001,152.75,404.350006,197.449997,310.61087,126.949997,481.908997,107.459274,26.699787,113.771858,219.836639,117.632156,148.11174,1049.231079,1368.471924,1095.945679,129.949997,285.667358
2017-10-09,2904.350098,3797.949951,376.507385,4344.5,1039.518066,585.549988,903.144836,172.058548,135.850006,117,3620.170898,423.703705,271.75,64.5,158.050003,413.450012,197.050003,309.476532,125.900002,474.6362,108.478668,26.267597,112.841591,216.916367,115.706078,144.874329,1061.681641,1346.383911,1098.139893,131.649994,285.866699
2017-10-10,2903.399902,3793.899902,382.120972,4348.600098,1043.616577,590.150024,901.454956,171.06427,134.5,117.949997,3638.73291,420.38147,269.799988,64.099998,156.5,412.899994,202.75,312.337036,126.849998,479.517303,109.423477,26.555723,112.097374,221.374954,115.987938,145.445633,1076.871338,1343.083008,1103.076782,131.550003,286.06604
2017-10-11,2902.600098,3798.449951,400.948792,4375.950195,1019.271912,586.150024,885.251953,169.423721,134.25,117.099998,3633.120117,438.148163,267.600006,63.900002,151.5,404.149994,199.649994,309.77243,126.800003,471.219452,110.020195,27.131979,111.213615,217.293182,113.87394,144.303024,1095.347778,1337.947388,1091.806641,125.900002,289.704163
2017-10-12,2903.449951,3785.25,397.670074,4544.450195,1031.864014,589.650024,892.856445,171.859695,135.050003,118.050003,3693.630127,439.399994,267.549988,66.550003,161.699997,410.200012,203.100006,314.950897,128.850006,483.568573,120.313606,27.276041,111.074081,218.046783,112.699501,146.016953,1100.37793,1332.283447,1114.546387,126.800003,292.495087
2017-10-13,2910,3734.850098,428.122528,4582.200195,1031.222046,592.849976,901.305847,171.959106,136.050003,117.199997,3706.283691,442.577789,271.299988,66.199997,162.649994,411.350006,204.600006,312.682251,129.550003,486.301971,121.009781,26.987915,112.05085,219.616196,116.222824,147.635651,1091.214355,1371.074585,1136.83728,127.650002,290.950104
2017-10-16,2896,3733.550049,450.378113,4540.100098,1018.728699,606.75,893.204346,171.959106,136.050003,124.800003,3718.887695,443.396332,274.25,65.449997,164.600006,409.149994,203.75,314.013885,127.300003,491.378296,119.120171,27.564169,114.423042,218.517792,115.800034,145.159973,1096.094849,1345.197144,1141.325439,127.349998,289.754028
2017-10-17,2865.350098,3699.600098,462.946594,4615.299805,1025.790161,632.099976,887.886169,177.725891,138,125.949997,3731.098145,453.362976,273.899994,64.949997,161.75,411.25,205.899994,317.466217,128.649994,488.400818,124.440918,27.324064,114.888176,216.790131,120.450813,147.683273,1103.565186,1339.9021,1136.188965,127.849998,288.906769
2017-10-18,2883.25,3739.25,458.972382,4685.850098,1020.901367,611,883.760864,177.328186,137.25,126.449997,3695.599609,446.140747,263.149994,63.299999,161.199997,426.600006,207.449997,312.189056,130.699997,490.938995,124.963051,26.987915,113.864883,215.659714,123.786232,151.920471,1099.879883,1345.526245,1135.19165,126.150002,293.790833
2017-10-19,2913.899902,3772,470.69632,4636.25,1016.555969,607.799988,886.295654,174.245941,136.600006,124.199997,3678.46582,443.300018,257.850006,63.599998,159.949997,416.149994,204.949997,310.166992,129.800003,487.717499,126.106766,26.891872,113.5858,213.901901,122.376907,149.587631,1080.506836,1355.179199,1130.005371,125.849998,291.099609
2017-10-23,2898.300049,3751.449951,494.144196,4655.200195,1013.889343,592.900024,892.856445,178.173309,138,125.25,3733.264648,442.096313,262.549988,63.75,157.800003,411.950012,209.600006,313.175446,129.600006,487.131775,126.3554,26.36364,111.911324,213.398865,124.396942,148.825882,1106.702759,1359.546875,1133.745483,126.650002,295.933838
2017-10-24,2903.949951,3737.600098,498.813904,4625.850098,1017.69165,595.049988,889.973694,177.228745,141.149994,124.650002,3697.962646,448.740753,266.549988,63.650002,161.899994,407.299988,211.5,308.983337,130.600006,487.229401,129.338989,26.36364,112.609024,216.633759,124.209038,148.683044,1111.782471,1359.995728,1123.073853,131.399994,295.834137
2017-10-25,2876.649902,3751.850098,512.425598,4644.25,1014.432556,592.650024,913.383545,180.758408,147.850006,120.800003,3711.994873,445.370392,305.700012,63.400002,165.399994,402.700012,195.199997,310.709503,129.699997,475.856476,122.551308,26.987915,113.027641,213.27356,132.852936,155.967239,1085.487061,1362.029907,1122.625,176.300003,297.927307
2017-10-26,2966.399902,3753.75,508.004272,4604.649902,1017.494141,611.5,902.299927,181.006973,144.199997,119.449997,3693.482422,463.377808,299.25,66.300003,168.149994,406.450012,196.199997,309.180634,134.399994,474.88028,127.449379,26.891872,118.376686,220.903946,134.966919,159.061829,1114.372314,1354.451172,1114.895386,186.399994,301.316254
2017-10-27,2977.399902,3849.100098,482.171844,4597.350098,991.124695,625.049988,906.574341,183.293808,149.350006,120.050003,3728.734863,439.159271,301.149994,63.200001,166.449997,411.450012,198.5,306.813293,134.300003,469.755127,127.026703,27.372084,120.190704,221.029221,136.611145,165.10817,1154.911255,1354.37146,1105.171265,175.600006,295.983673
2017-10-30,2946.949951,3835.75,489.72287,4745.899902,989.44574,626.049988,906.375488,186.823456,155.199997,122.150002,3774.375977,437.955566,300.549988,61.799999,165.550003,439.700012,201.050003,308.588806,135.449997,484.935272,132.148544,27.61219,120.934921,235.56839,135.765564,162.394455,1176.375977,1432.322754,1127.212769,184.25,292.295715
2017-10-31,2968.949951,3854.600098,493.995178,4639.5,1006.087158,627.599976,899.765137,200.196411,154,121.75,3791.017334,430.588898,300.100006,62.950001,163.100006,465.799988,201.149994,310.956116,142.350006,481.567322,129.338989,27.420105,119.213921,231.76828,130.832886,164.91774,1163.377563,1430.368286,1128.010742,176.449997,293.093109
2017-11-01,2946.649902,3812.600098,535.625061,4697.25,1005.741455,626.75,889.675476,207.454575,150.149994,120.550003,3760.934814,426.88147,313.399994,64.650002,164.199997,453.600006,200.800003,311.646576,139.949997,499.676147,130.706482,27.660212,119.53952,232.553925,131.537567,165.251007,1192.561646,1448.048706,1154.440674,179.649994,292.594727
2017-11-02,2949.800049,3762.25,539.698669,4658.649902,1004.210693,636,891.713257,206.659164,152,118.150002,3678.711914,428.85556,316.649994,63.799999,163.100006,473.600006,198.649994,308.144928,138.050003,494.160522,130.557297,27.948339,119.86512,226.30455,136.611145,173.011276,1296.747681,1501.099976,1158.380127,171.050003,292.295715
2017-11-03,2928.5,3820.050049,537.76123,4658.100098,988.655701,640.099976,899.118958,212.6745,152,115.900002,3632.627686,429.14444,315.899994,63.049999,165.300003,475.649994,198.649994,308.243561,136.100006,485.374573,130.68161,27.996359,118.981361,227.655411,133.463654,171.344955,1295.203735,1507.013306,1132.050049,173.5,293.591461
2017-11-06,2914.949951,3877.5,529.11731,4643.049805,982.680603,654.799988,897.230225,214.563614,151,116.300003,3632.430908,417.97406,316.100006,62.299999,162.5,478.350006,195.399994,311.268921,133.649994,480.591095,131.253479,27.468126,121.539589,232.898697,129.517517,158.442902,1302.823486,1534.356689,1120.099976,176.550003,298.874237
2017-11-07,2853.449951,3904.600098,511.034607,4649,972.557495,607.549988,882.070984,207.504288,151,113.900002,3625.193115,428.229645,312.450012,60.75,160.350006,437.850006,192.399994,307.846771,130.850006,457.259552,142.019287,27.516148,121.074463,235.159546,127.732361,158.966599,1275.930298,1512.109009,1119.800049,166.050003,301.266418
2017-11-08,2865.850098,3861.100098,492.107391,4653.5,979.026367,622.599976,874.665344,212.624786,150.850006,112.900002,3567.144775,418.648163,305.5,59.349998,157.850006,463.350006,190.800003,308.045135,127.050003,463.312103,138.289795,26.891872,118.609245,228.409012,129.141693,158.633347,1268.260864,1510.433716,1118.75,162.899994,301.415924
2017-11-09,2908.550049,3898.5,500.999725,4757.950195,999.568848,614.549988,869.645325,210.636246,150.050003,114.599998,3542.724121,415.56665,311.299988,60.599998,164.300003,459.399994,188.399994,309.880219,128,478.6875,137.668213,26.699787,117.213852,228.471207,129.517517,156.586151,1258.400024,1547.968506,1121.199951,166.649994,301.515625
2017-11-10,2925,3937.699951,500.204895,4873,999.963928,609.299988,867.309326,206.708862,151.25,112.150002,3549.96167,401.411133,318.5,62.450001,165.5,499.299988,187.350006,307.995575,126.300003,472.293274,136.549362,26.891872,117.306877,227.403885,124.458618,153.15831,1255.599976,1555.626953,1120.150024,167.350006,301.665131
2017-11-13,2898.899902,3925.800049,494.790009,4882.299805,1005.6427,602.099976,854.58551,201.140961,150,114.599998,3525.146973,404.540741,314.25,62.599998,171.699997,534.150024,181.850006,306.50766,122.550003,455.94165,133.690079,26.123533,117.306877,223.635803,125.14624,153.205902,1279.949951,1540.878296,1119,167.800003,297.628296
2017-11-14,2861.800049,3879.850098,494.939026,4788.350098,1012.111694,602.450012,841.613159,204.869476,150.25,111.150002,3599.29541,395.970398,314.100006,61.549999,170.399994,544.950012,184.649994,295.249207,122,440.615082,134.386246,26.027491,116.748711,220.558212,123.083397,152.58699,1249.650024,1524.374634,1115.400024,164.300003,297.528625
2017-11-15,2814.399902,3867.25,483.612518,4749.75,1003.371216,593.650024,847.17981,202.433517,152.399994,110.599998,3615.641602,398.47406,315.5,60.299999,161.100006,509.399994,183.050003,287.71051,121.349998,419.772858,131.775604,25.979469,113.864883,221.374954,119.792648,147.111954,1219.199951,1494.099609,1111.25,164.75,295.535126
2017-11-16,2852.350098,3956.949951,486.742218,4736.700195,990.137085,592.849976,845.390503,207.504288,155.100006,112.25,3601.067871,397.222229,318.950012,60.700001,165.850006,524.400024,186.550003,301.746399,120.599998,447.204529,132.297729,25.883429,115.120743,220.307648,123.034271,148.159363,1226.099976,1502.85498,1148.800049,173.5,296.681396
2017-11-17,2834.449951,4005.949951,490.319,4750.049805,992.211121,608.549988,851.006836,222.567505,155,112.400002,3575.613037,399.437042,325.100006,61.099998,164.75,551.450012,190.149994,304.920563,121.599998,445.691376,133.814392,25.883429,115.864967,222.034363,124.065704,153.443954,1300.949951,1547.310303,1137.900024,170.649994,294.189514
2017-11-20,2841,4010.800049,489.474487,4763.200195,994.334473,604.25,850.609253,226.345718,155.850006,113.400002,3602.643555,400.159271,318.549988,61.700001,173.949997,551.25,187.949997,301.3992,126.900002,439.004333,131.825333,26.36364,117.213852,221.563354,124.949776,151.777634,1279.650024,1535.742798,1135.599976,170.600006,293.392151
