Date,Date.1,UNIONBANK.NS.Open,UNIONBANK.NS.High,UNIONBANK.NS.Low,UNIONBANK.NS.Close,UNIONBANK.NS.Volume,UNIONBANK.NS.Adjusted,log_returns
2014-03-19,2014-03-19,119.599998,119.949997,118.199997,119.0,3793023.0,111.78978700000002,0.004632585098586439
2014-03-20,2014-03-20,118.300003,118.349998,114.949997,115.099998,1843238.0,108.126091,-0.033322150547610015
2014-03-21,2014-03-21,116.400002,117.599998,115.900002,116.449997,1621193.0,109.394287,0.01166061204317703
2014-03-24,2014-03-24,116.400002,118.900002,116.400002,117.800003,1525366.0,110.662498,0.011526343446472076
2014-03-25,2014-03-25,117.300003,119.050003,117.099998,118.650002,1826584.0,111.460999,0.0071897340936573064
2014-03-26,2014-03-26,119.599998,121.599998,118.25,119.650002,2959004.0,112.40041399999998,0.008392875768974406
2014-03-27,2014-03-27,120.5,123.900002,119.550003,122.0,3771010.0,114.608017,0.019450137476959558
2014-03-28,2014-03-28,124.5,135.0,124.5,133.75,12514765.0,125.646088,0.09195137119847008
2014-03-31,2014-03-31,136.0,138.600006,132.399994,137.399994,7662916.0,129.074921,0.02692388931600753
2014-04-01,2014-04-01,138.600006,138.600006,133.300003,134.850006,4899432.0,126.679443,-0.01873319396308215
