Date,Date.1,OIL.NS.Open,OIL.NS.High,OIL.NS.Low,OIL.NS.Close,OIL.NS.Volume,OIL.NS.Adjusted,log_returns
2013-04-01,2013-04-01,256.0,260.75,254.0,254.925003,209158.0,166.96096799999995,-0.0017636707661186077
2013-04-02,2013-04-02,254.925003,257.5,252.574997,253.550003,361364.0,166.06044,-0.005408242072935997
2013-04-03,2013-04-03,258.200012,258.524994,254.300003,256.75,354730.0,168.156219,0.012541603862244344
2013-04-04,2013-04-04,254.024994,262.5,254.0,259.625,504680.0,170.039185,0.011135488151892579
2013-04-05,2013-04-05,260.0,269.100006,260.0,265.975006,1741778.0,174.198059,0.02416401150201075
2013-04-08,2013-04-08,269.674988,272.399994,265.274994,267.725006,1178818.0,175.344223,0.0065581085147456974
2013-04-09,2013-04-09,267.399994,268.5,264.024994,264.924988,342238.0,173.510391,-0.010513542422510902
2013-04-10,2013-04-10,270.0,270.0,257.649994,264.549988,797486.0,173.264771,-0.0014165953504745588
2013-04-11,2013-04-11,262.5,265.799988,261.5,263.700012,197390.0,172.708099,-0.003218012327899977
2013-04-12,2013-04-12,263.75,265.850006,261.5,263.600006,267366.0,172.642593,-0.00037935931389743166
2013-04-15,2013-04-15,264.0,272.0,263.325012,268.450012,1002646.0,175.81909199999996,0.018232058945852003
2013-04-16,2013-04-16,268.0,279.950012,266.625,277.399994,1285452.0,181.680786,0.032795644038880134
2013-04-17,2013-04-17,278.450012,285.0,275.5,280.125,1287742.0,183.4655,0.009775414843254282
2013-04-18,2013-04-18,278.5,283.899994,276.0,280.100006,841404.0,183.449112,-8.932868561206675e-05
2013-04-22,2013-04-22,280.0,287.450012,273.25,279.049988,1235272.0,182.761414,-0.0037557566456847273
2013-04-23,2013-04-23,278.899994,283.975006,274.075012,277.649994,561608.0,181.844528,-0.005029473341739532
2013-04-25,2013-04-25,277.5,281.950012,271.524994,276.0,921034.0,180.76387,-0.005960486328350001
2013-04-26,2013-04-26,279.5,281.0,274.0,276.274994,1370238.0,180.943985,0.0009959143125994883
2013-04-29,2013-04-29,275.0,279.350006,269.0,274.700012,1058708.0,179.91243,-0.005717275719701931
2013-04-30,2013-04-30,273.5,277.549988,266.625,274.950012,1118716.0,180.076202,0.0009098732389887233
2013-05-02,2013-05-02,276.5,284.924988,274.225006,278.875,1213928.0,182.646805,0.014174154866677391
2013-05-03,2013-05-03,278.0,282.399994,277.924988,279.0,316450.0,182.728668,0.00044810343013867987
2013-05-06,2013-05-06,275.225006,279.850006,274.299988,276.475006,379916.0,181.074936,-0.0090914074098718
2013-05-07,2013-05-07,277.899994,277.899994,271.649994,274.975006,650320.0,180.092529,-0.005440187824851783
2013-05-08,2013-05-08,274.975006,277.375,273.0,274.549988,340706.0,179.814209,-0.0015466232003662483
2013-05-09,2013-05-09,273.5,276.0,271.5,274.475006,688772.0,179.765045,-0.0002734529301084976
2013-05-10,2013-05-10,274.5,280.0,272.024994,279.350006,828210.0,182.957916,0.017605466500496547
2013-05-13,2013-05-13,277.575012,281.0,275.274994,276.325012,684098.0,180.97673,-0.010887699716877641
2013-05-14,2013-05-14,274.174988,284.225006,274.174988,280.899994,430294.0,183.973068,0.01642091786578348
2013-05-15,2013-05-15,280.5,300.0,278.5,292.549988,1659656.0,191.603134,0.040636845066025266
2013-05-16,2013-05-16,301.299988,302.399994,294.100006,299.350006,2362624.0,196.056763,0.022978002048597013
2013-05-17,2013-05-17,297.700012,299.950012,293.274994,294.725006,447676.0,193.027649,-0.015570786733677622
2013-05-20,2013-05-20,293.5,299.475006,293.5,296.549988,612636.0,194.2229,0.006173030864046858
2013-05-21,2013-05-21,299.0,300.0,295.399994,296.274994,605998.0,194.04277,-0.0009278698934336305
2013-05-22,2013-05-22,298.5,298.5,289.375,293.0,912532.0,191.897873,-0.011115279627891715
2013-05-23,2013-05-23,294.700012,295.975006,290.5,292.274994,731470.0,191.423035,-0.002477497224750102
2013-05-24,2013-05-24,294.975006,295.475006,288.0,289.350006,415434.0,189.507324,-0.010058148977472037
2013-05-27,2013-05-27,294.975006,295.475006,290.100006,294.174988,1698280.0,192.667404,0.016537734134422166
2013-05-28,2013-05-28,296.975006,305.700012,293.799988,300.975006,2182102.0,197.121002,0.02285235654372375
2013-05-29,2013-05-29,304.0,310.0,301.125,302.524994,2853396.0,198.136185,0.005136833766450799
2013-05-30,2013-05-30,302.5,305.975006,296.524994,300.0,2034404.0,196.482422,-0.008381625459540132
2013-05-31,2013-05-31,297.149994,314.950012,288.524994,297.299988,13230198.0,194.714127,-0.009040504310030784
2013-06-03,2013-06-03,292.0,294.700012,280.0,285.174988,1328452.0,186.772964,-0.04163868454120756
2013-06-04,2013-06-04,285.0,294.399994,285.0,291.674988,875412.0,191.030075,0.02253709339801357
2013-06-05,2013-06-05,294.475006,294.475006,288.049988,289.825012,461830.0,189.818436,-0.00636286110025175
2013-06-06,2013-06-06,287.0,292.149994,285.524994,286.25,279592.0,187.47702,-0.012411737384347532
2013-06-07,2013-06-07,286.024994,288.475006,282.524994,286.649994,537962.0,187.738998,0.001396411826804389
2013-06-10,2013-06-10,286.649994,289.549988,282.5,283.475006,2054574.0,185.659546,-0.011138091087556036
2013-06-11,2013-06-11,283.825012,286.0,277.075012,278.350006,472348.0,182.302994,-0.018244493611085492
2013-06-12,2013-06-12,277.0,278.5,271.625,278.450012,680680.0,182.368469,0.0003590903448538185
2013-06-13,2013-06-13,277.5,277.5,265.0,266.049988,701510.0,174.24719199999996,-0.045554260639220516
2013-06-14,2013-06-14,267.049988,289.950012,265.575012,285.600006,1981354.0,187.051285,0.07090789585829071
2013-06-17,2013-06-17,286.299988,287.5,275.5,285.75,522948.0,187.149567,0.0005252901041492564
2013-06-18,2013-06-18,287.950012,292.0,280.024994,287.924988,709434.0,188.574036,0.007582573006623683
2013-06-19,2013-06-19,286.875,291.399994,284.299988,288.25,1064984.0,188.786865,0.0011279866144171535
2013-06-20,2013-06-20,287.5,291.700012,283.149994,286.700012,570304.0,187.771729,-0.005391662680618303
2013-06-21,2013-06-21,286.5,289.25,282.549988,284.625,436692.0,186.41275,-0.007263716436249902
2013-06-24,2013-06-24,283.524994,286.5,275.049988,276.924988,283438.0,181.369675,-0.027425949489132684
2013-06-25,2013-06-25,279.0,282.299988,270.100006,272.75,907378.0,178.6353,-0.015191054421858754
2013-06-26,2013-06-26,275.0,282.299988,273.125,280.725006,1542890.0,183.858444,0.028819838150057286
2013-06-27,2013-06-27,286.5,294.399994,282.149994,286.075012,1008192.0,187.362411,0.018878632602741696
2013-06-28,2013-06-28,308.0,310.5,276.075012,287.274994,4264452.0,188.148331,0.004185878376529395
2013-07-01,2013-07-01,288.375,294.674988,287.625,290.649994,901720.0,190.358719,0.011679640457241014
2013-07-02,2013-07-02,290.975006,292.5,282.5,283.225006,452654.0,185.495819,-0.02587794416543865
2013-07-03,2013-07-03,281.049988,290.450012,276.0,278.600006,586654.0,182.466721,-0.016464537000214996
2013-07-04,2013-07-04,281.450012,285.875,280.0,283.950012,1378532.0,185.970642,0.019021016835976567
2013-07-05,2013-07-05,284.125,287.375,280.125,284.450012,248152.0,186.298111,0.0017593154506032604
2013-07-08,2013-07-08,283.924988,283.924988,276.049988,277.899994,303822.0,182.00824,-0.02329617721908672
2013-07-09,2013-07-09,282.375,282.375,266.174988,268.649994,680348.0,175.95001200000004,-0.03385202880841565
2013-07-10,2013-07-10,266.549988,272.5,266.25,267.125,816136.0,174.951248,-0.005692579713826085
2013-07-11,2013-07-11,269.049988,272.25,260.049988,263.350006,2129602.0,172.478851,-0.014232726198445178
2013-07-12,2013-07-12,265.5,271.0,263.5,268.024994,1549658.0,175.540695,0.017596270311195816
2013-07-15,2013-07-15,270.5,275.5,268.774994,274.049988,446212.0,179.48671000000004,0.02223026982238796
2013-07-16,2013-07-16,270.0,277.0,269.075012,275.375,849852.0,180.354523,0.0048233198580076575
2013-07-17,2013-07-17,275.024994,282.450012,275.024994,277.149994,1823900.0,181.517044,0.006425069583964493
2013-07-18,2013-07-18,276.975006,282.950012,276.950012,278.75,626522.0,182.564926,0.005756313027392324
2013-07-19,2013-07-19,277.5,279.924988,271.5,275.774994,768890.0,180.616486,-0.010729947235897264
2013-07-22,2013-07-22,273.0,277.450012,262.825012,265.325012,403290.0,173.772354,-0.03862978913904325
2013-07-23,2013-07-23,267.0,268.725006,263.274994,266.024994,529718.0,174.230804,0.0026347477295551873
2013-07-24,2013-07-24,266.0,268.450012,263.850006,267.125,200712.0,174.951248,0.004126472240882251
2013-07-25,2013-07-25,267.125,270.825012,266.424988,268.475006,1281944.0,175.83543400000005,0.00504117127522008
2013-07-26,2013-07-26,268.25,272.225006,265.0,266.649994,509496.0,174.640152,-0.006820940926981933
2013-07-29,2013-07-29,266.924988,268.899994,264.5,266.475006,718108.0,174.525543,-0.0006564734494665102
