Date,Date.1,JUSTDIAL.NS.Open,JUSTDIAL.NS.High,JUSTDIAL.NS.Low,JUSTDIAL.NS.Close,JUSTDIAL.NS.Volume,JUSTDIAL.NS.Adjusted,log_returns
2013-07-23,2013-07-23,688.0,701.849976,684.049988,690.049988,113799.0,687.544189,0.008002300878623636
2013-07-24,2013-07-24,689.0,694.299988,665.0,678.799988,75880.0,676.335022,-0.016437554433234247
2013-07-25,2013-07-25,683.0,694.0,675.349976,680.450012,96283.0,677.979126,0.002427951904788728
2013-07-26,2013-07-26,682.0,688.299988,666.950012,680.099976,71524.0,677.63031,-0.0005146261134445496
2013-07-29,2013-07-29,680.0,684.900024,661.0,680.099976,136506.0,677.63031,0.0
2013-07-30,2013-07-30,681.0,690.0,671.900024,677.5,231338.0,675.039734,-0.0038303194171556147
2013-07-31,2013-07-31,687.950012,703.799988,662.200012,697.799988,215260.0,695.266052,0.02952302662012674
2013-08-01,2013-08-01,693.0,701.0,676.0,680.75,79059.0,678.277954,-0.0247374153643598
2013-08-02,2013-08-02,687.599976,705.0,675.799988,695.5,142223.0,692.974426,0.021435929609061155
2013-08-05,2013-08-05,705.0,733.75,659.0,679.099976,197203.0,676.633972,-0.02386263023102764
2013-08-06,2013-08-06,689.900024,689.900024,651.099976,658.200012,295553.0,655.809875,-0.03125954271735498
2013-08-07,2013-08-07,659.0,675.0,642.299988,669.849976,82383.0,667.417542,0.01754492781768313
2013-08-08,2013-08-08,674.0,676.549988,658.0,666.349976,40314.0,663.930237,-0.0052387708616477005
2013-08-12,2013-08-12,670.0,680.0,660.150024,670.75,46418.0,668.31427,0.0065814477772692115
2013-08-13,2013-08-13,675.950012,679.0,665.0,666.400024,51732.0,663.980103,-0.006506343308960716
2013-08-14,2013-08-14,674.900024,684.799988,668.0,671.599976,18143.0,669.161194,0.00777279512208917
2013-08-16,2013-08-16,680.900024,680.900024,649.0,661.049988,54845.0,658.649536,-0.015833397583785214
2013-08-19,2013-08-19,656.200012,656.200012,625.5,641.099976,48167.0,638.771973,-0.03064404027807388
2013-08-20,2013-08-20,636.200012,659.0,625.099976,644.25,41364.0,641.910522,0.004901379218503088
2013-08-21,2013-08-21,649.900024,659.049988,635.650024,650.049988,18003.0,647.689392,0.008962327957244831
2013-08-22,2013-08-22,649.849976,669.0,643.400024,667.700012,36975.0,665.275391,0.026789828633601687
2013-08-23,2013-08-23,666.299988,679.0,658.900024,675.400024,13488.0,672.947449,0.011466165164968343
2013-08-26,2013-08-26,675.299988,680.0,660.0,674.0,8015.0,671.55249,-0.002075060712283694
2013-08-27,2013-08-27,665.200012,690.0,652.0,679.599976,293684.0,677.132141,0.00827425879287613
2013-08-28,2013-08-28,668.0,682.75,653.400024,676.049988,108173.0,673.5950320000002,-0.005237352377150728
2013-08-29,2013-08-29,689.950012,689.950012,668.0,672.150024,3698.0,669.709229,-0.005785455985584775
2013-08-30,2013-08-30,674.849976,684.0,672.5,678.349976,22843.0,675.886658,0.009181764686607252
2013-09-02,2013-09-02,679.900024,685.0,676.950012,682.549988,8658.0,680.071411,0.0061724125277811135
2013-09-03,2013-09-03,689.0,689.0,674.950012,680.150024,8444.0,677.680176,-0.0035223489999518525
2013-09-04,2013-09-04,680.0,705.0,679.900024,699.299988,48979.0,696.76062,0.02776644860894706
2013-09-05,2013-09-05,701.900024,710.0,689.950012,706.450012,30300.0,703.8846440000002,0.010172576335509831
2013-09-06,2013-09-06,700.0,747.0,700.0,728.25,49072.0,725.6054690000002,0.0303919512057913
2013-09-10,2013-09-10,727.299988,740.0,717.0,728.599976,11422.0,725.954163,0.0004804404848686161
2013-09-11,2013-09-11,736.5,819.400024,713.75,769.049988,107693.0,766.257324,0.054031168974939085
2013-09-12,2013-09-12,769.950012,805.0,752.049988,777.799988,33719.0,774.975525,0.011313402766591985
2013-09-13,2013-09-13,775.099976,788.0,767.049988,773.150024,32819.0,770.3424679999998,-0.005996268603442267
2013-09-16,2013-09-16,760.0,782.0,760.0,774.349976,42712.0,771.538025,0.0015507780856278686
2013-09-17,2013-09-17,774.950012,775.25,737.299988,740.650024,8091.0,737.96051,-0.044495644007998436
2013-09-18,2013-09-18,757.450012,773.849976,745.700012,769.400024,28249.0,766.606079,0.03808276905130459
2013-09-19,2013-09-19,779.900024,785.0,762.900024,772.799988,45025.0,769.993713,0.004409267144332318
2013-09-20,2013-09-20,764.450012,795.0,757.299988,766.349976,59586.0,763.567078,-0.00838137315309595
2013-09-23,2013-09-23,759.950012,774.75,753.0,763.75,4254.0,760.9765629999998,-0.003398416973497298
2013-09-24,2013-09-24,766.599976,767.0,755.400024,757.150024,5726.0,754.400574,-0.008679067564213659
2013-09-25,2013-09-25,760.200012,799.0,754.0,785.049988,18275.0,782.1992190000002,0.0361859716665256
2013-09-26,2013-09-26,794.950012,829.950012,781.0,816.799988,107245.0,813.833923,0.03964685553287062
2013-09-27,2013-09-27,820.0,854.0,799.0,846.900024,73214.0,843.824707,0.036188460508870264
2013-09-30,2013-09-30,843.5,873.900024,825.400024,844.2000119999999,161293.0,841.134399,-0.00319332413063389
2013-10-01,2013-10-01,835.0,860.0,833.0,838.0,37987.0,834.9569700000002,-0.007371265177299691
2013-10-03,2013-10-03,835.0,867.9500119999999,830.650024,859.0,223664.0,855.880737,0.024750849911546524
2013-10-04,2013-10-04,867.650024,1030.800049,859.349976,1029.449951,1102562.0,1025.71167,0.1810109223440257
2013-10-07,2013-10-07,1039.0,1048.0,912.200012,925.349976,946798.0,921.989685,-0.10660792698599232
2013-10-08,2013-10-08,931.0,947.950012,900.0,912.599976,472011.0,909.286072,-0.013874280520906446
2013-10-09,2013-10-09,903.5,926.0,891.2000119999999,904.650024,279552.0,901.36499,-0.008749485418129588
2013-10-10,2013-10-10,907.0,934.700012,900.0,908.25,193654.0,904.951843,0.003971460210012268
2013-10-11,2013-10-11,913.0,915.900024,875.099976,880.75,147988.0,877.5516970000001,-0.030745862564637075
2013-10-14,2013-10-14,889.0,905.0,862.099976,868.7999880000001,147473.0,865.645081,-0.013660880190999869
2013-10-15,2013-10-15,872.0,897.0,859.75,875.150024,313029.0,871.9720460000002,0.007282378681906286
2013-10-17,2013-10-17,880.7999880000001,892.900024,870.0,881.849976,153766.0,878.6477050000002,0.007626660620229764
2013-10-18,2013-10-18,888.7999880000001,1002.700012,883.5,953.299988,1141707.0,949.838257,0.07790768763403833
2013-10-21,2013-10-21,955.0,989.900024,930.0,969.75,308633.0,966.228516,0.01710865093310865
2013-10-22,2013-10-22,970.0,977.5,955.0,960.650024,100306.0,957.16156,-0.009428168811716377
2013-10-23,2013-10-23,962.0,1152.75,962.0,1148.099976,2116308.0,1143.930908,0.17825357857964794
2013-10-24,2013-10-24,1154.800049,1167.0,1036.0,1058.650024,927385.0,1054.805786,-0.08111383514682835
2013-10-25,2013-10-25,1044.0,1189.0,963.25,1029.550049,3171849.0,1025.811401,-0.0278727507184664
2013-10-28,2013-10-28,1030.0,1078.0,1015.0,1058.75,973338.0,1054.905396,0.02796718070577864
2013-10-29,2013-10-29,1065.5,1103.0,1040.099976,1071.900024,605327.0,1068.00769,0.01234385001727478
2013-10-30,2013-10-30,1070.0,1098.5,1046.699951,1054.400024,362592.0,1050.571167,-0.01646095604302289
2013-10-31,2013-10-31,1060.0,1265.25,1060.0,1246.900024,2211618.0,1242.37207,0.16768852707350668
2013-11-01,2013-11-01,1217.300049,1225.0,1150.0,1175.300049,845428.0,1171.032104,-0.05913701179346464
2013-11-05,2013-11-05,1229.5,1290.0,1180.0,1196.400024,958891.0,1192.055542,0.0177936630715676
2013-11-06,2013-11-06,1200.0,1239.550049,1145.550049,1157.550049,626357.0,1153.34668,-0.03301129060629826
2013-11-07,2013-11-07,1175.300049,1204.699951,1142.199951,1172.650024,563612.0,1168.391724,0.012960335726774021
2013-11-08,2013-11-08,1187.0,1239.699951,1178.0,1193.300049,635180.0,1188.966797,0.017456483855873728
2013-11-11,2013-11-11,1195.0,1234.800049,1182.900024,1195.550049,396648.0,1191.208618,0.0018837449112325546
2013-11-12,2013-11-12,1202.5,1226.0,1012.0,1055.650024,721446.0,1051.81665,-0.12444962502926328
2013-11-13,2013-11-13,1064.0,1070.0,954.0,1013.650024,1209015.0,1009.969177,-0.040598999487809984
2013-11-14,2013-11-14,1025.0,1125.0,1025.0,1115.25,915222.0,1111.200195,0.0955208753782344
2013-11-18,2013-11-18,1138.0,1147.0,1115.5,1130.199951,502222.0,1126.095825,0.013315940284014616
2013-11-19,2013-11-19,1142.0,1222.0,1122.0,1204.800049,899831.0,1200.425049,0.06391907334933045
2013-11-20,2013-11-20,1205.0,1438.699951,1198.949951,1389.75,2861294.0,1384.7033689999996,0.1428102411162664
2013-11-21,2013-11-21,1366.199951,1382.25,1268.0,1293.050049,2707251.0,1288.354492,-0.07212012617123964
2013-11-22,2013-11-22,1300.0,1349.5,1231.25,1243.75,1369840.0,1239.233643,-0.03887265780324345
2013-11-25,2013-11-25,1255.0,1273.0,1190.300049,1207.650024,916700.0,1203.264648,-0.02945475589584845
2013-11-26,2013-11-26,1211.0,1244.800049,1172.25,1216.400024,811165.0,1211.98291,0.007219384064419466
2013-11-27,2013-11-27,1227.0,1237.0,1190.300049,1199.050049,392956.0,1194.695801,-0.014366193742657353
2013-11-28,2013-11-28,1210.099976,1240.0,1200.0,1216.900024,696915.0,1212.481079,0.014777145614305097
2013-11-29,2013-11-29,1222.0,1236.0,1209.0,1222.25,385686.0,1217.811523,0.004386675533132768
2013-12-02,2013-12-02,1220.0,1232.099976,1206.150024,1215.199951,352572.0,1210.787109,-0.005784762863553007
2013-12-03,2013-12-03,1216.0,1272.900024,1200.0,1206.300049,904111.0,1201.919556,-0.007350742680231725
2013-12-04,2013-12-04,1210.0,1246.5,1208.0,1221.25,657390.0,1216.815308,0.012317133674293324
2013-12-05,2013-12-05,1238.0,1264.599976,1196.050049,1205.650024,514685.0,1201.271973,-0.01285606950846141
2013-12-06,2013-12-06,1217.5,1224.75,1192.099976,1199.599976,273256.0,1195.243774,-0.005030813356062147
2013-12-09,2013-12-09,1220.0,1231.650024,1105.0,1121.449951,841216.0,1117.377563,-0.0673656813662804
2013-12-10,2013-12-10,1126.5,1169.0,1077.550049,1138.0,1252358.0,1133.867554,0.014649924877855547
2013-12-11,2013-12-11,1142.699951,1159.0,1126.199951,1143.800049,325754.0,1139.646606,0.005083816541278985
2013-12-12,2013-12-12,1147.0,1176.800049,1131.300049,1160.949951,620182.0,1156.7341310000004,0.014882410491440012
2013-12-13,2013-12-13,1162.0,1179.849976,1151.0,1168.050049,337962.0,1163.8084720000004,0.006097162712541682
2013-12-16,2013-12-16,1165.0,1173.650024,1131.099976,1138.150024,158483.0,1134.016968,-0.025931624658663388
2013-12-17,2013-12-17,1145.199951,1188.949951,1145.199951,1169.050049,392184.0,1164.80481,0.02678735975946456
2013-12-18,2013-12-18,1174.900024,1234.0,1156.050049,1221.349976,496147.0,1216.914917,0.04376537156649984
2013-12-19,2013-12-19,1223.0,1289.849976,1220.0,1266.099976,653876.0,1261.502441,0.035984524612577395
2013-12-20,2013-12-20,1269.050049,1361.599976,1269.0,1324.449951,1256482.0,1319.6403810000004,0.04505583674864777
2013-12-23,2013-12-23,1326.0,1342.0,1305.150024,1322.550049,303996.0,1317.747559,-0.0014353764922301335
2013-12-24,2013-12-24,1322.0,1339.0,1290.199951,1312.099976,298860.0,1307.335327,-0.00793292025940584
2013-12-26,2013-12-26,1319.300049,1349.0,1310.0,1338.650024,250349.0,1333.78894,0.02003275499179047
2013-12-27,2013-12-27,1337.0,1398.0,1337.0,1381.849976,666817.0,1376.832031,0.031761511377614404
2013-12-30,2013-12-30,1393.0,1431.699951,1389.0,1418.199951,335538.0,1413.049927,0.025965206657667217
2013-12-31,2013-12-31,1428.0,1458.900024,1422.699951,1441.800049,456797.0,1436.564331,0.016503944468764686
2014-01-01,2014-01-01,1447.949951,1452.650024,1408.0,1417.400024,242987.0,1412.25293,-0.0170681296634001
2014-01-02,2014-01-02,1422.0,1509.0,1410.599976,1490.449951,778406.0,1485.03772,0.050253920680901835
2014-01-03,2014-01-03,1499.0,1645.25,1492.0,1598.800049,1134026.0,1592.994263,0.07017525693491232
2014-01-06,2014-01-06,1630.449951,1650.0,1495.0,1510.0,762260.0,1504.516602,-0.057143777617991276
2014-01-07,2014-01-07,1515.0,1519.0,1424.949951,1435.550049,590799.0,1430.337158,-0.05056146061591793
2014-01-08,2014-01-08,1435.900024,1472.900024,1414.0,1428.150024,498699.0,1422.963989,-0.005168178913911525
2014-01-09,2014-01-09,1430.0,1459.0,1380.0,1446.75,612655.0,1441.49646,0.012939769925506715
2014-01-10,2014-01-10,1450.0,1475.0,1426.099976,1440.699951,361507.0,1435.468262,-0.004190671353061504
2014-01-13,2014-01-13,1458.849976,1479.0,1419.0,1431.199951,270217.0,1426.002808,-0.006615819830383174
2014-01-14,2014-01-14,1428.0,1524.0,1417.0,1500.900024,539014.0,1495.449829,0.04755175941322953
2014-01-15,2014-01-15,1511.0,1544.0,1492.099976,1509.75,369622.0,1504.267578,0.005879070059780389
2014-01-16,2014-01-16,1513.0,1560.050049,1493.0,1549.0,501303.0,1543.375,0.025665456298135325
2014-01-17,2014-01-17,1562.949951,1599.0,1450.0,1485.050049,829121.0,1479.657349,-0.0421610368808043
2014-01-20,2014-01-20,1460.0,1564.699951,1405.0,1547.550049,837766.0,1541.93042,0.041224610881486434
2014-01-21,2014-01-21,1559.699951,1625.0,1535.0,1614.699951,613895.0,1608.836426,0.04247605003406996
2014-01-22,2014-01-22,1616.0,1778.9000239999998,1573.0,1693.25,2237505.0,1687.101318,0.04750065891118016
2014-01-23,2014-01-23,1676.650024,1727.0,1640.0,1666.150024,757022.0,1660.099609,-0.016134253861817882
2014-01-24,2014-01-24,1664.900024,1692.949951,1543.099976,1578.900024,983103.0,1573.1665039999998,-0.05378713627592191
2014-01-27,2014-01-27,1550.0,1550.0,1460.0,1481.099976,701684.0,1475.721558,-0.06394340767310512
2014-01-28,2014-01-28,1482.0,1485.0,1211.650024,1290.0,2534597.0,1285.315674,-0.13814271316293425
2014-01-29,2014-01-29,1310.400024,1524.0,1310.400024,1495.599976,2074952.0,1490.168945,0.14788515055778806
2014-01-30,2014-01-30,1451.099976,1470.0,1341.25,1386.949951,1129149.0,1381.913452,-0.07542040123216953
2014-01-31,2014-01-31,1401.0,1466.599976,1401.0,1420.5,703103.0,1415.341675,0.02390187017442713
2014-02-03,2014-02-03,1401.0,1405.0,1325.0,1331.300049,562305.0,1326.465576,-0.06485302511791424
2014-02-04,2014-02-04,1290.0,1334.699951,1266.550049,1300.099976,673718.0,1295.378784,-0.023714793580251303
2014-02-05,2014-02-05,1298.0,1339.900024,1290.0,1312.099976,356445.0,1307.335327,0.00918781441232941
2014-02-06,2014-02-06,1326.050049,1414.0,1325.0,1366.699951,898257.0,1361.737061,0.040770171400292377
2014-02-07,2014-02-07,1387.0,1433.0,1384.599976,1401.599976,407169.0,1396.5102539999998,0.025215313526032013
2014-02-10,2014-02-10,1415.0,1437.800049,1397.5,1416.050049,276257.0,1410.907837,0.01025690421362313
2014-02-11,2014-02-11,1424.699951,1434.449951,1345.099976,1358.650024,437776.0,1353.716309,-0.04137972137398993
2014-02-12,2014-02-12,1373.0,1421.0,1365.0,1374.0,334481.0,1369.01062,0.011234671905349105
2014-02-13,2014-02-13,1387.0,1495.900024,1376.099976,1452.650024,915248.0,1447.375,0.05566326718686021
2014-02-14,2014-02-14,1467.699951,1514.900024,1462.300049,1483.400024,714092.0,1478.013306,0.020947254241545643
2014-02-17,2014-02-17,1493.0,1503.0,1426.349976,1435.400024,316684.0,1430.187622,-0.032893185330743265
2014-02-18,2014-02-18,1444.0,1459.900024,1412.0,1423.699951,312380.0,1418.530029,-0.008184495273110494
2014-02-19,2014-02-19,1434.0,1453.400024,1427.550049,1437.0,240532.0,1431.78186,0.0092985799444687
2014-02-20,2014-02-20,1429.300049,1475.0,1408.0,1436.949951,389662.0,1431.731934,-3.4870444912904475e-05
2014-02-21,2014-02-21,1447.0,1455.900024,1436.150024,1444.25,169147.0,1439.005493,0.005067391044587311
2014-02-24,2014-02-24,1449.699951,1461.5,1426.099976,1438.25,155042.0,1433.027344,-0.0041630148212581375
2014-02-25,2014-02-25,1451.0,1459.0,1430.0,1437.650024,138756.0,1432.429443,-0.00041731636742170514
2014-02-26,2014-02-26,1444.800049,1447.5,1401.0,1411.900024,168485.0,1406.772949,-0.01807352125673045
2014-02-28,2014-02-28,1423.0,1442.699951,1414.0,1433.449951,191651.0,1428.2446289999998,0.015147765382516274
2014-03-03,2014-03-03,1420.050049,1511.949951,1420.050049,1473.199951,641762.0,1467.85022,0.02735273694491891
2014-03-04,2014-03-04,1476.300049,1525.0,1476.300049,1515.25,338940.0,1509.747681,0.02814364317463713
2014-03-05,2014-03-05,1523.0,1695.0,1523.0,1682.4000239999998,1331824.0,1676.290649,0.10464086709364297
2014-03-06,2014-03-06,1699.0,1769.9000239999998,1699.0,1744.949951,887594.0,1738.613525,0.036504565597799576
2014-03-07,2014-03-07,1758.800049,1768.4000239999998,1595.0,1609.949951,488626.0,1604.103638,-0.08052285130374504
2014-03-10,2014-03-10,1604.0,1684.6500239999998,1586.0,1628.050049,376063.0,1622.138062,0.01117995086674295
2014-03-11,2014-03-11,1638.900024,1653.0,1591.0,1615.150024,232512.0,1609.2849119999996,-0.007955144149753401
2014-03-12,2014-03-12,1670.0,1750.0,1600.0,1616.849976,1515705.0,1610.97876,0.0010519934568966602
2014-03-13,2014-03-13,1629.650024,1641.449951,1581.300049,1613.900024,596401.0,1608.039429,-0.0018262287718409094
2014-03-14,2014-03-14,1605.0,1634.800049,1590.0,1621.25,262576.0,1615.362671,0.004543804572026744
2014-03-18,2014-03-18,1634.0,1665.0,1631.0,1649.949951,301096.0,1643.958374,0.017547480811527905
2014-03-19,2014-03-19,1660.0,1667.0,1634.0,1641.449951,187753.0,1635.489258,-0.005164976409374411
2014-03-20,2014-03-20,1646.0,1646.0,1620.300049,1630.050049,100126.0,1624.130859,-0.006969183257512057
2014-03-21,2014-03-21,1638.0,1687.0,1630.050049,1640.849976,273471.0,1634.891479,0.00660361175087143
2014-03-24,2014-03-24,1649.949951,1664.949951,1636.0,1639.849976,127826.0,1633.895142,-0.0006096066500358432
2014-03-25,2014-03-25,1641.0,1650.0,1632.349976,1641.300049,138976.0,1635.339966,0.0008838912138990906
2014-03-26,2014-03-26,1648.0,1648.349976,1611.150024,1626.050049,188125.0,1620.145264,-0.009334898649884238
2014-03-27,2014-03-27,1625.5,1634.699951,1581.599976,1613.300049,182718.0,1607.44165,-0.007871936489542541
2014-03-28,2014-03-28,1636.0,1707.0,1616.25,1631.099976,567757.0,1625.177002,0.010972856287055244
2014-03-31,2014-03-31,1642.949951,1653.0,1539.449951,1549.400024,366412.0,1543.77356,-0.05138695134141536
2014-04-01,2014-04-01,1555.0,1574.900024,1530.25,1556.050049,273851.0,1550.399536,0.004282880060558547
2014-04-02,2014-04-02,1569.949951,1624.0,1556.300049,1594.949951,405623.0,1589.158081,0.024691704311099905
2014-04-03,2014-04-03,1600.0,1609.900024,1590.0,1597.849976,152951.0,1592.047607,0.001816623681737184
2014-04-04,2014-04-04,1603.0,1603.599976,1554.050049,1560.599976,139051.0,1554.932983,-0.023588543916284618
2014-04-07,2014-04-07,1558.199951,1558.199951,1480.0,1487.300049,344120.0,1481.89917,-0.048107958831201884
2014-04-09,2014-04-09,1498.900024,1503.900024,1409.099976,1418.949951,584293.0,1413.797241,-0.047045324847537984
2014-04-10,2014-04-10,1420.900024,1425.0,1314.5,1331.949951,780009.0,1327.113159,-0.06327313725716444
2014-04-11,2014-04-11,1320.0,1320.0,1262.25,1291.949951,748189.0,1287.258423,-0.030491322688170012
2014-04-15,2014-04-15,1313.0,1317.0,1167.550049,1187.349976,1100592.0,1183.03833,-0.08442871818158615
2014-04-16,2014-04-16,1190.650024,1283.400024,1190.650024,1250.199951,1567363.0,1245.660034,0.05157955208153631
2014-04-17,2014-04-17,1259.949951,1284.900024,1214.300049,1241.300049,582112.0,1236.79248,-0.007144218603592378
2014-04-21,2014-04-21,1245.0,1258.050049,1218.0,1230.599976,293340.0,1226.131226,-0.008657450950392942
2014-04-22,2014-04-22,1231.0,1275.0,1231.0,1262.5,580159.0,1257.915405,0.02559204271402216
2014-04-23,2014-04-23,1279.800049,1284.050049,1238.0,1246.550049,386768.0,1242.0234380000004,-0.012714055880427287
2014-04-24,2014-04-24,1246.550049,1246.550049,1246.550049,1246.550049,0.0,1242.0234380000004,0.0
2014-04-25,2014-04-25,1248.800049,1308.0,1228.199951,1296.300049,884650.0,1291.592773,0.03913430999200873
2014-04-28,2014-04-28,1305.0,1305.349976,1236.300049,1248.800049,456591.0,1244.265259,-0.03733096220681365
2014-04-29,2014-04-29,1252.5,1271.900024,1204.0,1213.449951,425231.0,1209.043579,-0.028715585818773093
2014-04-30,2014-04-30,1220.0,1235.0,1170.0,1178.75,547267.0,1174.469604,-0.029012971642149662
2014-05-02,2014-05-02,1184.900024,1194.650024,1090.0,1102.800049,779062.0,1098.79541,-0.0666021468870781
2014-05-05,2014-05-05,1104.800049,1106.0,997.200012,1005.0,1022121.0,1001.350525,-0.09286488408458292
2014-05-06,2014-05-06,1010.0,1099.699951,982.599976,1091.0,1783441.0,1087.038208,0.08210714361396576
2014-05-07,2014-05-07,1099.0,1143.0,1068.449951,1079.300049,1606899.0,1075.380737,-0.010781984647004528
2014-05-08,2014-05-08,1092.300049,1110.0,1011.200012,1029.099976,1118156.0,1025.362915,-0.047628159488978916
2014-05-09,2014-05-09,1051.0,1118.0,1051.0,1102.650024,1278878.0,1098.6459960000002,0.06903189554239031
2014-05-12,2014-05-12,1121.0,1135.0,1050.0,1105.300049,1257186.0,1101.286377,0.002400421304066036
2014-05-13,2014-05-13,1149.0,1158.699951,1102.75,1131.150024,887828.0,1127.04248,0.023117997151714142
2014-05-14,2014-05-14,1136.5,1142.5,1111.0,1129.699951,368482.0,1125.597656,-0.0012827829665607027
2014-05-15,2014-05-15,1131.949951,1169.0,1115.550049,1129.449951,630318.0,1125.348511,-0.00022136913327397423
2014-05-16,2014-05-16,1164.900024,1170.0,1084.5,1099.300049,409083.0,1095.308105,-0.02705707711835448
2014-05-19,2014-05-19,1114.0,1240.050049,1096.599976,1216.5,875314.0,1212.08252,0.10130427301864307
2014-05-20,2014-05-20,1227.800049,1239.0,1180.0,1222.400024,551157.0,1217.96106,0.0048382271953197895
2014-05-21,2014-05-21,1229.0,1265.0,1211.699951,1246.349976,424825.0,1241.8240970000004,0.019403146323211832
2014-05-22,2014-05-22,1257.900024,1313.0,1250.050049,1299.599976,576276.0,1294.880615,0.04183715705612556
2014-05-23,2014-05-23,1298.900024,1355.0,1268.0,1324.25,667619.0,1319.4411619999996,0.01878978312139523
2014-05-26,2014-05-26,1333.699951,1365.349976,1261.0,1289.699951,542885.0,1285.016724,-0.026436551785538498
2014-05-27,2014-05-27,1284.650024,1366.800049,1239.0,1348.349976,750182.0,1343.453613,0.04447188844709071
2014-05-28,2014-05-28,1363.0,1424.0,1354.5,1408.0,930044.0,1402.887085,0.0432886952740672
2014-05-29,2014-05-29,1408.800049,1454.0,1381.699951,1436.449951,851226.0,1431.233765,0.020004528254994547
2014-05-30,2014-05-30,1420.0,1432.949951,1351.25,1407.25,548279.0,1402.139893,-0.020537280362929344
2014-06-02,2014-06-02,1409.400024,1418.0,1360.0,1369.150024,371771.0,1364.178223,-0.02744735175251556
2014-06-03,2014-06-03,1369.900024,1394.949951,1305.349976,1311.150024,440319.0,1306.388794,-0.043285528042836134
2014-06-04,2014-06-04,1317.900024,1345.0,1290.25,1306.099976,606643.0,1301.357178,-0.003858981893291258
2014-06-05,2014-06-05,1311.0,1354.699951,1300.0,1332.400024,461491.0,1327.561646,0.01993620774748095
2014-06-06,2014-06-06,1342.0,1370.0,1330.0,1360.849976,415079.0,1355.908325,0.021127669580053517
2014-06-09,2014-06-09,1360.0,1388.199951,1350.550049,1378.599976,287082.0,1373.59375,0.012958900202816537
