Date,Date.1,HEROMOTOCO.NS.Open,HEROMOTOCO.NS.High,HEROMOTOCO.NS.Low,HEROMOTOCO.NS.Close,HEROMOTOCO.NS.Volume,HEROMOTOCO.NS.Adjusted,log_returns
2013-05-30,2013-05-30,1780.5999760000002,1788.8499760000002,1740.0999760000002,1751.449951,266256.0,1522.034668,-0.021044974277186768
2013-05-31,2013-05-31,1745.0,1751.4000239999998,1726.699951,1736.3499760000002,224571.0,1508.912476,-0.008658860325676976
2013-06-03,2013-06-03,1721.0,1739.9000239999998,1653.0,1670.5,214534.0,1451.687866,-0.038662251804145065
2013-06-04,2013-06-04,1698.0,1715.5999760000002,1664.050049,1670.599976,285086.0,1451.77478,5.986920489320369e-05
2013-06-05,2013-06-05,1655.0,1672.75,1642.550049,1665.5,134805.0,1447.342896,-0.0030574043192679308
2013-06-06,2013-06-06,1658.599976,1658.599976,1635.0,1646.349976,117748.0,1430.701172,-0.01156473569043115
2013-06-07,2013-06-07,1649.900024,1672.0,1640.550049,1646.900024,201857.0,1431.179199,0.00033406497999699525
2013-06-10,2013-06-10,1650.800049,1682.0,1634.449951,1642.550049,162167.0,1427.399048,-0.002644778541523785
2013-06-11,2013-06-11,1640.5,1674.949951,1636.199951,1653.0,277043.0,1436.480103,0.006341807706768066
2013-06-12,2013-06-12,1641.599976,1663.400024,1588.0,1610.349976,413925.0,1399.416626,-0.02614029424933673
2013-06-13,2013-06-13,1600.050049,1638.699951,1574.0,1614.0,230346.0,1402.588623,0.002264091658024548
2013-06-14,2013-06-14,1612.0,1627.0,1600.0,1605.800049,200627.0,1395.462891,-0.005093363985041678
2013-06-17,2013-06-17,1610.0,1643.449951,1610.0,1627.25,163210.0,1414.103149,0.013269331449061285
2013-06-18,2013-06-18,1627.800049,1649.949951,1620.349976,1637.599976,189621.0,1423.09729,0.006340173225033219
2013-06-19,2013-06-19,1642.0,1655.949951,1605.0,1620.650024,149803.0,1408.367554,-0.010404415868176642
2013-06-20,2013-06-20,1600.0,1619.949951,1567.5,1602.449951,276544.0,1392.551514,-0.011293584513127895
2013-06-21,2013-06-21,1605.0,1645.0,1574.900024,1625.949951,289402.0,1412.973511,0.014558670857396372
2013-06-24,2013-06-24,1610.050049,1623.0,1575.849976,1578.900024,348982.0,1372.086182,-0.02936401468858474
2013-06-25,2013-06-25,1594.0,1599.900024,1563.599976,1579.300049,253854.0,1372.434082,0.00025352336175199497
2013-06-26,2013-06-26,1586.0,1645.699951,1580.0,1637.550049,255395.0,1423.053833,0.036219283470170005
2013-06-27,2013-06-27,1645.75,1679.0,1621.0,1648.449951,622077.0,1432.526123,0.006634256359969726
2013-06-28,2013-06-28,1640.0,1685.0,1635.199951,1663.050049,219552.0,1445.213989,0.008817994481999492
2013-07-01,2013-07-01,1667.0,1710.0,1665.300049,1698.5999760000002,166786.0,1476.1073,0.02115102013936632
2013-07-02,2013-07-02,1700.0,1712.5,1662.0,1681.25,279227.0,1461.029907,-0.010266817228061777
2013-07-03,2013-07-03,1674.0,1691.0,1644.400024,1655.800049,108014.0,1438.913452,-0.015253321233270613
2013-07-04,2013-07-04,1655.0,1679.0,1644.75,1656.099976,138535.0,1439.174072,0.00018110637604973331
2013-07-05,2013-07-05,1665.099976,1668.900024,1640.0,1648.900024,64529.0,1432.917236,-0.004356996506747811
2013-07-08,2013-07-08,1642.0,1661.300049,1638.0,1653.650024,125259.0,1437.045044,0.00287656104409173
2013-07-09,2013-07-09,1653.650024,1665.849976,1653.650024,1659.699951,958653.0,1442.302368,0.0036517509630238365
2013-07-10,2013-07-10,1657.0,1664.150024,1640.099976,1652.349976,113071.0,1435.915161,-0.004438314630899498
2013-07-11,2013-07-11,1671.0,1714.949951,1658.0,1697.5,268099.0,1475.151245,0.026958134720901583
2013-07-12,2013-07-12,1701.9000239999998,1723.0,1678.699951,1715.0999760000002,156855.0,1490.446045,0.010314910700715885
2013-07-15,2013-07-15,1697.699951,1732.9000239999998,1688.5999760000002,1725.0,368342.0,1499.049194,0.0057556022417637465
2013-07-16,2013-07-16,1700.0,1714.1500239999998,1656.849976,1692.3499760000002,241564.0,1470.675659,-0.01910910929553644
2013-07-17,2013-07-17,1709.699951,1714.0,1674.900024,1685.3499760000002,138266.0,1464.592651,-0.004144777285058686
2013-07-18,2013-07-18,1685.0999760000002,1745.0,1685.0999760000002,1731.75,381009.0,1504.915161,0.0271593753033823
2013-07-19,2013-07-19,1735.25,1794.5,1731.050049,1772.9000239999998,596827.0,1540.674805,0.023483980332094312
2013-07-22,2013-07-22,1774.800049,1801.900024,1751.0,1789.8499760000002,282348.0,1555.404785,0.00951531813760731
2013-07-23,2013-07-23,1798.699951,1809.0,1771.550049,1789.5999760000002,349086.0,1555.187378,-0.00013978495988009598
2013-07-24,2013-07-24,1772.25,1802.5,1744.5,1754.5,646693.0,1524.685059,-0.01980816865023094
2013-07-25,2013-07-25,1765.0,1840.949951,1765.0,1828.150024,1772968.0,1588.687988,0.041120640773479884
2013-07-26,2013-07-26,1840.0,1870.0,1836.0,1865.449951,861624.0,1621.102173,0.02019776079592717
2013-07-29,2013-07-29,1866.0,1899.800049,1865.0,1877.949951,413969.0,1631.964844,0.006678443030887493
2013-07-30,2013-07-30,1880.0,1880.0,1837.050049,1850.75,320301.0,1608.327759,-0.014589734433125834
2013-07-31,2013-07-31,1845.0,1849.949951,1807.599976,1819.400024,329505.0,1581.0842289999996,-0.017084147627040913
2013-08-01,2013-08-01,1820.0,1832.800049,1798.0,1815.099976,373538.0,1577.34729,-0.002366326907054628
2013-08-02,2013-08-02,1821.25,1850.0,1780.050049,1801.800049,251833.0,1565.789429,-0.0073543813886196565
2013-08-05,2013-08-05,1803.75,1859.949951,1786.0999760000002,1854.150024,1537397.0,1611.282349,0.02864022774122077
2013-08-06,2013-08-06,1851.0,1894.900024,1828.199951,1848.199951,370097.0,1606.111694,-0.0032141909771743467
2013-08-07,2013-08-07,1843.199951,1867.900024,1816.25,1834.650024,306022.0,1594.336548,-0.007358468715654709
2013-08-08,2013-08-08,1815.0,1858.75,1815.0,1847.949951,604588.0,1605.894409,0.007223173206640787
2013-08-12,2013-08-12,1849.900024,1917.0,1849.900024,1906.5,428810.0,1656.775269,0.031192238477765418
2013-08-13,2013-08-13,1929.900024,1965.0,1917.650024,1942.650024,367774.0,1688.189941,0.01878381011230168
2013-08-14,2013-08-14,1940.050049,1947.900024,1922.599976,1935.949951,341241.0,1682.367676,-0.0034547819397081625
2013-08-16,2013-08-16,1942.0,2004.300049,1926.0,1985.349976,508142.0,1725.296997,0.02519707564453455
2013-08-19,2013-08-19,1976.550049,1986.5,1855.25,1921.150024,588501.0,1669.506226,-0.03287129818243262
2013-08-20,2013-08-20,1906.25,1922.0,1862.300049,1900.449951,519978.0,1651.517578,-0.010833300205530529
2013-08-21,2013-08-21,1905.0,1944.949951,1860.0,1870.699951,324229.0,1625.664551,-0.015777922805190414
2013-08-22,2013-08-22,1850.0,1928.0,1831.25,1898.949951,347290.0,1650.214111,0.014988357092107663
2013-08-23,2013-08-23,1903.199951,1926.0,1871.0,1899.25,212230.0,1650.474976,0.00015806699368958732
2013-08-26,2013-08-26,1905.0,1957.5,1901.300049,1945.25,308439.0,1690.449341,0.023931265113129815
2013-08-27,2013-08-27,1930.0,1945.949951,1891.900024,1900.800049,582885.0,1651.821777,-0.023115589736017128
2013-08-28,2013-08-28,1895.0,1924.800049,1862.050049,1914.199951,412415.0,1663.466797,0.007025070446657011
2013-08-29,2013-08-29,1912.25,2043.900024,1889.25,1973.300049,605853.0,1714.8253170000007,0.030407362899833142
2013-08-30,2013-08-30,1971.25,2075.0,1941.0,2046.5,2202945.0,1778.437134,0.036423744563100165
2013-09-02,2013-09-02,2019.5,2094.0,2007.0,2023.900024,746947.0,1758.797607,-0.011104566279827031
2013-09-03,2013-09-03,1980.0,1987.5,1880.0,1896.300049,278259.0,1698.257446,-0.0350277041436966
2013-09-04,2013-09-04,1900.0,1972.900024,1892.75,1926.650024,280922.0,1725.437622,0.015878018628376008
2013-09-05,2013-09-05,1945.0,1984.949951,1937.800049,1953.650024,170626.0,1749.61792,0.013916720447567421
2013-09-06,2013-09-06,1954.849976,1967.150024,1902.0,1930.25,262466.0,1728.661743,-0.012049882470043904
2013-09-10,2013-09-10,1935.0,2099.0,1935.0,2073.050049,528164.0,1856.548096,0.07137135091428792
2013-09-11,2013-09-11,2049.0,2130.0,2048.0,2090.350098,365589.0,1872.041748,0.008310777975462534
2013-09-12,2013-09-12,2078.0,2099.0,2004.0,2010.099976,277775.0,1800.172485,-0.03914719377758491
2013-09-13,2013-09-13,2047.400024,2076.949951,2010.0,2051.699951,416771.0,1837.427979,0.020484270923469158
2013-09-16,2013-09-16,2075.0,2127.800049,2053.149902,2098.350098,382676.0,1879.206421,0.022482815001585443
2013-09-17,2013-09-17,2085.0,2096.0,2054.25,2073.149902,224807.0,1856.637695,-0.012082410216177841
2013-09-18,2013-09-18,2069.0,2093.0,2005.300049,2013.699951,349023.0,1803.396362,-0.029095406239092906
2013-09-19,2013-09-19,2052.0,2084.300049,2033.949951,2039.550049,528750.0,1826.546997,0.012755542773549068
2013-09-20,2013-09-20,2043.949951,2043.949951,1952.300049,1981.650024,747314.0,1774.6937260000002,-0.0287994382477903
2013-09-23,2013-09-23,1974.0,2020.150024,1965.099976,1999.199951,281519.0,1790.410767,0.00881721299064786
2013-09-24,2013-09-24,2006.0,2015.0,1965.75,2002.900024,267567.0,1793.724609,0.0018491728668958984
2013-09-25,2013-09-25,2003.0,2044.0,1995.150024,2036.099976,240581.0,1823.457153,0.01643998870533192
2013-09-26,2013-09-26,2045.0,2045.0,1998.849976,2019.800049,441358.0,1808.859375,-0.008037766796489265
2013-09-27,2013-09-27,2000.050049,2073.899902,2000.050049,2048.050049,347002.0,1834.15918,0.013889696887905423
2013-09-30,2013-09-30,2032.0,2047.650024,1968.0,2009.25,272549.0,1799.411255,-0.019126633116979264
2013-10-01,2013-10-01,2030.0,2031.349976,1980.150024,1999.099976,415029.0,1790.321289,-0.005064436036529507
2013-10-03,2013-10-03,2019.900024,2054.899902,2006.300049,2030.5,251951.0,1818.442017,0.015585005058931678
2013-10-04,2013-10-04,2042.949951,2059.899902,2020.050049,2033.199951,292219.0,1820.859985,0.0013288088509622042
2013-10-07,2013-10-07,2020.0,2066.399902,2010.0,2040.800049,231408.0,1827.666504,0.0037311100340104986
2013-10-08,2013-10-08,2047.949951,2062.600098,2014.0,2020.550049,183168.0,1809.531128,-0.00997225233559007
2013-10-09,2013-10-09,2001.050049,2070.0,2001.050049,2061.0,263423.0,1845.756592,0.019821503982844213
2013-10-10,2013-10-10,2070.25,2090.0,2038.050049,2048.899902,279505.0,1834.920044,-0.005888362593510443
2013-10-11,2013-10-11,2060.0,2085.0,2050.0,2078.800049,207821.0,1861.697876,0.01448800009716056
2013-10-14,2013-10-14,2074.899902,2108.5,2060.699951,2097.100098,355570.0,1878.086426,0.008764492059133211
2013-10-15,2013-10-15,2104.949951,2116.949951,2010.599976,2051.050049,299053.0,1836.845825,-0.02220352484994059
2013-10-17,2013-10-17,2053.25,2085.0,2051.100098,2073.050049,317648.0,1856.548096,0.010669026001795423
2013-10-18,2013-10-18,2076.300049,2115.0,2065.550049,2097.100098,453091.0,1878.086426,0.011534498848145171
2013-10-21,2013-10-21,2102.949951,2115.050049,2090.199951,2099.800049,383701.0,1880.504639,0.0012867658608488595
2013-10-22,2013-10-22,2092.0,2098.899902,2055.0,2066.899902,162911.0,1851.040527,-0.01579223781909711
2013-10-23,2013-10-23,2071.0,2105.350098,2035.699951,2084.850098,455285.0,1867.115967,0.008647048714140126
2013-10-24,2013-10-24,2070.149902,2130.0,2070.149902,2082.449951,457575.0,1864.966187,-0.0011520540808396262
2013-10-25,2013-10-25,2084.649902,2094.800049,2020.849976,2035.400024,244819.0,1822.8302,-0.02285257444868272
2013-10-28,2013-10-28,2040.099976,2061.949951,1994.150024,2002.550049,189905.0,1793.411011,-0.01627094893628911
2013-10-29,2013-10-29,2000.0,2082.0,1991.0,2061.949951,304271.0,1846.607422,0.02923073037544288
2013-10-30,2013-10-30,2065.0,2079.600098,2043.650024,2075.100098,194154.0,1858.384277,0.006357312307625485
2013-10-31,2013-10-31,2065.050049,2092.600098,2062.550049,2078.399902,369347.0,1861.339355,0.0015888699882182775
2013-11-01,2013-11-01,2082.0,2150.0,2082.0,2101.600098,565276.0,1882.116699,0.01110073528818578
2013-11-05,2013-11-05,2118.0,2121.0,2064.0,2093.25,191658.0,1874.63855,-0.003981179705143667
2013-11-06,2013-11-06,2094.25,2131.0,2080.0,2107.0,228990.0,1886.952637,0.006547298936498081
2013-11-07,2013-11-07,2107.5,2133.0,2090.0,2112.699951,217893.0,1892.057373,0.002701627723323164
2013-11-08,2013-11-08,2114.699951,2114.699951,2078.050049,2092.5,350022.0,1873.966919,-0.009607263120001264
2013-11-11,2013-11-11,2072.0,2100.0,2035.0,2054.300049,289656.0,1839.756348,-0.018424387758261496
2013-11-12,2013-11-12,2050.0,2056.600098,2026.800049,2035.949951,200194.0,1823.322876,-0.0089725508214622
2013-11-13,2013-11-13,2036.0,2054.949951,1998.0,2001.599976,238186.0,1792.5601809999996,-0.01701572575828081
2013-11-14,2013-11-14,2012.0,2059.0,2000.550049,2049.050049,151017.0,1835.054688,0.02342941707954793
2013-11-18,2013-11-18,2068.0,2069.0,2042.5,2055.149902,376242.0,1840.517578,0.0029725406696750056
2013-11-19,2013-11-19,2050.0,2070.0,2050.0,2059.850098,368385.0,1844.726929,0.002284436119555977
2013-11-20,2013-11-20,2064.800049,2064.899902,2002.0,2012.5,240399.0,1802.321899,-0.02325548304829983
2013-11-21,2013-11-21,2004.0,2026.800049,1990.0,1996.75,328115.0,1788.216675,-0.00785692523299275
2013-11-22,2013-11-22,2000.0,2011.400024,1967.0,1975.650024,551204.0,1769.320435,-0.01062331445960929
2013-11-25,2013-11-25,1989.0,2036.0,1989.0,2026.349976,313430.0,1814.725464,0.025338658936242986
2013-11-26,2013-11-26,2033.0,2053.0,2004.949951,2045.949951,557564.0,1832.2784420000007,0.009626045922391135
2013-11-27,2013-11-27,2048.0,2064.949951,2025.849976,2051.899902,260731.0,1837.606934,0.002903903091518778
2013-11-28,2013-11-28,2059.949951,2081.949951,2047.0,2059.25,703532.0,1844.189331,0.0035756481561515225
2013-11-29,2013-11-29,2061.449951,2080.0,2040.0,2052.949951,176816.0,1838.547363,-0.003064010752202861
2013-12-02,2013-12-02,2050.0,2089.949951,2028.300049,2063.800049,348151.0,1848.264282,0.005271189545166699
2013-12-03,2013-12-03,2063.0,2079.899902,2032.5,2050.399902,176090.0,1836.26355,-0.00651414508660686
2013-12-04,2013-12-04,2048.0,2066.25,2022.0,2031.699951,182977.0,1819.516479,-0.009162032735404502
2013-12-05,2013-12-05,2051.0,2068.899902,2040.0,2050.5,167351.0,1836.353394,0.009210959155658394
2013-12-06,2013-12-06,2059.0,2118.0,2059.0,2095.100098,361042.0,1876.29541,0.021517552135822626
2013-12-09,2013-12-09,2130.0,2147.75,2100.5,2123.199951,405152.0,1901.460815,0.013323134554338978
2013-12-10,2013-12-10,2125.0,2209.800049,2112.399902,2200.050049,620989.0,1970.284912,0.0355557169147227
2013-12-11,2013-12-11,2200.050049,2209.949951,2150.0,2162.75,391058.0,1936.880249,-0.017099598081666834
2013-12-12,2013-12-12,2156.649902,2163.050049,2118.300049,2124.399902,243761.0,1902.5354,-0.017891141915178817
2013-12-13,2013-12-13,2120.100098,2133.399902,2055.300049,2060.949951,324205.0,1845.7117920000005,-0.030322419461881186
2013-12-16,2013-12-16,2060.0,2065.0,2031.849976,2043.400024,531098.0,1829.994873,-0.008551833004577958
2013-12-17,2013-12-17,2053.699951,2082.5,2033.0,2054.899902,458674.0,1840.293579,0.005611947487826896
2013-12-18,2013-12-18,2074.899902,2141.350098,2045.099976,2124.0,441620.0,1902.177124,0.03307397222087527
2013-12-19,2013-12-19,2126.0,2129.100098,2071.0,2083.5,240612.0,1865.90686,-0.01925189799445981
2013-12-20,2013-12-20,2080.0,2134.0,2061.649902,2129.25,259407.0,1906.879028,0.021720701918867213
2013-12-23,2013-12-23,2129.949951,2169.699951,2128.5,2162.899902,209552.0,1937.014404,0.01567993179565086
2013-12-24,2013-12-24,2162.0,2162.100098,2125.949951,2130.699951,185214.0,1908.17749,-0.014999227830186257
2013-12-26,2013-12-26,2152.0,2152.0,2090.0,2098.0,478556.0,1878.892578,-0.015466043782715209
2013-12-27,2013-12-27,2097.0,2109.899902,2081.0,2087.199951,158731.0,1869.220459,-0.005161071917482829
2013-12-30,2013-12-30,2107.0,2107.0,2053.800049,2068.25,168075.0,1852.249634,-0.009120558391344069
2013-12-31,2013-12-31,2075.0,2087.899902,2066.5,2075.300049,130565.0,1858.563232,0.003402814596241477
2014-01-01,2014-01-01,2083.0,2101.449951,2061.850098,2085.850098,93575.0,1868.011475,0.005070749408067954
2014-01-02,2014-01-02,2089.0,2104.0,2071.300049,2080.550049,100402.0,1863.265259,-0.002544018521358105
2014-01-03,2014-01-03,2075.050049,2119.0,2055.0,2101.050049,310195.0,1881.624268,0.009804911972967291
2014-01-06,2014-01-06,2101.050049,2101.050049,2061.100098,2068.899902,254511.0,1852.831543,-0.015420343417933855
2014-01-07,2014-01-07,2071.100098,2095.649902,2055.800049,2069.0,257093.0,1852.921021,4.8291405577494124e-05
2014-01-08,2014-01-08,2075.0,2089.600098,2057.0,2064.649902,262835.0,1849.025513,-0.0021045735815281574
2014-01-09,2014-01-09,2069.449951,2080.0,2059.399902,2068.300049,128253.0,1852.294434,0.0017663546500870098
2014-01-10,2014-01-10,2063.050049,2073.699951,2032.0,2039.099976,252477.0,1826.143677,-0.014218642143099203
2014-01-13,2014-01-13,2032.050049,2049.949951,2021.0,2037.0,257418.0,1824.263184,-0.0010302923690161947
2014-01-14,2014-01-14,2036.0,2049.800049,2026.449951,2037.199951,198930.0,1824.442261,9.81591980186991e-05
2014-01-15,2014-01-15,2040.099976,2096.899902,2040.099976,2073.5,198099.0,1856.951172,0.017661658087140708
2014-01-16,2014-01-16,2076.25,2108.949951,2065.25,2076.649902,240797.0,1859.772339,0.0015180938444609993
2014-01-17,2014-01-17,2078.850098,2098.0,2066.0,2075.75,191608.0,1858.966309,-0.0004334964561465426
2014-01-20,2014-01-20,2080.0,2102.0,2056.100098,2086.0,294083.0,1868.145752,0.0049257770681636615
2014-01-21,2014-01-21,2091.100098,2104.0,2065.0,2068.050049,178068.0,1852.070557,-0.008642129228267237
2014-01-22,2014-01-22,2071.0,2072.5,2050.0,2059.899902,220535.0,1844.771606,-0.003948754186597903
2014-01-23,2014-01-23,2065.0,2069.0,2051.0,2053.600098,150469.0,1839.129761,-0.0030629752801933923
2014-01-24,2014-01-24,2049.0,2062.149902,2022.5,2036.650024,271283.0,1823.949951,-0.008288051632734826
2014-01-27,2014-01-27,2029.699951,2035.5,2007.449951,2016.75,574374.0,1806.128052,-0.00981909599520936
2014-01-28,2014-01-28,2014.699951,2031.0,1987.0,2013.150024,222697.0,1802.903931,-0.0017866961960324446
2014-01-29,2014-01-29,2015.099976,2080.0,2015.099976,2071.5,273137.0,1855.160034,0.02857230409662215
2014-01-30,2014-01-30,2094.0,2094.0,1980.050049,1998.099976,728691.0,1789.425659,-0.0360762565643844
2014-01-31,2014-01-31,1965.0,2027.800049,1953.25,1969.199951,763748.0,1763.543823,-0.014569387072548956
2014-02-03,2014-02-03,1972.0,2003.0,1951.0,1962.0,138027.0,1757.095825,-0.003662973694716243
2014-02-04,2014-02-04,1950.0,2007.099976,1939.199951,1986.099976,304380.0,1778.679077,0.01220865054003628
2014-02-05,2014-02-05,1994.800049,1999.0,1970.0,1988.199951,193619.0,1780.55957,0.0010566828254470195
2014-02-06,2014-02-06,1995.25,2001.900024,1959.849976,1984.199951,221073.0,1776.9774170000005,-0.0020138394758637546
2014-02-07,2014-02-07,2000.0,2011.300049,1984.599976,2005.5,192251.0,1796.0528559999998,0.0106775586967629
2014-02-10,2014-02-10,1999.0,2019.900024,1985.099976,1999.75,58916.0,1790.9034420000007,-0.002871190563656256
2014-02-11,2014-02-11,2005.099976,2007.650024,1960.0,1961.800049,327816.0,1756.91687,-0.019159714244495696
2014-02-12,2014-02-12,1970.099976,1986.0,1966.0,1974.849976,105852.0,1768.6037600000002,0.006629904649681606
2014-02-13,2014-02-13,1981.25,1989.0,1960.0,1967.5,135293.0,1762.0216059999998,-0.003728609491735035
2014-02-14,2014-02-14,1964.25,1995.599976,1912.199951,1937.300049,309792.0,1734.975464,-0.015468518128767704
2014-02-17,2014-02-17,1945.150024,2014.949951,1918.099976,1972.75,505396.0,1766.723022,0.018133159114396055
2014-02-18,2014-02-18,1985.0,1997.699951,1973.300049,1979.400024,270533.0,1772.678711,0.003365367974763167
2014-02-19,2014-02-19,1995.0,1995.0,1940.0,1944.25,328560.0,1741.199341,-0.017917646379923546
2014-02-20,2014-02-20,1939.0,1956.0,1910.199951,1925.949951,390662.0,1724.8109129999998,-0.00945672339840442
2014-02-21,2014-02-21,1928.0,1939.599976,1907.099976,1919.150024,238617.0,1718.7210690000004,-0.003536979113657246
2014-02-24,2014-02-24,1917.0,1952.5,1917.0,1949.5,100530.0,1745.9013670000004,0.015690515276289396
2014-02-25,2014-02-25,1952.0,1957.150024,1930.300049,1950.050049,141492.0,1746.393921,0.00028208038705024313
2014-02-26,2014-02-26,1950.0,1981.0,1936.099976,1975.199951,298439.0,1768.917358,0.012814651924641929
2014-02-28,2014-02-28,1988.0,1993.800049,1940.0,1967.150024,338357.0,1761.70813,-0.004083830496283802
2014-03-03,2014-03-03,1950.0,1966.349976,1950.0,1956.349976,130003.0,1752.035889,-0.005505389907519921
2014-03-04,2014-03-04,1946.0,1984.849976,1939.0,1976.900024,193844.0,1770.4398190000004,0.010449524135675679
2014-03-05,2014-03-05,1981.099976,1984.650024,1958.099976,1974.300049,296277.0,1768.1112059999996,-0.0013161394704708231
2014-03-06,2014-03-06,1974.099976,2016.5,1970.150024,2011.900024,282513.0,1801.784546,0.01886572666120312
2014-03-07,2014-03-07,2011.849976,2057.0,1986.650024,2008.949951,539118.0,1799.1424559999996,-0.0014674501719458275
2014-03-10,2014-03-10,2008.849976,2029.0,1985.650024,2015.949951,427991.0,1805.411621,0.0034784726140140165
2014-03-11,2014-03-11,2025.25,2035.0,1999.0,2019.449951,381222.0,1808.546021,0.0017346084799045867
2014-03-12,2014-03-12,2019.0,2067.0,2019.0,2061.600098,542869.0,1846.294189,0.02065726989695893
2014-03-13,2014-03-13,2066.100098,2113.699951,2066.100098,2100.449951,594324.0,1881.0867920000005,0.01866920162977781
2014-03-14,2014-03-14,2105.0,2140.600098,2076.649902,2124.350098,424481.0,1902.490967,0.011314372110673432
2014-03-18,2014-03-18,2126.0,2148.399902,2084.0,2132.050049,552277.0,1909.386353,0.003617846505633793
