Date,Date.1,CIPLA.NS.Open,CIPLA.NS.High,CIPLA.NS.Low,CIPLA.NS.Close,CIPLA.NS.Volume,CIPLA.NS.Adjusted,log_returns
2013-05-16,2013-05-16,411.0,425.0,409.0,422.100006,2601211.0,413.982513,0.02640574681680441
2013-05-17,2013-05-17,422.0,428.0,415.700012,425.600006,2126588.0,417.415253,0.008257803057166946
2013-05-20,2013-05-20,426.950012,426.950012,416.049988,417.350006,976850.0,409.323853,-0.019574877512630096
2013-05-21,2013-05-21,417.5,420.5,414.649994,418.049988,800809.0,410.010406,0.0016758805167604864
2013-05-22,2013-05-22,419.799988,422.39999400000005,414.25,415.700012,597852.0,407.705597,-0.005637201901560474
2013-05-23,2013-05-23,414.850006,418.0,411.25,414.850006,904509.0,406.871979,-0.002046749912042678
2013-05-24,2013-05-24,417.0,418.0,406.100006,408.5,1107334.0,400.644043,-0.015425228275880444
2013-05-27,2013-05-27,408.0,409.0,399.399994,401.5,838566.0,393.778656,-0.01728439514002389
2013-05-28,2013-05-28,399.700012,406.950012,396.0,396.299988,1559336.0,388.678711,-0.013035898021616532
2013-05-29,2013-05-29,396.5,403.0,392.75,401.700012,2492144.0,393.974823,0.013533939627992986
2013-05-30,2013-05-30,392.0,403.350006,381.0,383.0,7939979.0,375.63446,-0.047670516576425286
2013-05-31,2013-05-31,383.5,384.0,368.0,370.549988,2647020.0,363.423889,-0.03304659838370405
2013-06-03,2013-06-03,371.549988,375.700012,364.0,367.549988,1399483.0,360.481567,-0.008129067624531139
2013-06-04,2013-06-04,369.0,380.100006,368.799988,375.200012,1936385.0,367.984467,0.02059990438267789
2013-06-05,2013-06-05,376.049988,377.200012,369.600006,375.549988,2132512.0,368.327728,0.0009323790294333277
2013-06-06,2013-06-06,375.5,380.100006,374.0,375.549988,1416392.0,368.327728,0.0
2013-06-07,2013-06-07,373.049988,375.399994,371.5,373.299988,1426740.0,366.120972,-0.0060093036880877184
2013-06-10,2013-06-10,373.350006,376.0,369.600006,374.200012,1465436.0,367.003693,0.002408107293930151
2013-06-11,2013-06-11,371.600006,381.25,371.600006,379.899994,1466111.0,372.594086,0.01511767511822004
2013-06-12,2013-06-12,381.0,385.450012,380.25,384.049988,2014328.0,376.664246,0.010864610676492248
2013-06-13,2013-06-13,382.899994,382.899994,375.0,378.5,1435428.0,371.221008,-0.014556602330748625
2013-06-14,2013-06-14,379.899994,381.200012,372.75,377.899994,2197305.0,370.632538,-0.001586485975841434
2013-06-17,2013-06-17,378.100006,381.5,373.549988,380.25,875560.0,372.937317,0.006199246420973026
2013-06-18,2013-06-18,380.299988,381.5,375.299988,379.649994,1270859.0,372.348877,-0.0015790984108194903
2013-06-19,2013-06-19,379.0,382.0,376.049988,379.5,997883.0,372.201782,-0.0003951242273059208
2013-06-20,2013-06-20,376.799988,382.799988,373.049988,379.100006,2055603.0,371.809479,-0.0010545620931310395
2013-06-21,2013-06-21,380.0,382.299988,374.600006,381.299988,2001208.0,373.967133,0.0057863440216623365
2013-06-24,2013-06-24,380.799988,382.700012,372.200012,380.100006,1519576.0,372.790253,-0.003151976790369382
2013-06-25,2013-06-25,380.0,381.5,375.0,379.399994,1718172.0,372.103668,-0.001843444214211232
2013-06-26,2013-06-26,380.0,381.5,377.600006,379.600006,1402616.0,372.299866,0.000527128084652162
2013-06-27,2013-06-27,381.399994,390.600006,379.700012,387.700012,1860142.0,380.244049,0.021113659833010168
2013-06-28,2013-06-28,389.0,393.5,385.5,391.950012,1568530.0,384.412323,0.010902453547815938
2013-07-01,2013-07-01,391.049988,398.75,389.350006,397.75,1111324.0,390.1008,0.01468943293208369
2013-07-02,2013-07-02,398.0,398.399994,392.549988,397.200012,872981.0,389.561371,-0.0013837508247487307
2013-07-03,2013-07-03,395.399994,399.75,393.0,396.950012,992534.0,389.316162,-0.0006296471465976339
2013-07-04,2013-07-04,398.25,401.899994,392.399994,394.600006,897272.0,387.011383,-0.00593766326147005
2013-07-05,2013-07-05,397.450012,400.799988,395.5,399.049988,1123372.0,391.375763,0.011214023147650742
2013-07-08,2013-07-08,397.899994,403.25,395.549988,396.5,972159.0,388.874817,-0.006410644552103051
2013-07-09,2013-07-09,396.25,402.149994,396.25,400.149994,559483.0,392.454651,0.009163507064377184
2013-07-10,2013-07-10,400.0,405.450012,398.299988,400.100006,661899.0,392.40564,-0.00012489101723112128
2013-07-11,2013-07-11,403.549988,404.350006,398.649994,400.0,745692.0,392.307495,-0.0002501423670242531
2013-07-12,2013-07-12,397.899994,406.799988,391.149994,405.450012,1574902.0,397.65271,0.013533078108695308
2013-07-15,2013-07-15,408.0,409.549988,405.0,407.700012,671824.0,399.859467,0.005534116457987182
2013-07-16,2013-07-16,402.0,408.5,399.149994,402.200012,572326.0,394.46524,-0.013582128005966254
2013-07-17,2013-07-17,402.25,411.0,399.200012,406.799988,1203163.0,398.976746,0.011372109619429692
2013-07-18,2013-07-18,408.200012,416.5,406.600006,413.299988,1120322.0,405.351746,0.01585206432339259
2013-07-19,2013-07-19,411.0,418.5,408.149994,415.549988,1230613.0,407.558472,0.005429213144710232
2013-07-22,2013-07-22,412.100006,417.799988,410.149994,411.549988,566057.0,403.635376,-0.009672476179766852
2013-07-23,2013-07-23,413.25,415.0,405.0,409.149994,703021.0,401.281555,-0.005848622681384974
2013-07-24,2013-07-24,409.149994,416.950012,407.0,415.299988,939074.0,407.313293,0.01491933790211686
2013-07-25,2013-07-25,418.299988,419.850006,405.399994,409.299988,1153706.0,401.42865,-0.014552841996794188
2013-07-26,2013-07-26,410.399994,416.299988,409.799988,415.049988,1511816.0,407.068085,0.013950647462306344
2013-07-29,2013-07-29,413.149994,416.899994,408.75,412.25,1076847.0,404.32193,-0.006769039389037168
2013-07-30,2013-07-30,413.200012,415.75,407.149994,408.700012,822828.0,400.84024,-0.008648473142676139
2013-07-31,2013-07-31,405.049988,407.5,397.549988,400.299988,2371558.0,392.601746,-0.020767214825538
2013-08-01,2013-08-01,401.850006,408.399994,396.0,403.350006,677074.0,395.593109,0.007590451379578589
2013-08-02,2013-08-02,405.100006,405.899994,396.100006,399.899994,656648.0,392.209473,-0.008590113522959797
2013-08-05,2013-08-05,400.0,401.049988,391.299988,395.75,1054375.0,388.139282,-0.010431817529425123
2013-08-06,2013-08-06,395.5,395.5,387.0,391.5,2161665.0,385.921326,-0.005730719396108697
2013-08-07,2013-08-07,393.700012,395.0,384.350006,390.350006,925903.0,384.78772,-0.0029417244377185625
2013-08-08,2013-08-08,391.75,413.899994,381.649994,409.399994,3071245.0,403.566284,0.04764894123293928
2013-08-12,2013-08-12,427.0,428.950012,413.600006,415.5,3422954.0,409.579346,0.014789900815880053
2013-08-13,2013-08-13,418.0,427.5,414.350006,424.850006,1910148.0,418.796112,0.022253547636428728
2013-08-14,2013-08-14,424.89999400000005,429.799988,419.549988,420.39999400000005,1298053.0,414.409515,-0.01052954369665482
2013-08-16,2013-08-16,420.0,425.75,412.5,414.700012,1676509.0,408.790741,-0.013651262173235423
2013-08-19,2013-08-19,415.0,419.700012,395.049988,400.200012,1412434.0,394.497375,-0.035590903144380626
2013-08-20,2013-08-20,397.899994,407.950012,391.25,402.200012,1370434.0,396.468872,0.004985044785989601
2013-08-21,2013-08-21,404.899994,406.25,391.0,392.700012,1198064.0,387.104248,-0.0239034996254448
2013-08-22,2013-08-22,391.899994,403.200012,389.200012,401.399994,1326156.0,395.680267,0.0219124471286456
2013-08-23,2013-08-23,402.799988,404.0,392.5,396.0,1505564.0,390.357208,-0.013544240685073206
2013-08-26,2013-08-26,396.5,403.450012,391.100006,399.25,986582.0,393.560883,0.008173539741854974
2013-08-27,2013-08-27,395.0,402.600006,392.450012,396.649994,1389978.0,390.997925,-0.006533524551453951
2013-08-28,2013-08-28,393.350006,401.0,383.350006,398.600006,1776784.0,392.920166,0.004904198218524058
2013-08-29,2013-08-29,400.0,402.0,393.100006,397.649994,2000822.0,391.983704,-0.0023861837866618885
2013-08-30,2013-08-30,397.450012,419.700012,393.0,416.950012,2873899.0,411.008698,0.047394109791556886
2013-09-02,2013-09-02,418.0,424.0,414.049988,417.850006,932389.0,411.895844,0.0021561342741716056
2013-09-03,2013-09-03,418.200012,422.0,403.399994,406.149994,887841.0,400.362549,-0.02840000246304708
2013-09-04,2013-09-04,407.0,421.299988,403.850006,419.799988,1481535.0,413.818024,0.03305581253644085
2013-09-05,2013-09-05,424.5,425.600006,417.25,418.600006,826194.0,412.635162,-0.002862504078217753
2013-09-06,2013-09-06,420.25,440.799988,419.149994,437.049988,2382882.0,430.822235,0.043131739669257214
2013-09-10,2013-09-10,441.0,446.700012,436.799988,440.89999400000005,1859689.0,434.617401,0.008770548909276421
2013-09-11,2013-09-11,439.0,442.850006,428.5,433.75,1674548.0,427.569275,-0.016349784104934706
2013-09-12,2013-09-12,437.14999400000005,444.5,434.100006,438.14999400000005,985827.0,431.90658600000006,0.010093006718321362
2013-09-13,2013-09-13,436.89999400000005,443.950012,436.89999400000005,441.549988,787196.0,435.258087,0.007729829851453651
2013-09-16,2013-09-16,445.850006,450.39999400000005,428.0,430.549988,1248660.0,424.414886,-0.02522767707678764
2013-09-17,2013-09-17,429.0,435.0,424.0,432.049988,912502.0,425.893524,0.003477889841009052
2013-09-18,2013-09-18,433.5,440.799988,433.5,437.0,971303.0,430.772949,0.011391779465319551
2013-09-19,2013-09-19,445.0,445.0,430.0,439.700012,1539956.0,433.434509,0.006159559004863979
2013-09-20,2013-09-20,437.75,444.950012,421.64999400000005,430.049988,2071797.0,423.921997,-0.02219124086855917
2013-09-23,2013-09-23,428.0,435.14999400000005,423.64999400000005,425.950012,1202592.0,419.880432,-0.00957948393544239
2013-09-24,2013-09-24,422.299988,435.200012,422.299988,431.950012,1665360.0,425.794922,0.013987841569054638
2013-09-25,2013-09-25,432.450012,439.75,429.0,438.75,874221.0,432.498047,0.01561998415328958
2013-09-26,2013-09-26,439.0,440.950012,433.549988,435.799988,1041444.0,429.590057,-0.0067464126138387925
2013-09-27,2013-09-27,437.89999400000005,439.89999400000005,432.100006,434.299988,696621.0,428.11142,-0.0034479093355832546
2013-09-30,2013-09-30,432.0,438.5,430.89999400000005,432.5,686309.0,426.337067,-0.004153218309851603
2013-10-01,2013-10-01,432.0,435.89999400000005,430.64999400000005,431.89999400000005,488339.0,425.7456360000001,-0.0013882011520633952
2013-10-03,2013-10-03,436.799988,441.549988,435.0,435.89999400000005,943945.0,429.688629,0.009218758438983343
2013-10-04,2013-10-04,435.0,444.799988,434.600006,437.950012,1437160.0,431.709412,0.004691876718757371
2013-10-07,2013-10-07,437.049988,442.799988,437.049988,439.799988,1036750.0,433.533081,0.004215400226508237
2013-10-08,2013-10-08,441.89999400000005,443.0,434.0,434.700012,546510.0,428.505768,-0.011663905870324951
2013-10-09,2013-10-09,432.5,437.799988,429.5,431.600006,1238140.0,425.449951,-0.0071568817339997546
2013-10-10,2013-10-10,431.0,438.5,431.0,433.0,894958.0,426.829956,0.0032383872826109443
2013-10-11,2013-10-11,437.200012,437.200012,428.0,429.200012,569732.0,423.084167,-0.008814568793554578
2013-10-14,2013-10-14,430.0,431.850006,420.0,421.89999400000005,1024542.0,415.888123,-0.0171548466168634
2013-10-15,2013-10-15,422.100006,428.700012,420.0,423.100006,741927.0,417.071045,0.002840289994247236
2013-10-17,2013-10-17,424.89999400000005,426.0,413.799988,414.899994,1396794.0,408.987854,-0.0195711202095028
2013-10-18,2013-10-18,415.350006,419.450012,413.600006,415.299988,1438997.0,409.382172,0.0009636668450401232
2013-10-21,2013-10-21,416.950012,422.89999400000005,413.350006,416.799988,1365372.0,410.860748,0.0036052188088255828
2013-10-22,2013-10-22,417.899994,420.600006,410.200012,412.25,1382573.0,406.375641,-0.010976388450554708
2013-10-23,2013-10-23,412.600006,424.950012,411.5,423.799988,2311179.0,417.761047,0.027631655187709825
2013-10-24,2013-10-24,423.89999400000005,425.549988,417.75,420.200012,1077405.0,414.212402,-0.008530720601140906
2013-10-25,2013-10-25,418.25,421.0,413.0,415.5,871750.0,409.579346,-0.01124824292096882
2013-10-28,2013-10-28,416.25,418.899994,411.0,411.75,551183.0,405.882782,-0.00906624401921263
2013-10-29,2013-10-29,411.649994,419.75,408.700012,417.75,1093035.0,411.797272,0.014466766366685313
2013-10-30,2013-10-30,418.549988,420.350006,416.049988,419.399994,927553.0,413.423737,0.003941894567235593
2013-10-31,2013-10-31,420.0,421.0,411.850006,413.200012,1884285.0,407.312103,-0.014893335153423946
2013-11-01,2013-11-01,414.5,418.200012,413.5,416.299988,576321.0,410.36792,0.007474393749463459
2013-11-05,2013-11-05,418.0,423.799988,415.549988,420.64999400000005,1198094.0,414.655914,0.010394930266651949
2013-11-06,2013-11-06,421.0,427.799988,421.0,424.64999400000005,1264818.0,418.598938,0.009464219553854571
2013-11-07,2013-11-07,425.75,429.75,419.89999400000005,421.600006,970555.0,415.592438,-0.0072082093011305295
2013-11-08,2013-11-08,421.049988,426.5,420.299988,423.14999400000005,1121043.0,417.120331,0.0036696800421474047
2013-11-11,2013-11-11,423.0,428.25,420.5,421.950012,964562.0,415.937439,-0.002839881788737841
2013-11-12,2013-11-12,422.700012,426.64999400000005,418.399994,420.850006,924373.0,414.853119,-0.002610334470602105
2013-11-13,2013-11-13,419.549988,419.549988,410.049988,412.299988,1255137.0,406.424927,-0.020525296956832584
2013-11-14,2013-11-14,408.149994,412.5,400.0,403.0,2200117.0,397.257477,-0.022814603365073797
2013-11-18,2013-11-18,403.100006,407.049988,401.350006,402.200012,1141893.0,396.468872,-0.001987096082877393
2013-11-19,2013-11-19,403.100006,405.850006,399.25,400.75,1269712.0,395.03952,-0.003611720528081897
2013-11-20,2013-11-20,400.350006,401.799988,391.799988,392.850006,1951113.0,387.252075,-0.01990997295100616
2013-11-21,2013-11-21,393.5,396.25,385.600006,386.649994,1706437.0,381.140411,-0.015907997534732488
2013-11-22,2013-11-22,389.950012,390.0,383.799988,385.0,1184733.0,379.513947,-0.0042764928950385075
2013-11-25,2013-11-25,389.0,392.399994,385.25,387.100006,1229132.0,381.584045,0.0054397807548642865
2013-11-26,2013-11-26,388.0,391.299988,384.25,386.200012,1169016.0,380.696899,-0.0023276100695213127
2013-11-27,2013-11-27,385.0,386.299988,381.0,381.950012,934508.0,376.507416,-0.011065773576752314
2013-11-28,2013-11-28,382.5,385.25,378.549988,379.950012,2011901.0,374.535889,-0.005250114115712634
2013-11-29,2013-11-29,382.0,392.75,382.0,391.25,1713523.0,385.674896,0.029307146099467832
2013-12-02,2013-12-02,392.0,395.850006,391.25,391.899994,975507.0,386.315643,0.0016599870458637864
2013-12-03,2013-12-03,392.0,394.399994,388.100006,390.600006,809592.0,385.034149,-0.0033227342311494823
2013-12-04,2013-12-04,390.0,394.0,387.200012,390.049988,887970.0,384.491943,-0.0014091948157819445
2013-12-05,2013-12-05,394.450012,394.700012,385.600006,387.549988,691977.0,382.027618,-0.006429929817314496
2013-12-06,2013-12-06,386.5,391.450012,386.0,388.75,555641.0,383.21051,0.0030915682292107505
2013-12-09,2013-12-09,396.0,396.0,384.25,385.399994,1495597.0,379.908203,-0.008654820166887234
2013-12-10,2013-12-10,387.0,391.0,385.649994,388.600006,986823.0,383.062653,0.008268908173685752
2013-12-11,2013-12-11,388.0,391.899994,386.149994,387.100006,546841.0,381.584045,-0.0038674327551087018
2013-12-12,2013-12-12,385.049988,387.149994,380.149994,380.950012,1052271.0,375.521637,-0.016015036521724646
2013-12-13,2013-12-13,380.0,381.700012,375.350006,376.700012,1849657.0,371.332245,-0.011218890446553331
2013-12-16,2013-12-16,375.5,379.25,373.200012,375.899994,1085951.0,370.54364,-0.0021259763606593647
2013-12-17,2013-12-17,381.0,389.899994,378.0,387.799988,3377248.0,382.274048,0.031166529962858288
2013-12-18,2013-12-18,390.75,396.5,385.0,392.75,2330228.0,387.153534,0.012683588498625829
2013-12-19,2013-12-19,393.850006,401.5,388.0,399.5,1558022.0,393.807312,0.017040390797623317
2013-12-20,2013-12-20,402.0,403.399994,399.950012,401.75,1573136.0,396.025299,0.005616361743910225
2013-12-23,2013-12-23,403.100006,408.700012,399.299988,405.149994,1563675.0,399.376801,0.008427239090326388
2013-12-24,2013-12-24,406.0,409.5,398.450012,399.649994,895726.0,393.9552,-0.01366813741858941
2013-12-26,2013-12-26,402.0,404.899994,396.0,398.049988,2154435.0,392.377991,-0.004011559306331236
2013-12-27,2013-12-27,399.0,407.899994,398.450012,405.149994,1221207.0,399.376801,0.017679696724920646
2013-12-30,2013-12-30,407.25,407.649994,398.75,400.049988,718101.0,394.349457,-0.012667871774155516
2013-12-31,2013-12-31,402.75,404.350006,399.399994,400.799988,550785.0,395.088776,0.0018730261222135172
2014-01-01,2014-01-01,402.5,405.899994,400.799988,401.75,429074.0,396.025299,0.002367606561615609
2014-01-02,2014-01-02,402.0,406.350006,391.5,392.299988,734194.0,386.70993,-0.02380321847312317
2014-01-03,2014-01-03,391.549988,394.0,386.0,391.75,998001.0,386.167786,-0.0014029233284826859
2014-01-06,2014-01-06,393.899994,395.950012,387.649994,391.600006,752348.0,386.019897,-0.0003830390073913392
2014-01-07,2014-01-07,393.899994,394.899994,389.0,390.850006,955034.0,385.280609,-0.001916991420716663
2014-01-08,2014-01-08,391.100006,405.0,389.100006,404.200012,1768447.0,398.440369,0.033585925040615194
2014-01-09,2014-01-09,404.0,407.399994,400.0,403.100006,1161659.0,397.356049,-0.0027251207633325336
2014-01-10,2014-01-10,401.200012,406.700012,397.0,399.100006,875765.0,393.413055,-0.009972637167311229
2014-01-13,2014-01-13,396.350006,403.450012,396.350006,402.25,770671.0,396.518127,0.007861667100533154
2014-01-14,2014-01-14,400.899994,412.25,400.899994,411.149994,1375742.0,405.29129,0.02188428559095001
2014-01-15,2014-01-15,414.350006,423.89999400000005,414.350006,418.049988,2737981.0,412.092987,0.016642977336610798
2014-01-16,2014-01-16,419.0,420.950012,412.0,412.649994,1332490.0,406.769928,-0.013001282347714138
2014-01-17,2014-01-17,412.5,421.950012,412.5,417.600006,1369311.0,411.649414,0.011924312065899834
2014-01-20,2014-01-20,419.0,421.700012,416.149994,419.850006,825525.0,413.86734,0.005373437488502829
2014-01-21,2014-01-21,420.25,424.0,416.350006,417.399994,757294.0,411.452271,-0.005852462151828775
2014-01-22,2014-01-22,417.700012,425.850006,415.299988,422.700012,1159013.0,416.676727,0.012617660596074387
2014-01-23,2014-01-23,422.89999400000005,425.049988,417.399994,419.549988,657695.0,413.571594,-0.007480045185054073
2014-01-24,2014-01-24,418.0,423.0,413.399994,414.399994,994905.0,408.494995,-0.012350978868685305
2014-01-27,2014-01-27,411.5,418.0,407.75,415.0,1305152.0,409.086456,0.0014468554844446755
2014-01-28,2014-01-28,416.299988,420.5,406.799988,409.25,988099.0,403.418396,-0.01395229070733528
2014-01-29,2014-01-29,411.0,418.5,409.5,414.5,1227506.0,408.593567,0.01274671139554151
2014-01-30,2014-01-30,410.950012,415.899994,407.950012,413.450012,1344614.0,407.558533,-0.0025363766260779737
2014-01-31,2014-01-31,415.0,419.0,408.549988,410.600006,529559.0,404.749146,-0.006917079018481154
2014-02-03,2014-02-03,408.5,415.75,408.5,412.5,883601.0,406.622101,0.004616772737994879
2014-02-04,2014-02-04,410.700012,417.950012,410.0,415.149994,1076767.0,409.234314,0.006403631517610364
2014-02-05,2014-02-05,416.899994,416.899994,410.5,415.149994,1340045.0,409.234314,0.0
2014-02-06,2014-02-06,417.5,420.0,409.25,410.049988,1533292.0,404.20697,-0.01236083810722377
2014-02-07,2014-02-07,412.850006,418.0,412.5,417.049988,943897.0,411.107239,0.01692705384360238
2014-02-10,2014-02-10,419.450012,423.600006,409.700012,414.549988,1133469.0,408.642883,-0.006012474674172985
2014-02-11,2014-02-11,415.0,415.0,405.200012,412.5,2568431.0,406.622101,-0.004957372579815989
2014-02-12,2014-02-12,414.899994,414.899994,408.0,412.75,2956000.0,406.86853,0.0006058557975885392
2014-02-13,2014-02-13,390.0,404.25,379.0,380.299988,10135980.0,374.88092,-0.08188168227156645
2014-02-14,2014-02-14,384.700012,384.700012,370.0,373.350006,3269119.0,368.029968,-0.01844405923921766
2014-02-17,2014-02-17,373.350006,378.049988,371.149994,374.350006,1218421.0,369.015717,0.0026748669934768547
2014-02-18,2014-02-18,374.0,377.700012,371.25,371.899994,1787070.0,366.600616,-0.006566220919681953
2014-02-19,2014-02-19,373.0,375.200012,371.0,373.200012,891444.0,367.88208,0.003489436326424844
2014-02-20,2014-02-20,373.200012,376.600006,370.399994,371.200012,1607125.0,365.910553,-0.0053735392134202095
2014-02-21,2014-02-21,374.0,374.0,367.75,369.200012,2004530.0,363.939087,-0.00540240259603042
2014-02-24,2014-02-24,366.5,372.799988,366.5,367.5,1554990.0,362.263336,-0.004615115348789446
2014-02-25,2014-02-25,367.549988,375.5,367.549988,374.75,2141819.0,369.409973,0.019535670357142543
2014-02-26,2014-02-26,377.399994,379.450012,373.0,375.299988,2983431.0,369.952118,0.0014665212181279585
2014-02-28,2014-02-28,379.0,385.0,374.5,384.299988,2480770.0,378.823914,0.02369790380590153
2014-03-03,2014-03-03,386.0,387.700012,375.049988,376.600006,1038366.0,371.233643,-0.020239860372046614
2014-03-04,2014-03-04,377.0,381.899994,377.0,378.649994,783416.0,373.254425,0.005428661786861966
2014-03-05,2014-03-05,379.299988,386.200012,379.299988,385.5,1224021.0,380.006836,0.017928950358432342
2014-03-06,2014-03-06,386.0,387.299988,378.149994,379.75,1568154.0,374.338715,-0.015028199395682227
2014-03-07,2014-03-07,382.100006,382.399994,374.299988,381.200012,1616118.0,375.768066,0.00381106468097947
2014-03-10,2014-03-10,381.75,381.75,373.850006,375.399994,2565231.0,370.050751,-0.015331946220709547
2014-03-11,2014-03-11,375.25,380.299988,375.25,376.950012,1770830.0,371.578644,0.004120373793024434
2014-03-12,2014-03-12,377.200012,380.799988,376.450012,378.700012,1247912.0,373.303741,0.0046318724108891365
2014-03-13,2014-03-13,379.399994,383.549988,378.399994,380.399994,979770.0,374.979462,0.004478849169780474
2014-03-14,2014-03-14,379.649994,387.0,378.75,386.5,1056579.0,380.992554,0.015908575158052333
2014-03-18,2014-03-18,388.0,390.950012,382.0,385.850006,1045604.0,380.351807,-0.0016831993092756292
2014-03-19,2014-03-19,387.0,389.899994,382.25,382.799988,1190320.0,377.345276,-0.007936012548524829
2014-03-20,2014-03-20,380.5,388.950012,379.0,387.25,1355616.0,381.731903,0.01155791783422444
2014-03-21,2014-03-21,388.0,389.450012,384.0,387.950012,1005845.0,382.421906,0.0018059274962789478
2014-03-24,2014-03-24,398.0,401.600006,390.100006,391.049988,1479217.0,385.477692,0.007958858523359423
2014-03-25,2014-03-25,393.5,394.5,388.100006,391.25,1796133.0,385.674896,0.0005114526161680288
2014-03-26,2014-03-26,392.649994,393.899994,385.549988,387.100006,1590602.0,381.584045,-0.010663648337481568
2014-03-27,2014-03-27,390.0,391.700012,382.549988,386.399994,2349700.0,380.893951,-0.00181013535354424
2014-03-28,2014-03-28,386.350006,391.549988,383.549988,386.950012,1196519.0,381.436157,0.001422496857304445
2014-03-31,2014-03-31,388.200012,389.75,381.799988,382.799988,950977.0,377.345276,-0.010782869636309478
2014-04-01,2014-04-01,383.700012,385.75,379.149994,381.5,1470749.0,376.063812,-0.0034017780145711995
2014-04-02,2014-04-02,384.799988,392.0,381.549988,389.25,2670463.0,383.703369,0.020110935755197627
2014-04-03,2014-04-03,391.5,397.5,389.25,396.399994,1714910.0,390.751465,0.01820194098334671
2014-04-04,2014-04-04,398.0,406.100006,396.25,404.100006,1879042.0,398.341766,0.019238626853085528
2014-04-07,2014-04-07,407.899994,410.100006,392.200012,396.600006,1371865.0,390.948639,-0.018734152047025002
2014-04-09,2014-04-09,398.25,401.850006,393.700012,401.0,1026656.0,395.28595,0.011033233744257132
2014-04-10,2014-04-10,401.399994,402.200012,394.200012,397.399994,1703713.0,391.737244,-0.009018107921783702
2014-04-11,2014-04-11,397.5,403.450012,396.25,402.049988,1525144.0,396.320953,0.011633051237337709
2014-04-15,2014-04-15,402.25,402.799988,395.149994,400.649994,841008.0,394.940948,-0.003488115369790989
2014-04-16,2014-04-16,401.100006,404.049988,393.600006,396.899994,891565.0,391.244354,-0.009403943911581614
2014-04-17,2014-04-17,399.5,401.299988,394.600006,400.700012,1189809.0,394.990234,0.009528729465531072
2014-04-21,2014-04-21,400.0,404.75,397.0,399.799988,745738.0,394.103027,-0.002248675581705939
