Date,Date.1,MUTHOOTFIN.NS.Open,MUTHOOTFIN.NS.High,MUTHOOTFIN.NS.Low,MUTHOOTFIN.NS.Close,MUTHOOTFIN.NS.Volume,MUTHOOTFIN.NS.Adjusted,log_returns
2013-08-22,2013-08-22,98.0,102.900002,97.300003,100.849998,180348.0,83.488411,0.01649619870304253
2013-08-23,2013-08-23,104.0,104.0,98.800003,100.300003,116243.0,83.03310400000002,-0.005468460152150635
2013-08-26,2013-08-26,100.550003,102.900002,99.099998,100.800003,166027.0,83.447029,0.004972675663876379
2013-08-27,2013-08-27,101.0,105.800003,99.099998,100.0,1003280.0,82.78475999999998,-0.00796806083763979
2013-08-28,2013-08-28,101.400002,104.199997,100.300003,102.400002,856265.0,84.771591,0.02371648839696494
2013-08-29,2013-08-29,103.099998,122.849998,102.150002,121.099998,2519943.0,100.252335,0.1677298828095859
2013-08-30,2013-08-30,120.800003,121.849998,112.0,113.599998,1007445.0,94.043472,-0.06393321423629937
2013-09-02,2013-09-02,113.599998,115.900002,111.199997,113.349998,290060.0,93.83651,-0.0022031307594270193
2013-09-03,2013-09-03,114.050003,116.0,110.849998,112.75,276963.0,93.33979,-0.005307522010435051
2013-09-04,2013-09-04,115.0,121.0,113.949997,117.449997,823567.0,97.230682,0.04083982941312314
2013-09-05,2013-09-05,123.449997,124.699997,118.5,119.449997,517265.0,98.886383,0.016885224526488333
2013-09-06,2013-09-06,120.0,120.900002,116.550003,117.849998,196011.0,97.561821,-0.013485306009276776
2013-09-10,2013-09-10,119.699997,126.5,118.0,123.900002,447683.0,102.570313,0.05006230527902122
2013-09-11,2013-09-11,121.300003,125.5,118.550003,124.0,379067.0,102.653076,0.0008065650303317183
2013-09-12,2013-09-12,122.5,123.650002,116.5,117.0,242814.0,100.505524,-0.02114241775680004
2013-09-13,2013-09-13,115.5,116.0,113.199997,113.900002,288543.0,97.842567,-0.02685296341498855
2013-09-16,2013-09-16,115.0,118.800003,111.5,112.449997,231445.0,96.596992,-0.01281212573044499
2013-09-17,2013-09-17,110.0,110.0,101.25,103.449997,507699.0,88.865791,-0.08342033670277349
2013-09-18,2013-09-18,101.550003,102.199997,96.25,96.800003,725858.0,83.15329,-0.06644149341083594
2013-09-19,2013-09-19,99.800003,101.599998,98.050003,101.599998,514187.0,87.276596,0.04839656794398284
2013-09-20,2013-09-20,103.199997,103.5,97.550003,99.099998,788226.0,85.129044,-0.02491406989846645
2013-09-23,2013-09-23,98.699997,101.599998,96.5,97.599998,228528.0,83.840508,-0.01525199023452206
2013-09-24,2013-09-24,97.599998,100.0,97.099998,98.0,166217.0,84.18412,0.004090025171830547
2013-09-25,2013-09-25,99.050003,99.900002,96.0,97.400002,180037.0,83.66870899999998,-0.006141244362199315
2013-09-26,2013-09-26,96.0,97.550003,95.0,95.300003,194179.0,81.864769,-0.021796333155521097
2013-09-27,2013-09-27,96.900002,96.900002,93.099998,93.699997,162470.0,80.490326,-0.01693172407877963
2013-09-30,2013-09-30,95.0,95.599998,90.099998,90.550003,179673.0,77.78441600000002,-0.03419590065337985
2013-10-01,2013-10-01,91.0,91.900002,90.150002,90.800003,207321.0,77.99916800000003,0.002757057329404233
2013-10-03,2013-10-03,91.0,91.099998,89.0,89.849998,356693.0,77.18309,-0.010517768379164849
2013-10-04,2013-10-04,89.0,94.300003,89.0,94.300003,481642.0,81.005753,0.04833978525479221
2013-10-07,2013-10-07,93.199997,98.900002,93.199997,97.150002,607039.0,83.45395699999997,0.02977488975733955
2013-10-08,2013-10-08,99.900002,100.5,97.550003,99.0,425675.0,85.043137,0.018863555277373045
2013-10-09,2013-10-09,98.199997,99.900002,98.0,99.0,180621.0,85.043137,0.0
2013-10-10,2013-10-10,99.900002,101.0,98.199997,98.599998,226835.0,84.699539,-0.004048462972257916
2013-10-11,2013-10-11,100.0,100.699997,96.800003,97.0,185147.0,83.32510400000002,-0.016360286586280637
2013-10-14,2013-10-14,98.0,98.0,96.5,96.699997,121386.0,83.067398,-0.003097569938050881
2013-10-15,2013-10-15,97.0,98.0,92.5,92.900002,272912.0,79.803116,-0.04008975106731416
2013-10-17,2013-10-17,94.0,94.599998,92.849998,93.5,196523.0,80.318535,0.006437864922771652
2013-10-18,2013-10-18,94.949997,96.5,94.599998,95.449997,198246.0,81.993622,0.02064104751614515
2013-10-21,2013-10-21,96.0,96.5,95.300003,95.849998,138224.0,82.337227,0.004181874588246259
2013-10-22,2013-10-22,96.099998,99.0,95.699997,98.0,274210.0,84.18412,0.02218296654687624
2013-10-23,2013-10-23,98.099998,101.599998,98.099998,100.150002,527121.0,86.031029,0.021701728619071048
2013-10-24,2013-10-24,101.800003,101.900002,99.150002,99.849998,213684.0,85.773308,-0.0030001709830269623
2013-10-25,2013-10-25,99.0,101.0,96.699997,99.300003,184321.0,85.30085,-0.005523443244558557
2013-10-28,2013-10-28,104.0,104.25,103.0,104.25,707324.0,89.553009,0.04864631000424513
2013-10-29,2013-10-29,106.400002,106.400002,100.0,102.550003,483542.0,88.092674,-0.016441355302826643
2013-10-30,2013-10-30,104.699997,104.699997,100.550003,102.699997,172700.0,88.22152700000002,0.0014616295478058206
2013-10-31,2013-10-31,103.599998,107.800003,103.25,106.150002,915722.0,91.18515,0.033041051347623814
2013-11-01,2013-11-01,106.449997,107.25,104.0,106.300003,263988.0,91.314003,0.0014120944595417126
2013-11-05,2013-11-05,106.25,106.25,102.099998,104.900002,230167.0,92.728363,0.015370241919574038
2013-11-06,2013-11-06,106.699997,110.099998,105.0,110.099998,251586.0,97.324989,0.048381389219176896
2013-11-07,2013-11-07,114.800003,128.199997,114.800003,121.25,2825333.0,107.181244,0.09646549016924057
2013-11-08,2013-11-08,120.5,125.0,115.5,117.300003,545802.0,103.689568,-0.033119758345698365
2013-11-11,2013-11-11,118.0,122.900002,115.099998,115.949997,515507.0,102.496208,-0.011575709524504596
2013-11-12,2013-11-12,117.0,118.0,109.650002,110.400002,470912.0,97.590187,-0.049048857440705085
2013-11-13,2013-11-13,111.300003,111.300003,105.0,106.199997,459860.0,93.87751,-0.03878609792152776
2013-11-14,2013-11-14,106.5,109.699997,106.150002,107.599998,415957.0,95.115067,0.013096542820364654
2013-11-18,2013-11-18,109.0,110.849998,107.25,107.800003,313055.0,95.291862,0.0018570232893884155
2013-11-19,2013-11-19,110.0,111.0,105.800003,106.5,405957.0,94.1427,-0.012132697269645831
2013-11-20,2013-11-20,106.550003,110.900002,106.050003,107.75,469135.0,95.247665,0.011668783020581051
2013-11-21,2013-11-21,108.0,108.150002,104.75,105.199997,186858.0,92.993546,-0.023950406374979142
2013-11-22,2013-11-22,105.449997,107.900002,104.099998,104.800003,163520.0,92.639961,-0.003809500055511173
2013-11-25,2013-11-25,105.5,108.0,105.5,107.150002,160260.0,94.717293,0.02217599891757427
2013-11-26,2013-11-26,106.0,109.900002,106.0,107.0,285727.0,94.584679,-0.0014010844186440607
2013-11-27,2013-11-27,106.199997,107.5,105.0,105.599998,108689.0,93.34713,-0.013170382333870023
2013-11-28,2013-11-28,105.300003,107.5,105.300003,106.150002,120967.0,93.833313,0.0051948172101417
2013-11-29,2013-11-29,106.25,109.199997,106.25,108.699997,330121.0,96.087425,0.0237385119210316
2013-12-02,2013-12-02,109.050003,112.0,109.0,110.099998,363719.0,97.324989,0.01279732633676378
2013-12-03,2013-12-03,111.800003,111.800003,108.75,109.150002,210893.0,96.485222,-0.008665923751681959
2013-12-04,2013-12-04,109.449997,109.5,106.5,107.400002,136708.0,94.938286,-0.016162797268728823
2013-12-05,2013-12-05,108.900002,110.0,107.0,107.349998,230144.0,94.894073,-0.0004658110032700336
2013-12-06,2013-12-06,107.349998,108.5,106.25,107.150002,81195.0,94.717293,-0.001864656691742184
2013-12-09,2013-12-09,109.599998,111.599998,106.550003,107.0,204352.0,94.584679,-0.0014010844186440607
2013-12-10,2013-12-10,108.0,108.0,105.0,105.75,133006.0,93.479736,-0.011750821805906142
2013-12-11,2013-12-11,105.900002,105.900002,104.050003,104.5,98549.0,92.374771,-0.011890785293581452
2013-12-12,2013-12-12,104.699997,107.0,104.0,105.400002,223330.0,93.170334,0.008575466061231829
2013-12-13,2013-12-13,105.349998,105.349998,103.900002,104.099998,75870.0,92.021172,-0.012410685292938872
2013-12-16,2013-12-16,103.050003,106.25,103.050003,106.0,243279.0,93.700722,0.018087213649716997
2013-12-17,2013-12-17,106.0,106.900002,103.5,103.949997,70862.0,91.88858,-0.019529138523534332
2013-12-18,2013-12-18,103.150002,107.0,102.150002,104.150002,368674.0,92.065384,0.0019222641425917786
2013-12-19,2013-12-19,105.199997,106.0,104.0,104.349998,160133.0,92.242172,0.0019184026749172747
2013-12-20,2013-12-20,103.150002,105.0,102.650002,103.900002,150394.0,91.844376,-0.004321843431821293
2013-12-23,2013-12-23,104.0,107.800003,104.0,106.199997,150324.0,93.87751,0.021895267890196024
2013-12-24,2013-12-24,106.650002,106.800003,105.050003,105.349998,89050.0,93.126137,-0.008035961388779711
2013-12-26,2013-12-26,106.849998,109.349998,105.400002,107.900002,623204.0,95.380264,0.02391679472095021
2013-12-27,2013-12-27,109.0,113.599998,108.0,110.349998,1037715.0,97.545982,0.02245219634493445
2013-12-30,2013-12-30,111.25,114.0,110.0,110.699997,867838.0,97.85537,0.0031666951674322874
2013-12-31,2013-12-31,111.400002,112.0,107.599998,107.949997,232559.0,95.424461,-0.025155622054124468
2014-01-01,2014-01-01,108.050003,109.0,108.050003,108.5,153291.0,95.910637,0.005081943160655911
2014-01-02,2014-01-02,108.949997,115.5,108.849998,109.349998,821818.0,96.662018,0.00780365013988238
2014-01-03,2014-01-03,109.900002,110.0,108.0,109.150002,121835.0,96.485222,-0.0018306867794377626
2014-01-06,2014-01-06,109.900002,110.849998,107.0,107.300003,198193.0,94.849884,-0.017094383324838702
2014-01-07,2014-01-07,108.0,109.300003,107.099998,107.400002,122413.0,94.938286,0.0009315860561098787
2014-01-08,2014-01-08,108.0,109.800003,106.5,107.449997,141899.0,94.98246,0.00046518352235835886
2014-01-09,2014-01-09,128.899994,128.899994,128.899994,128.899994,559543.0,113.943604,0.1820113812597404
2014-01-10,2014-01-10,136.0,152.399994,130.800003,138.850006,9573128.0,122.739113,0.0743574460420362
2014-01-13,2014-01-13,138.850006,145.0,134.149994,138.850006,2417773.0,122.739113,0.0
2014-01-14,2014-01-14,138.0,140.399994,135.0,136.600006,710521.0,120.750175,-0.01633732846986735
2014-01-15,2014-01-15,137.800003,140.0,136.5,138.149994,623880.0,122.120331,0.011283136504748548
2014-01-16,2014-01-16,138.850006,139.399994,130.5,132.550003,457253.0,117.17009,-0.04138023851726835
2014-01-17,2014-01-17,133.5,133.800003,124.599998,126.599998,563660.0,111.910484,-0.04592733806995053
2014-01-20,2014-01-20,126.0,129.0,121.0,128.100006,413243.0,113.236443,0.011778746863700285
2014-01-21,2014-01-21,129.199997,137.699997,129.149994,133.300003,1328420.0,117.833092,0.039791099987672496
2014-01-22,2014-01-22,133.899994,134.399994,127.300003,131.550003,337229.0,116.28614,-0.01321527070171058
2014-01-23,2014-01-23,131.5,132.75,128.5,130.0,209220.0,114.915977,-0.011852651337219909
2014-01-24,2014-01-24,130.550003,133.899994,130.0,131.600006,468585.0,116.330322,0.012232521275499229
2014-01-27,2014-01-27,129.75,129.75,125.0,125.550003,177173.0,110.982315,-0.047062883517924085
2014-01-28,2014-01-28,125.0,131.0,125.0,129.199997,280577.0,114.208801,0.028657496507806364
2014-01-29,2014-01-29,127.0,131.850006,125.0,126.199997,198970.0,111.556885,-0.023493720627226544
2014-01-30,2014-01-30,126.199997,127.400002,120.199997,122.300003,550406.0,108.109421,-0.03139076854105926
2014-01-31,2014-01-31,122.25,127.900002,122.25,127.150002,299648.0,112.396667,0.03889041236095814
2014-02-03,2014-02-03,126.0,129.600006,125.150002,127.449997,205027.0,112.661858,0.002356641435678597
2014-02-04,2014-02-04,125.0,130.199997,123.599998,129.100006,303769.0,115.939789,0.028680070572383087
2014-02-05,2014-02-05,129.0,134.949997,128.199997,133.649994,285756.0,120.025955,0.03463701505796024
2014-02-06,2014-02-06,132.5,135.0,130.350006,132.149994,242601.0,118.678856,-0.011286855051243272
2014-02-07,2014-02-07,134.0,142.0,132.699997,138.300003,601654.0,124.201942,0.045487649438190836
2014-02-10,2014-02-10,140.100006,148.800003,139.100006,145.5,1343447.0,130.667999,0.050750942050951764
2014-02-11,2014-02-11,145.899994,166.800003,145.100006,160.25,4724305.0,143.914398,0.09655891698331588
2014-02-12,2014-02-12,161.0,179.350006,161.0,175.25,5445754.0,157.38533,0.08947846512442936
2014-02-13,2014-02-13,175.850006,177.100006,158.149994,160.649994,2187233.0,144.273621,-0.08698548719084087
2014-02-14,2014-02-14,160.649994,168.649994,160.0,165.75,1615269.0,148.85376000000005,0.03125270505609379
2014-02-17,2014-02-17,166.899994,169.199997,158.300003,160.300003,1334850.0,143.959305,-0.03343369200268853
2014-02-18,2014-02-18,161.850006,164.300003,159.600006,160.600006,775484.0,144.22872900000004,0.0018697797736733077
2014-02-19,2014-02-19,162.899994,164.0,160.199997,161.050003,560579.0,144.632858,0.0027980824163336138
2014-02-20,2014-02-20,161.050003,161.050003,154.600006,155.850006,421760.0,139.962952,-0.032820758641700636
2014-02-21,2014-02-21,156.5,158.850006,153.050003,154.600006,341920.0,138.840363,-0.008052953507078797
2014-02-24,2014-02-24,156.449997,166.399994,156.449997,164.5,1362313.0,147.731171,0.06206940441451536
2014-02-25,2014-02-25,166.899994,172.25,164.100006,166.25,1456662.0,149.302795,0.010582215141504923
2014-02-26,2014-02-26,167.899994,170.0,161.600006,163.5,448403.0,146.833115,-0.016679755306131302
2014-02-28,2014-02-28,165.899994,167.5,160.600006,165.300003,623950.0,148.449615,0.010948937980225004
2014-03-03,2014-03-03,165.0,167.399994,161.699997,163.350006,304445.0,146.69838,-0.011866965597415735
2014-03-04,2014-03-04,164.899994,166.300003,162.050003,162.75,209028.0,146.159576,-0.0036796310081204093
2014-03-05,2014-03-05,162.800003,169.0,162.800003,167.949997,631820.0,150.829483,0.031450935939170144
2014-03-06,2014-03-06,169.699997,169.699997,165.100006,165.5,217284.0,148.629242,-0.014695050838962054
2014-03-07,2014-03-07,165.5,167.399994,162.050003,163.600006,196815.0,146.922913,-0.011546848363554574
2014-03-10,2014-03-10,163.300003,173.699997,163.300003,171.5,1770267.0,154.01760900000005,0.04715889216096869
2014-03-11,2014-03-11,173.300003,174.399994,167.899994,169.699997,483511.0,152.401093,-0.010551124889840223
2014-03-12,2014-03-12,170.899994,171.949997,167.550003,169.399994,364932.0,152.131668,-0.0017694324210655308
2014-03-13,2014-03-13,170.0,170.949997,165.5,168.699997,724978.0,151.503021,-0.004140817377100703
2014-03-14,2014-03-14,167.100006,168.0,163.75,166.0,211676.0,149.07826200000005,-0.016134148971681306
2014-03-18,2014-03-18,166.0,167.899994,154.25,156.25,507799.0,140.322159,-0.060530501607508384
2014-03-19,2014-03-19,156.600006,160.5,156.5,158.100006,275550.0,141.983582,0.01177051643299354
2014-03-20,2014-03-20,160.0,160.850006,156.149994,156.75,169167.0,140.771194,-0.00857559647370909
2014-03-21,2014-03-21,156.100006,158.850006,155.0,156.850006,111647.0,140.861008,0.0006378106083522184
2014-03-24,2014-03-24,162.850006,168.800003,161.199997,167.600006,1291465.0,150.515182,0.06629031084447322
2014-03-25,2014-03-25,167.600006,170.5,163.199997,169.75,542767.0,152.445984,0.012746373846387549
2014-03-26,2014-03-26,170.199997,172.0,165.5,166.75,156087.0,149.751831,-0.017830866058095474
2014-03-27,2014-03-27,166.949997,170.899994,166.949997,169.050003,194260.0,151.817337,0.013698603960404121
2014-03-28,2014-03-28,170.0,171.5,167.199997,168.800003,121168.0,151.592834,-0.001479864964525568
2014-03-31,2014-03-31,169.899994,174.899994,167.5,172.0,243493.0,154.466644,0.018779973626916302
2014-04-01,2014-04-01,172.5,174.0,168.350006,169.550003,321095.0,152.26638799999995,-0.014346637039254873
2014-04-02,2014-04-02,173.0,176.449997,170.0,170.600006,382467.0,153.209351,0.006173753753340172
2014-04-03,2014-04-03,156.149994,167.899994,153.199997,166.100006,686141.0,149.168076,-0.026731596255904044
2014-04-04,2014-04-04,166.100006,166.100006,162.0,163.949997,107307.0,147.237244,-0.013028506450964095
2014-04-07,2014-04-07,164.0,165.699997,161.649994,163.449997,120120.0,146.788208,-0.003054404617341966
2014-04-09,2014-04-09,162.199997,163.399994,159.5,161.050003,670804.0,144.632858,-0.014792268319296475
2014-04-10,2014-04-10,161.600006,168.699997,161.600006,166.649994,379017.0,149.661987,0.03418081366547643
2014-04-11,2014-04-11,165.5,173.0,163.399994,164.350006,319008.0,147.596451,-0.01389746416288862
2014-04-15,2014-04-15,164.399994,166.550003,164.0,164.800003,131611.0,148.000595,0.0027344268644586838
2014-04-16,2014-04-16,164.100006,172.399994,164.100006,170.550003,403336.0,153.164444,0.034295847570573024
2014-04-17,2014-04-17,170.100006,186.850006,169.300003,178.199997,2481548.0,160.034607,0.043877943998828606
2014-04-21,2014-04-21,178.75,179.449997,174.100006,175.050003,248987.0,157.205734,-0.017834730438854862
2014-04-22,2014-04-22,176.699997,178.699997,173.399994,175.0,271159.0,157.16081200000005,-0.00028579377085335983
2014-04-23,2014-04-23,169.0,171.149994,164.600006,169.050003,306349.0,151.817337,-0.034591493459709355
