Date,Date.1,DLF.NS.Open,DLF.NS.High,DLF.NS.Low,DLF.NS.Close,DLF.NS.Volume,DLF.NS.Adjusted,log_returns
2013-06-03,2013-06-03,193.75,198.0,191.25,195.300003,11357718.0,182.002289,0.0030770753188917865
2013-06-04,2013-06-04,195.050003,200.300003,191.699997,192.949997,11292643.0,179.812286,-0.012105812738331778
2013-06-05,2013-06-05,191.0,200.399994,188.800003,199.199997,13298535.0,185.636734,0.03187826984463893
2013-06-06,2013-06-06,196.0,204.600006,195.100006,202.5,11326847.0,188.712036,0.016430513097098753
2013-06-07,2013-06-07,201.0,205.449997,197.5,198.5,10395379.0,184.98436,-0.01995095316015849
2013-06-10,2013-06-10,200.899994,202.649994,193.800003,196.0,5851664.0,182.654617,-0.012674250188400292
2013-06-11,2013-06-11,194.5,195.0,184.0,187.050003,8999724.0,174.31401100000005,-0.04673869708558609
2013-06-12,2013-06-12,186.100006,192.5,185.100006,189.949997,12051075.0,177.016541,0.01538484649482186
2013-06-13,2013-06-13,187.649994,190.699997,184.300003,186.75,7219447.0,174.034424,-0.016990061457447858
2013-06-14,2013-06-14,190.5,192.199997,187.800003,189.800003,4946602.0,176.87677,0.016200156687150802
2013-06-17,2013-06-17,191.949997,192.0,185.100006,189.550003,5950826.0,176.643799,-0.001318005537184419
2013-06-18,2013-06-18,189.5,193.350006,187.100006,188.600006,5900725.0,175.758499,-0.005024381892116736
2013-06-19,2013-06-19,188.399994,190.449997,187.0,189.149994,4099204.0,176.27101100000004,0.002911757949519256
2013-06-20,2013-06-20,184.25,184.649994,173.25,175.5,19185008.0,163.55043,-0.07490126278845821
2013-06-21,2013-06-21,174.100006,178.399994,170.050003,175.149994,8320689.0,163.224243,-0.00199640385433586
2013-06-24,2013-06-24,173.300003,173.699997,161.199997,164.25,12543753.0,153.066422,-0.06425302138807965
2013-06-25,2013-06-25,165.899994,170.800003,164.100006,166.449997,11792854.0,155.116638,0.013305379252544823
2013-06-26,2013-06-26,168.800003,170.75,166.699997,168.550003,6653533.0,157.073639,0.012537396444368907
2013-06-27,2013-06-27,172.649994,177.449997,169.800003,176.199997,8567606.0,164.202759,0.044387265955996284
2013-06-28,2013-06-28,180.25,182.5,176.800003,181.25,5990702.0,168.90892,0.02825763517738888
2013-07-01,2013-07-01,180.0,189.850006,179.800003,189.100006,7690952.0,176.224426,0.04239869572081911
2013-07-02,2013-07-02,188.100006,189.0,182.050003,183.350006,5158582.0,170.865936,-0.030879081441096187
2013-07-03,2013-07-03,179.949997,180.0,174.699997,175.899994,4597300.0,163.923187,-0.041481302861360085
2013-07-04,2013-07-04,178.0,183.300003,173.199997,178.550003,6819023.0,166.392761,0.014953077682454463
2013-07-05,2013-07-05,181.0,183.300003,175.050003,177.649994,4845752.0,165.554016,-0.005053501603843102
2013-07-08,2013-07-08,174.0,177.300003,171.100006,175.149994,4610905.0,163.224243,-0.014172542939193455
2013-07-09,2013-07-09,177.0,179.199997,173.800003,177.0,4715089.0,164.948303,0.010507130363625272
2013-07-10,2013-07-10,178.899994,178.899994,172.649994,173.800003,4328660.0,161.966202,-0.018244425819053056
2013-07-11,2013-07-11,177.100006,179.850006,176.550003,178.449997,4167196.0,166.299576,0.026403152749925773
2013-07-12,2013-07-12,179.050003,180.199997,174.199997,177.0,3740804.0,164.948303,-0.008158726930872717
2013-07-15,2013-07-15,175.350006,180.5,174.0,178.300003,6868416.0,166.159775,0.0073177157948069995
2013-07-16,2013-07-16,173.0,173.5,163.800003,164.699997,12365025.0,153.485779,-0.07934190766612215
2013-07-17,2013-07-17,164.5,166.399994,162.100006,165.75,9705998.0,154.464294,0.006355045048088925
2013-07-18,2013-07-18,167.300003,172.0,166.350006,171.25,7049910.0,159.589798,0.03264379783443338
2013-07-19,2013-07-19,171.600006,174.350006,166.550003,168.300003,6077323.0,156.840668,-0.017376324134192878
2013-07-22,2013-07-22,168.100006,171.649994,165.399994,170.0,3752434.0,158.424927,0.010050397890980278
2013-07-23,2013-07-23,172.0,177.899994,171.0,174.649994,6393454.0,162.758301,0.02698544997266961
2013-07-24,2013-07-24,171.149994,176.350006,166.399994,175.149994,10007764.0,163.224243,0.002858694895710556
2013-07-25,2013-07-25,172.699997,177.899994,172.649994,175.050003,7482893.0,163.13108799999995,-0.0005708808386524211
2013-07-26,2013-07-26,178.800003,179.550003,168.0,172.350006,7517527.0,160.614914,-0.01554443699326935
2013-07-29,2013-07-29,169.0,172.0,167.0,169.199997,3740280.0,157.679398,-0.018445816481849956
2013-07-30,2013-07-30,168.0,169.100006,157.0,160.100006,10554814.0,150.983688,-0.0433920404886452
2013-07-31,2013-07-31,155.050003,155.699997,145.600006,149.800003,10842742.0,141.270172,-0.06649763404002318
2013-08-01,2013-08-01,151.300003,153.699997,137.0,137.850006,11752499.0,130.000626,-0.08313490462094908
2013-08-02,2013-08-02,137.5,141.800003,125.5,128.449997,12870640.0,121.13588,-0.07062637509025471
2013-08-05,2013-08-05,129.0,131.949997,124.300003,129.25,8972742.0,121.89032,0.006208733243858511
2013-08-06,2013-08-06,127.0,131.550003,120.050003,122.199997,12209897.0,115.241753,-0.05608950214953978
2013-08-07,2013-08-07,121.0,133.5,121.0,131.100006,11857210.0,123.634987,0.07030144947824546
2013-08-08,2013-08-08,131.149994,139.699997,131.149994,138.199997,10293998.0,130.33068799999998,0.05274140312516984
2013-08-12,2013-08-12,137.0,142.600006,133.649994,138.649994,9143381.0,130.75508100000002,0.0032509881745523828
2013-08-13,2013-08-13,145.0,151.649994,141.0,149.550003,13248229.0,141.034409,0.07567793345671525
2013-08-14,2013-08-14,150.25,160.300003,150.25,159.050003,11681590.0,149.993454,0.06158775707665232
2013-08-16,2013-08-16,156.050003,156.449997,144.050003,145.449997,9725620.0,137.167877,-0.08938609791860852
2013-08-19,2013-08-19,143.75,150.899994,139.0,149.149994,8568938.0,140.657166,0.025119927577199164
2013-08-20,2013-08-20,143.100006,156.699997,142.5,153.899994,8148467.0,145.136703,0.03135059479103841
2013-08-21,2013-08-21,156.0,162.899994,144.800003,150.399994,12551959.0,141.835999,-0.02300462406534809
2013-08-22,2013-08-22,145.100006,148.350006,140.0,143.850006,13521607.0,135.658997,-0.04452709152139267
2013-08-23,2013-08-23,144.0,147.5,135.149994,136.949997,14096727.0,129.151871,-0.049155355539394215
2013-08-26,2013-08-26,138.0,141.0,134.199997,137.050003,12101969.0,129.24617,0.0007298739868257798
2013-08-27,2013-08-27,135.75,135.75,129.300003,130.149994,10565942.0,122.739059,-0.05165825013511238
2013-08-28,2013-08-28,127.199997,133.0,122.099998,131.949997,10862939.0,124.436584,0.013735590353047831
2013-08-29,2013-08-29,134.100006,135.0,127.0,131.399994,8149178.0,123.917885,-0.004177092172175989
2013-08-30,2013-08-30,131.449997,134.75,126.599998,129.800003,8747852.0,122.409012,-0.01225113368124475
2013-09-02,2013-09-02,130.649994,138.149994,130.399994,136.649994,7696052.0,128.868942,0.05142793962390702
2013-09-03,2013-09-03,137.0,139.699997,126.099998,127.300003,9900226.0,120.051361,-0.07087627489680504
2013-09-04,2013-09-04,125.400002,129.399994,121.0,126.550003,14742587.0,119.344063,-0.005909052447496954
2013-09-05,2013-09-05,129.550003,139.5,129.550003,137.850006,12493559.0,130.000626,0.08552865873016112
2013-09-06,2013-09-06,139.0,141.550003,134.699997,137.899994,8926272.0,130.047775,0.0003626171153925384
2013-09-10,2013-09-10,141.0,145.5,139.850006,142.949997,6934692.0,134.810226,0.03596617319106965
2013-09-11,2013-09-11,141.899994,152.25,141.0,150.649994,10942435.0,142.071777,0.05246434558932744
2013-09-12,2013-09-12,152.0,156.399994,147.199997,149.25,11155499.0,140.751465,-0.0093367262330073
2013-09-13,2013-09-13,147.949997,157.5,146.100006,156.850006,11459158.0,147.918747,0.049667440756580916
2013-09-16,2013-09-16,160.0,162.300003,149.0,153.800003,8975646.0,145.042404,-0.019636975200728383
2013-09-17,2013-09-17,153.5,154.699997,149.699997,153.850006,5809508.0,145.089554,0.0003250245215324909
2013-09-18,2013-09-18,156.0,161.649994,154.649994,160.350006,9220662.0,151.219452,0.04138094069550835
2013-09-19,2013-09-19,167.0,173.899994,167.0,171.399994,9377392.0,161.640228,0.06664094448694335
2013-09-20,2013-09-20,171.5,171.5,150.550003,151.5,15858940.0,142.873367,-0.1234143582728704
2013-09-23,2013-09-23,148.0,149.399994,140.050003,141.649994,12078884.0,133.584229,-0.06722648475101868
2013-09-24,2013-09-24,140.550003,145.399994,138.300003,140.100006,10695540.0,132.122513,-0.011002586798289473
2013-09-25,2013-09-25,141.0,142.5,135.350006,136.649994,11392802.0,128.868942,-0.02493368648629968
2013-09-26,2013-09-26,136.949997,136.949997,133.649994,135.600006,11180824.0,127.87873799999998,-0.007713478926637762
2013-09-27,2013-09-27,136.0,138.350006,131.25,131.850006,12179949.0,124.34227,-0.028044450447803012
2013-09-30,2013-09-30,131.0,132.300003,127.199997,128.050003,10470413.0,120.758659,-0.029244004961744174
2013-10-01,2013-10-01,128.550003,137.399994,127.150002,136.899994,15790898.0,129.10472099999998,0.06682986562893413
2013-10-03,2013-10-03,137.899994,139.899994,134.5,139.100006,10128287.0,131.179443,0.015942314046983874
2013-10-04,2013-10-04,137.0,142.649994,136.300003,139.300003,13776138.0,131.368057,0.0014367993025850012
2013-10-07,2013-10-07,138.800003,138.800003,135.25,138.050003,6896253.0,130.189255,-0.009013779597845328
2013-10-08,2013-10-08,140.899994,143.350006,137.75,138.800003,9394423.0,130.89653,0.005417964291940081
2013-10-09,2013-10-09,137.949997,148.699997,137.5,147.25,15038543.0,138.865372,0.059097753244449436
2013-10-10,2013-10-10,147.899994,151.75,147.050003,149.449997,11136317.0,140.940109,0.014830124253712997
2013-10-11,2013-10-11,153.0,156.899994,152.050003,154.699997,12206346.0,145.89115900000004,0.034525816116555134
2013-10-14,2013-10-14,154.649994,156.5,150.800003,153.800003,7632837.0,145.042404,-0.0058347163466363474
2013-10-15,2013-10-15,154.550003,159.899994,151.75,153.550003,10202604.0,144.80664099999996,-0.0016267988876421668
2013-10-17,2013-10-17,154.5,156.800003,151.600006,153.300003,7008923.0,144.570877,-0.0016294565921688429
2013-10-18,2013-10-18,154.5,158.800003,154.5,157.300003,5622688.0,148.343124,0.025758110246883348
2013-10-21,2013-10-21,160.0,167.399994,160.0,166.5,10002799.0,157.019241,0.05684035616497862
2013-10-22,2013-10-22,165.0,166.5,162.649994,164.149994,6071956.0,154.803055,-0.01421465587627946
2013-10-23,2013-10-23,165.199997,166.300003,155.0,158.800003,9385581.0,149.75769,-0.033135108172177574
2013-10-24,2013-10-24,158.0,164.199997,157.600006,159.300003,7398587.0,150.229218,0.0031436597781571147
2013-10-25,2013-10-25,160.0,160.0,151.0,151.449997,7545239.0,142.82621799999995,-0.050533615216044936
2013-10-28,2013-10-28,153.199997,154.199997,146.0,146.399994,8070915.0,138.063766,-0.033912981594578895
2013-10-29,2013-10-29,146.649994,151.5,142.75,150.0,10846594.0,141.458786,0.024292758741364832
2013-10-30,2013-10-30,152.050003,153.899994,148.199997,149.100006,7682717.0,140.610031,-0.006018088569070379
2013-10-31,2013-10-31,147.0,152.649994,145.100006,151.649994,10800714.0,143.014816,0.016957912213876547
2013-11-01,2013-11-01,151.800003,159.350006,151.800003,157.399994,10468655.0,148.437424,0.037215248944291617
2013-11-05,2013-11-05,156.0,163.899994,155.0,160.800003,9687154.0,151.643814,0.021370959778026943
2013-11-06,2013-11-06,161.5,164.350006,155.149994,155.899994,8366444.0,147.02281200000004,-0.03094668359439101
2013-11-07,2013-11-07,155.899994,158.0,148.050003,148.850006,9754189.0,140.374252,-0.04627567395220389
2013-11-08,2013-11-08,149.0,153.800003,146.25,152.600006,8742281.0,143.910751,0.024881238247569826
2013-11-11,2013-11-11,152.649994,152.649994,147.199997,148.199997,6086310.0,139.761276,-0.02925752698667239
2013-11-12,2013-11-12,148.100006,152.25,143.0,144.100006,9088637.0,135.894745,-0.02805514345002891
2013-11-13,2013-11-13,142.899994,145.25,139.399994,142.25,7555295.0,134.15007,-0.0129215535956817
2013-11-14,2013-11-14,144.149994,147.0,143.5,145.300003,5039827.0,137.026413,0.021214604190427973
2013-11-18,2013-11-18,148.25,149.649994,145.949997,148.75,5565000.0,140.279953,0.02346638736184836
2013-11-19,2013-11-19,148.399994,152.0,148.199997,149.550003,7599913.0,141.034409,0.005363805839627035
2013-11-20,2013-11-20,148.0,155.699997,147.850006,150.350006,12060568.0,141.788864,0.0053351818015121575
2013-11-21,2013-11-21,148.949997,149.0,144.5,145.300003,6151415.0,137.026413,-0.03416537500298755
2013-11-22,2013-11-22,146.399994,148.0,143.0,144.300003,5739904.0,136.083359,-0.006906071073508714
2013-11-25,2013-11-25,146.399994,149.699997,146.050003,149.0,5487957.0,140.515717,0.032051715493720316
2013-11-26,2013-11-26,148.850006,151.449997,147.199997,149.5,5534253.0,140.987259,0.003350177307088309
2013-11-27,2013-11-27,150.199997,151.149994,146.100006,147.399994,4740374.0,139.006821,-0.01414652072402678
2013-11-28,2013-11-28,149.399994,151.899994,148.699997,149.399994,5908355.0,140.892929,0.013477229248166191
2013-11-29,2013-11-29,149.550003,153.800003,148.100006,152.100006,6235046.0,143.439209,0.01791108166352107
2013-12-02,2013-12-02,153.0,154.600006,151.5,152.75,3959982.0,144.0522,0.004264419107912865
2013-12-03,2013-12-03,152.0,157.0,150.800003,155.850006,6664623.0,146.975677,0.020091376614509212
2013-12-04,2013-12-04,155.600006,158.300003,152.0,153.199997,10908046.0,144.476563,-0.017149809877230027
2013-12-05,2013-12-05,158.0,158.899994,154.649994,155.949997,6379990.0,147.069962,0.017791104905797717
2013-12-06,2013-12-06,156.300003,156.800003,154.25,155.75,3706890.0,146.881363,-0.0012831990186059627
2013-12-09,2013-12-09,160.0,166.199997,156.800003,165.0,11359458.0,155.604675,0.05769344976687574
2013-12-10,2013-12-10,165.5,166.0,158.5,160.449997,8716373.0,151.313736,-0.02796325308977821
2013-12-11,2013-12-11,159.050003,159.5,155.600006,157.100006,5883152.0,148.15451000000004,-0.021099687514621657
2013-12-12,2013-12-12,155.600006,158.899994,154.449997,156.199997,5627437.0,147.30574,-0.0057454248740196326
2013-12-13,2013-12-13,154.899994,154.899994,150.300003,150.899994,5012312.0,142.307541,-0.034519793434650836
2013-12-16,2013-12-16,150.800003,153.449997,149.5,152.25,4720754.0,143.580673,0.008906561052677729
2013-12-17,2013-12-17,153.5,154.5,151.100006,152.0,4965858.0,143.34491,-0.0016433742198582735
2013-12-18,2013-12-18,152.0,161.199997,151.800003,160.25,8027702.0,151.125122,0.052854432013528914
2013-12-19,2013-12-19,161.899994,163.0,155.25,158.550003,6491803.0,149.521927,-0.010665065241142637
2013-12-20,2013-12-20,157.0,163.699997,157.0,162.899994,5896454.0,153.624252,0.02706664790292823
2013-12-23,2013-12-23,163.550003,172.0,163.100006,169.850006,10840002.0,160.17851299999995,0.04177920067100605
2013-12-24,2013-12-24,171.0,172.399994,167.699997,170.949997,7919201.0,161.215851,0.006455256957669242
2013-12-26,2013-12-26,170.0,171.699997,169.0,170.5,5795170.0,160.791473,-0.0026358297720001644
2013-12-27,2013-12-27,171.899994,175.199997,170.199997,171.399994,6528003.0,161.640228,0.005264724019388822
2013-12-30,2013-12-30,172.0,172.899994,165.5,165.949997,7165593.0,156.500565,-0.032313430553890576
2013-12-31,2013-12-31,167.25,168.149994,164.649994,166.699997,4600856.0,157.207855,0.00450922674278864
2014-01-01,2014-01-01,167.600006,170.699997,166.649994,170.100006,4944090.0,160.414276,0.020190847025570943
2014-01-02,2014-01-02,170.350006,174.649994,165.300003,166.449997,9278583.0,156.972092,-0.021691662379986987
2014-01-03,2014-01-03,165.0,169.75,163.350006,168.899994,7211775.0,159.282578,0.01461181337325712
2014-01-06,2014-01-06,169.0,169.75,165.100006,166.800003,4924864.0,157.30217,-0.01251123969427148
2014-01-07,2014-01-07,166.199997,169.0,162.199997,163.949997,6468312.0,154.61445600000005,-0.017233967661291594
2014-01-08,2014-01-08,163.5,166.300003,161.350006,162.050003,5991976.0,152.822632,-0.011656656655704369
2014-01-09,2014-01-09,161.300003,163.199997,157.649994,158.800003,4675079.0,149.75769,-0.020259393016861967
2014-01-10,2014-01-10,159.300003,161.899994,155.949997,156.5,4754295.0,147.58866899999995,-0.01458944700398046
2014-01-13,2014-01-13,157.800003,162.0,156.199997,161.050003,5366499.0,151.879593,0.028658914685989245
2014-01-14,2014-01-14,159.850006,161.100006,156.300003,157.149994,4832212.0,148.20164499999996,-0.024514242947411446
2014-01-15,2014-01-15,157.800003,160.399994,157.25,159.850006,3885416.0,150.74791000000005,0.017035158832491067
2014-01-16,2014-01-16,160.600006,162.899994,158.25,162.100006,5003916.0,152.869797,0.013977587588451357
2014-01-17,2014-01-17,162.350006,164.199997,154.350006,155.350006,7238988.0,146.50415,-0.04253280338541998
2014-01-20,2014-01-20,155.0,156.800003,152.800003,155.800003,5304650.0,146.928497,0.002892297773661845
2014-01-21,2014-01-21,156.5,157.899994,155.100006,157.25,4123487.0,148.295959,0.009263946478056615
2014-01-22,2014-01-22,158.0,159.600006,155.850006,158.949997,4471196.0,149.899155,0.01075276804859815
2014-01-23,2014-01-23,158.649994,159.899994,156.850006,159.300003,3645971.0,150.229218,0.0021994797077207195
2014-01-24,2014-01-24,158.0,158.0,152.350006,153.050003,5405551.0,144.33511399999998,-0.04002447126826425
2014-01-27,2014-01-27,149.449997,150.0,138.300003,139.649994,6500869.0,131.69812,-0.09162544266049988
2014-01-28,2014-01-28,140.0,144.600006,138.600006,141.25,8473262.0,133.207031,0.01139220821825404
2014-01-29,2014-01-29,143.75,144.350006,140.100006,141.100006,4462907.0,133.065552,-0.0010626630178727225
2014-01-30,2014-01-30,137.5,139.350006,133.75,134.649994,7466170.0,126.982819,-0.046790085138216135
2014-01-31,2014-01-31,137.0,138.399994,135.399994,137.5,5462190.0,129.670563,0.020945309499675883
2014-02-03,2014-02-03,136.199997,137.800003,133.199997,134.149994,6524018.0,126.511284,-0.024665597571688732
2014-02-04,2014-02-04,131.600006,135.350006,130.25,134.100006,7479935.0,126.464149,-0.0003726448848135888
2014-02-05,2014-02-05,133.0,139.899994,132.800003,138.100006,7322678.0,130.236389,0.029392315247199537
2014-02-06,2014-02-06,137.350006,139.399994,134.050003,135.300003,7434184.0,127.595818,-0.020483580053834768
2014-02-07,2014-02-07,136.699997,139.25,136.699997,137.949997,4033070.0,130.094925,0.019396780223646104
2014-02-10,2014-02-10,143.300003,145.899994,141.449997,142.0,7470522.0,133.914307,0.028935719080991795
2014-02-11,2014-02-11,140.800003,142.649994,139.25,140.449997,3590777.0,132.452576,-0.010975431005992851
2014-02-12,2014-02-12,141.100006,143.199997,138.699997,140.149994,3900737.0,132.169647,-0.002138362414179973
2014-02-13,2014-02-13,140.100006,144.75,140.100006,143.0,8274700.0,134.857376,0.020131443938857352
2014-02-14,2014-02-14,143.0,146.0,141.399994,145.0,8633646.0,136.743484,0.01388904527007373
2014-02-17,2014-02-17,145.5,147.899994,141.800003,142.550003,5503531.0,134.432999,-0.017040864946601175
2014-02-18,2014-02-18,142.699997,143.699997,140.149994,142.449997,5914011.0,134.338684,-0.0007018224748867041
2014-02-19,2014-02-19,142.0,143.699997,141.149994,143.149994,3553409.0,134.99884,0.004902082058082513
2014-02-20,2014-02-20,142.25,146.949997,141.649994,143.649994,5777776.0,135.47036699999998,0.0034867368669377896
2014-02-21,2014-02-21,144.399994,144.75,140.649994,142.399994,4757965.0,134.291519,-0.00873997080561928
2014-02-24,2014-02-24,142.5,143.899994,141.050003,142.800003,2762669.0,134.66876200000002,0.0028051967076958557
2014-02-25,2014-02-25,143.550003,144.5,140.75,141.550003,2991045.0,133.489944,-0.008791999417461227
2014-02-26,2014-02-26,141.649994,142.100006,138.25,140.149994,4639976.0,132.169647,-0.009939847197078857
2014-02-28,2014-02-28,141.5,142.0,138.550003,141.149994,4441772.0,133.112717,0.0071099635767977185
2014-03-03,2014-03-03,140.800003,141.75,138.300003,139.149994,3866220.0,131.22659299999998,-0.014270719020377244
2014-03-04,2014-03-04,137.300003,140.800003,136.300003,139.850006,5128310.0,131.886749,0.005018045685192264
2014-03-05,2014-03-05,142.0,145.75,140.199997,144.75,5667795.0,136.507721,0.03443758492288307
2014-03-06,2014-03-06,145.0,153.350006,145.0,152.149994,8721037.0,143.48635900000005,0.04985879431992046
2014-03-07,2014-03-07,153.399994,167.949997,153.199997,166.899994,14164958.0,157.396469,0.09252793099288326
2014-03-10,2014-03-10,165.0,173.850006,164.600006,171.600006,9418139.0,161.82884199999995,0.02777134340532683
2014-03-11,2014-03-11,171.949997,186.699997,167.649994,178.350006,20555512.0,168.19448899999998,0.03858173659006337
2014-03-12,2014-03-12,179.649994,182.699997,176.649994,179.149994,12520561.0,168.948929,0.004475491550525845
2014-03-13,2014-03-13,180.0,181.649994,166.699997,168.350006,12573778.0,158.763901,-0.06217827469310056
2014-03-14,2014-03-14,166.0,175.850006,162.449997,174.949997,13516204.0,164.988098,0.03845513867200357
2014-03-18,2014-03-18,176.5,179.0,170.149994,173.649994,10330068.0,163.762115,-0.007458481454063026
2014-03-19,2014-03-19,174.800003,177.949997,171.199997,173.949997,7884070.0,164.045029,0.0017261006992779215
2014-03-20,2014-03-20,172.899994,173.949997,166.199997,167.100006,7247779.0,157.585098,-0.04017534009519785
2014-03-21,2014-03-21,167.800003,172.5,167.800003,171.100006,8082959.0,161.35733000000005,0.023655729541765425
2014-03-24,2014-03-24,171.0,174.850006,170.0,171.600006,5789070.0,161.82884199999995,0.0029178991887253147
2014-03-25,2014-03-25,171.0,178.5,170.899994,177.600006,7715272.0,167.487213,0.034367762206524155
2014-03-26,2014-03-26,179.199997,181.449997,173.600006,175.199997,8251239.0,165.223846,-0.013605811135611212
2014-03-27,2014-03-27,175.75,179.5,172.149994,174.899994,14345150.0,164.940933,-0.0017137689253221564
2014-03-28,2014-03-28,176.899994,177.600006,174.149994,175.850006,8201155.0,165.836838,0.005416973383955082
2014-03-31,2014-03-31,177.0,179.0,174.050003,176.449997,12220242.0,166.402679,0.003406226641557097
2014-04-01,2014-04-01,177.75,177.75,171.100006,175.0,7495537.0,165.035263,-0.008251461798858273
2014-04-02,2014-04-02,176.0,178.850006,173.300003,176.600006,12739524.0,166.544159,0.009101327257051928
2014-04-03,2014-04-03,177.5,177.5,169.199997,171.75,9076725.0,161.970322,-0.027847372556514927
2014-04-04,2014-04-04,170.399994,177.0,169.800003,176.050003,15723521.0,166.025452,0.02472798098582274
2014-04-07,2014-04-07,176.5,178.25,168.050003,171.050003,10798384.0,161.31016499999996,-0.028812099540243
2014-04-09,2014-04-09,172.75,177.0,172.449997,176.600006,9943496.0,166.544159,0.031931491110935184
2014-04-10,2014-04-10,178.0,185.0,175.899994,178.600006,27802097.0,168.430252,0.011261235904373557
2014-04-11,2014-04-11,175.949997,180.5,173.550003,176.300003,14172904.0,166.26123,-0.012961503252869376
2014-04-15,2014-04-15,177.0,177.699997,164.600006,166.100006,10752346.0,156.642029,-0.05959709415987291
2014-04-16,2014-04-16,166.0,167.75,155.850006,158.050003,12114652.0,149.05043,-0.04967842690908952
