Date,Date.1,CUMMINSIND.NS.Open,CUMMINSIND.NS.High,CUMMINSIND.NS.Low,CUMMINSIND.NS.Close,CUMMINSIND.NS.Volume,CUMMINSIND.NS.Adjusted,log_returns
2013-04-01,2013-04-01,492.549988,503.0,488.39999400000005,501.100006,65737.0,455.954193,0.0041996394202064025
2013-04-02,2013-04-02,502.049988,505.0,493.0,495.700012,29980.0,451.040741,-0.010834680286917477
2013-04-03,2013-04-03,496.0,501.850006,495.0,500.0,104621.0,454.953308,0.008637123670696134
2013-04-04,2013-04-04,495.0,498.89999400000005,490.100006,495.049988,58214.0,450.44928,-0.009949309210387723
2013-04-05,2013-04-05,489.0,502.89999400000005,489.0,499.700012,61162.0,454.680359,0.009349179689912999
2013-04-08,2013-04-08,499.950012,499.950012,493.0,498.0,107448.0,453.133545,-0.003407781022320755
2013-04-09,2013-04-09,500.0,508.0,495.600006,498.950012,252241.0,453.997955,0.0019058102637510288
2013-04-10,2013-04-10,499.0,505.700012,487.450012,489.700012,321723.0,445.581329,-0.018712906698604925
2013-04-11,2013-04-11,490.0,496.950012,490.0,491.850006,34936.0,447.537628,0.004380832168861204
2013-04-12,2013-04-12,487.64999400000005,498.0,485.0,495.299988,39781.0,450.676788,0.006989807166318585
2013-04-15,2013-04-15,495.950012,498.700012,470.0,478.850006,166839.0,435.708801,-0.03377629366442747
2013-04-16,2013-04-16,480.0,503.700012,479.0,500.200012,69101.0,455.135284,0.043620569632360606
2013-04-17,2013-04-17,500.0,504.700012,491.100006,500.049988,438251.0,454.99884,-0.0002998327332734973
2013-04-18,2013-04-18,501.049988,503.89999400000005,493.600006,499.450012,25255.0,454.452911,-0.0012005674077224526
2013-04-22,2013-04-22,495.0,509.89999400000005,495.0,504.39999400000005,62339.0,458.95694,0.009862090934270816
2013-04-23,2013-04-23,505.049988,517.0,504.64999400000005,515.650024,559397.0,469.19339,0.022058635847350242
2013-04-25,2013-04-25,516.0,521.650024,501.100006,507.75,235485.0,462.005096,-0.015439107547114084
2013-04-26,2013-04-26,509.0,515.950012,507.39999400000005,510.100006,45778.0,464.143402,0.004617639188824185
2013-04-29,2013-04-29,518.0,522.0,510.049988,516.799988,89867.0,470.239746,0.013049102007991031
2013-04-30,2013-04-30,513.0,522.0,506.0,511.14999400000005,40748.0,465.098785,-0.010992838635544013
2013-05-02,2013-05-02,512.0,525.0,506.299988,522.049988,257604.0,475.01681500000007,0.02110037952286969
2013-05-03,2013-05-03,522.0,522.0,513.0,515.700012,107425.0,469.238892,-0.012238200038368952
2013-05-06,2013-05-06,515.0,522.0,515.0,520.049988,52098.0,473.196991,0.008399769880832686
2013-05-07,2013-05-07,520.0,526.099976,515.099976,518.150024,71714.0,471.46817,-0.0036601814091330453
2013-05-08,2013-05-08,518.299988,525.0,514.0,517.900024,136201.0,471.240753,-0.000482475552873396
2013-05-09,2013-05-09,518.0,525.0,515.599976,519.650024,79495.0,472.833008,0.003373161241268185
2013-05-10,2013-05-10,520.25,530.0,520.099976,523.200012,317653.0,476.06320199999993,0.006808345198415111
2013-05-13,2013-05-13,529.0,529.0,510.049988,511.850006,254052.0,465.73574800000006,-0.02193221382206545
2013-05-14,2013-05-14,511.850006,523.049988,508.64999400000005,510.25,556759.0,464.279907,-0.0031307907159074944
2013-05-15,2013-05-15,512.0,515.549988,502.0,503.450012,245976.0,458.092529,-0.0134164260967653
2013-05-16,2013-05-16,502.0,509.89999400000005,497.0,498.75,171044.0,453.815887,-0.009379611546076028
2013-05-17,2013-05-17,498.0,502.049988,482.299988,495.100006,267258.0,450.49478099999993,-0.007345088471776506
2013-05-20,2013-05-20,500.0,501.89999400000005,482.25,485.200012,262023.0,441.48669400000006,-0.020198610651120497
2013-05-21,2013-05-21,491.0,491.0,472.5,478.600006,357014.0,435.481293,-0.013696041278430826
2013-05-22,2013-05-22,478.600006,482.950012,473.100006,474.39999400000005,102104.0,431.65979,-0.008814085309368558
2013-05-23,2013-05-23,475.0,475.049988,460.0,464.799988,578511.0,422.924561,-0.02044393448499271
2013-05-24,2013-05-24,470.0,470.0,462.049988,464.850006,147865.0,422.970093,0.0001076540673912163
2013-05-27,2013-05-27,473.950012,479.0,466.0,474.89999400000005,158846.0,432.114685,0.021389553129912642
2013-05-28,2013-05-28,475.0,479.0,467.0,469.049988,166634.0,426.791687,-0.012394985818137805
2013-05-29,2013-05-29,475.5,477.950012,459.299988,461.89999400000005,221345.0,420.285919,-0.015360802541311891
2013-05-30,2013-05-30,458.25,460.0,450.100006,454.350006,510825.0,413.416107,-0.016480630436758403
2013-05-31,2013-05-31,454.0,461.39999400000005,441.549988,453.39999400000005,329268.0,412.551666,-0.0020931599122233635
2013-06-03,2013-06-03,454.0,460.799988,446.64999400000005,450.350006,217754.0,409.77655,-0.0067494377087138355
2013-06-04,2013-06-04,450.600006,458.700012,447.0,451.5,288467.0,410.822815,0.0025500033550382994
2013-06-05,2013-06-05,450.0,464.450012,450.0,458.549988,123372.0,417.237701,0.015494071287464271
2013-06-06,2013-06-06,454.0,470.0,452.049988,463.799988,154757.0,422.014709,0.011384083104436726
2013-06-07,2013-06-07,459.100006,469.0,456.700012,465.75,164104.0,423.789032,0.004195596488353104
2013-06-10,2013-06-10,470.0,474.799988,455.25,458.700012,58282.0,417.374237,-0.015252495197260353
2013-06-11,2013-06-11,455.100006,458.549988,447.64999400000005,450.600006,94818.0,410.003967,-0.017816434908603185
2013-06-12,2013-06-12,451.100006,455.0,450.0,451.700012,70317.0,411.004883,0.002438259942945997
2013-06-13,2013-06-13,451.700012,457.950012,449.64999400000005,455.549988,85068.0,414.507965,0.008487095109277476
2013-06-14,2013-06-14,463.5,464.0,454.799988,456.14999400000005,261052.0,415.053925,0.0013162612347707991
2013-06-17,2013-06-17,460.5,466.0,455.89999400000005,464.600006,39244.0,422.742676,0.01835521142035557
2013-06-18,2013-06-18,465.0,467.0,460.0,462.75,57121.0,421.059265,-0.003990067222217064
2013-06-19,2013-06-19,462.700012,465.0,457.600006,460.700012,129724.0,419.194031,-0.004439701867695156
2013-06-20,2013-06-20,461.0,463.850006,452.0,458.200012,80717.0,416.91925,-0.005441335915500112
2013-06-21,2013-06-21,457.0,458.89999400000005,452.0,457.200012,50625.0,416.009369,-0.0021847763209681408
2013-06-24,2013-06-24,459.0,459.0,450.100006,453.39999400000005,161635.0,412.551666,-0.008346332801684397
2013-06-25,2013-06-25,458.850006,458.850006,444.39999400000005,449.64999400000005,126881.0,409.139526,-0.008305211608283791
2013-06-26,2013-06-26,455.0,459.950012,448.0,448.64999400000005,110438.0,408.229614,-0.002226441717319005
2013-06-27,2013-06-27,457.0,457.0,447.75,449.100006,291396.0,408.639099,0.0010025724520543733
2013-06-28,2013-06-28,453.100006,476.64999400000005,436.950012,455.799988,465289.0,414.735413,0.014808389900327512
2013-07-01,2013-07-01,456.0,460.75,446.0,448.549988,128714.0,408.13858,-0.016033984270792168
2013-07-02,2013-07-02,449.0,453.0,444.299988,449.850006,84520.0,409.321503,0.0028941445589518717
2013-07-03,2013-07-03,453.0,453.0,438.100006,443.14999400000005,102284.0,403.225098,-0.015005956311822109
2013-07-04,2013-07-04,447.200012,448.450012,440.350006,443.0,40953.0,403.088684,-0.0003383645532215596
2013-07-05,2013-07-05,445.0,448.350006,442.0,443.100006,59353.0,403.179688,0.00022574121358776006
2013-07-08,2013-07-08,444.0,444.0,407.350006,434.64999400000005,249456.0,395.490936,-0.01925446938451536
2013-07-09,2013-07-09,444.799988,461.39999400000005,438.100006,454.049988,189020.0,413.143097,0.04366614567070126
2013-07-10,2013-07-10,454.100006,457.950012,448.850006,450.89999400000005,247170.0,410.276917,-0.0069616757597010795
2013-07-11,2013-07-11,447.0,459.0,447.0,457.049988,192243.0,415.872833,0.013547184594180806
2013-07-12,2013-07-12,459.0,463.0,454.0,455.299988,113273.0,414.280518,-0.0038361995427642634
2013-07-15,2013-07-15,457.0,460.0,454.64999400000005,459.549988,343770.0,418.147583,0.009291115506450787
2013-07-16,2013-07-16,459.89999400000005,468.0,456.049988,461.450012,181242.0,419.876404,0.004125952190782378
2013-07-17,2013-07-17,466.700012,466.700012,451.200012,458.89999400000005,324702.0,417.556183,-0.00554128648215091
2013-07-18,2013-07-18,460.049988,463.25,457.5,459.25,226390.0,417.874634,0.0007623635828206687
2013-07-19,2013-07-19,463.799988,465.0,449.5,451.100006,280941.0,410.458862,-0.017905759381902087
2013-07-22,2013-07-22,457.0,458.89999400000005,443.14999400000005,451.0,60033.0,410.36792,-0.0002215863379859684
2013-07-23,2013-07-23,451.0,457.850006,441.049988,444.350006,240953.0,404.317017,-0.01485485736686609
2013-07-24,2013-07-24,441.0,467.89999400000005,441.0,442.64999400000005,247246.0,402.770203,-0.0038330823622327865
2013-07-25,2013-07-25,438.89999400000005,438.89999400000005,421.0,422.700012,265132.0,391.696686,-0.02787840335143965
2013-07-26,2013-07-26,425.049988,425.049988,411.049988,416.200012,158524.0,385.673401,-0.015496880167868987
2013-07-29,2013-07-29,416.200012,419.0,402.100006,411.149994,226047.0,380.993805,-0.012207784759588948
2013-07-30,2013-07-30,407.149994,422.549988,402.200012,415.200012,141563.0,384.746796,0.009802330046945862
2013-07-31,2013-07-31,410.0,429.799988,408.350006,428.0,256202.0,396.607941,0.030362793379199005
2013-08-01,2013-08-01,430.0,439.850006,402.0,407.25,260879.0,377.379852,-0.049695993396288614
2013-08-02,2013-08-02,404.899994,406.149994,384.049988,399.0,514922.0,369.734985,-0.02046575293475428
2013-08-05,2013-08-05,408.950012,408.950012,371.0,389.950012,225950.0,361.348755,-0.022942919937070986
2013-08-06,2013-08-06,394.399994,398.5,381.0,393.049988,215110.0,364.221375,0.007918283541346938
2013-08-07,2013-08-07,397.0,397.0,384.649994,387.049988,459676.0,358.661438,-0.015382981970922138
2013-08-08,2013-08-08,387.049988,396.0,386.0,387.399994,67949.0,358.985809,0.0009039845786222855
2013-08-12,2013-08-12,394.799988,394.799988,385.350006,386.850006,408296.0,358.476105,-0.0014208533604485039
2013-08-13,2013-08-13,385.100006,391.200012,384.0,389.850006,109916.0,361.256073,0.007725045259383556
2013-08-14,2013-08-14,388.0,412.0,387.200012,396.049988,149136.0,367.001312,0.015778372622058612
2013-08-16,2013-08-16,398.0,398.0,385.649994,387.149994,101630.0,358.754089,-0.022728258061778032
2013-08-19,2013-08-19,391.799988,391.799988,374.5,380.600006,129050.0,352.68457,-0.017063076861213666
2013-08-20,2013-08-20,379.0,389.899994,373.350006,384.0,177202.0,355.835144,0.008893456889245144
2013-08-21,2013-08-21,382.0,389.75,371.0,373.100006,286676.0,345.73468,-0.028795884855302486
2013-08-22,2013-08-22,373.0,383.799988,369.100006,380.149994,303759.0,352.267517,0.0187192183370728
2013-08-23,2013-08-23,390.0,390.0,376.0,377.850006,280079.0,350.136292,-0.006068394029067114
2013-08-26,2013-08-26,376.049988,393.0,376.049988,388.649994,66556.0,360.144104,0.028181755845803732
2013-08-27,2013-08-27,385.0,389.950012,385.0,386.0,1808193.0,357.688477,-0.006841808644668213
2013-08-28,2013-08-28,389.799988,389.799988,371.0,375.200012,1697924.0,347.680603,-0.02837818074010912
2013-08-29,2013-08-29,376.0,384.0,376.0,382.799988,549685.0,354.723206,0.02005353308168356
2013-08-30,2013-08-30,378.049988,413.799988,378.049988,393.399994,980272.0,364.545685,0.02731409572989385
2013-09-02,2013-09-02,400.0,402.600006,386.299988,389.850006,277414.0,361.256073,-0.009064829313619072
2013-09-03,2013-09-03,393.899994,393.899994,381.0,382.149994,774925.0,354.120819,-0.01994889884249762
2013-09-04,2013-09-04,382.649994,387.049988,375.0,383.25,1126490.0,355.1401370000001,0.0028743121784708947
2013-09-05,2013-09-05,385.0,394.5,385.0,386.899994,37275.0,358.522461,0.009478847102765364
2013-09-06,2013-09-06,382.5,391.0,382.5,386.149994,62861.0,357.827454,-0.001940412648949952
2013-09-10,2013-09-10,397.0,400.0,386.0,389.200012,359857.0,360.653778,0.007867536277315956
2013-09-11,2013-09-11,389.700012,393.0,388.5,389.799988,138410.0,361.209686,0.0015402029265043635
2013-09-12,2013-09-12,391.899994,412.0,391.100006,402.25,412832.0,372.746552,0.03144006608278094
2013-09-13,2013-09-13,409.0,412.0,403.100006,408.950012,214117.0,378.9552,0.016519288856428282
2013-09-16,2013-09-16,413.0,417.049988,406.899994,411.149994,118284.0,380.993805,0.005365122861168636
2013-09-17,2013-09-17,410.850006,413.5,401.149994,407.549988,556417.0,377.657837,-0.008794522588786434
2013-09-18,2013-09-18,402.399994,407.5,399.0,405.450012,267848.0,375.711884,-0.00516600886257379
2013-09-19,2013-09-19,406.700012,415.049988,406.0,408.299988,37479.0,378.352844,0.0070046262611285215
2013-09-20,2013-09-20,412.799988,412.899994,401.0,409.25,67347.0,379.233154,0.002323988031803559
2013-09-23,2013-09-23,409.25,409.25,400.600006,403.950012,45145.0,374.321899,-0.013035078249067134
2013-09-24,2013-09-24,404.5,408.100006,400.049988,403.100006,159457.0,373.534241,-0.0021064433361290824
2013-09-25,2013-09-25,403.649994,405.399994,399.100006,402.600006,351639.0,373.070923,-0.001241132748112328
2013-09-26,2013-09-26,403.149994,415.0,399.0,411.200012,200089.0,381.040131,0.02113615662822088
2013-09-27,2013-09-27,411.0,415.0,405.0,408.799988,59847.0,378.816162,-0.005853673572053353
2013-09-30,2013-09-30,409.049988,415.0,398.0,408.25,1067311.0,378.306519,-0.0013462628706379929
2013-10-01,2013-10-01,410.0,414.0,405.5,411.700012,153654.0,381.503479,0.00841520610320501
2013-10-03,2013-10-03,413.0,413.799988,408.0,409.850006,129066.0,379.789154,-0.0045037291138978475
2013-10-04,2013-10-04,410.399994,413.700012,403.5,404.200012,62367.0,374.553558,-0.013881436087036292
2013-10-07,2013-10-07,404.75,409.899994,401.200012,401.700012,77944.0,372.236938,-0.006204223121271113
2013-10-08,2013-10-08,404.0,410.25,400.0,400.950012,57645.0,371.541992,-0.00186869020941316
2013-10-09,2013-10-09,400.0,405.5,398.0,401.649994,47496.0,372.190552,0.0017440682665563756
2013-10-10,2013-10-10,398.5,405.0,398.5,402.950012,128530.0,373.395294,0.003231668237689611
2013-10-11,2013-10-11,405.0,408.899994,400.799988,402.350006,132279.0,372.839294,-0.0014901483041018793
2013-10-14,2013-10-14,405.0,408.0,401.0,401.649994,51160.0,372.190552,-0.0017415199335877318
2013-10-15,2013-10-15,402.200012,405.5,400.5,401.649994,163806.0,372.190552,0.0
2013-10-17,2013-10-17,400.0,407.950012,400.0,406.5,32349.0,376.684906,0.012003085190845477
2013-10-18,2013-10-18,403.0,418.0,403.0,411.700012,134771.0,381.503479,0.01271092507421656
2013-10-21,2013-10-21,412.25,424.850006,410.5,414.600006,87845.0,384.190796,0.007019323825739221
2013-10-22,2013-10-22,415.100006,422.5,405.350006,407.649994,92344.0,377.750488,-0.016905400763016054
2013-10-23,2013-10-23,408.200012,412.149994,407.0,409.200012,35931.0,379.186859,0.0037952222328092593
2013-10-24,2013-10-24,407.5,411.0,403.700012,404.950012,152879.0,375.248566,-0.010440466190614115
2013-10-25,2013-10-25,405.100006,408.799988,401.0,402.850006,71042.0,373.302643,-0.005199183061993296
2013-10-28,2013-10-28,403.0,406.899994,399.899994,400.899994,71526.0,371.495605,-0.0048524323213055
2013-10-29,2013-10-29,400.049988,402.950012,398.25,400.799988,633940.0,371.402954,-0.00024943109488617665
2013-10-30,2013-10-30,401.0,406.0,388.200012,393.950012,607725.0,365.055359,-0.017238592000580866
2013-10-31,2013-10-31,399.899994,399.899994,392.899994,395.0,237623.0,366.02832,0.0026616968819581643
2013-11-01,2013-11-01,399.450012,400.149994,395.100006,398.75,112210.0,369.503357,0.009449118140226531
2013-11-05,2013-11-05,412.0,412.0,406.5,408.25,75919.0,378.306519,0.023544938248457825
2013-11-06,2013-11-06,406.75,412.149994,401.049988,402.899994,128205.0,373.348907,-0.013191373916233928
2013-11-07,2013-11-07,407.0,408.899994,401.0,403.350006,162705.0,373.7659,0.0011162756764919737
2013-11-08,2013-11-08,398.75,406.950012,391.5,404.700012,291843.0,375.016907,0.003341444681391081
