Date,Date.1,CUMMINSIND.NS.Open,CUMMINSIND.NS.High,CUMMINSIND.NS.Low,CUMMINSIND.NS.Close,CUMMINSIND.NS.Volume,CUMMINSIND.NS.Adjusted,log_returns
2013-11-11,2013-11-11,411.0,411.049988,398.549988,401.899994,507064.0,372.422241,-0.006942843252208952
2013-11-12,2013-11-12,404.0,404.0,399.049988,400.5,242703.0,371.124969,-0.0034894174811093137
2013-11-13,2013-11-13,402.0,402.0,395.549988,397.75,288653.0,368.57666,-0.006890126996044188
2013-11-14,2013-11-14,399.899994,405.799988,398.0,400.200012,173892.0,370.846985,0.006140815619763984
2013-11-18,2013-11-18,406.200012,406.600006,400.049988,401.600006,445745.0,372.144287,0.003492109173428126
2013-11-19,2013-11-19,400.399994,417.899994,400.399994,413.799988,327357.0,383.449432,0.029926105570207362
2013-11-20,2013-11-20,416.850006,432.350006,414.149994,424.350006,453207.0,393.225647,0.02517585957231283
2013-11-21,2013-11-21,424.89999400000005,434.0,414.0,419.350006,389038.0,388.592377,-0.011852692315159176
2013-11-22,2013-11-22,419.850006,430.0,419.850006,427.450012,362846.0,396.098328,0.019131563284066292
2013-11-25,2013-11-25,428.0,431.549988,425.5,427.200012,79862.0,395.866638,-0.0005851016561502219
2013-11-26,2013-11-26,427.200012,431.39999400000005,416.5,419.450012,359086.0,388.684998,-0.018308140010904417
2013-11-27,2013-11-27,419.450012,430.5,416.350006,418.649994,150758.0,387.943726,-0.0019089487735834965
2013-11-28,2013-11-28,419.149994,428.5,419.0,426.950012,325108.0,395.634949,0.019631647111539863
2013-11-29,2013-11-29,427.5,443.200012,424.14999400000005,431.200012,301575.0,399.573212,0.009905067356689834
2013-12-02,2013-12-02,431.75,459.700012,430.75,449.100006,635422.0,416.160339,0.040673608800272376
2013-12-03,2013-12-03,450.450012,456.39999400000005,447.0,449.75,297929.0,416.762634,0.001446220417737898
2013-12-04,2013-12-04,450.0,454.75,440.39999400000005,444.100006,132501.0,411.5271,-0.012641962137502459
2013-12-05,2013-12-05,446.299988,458.600006,436.0,447.549988,273118.0,414.723969,0.007738289419773281
2013-12-06,2013-12-06,449.5,459.5,446.5,450.350006,196305.0,417.318695,0.006237022507606938
2013-12-09,2013-12-09,460.100006,465.700012,447.0,449.25,426773.0,416.299316,-0.0024456753444672685
2013-12-10,2013-12-10,453.0,453.0,439.25,440.950012,304930.0,408.608154,-0.01864787302215909
2013-12-11,2013-12-11,441.0,448.799988,439.049988,444.64999400000005,175532.0,412.036743,0.008355889280339035
2013-12-12,2013-12-12,438.350006,448.25,438.350006,446.200012,373431.0,413.473083,0.0034798894070631192
2013-12-13,2013-12-13,443.549988,446.600006,424.5,429.350006,230877.0,397.858917,-0.03849495427685401
2013-12-16,2013-12-16,431.700012,434.89999400000005,417.700012,421.049988,158007.0,390.167664,-0.019520908109924132
2013-12-17,2013-12-17,423.89999400000005,457.299988,423.89999400000005,441.450012,383683.0,409.071442,0.047313261173393066
2013-12-18,2013-12-18,441.600006,463.600006,438.299988,460.0,1089874.0,426.260864,0.04116170005739938
2013-12-19,2013-12-19,472.0,479.450012,458.5,463.700012,370283.0,429.689484,0.008011301930464398
2013-12-20,2013-12-20,460.0,491.0,460.0,477.350006,376939.0,442.338318,0.029012197035063636
2013-12-23,2013-12-23,480.0,489.450012,463.100006,470.049988,203248.0,435.57373,-0.01541093300992902
2013-12-24,2013-12-24,471.100006,481.049988,465.0,466.25,89230.0,432.05246,-0.00811706556191627
2013-12-26,2013-12-26,467.950012,478.89999400000005,467.100006,469.75,74400.0,435.295746,0.007478659883219051
2013-12-27,2013-12-27,466.0,477.700012,466.0,469.950012,89163.0,435.481049,0.00042560390644563734
2013-12-30,2013-12-30,471.200012,483.850006,468.0,477.450012,187034.0,442.430939,0.01583310236498381
2013-12-31,2013-12-31,478.049988,486.5,476.75,479.14999400000005,257754.0,444.006226,0.0035542026451436115
2014-01-01,2014-01-01,477.5,479.700012,471.100006,472.799988,46770.0,438.122009,-0.013341153909711244
2014-01-02,2014-01-02,473.0,476.5,458.0,459.14999400000005,125830.0,425.473175,-0.02929552839887695
2014-01-03,2014-01-03,456.0,468.0,455.0,460.700012,131778.0,426.909546,0.003370252174778265
2014-01-06,2014-01-06,462.100006,482.0,462.100006,471.200012,379621.0,436.639404,0.02253553726762103
2014-01-07,2014-01-07,471.5,480.0,471.5,474.89999400000005,329360.0,440.068024,0.007821622972715048
2014-01-08,2014-01-08,477.0,478.549988,470.0,471.600006,59246.0,437.01004000000006,-0.006973145302910488
2014-01-09,2014-01-09,469.100006,477.0,468.0,470.350006,119024.0,435.851715,-0.002654087370236091
2014-01-10,2014-01-10,472.049988,475.700012,457.25,459.950012,159451.0,426.214569,-0.022359179727603262
2014-01-13,2014-01-13,468.75,468.75,446.0,452.799988,71363.0,419.588959,-0.01566733954164956
2014-01-14,2014-01-14,451.100006,472.5,451.100006,470.0,109932.0,435.527435,0.03728222784348212
2014-01-15,2014-01-15,473.0,475.0,462.25,464.850006,102215.0,430.755127,-0.011018013031189431
2014-01-16,2014-01-16,465.450012,472.0,460.600006,465.950012,222292.0,431.774506,0.002363697282064869
2014-01-17,2014-01-17,461.14999400000005,466.450012,452.700012,454.850006,53976.0,421.488617,-0.02411070396887105
2014-01-20,2014-01-20,451.200012,459.0,451.200012,454.299988,51651.0,420.97897300000005,-0.0012098840791461285
2014-01-21,2014-01-21,454.89999400000005,464.5,451.299988,460.350006,238506.0,426.585175,0.0132291668428266
2014-01-22,2014-01-22,460.350006,466.89999400000005,456.0,458.89999400000005,39143.0,425.241516,-0.003154773450055437
2014-01-23,2014-01-23,459.0,463.850006,455.14999400000005,456.14999400000005,45380.0,422.693268,-0.006010499202536046
2014-01-24,2014-01-24,456.0,458.0,445.0,448.299988,44603.0,415.418976,-0.01735918958741589
2014-01-27,2014-01-27,452.0,452.799988,430.5,434.5,139608.0,402.631165,-0.03126667212068135
2014-01-28,2014-01-28,434.0,445.5,430.0,436.0,167543.0,404.021179,0.0034463803053883524
2014-01-29,2014-01-29,438.0,441.5,425.25,428.049988,50061.0,396.654266,-0.01840226509050602
2014-01-30,2014-01-30,428.049988,440.0,422.450012,431.5,113945.0,399.851196,0.008027433131176487
2014-01-31,2014-01-31,436.89999400000005,443.89999400000005,429.0,436.25,148611.0,404.252808,0.01094797673465564
2014-02-03,2014-02-03,442.0,449.0,433.299988,440.14999400000005,294665.0,407.86676,0.008900107811812497
2014-02-04,2014-02-04,435.049988,445.0,434.14999400000005,437.25,183517.0,405.179443,-0.006610514325369189
2014-02-05,2014-02-05,442.39999400000005,451.700012,435.549988,444.850006,440842.0,412.222046,0.017232112655713117
2014-02-06,2014-02-06,442.200012,446.0,432.64999400000005,435.0,471111.0,403.094543,-0.02239101832414825
2014-02-07,2014-02-07,438.600006,448.950012,432.14999400000005,446.549988,116743.0,413.797333,0.02620518770033176
2014-02-10,2014-02-10,449.0,449.75,438.0,447.25,127558.0,414.445984,0.0015663298919585955
2014-02-11,2014-02-11,449.350006,450.89999400000005,441.100006,445.950012,93705.0,413.241425,-0.0029106637054443496
2014-02-12,2014-02-12,444.600006,456.5,444.600006,446.5,291825.0,413.751038,0.00123244911484921
2014-02-13,2014-02-13,442.100006,446.75,434.5,436.799988,128466.0,409.346405,-0.010702681881269882
2014-02-14,2014-02-14,437.0,443.89999400000005,437.0,439.850006,175439.0,412.204712,0.006958346166843654
2014-02-17,2014-02-17,438.14999400000005,442.25,430.25,433.450012,86922.0,406.207001,-0.01465721538522846
2014-02-18,2014-02-18,437.0,464.0,430.89999400000005,460.850006,449734.0,431.884857,0.06129613364539565
2014-02-19,2014-02-19,457.100006,476.5,457.100006,474.14999400000005,294887.0,444.348877,0.028450994899046126
2014-02-20,2014-02-20,470.0,471.850006,461.049988,464.299988,160671.0,435.118011,-0.020992728942769826
2014-02-21,2014-02-21,464.89999400000005,471.0,461.600006,465.39999400000005,426879.0,436.148895,0.0023664033925037127
2014-02-24,2014-02-24,469.5,471.0,465.100006,469.450012,162636.0,439.944336,0.008664522474472136
2014-02-25,2014-02-25,471.14999400000005,480.0,471.100006,479.049988,296061.0,448.940918,0.020243083519539518
2014-02-26,2014-02-26,480.950012,497.299988,476.549988,494.39999400000005,203168.0,463.326172,0.03153998788408518
2014-02-28,2014-02-28,499.299988,508.950012,487.5,505.5,243714.0,473.728516,0.022203125333609464
2014-03-03,2014-03-03,502.100006,506.850006,481.549988,490.049988,226180.0,459.249603,-0.031040546913732925
2014-03-04,2014-03-04,490.100006,500.89999400000005,490.100006,493.700012,275215.0,462.670166,0.007420556128664656
2014-03-05,2014-03-05,497.89999400000005,503.0,491.64999400000005,494.049988,45307.0,462.998199,0.0007087484592425143
2014-03-06,2014-03-06,499.850006,516.700012,495.350006,507.14999400000005,379757.0,475.27481100000006,0.026170021983245032
2014-03-07,2014-03-07,507.100006,520.950012,507.100006,514.099976,258858.0,481.787994,0.013610984603634968
2014-03-10,2014-03-10,512.0,525.0,509.950012,517.150024,310638.0,484.646362,0.005915303645754655
2014-03-11,2014-03-11,517.799988,524.5,513.049988,518.349976,467220.0,485.77087400000005,0.0023175855943513572
2014-03-12,2014-03-12,519.950012,522.0,513.049988,515.099976,171886.0,482.725189,-0.006289535201050357
2014-03-13,2014-03-13,515.099976,539.400024,511.100006,528.099976,451220.0,494.908112,0.02492458815785348
2014-03-14,2014-03-14,527.25,553.400024,524.099976,546.299988,475080.0,511.964081,0.03388235526805872
2014-03-18,2014-03-18,545.5,595.0,545.5,564.700012,705444.0,529.207642,0.03312640451998572
2014-03-19,2014-03-19,566.799988,587.0,566.799988,582.299988,656661.0,545.701477,0.030691208002189718
2014-03-20,2014-03-20,582.400024,582.400024,557.150024,561.0,182449.0,525.740234,-0.03726484176211642
2014-03-21,2014-03-21,566.75,568.75,542.25,548.450012,187320.0,513.979004,-0.022624822669937927
2014-03-24,2014-03-24,562.950012,563.0,546.5,559.299988,114201.0,524.147034,0.019589827825254424
2014-03-25,2014-03-25,562.0,564.599976,550.900024,553.200012,115751.0,518.430542,-0.010966184999426254
2014-03-26,2014-03-26,552.0,564.0,546.0,560.950012,112353.0,525.693359,0.013912015867719951
2014-03-27,2014-03-27,565.0,580.0,564.099976,577.700012,432574.0,541.3906860000002,0.02942309842048285
2014-03-28,2014-03-28,579.5,600.0,579.5,593.75,481318.0,556.431946,0.02740370044362006
2014-03-31,2014-03-31,594.450012,605.0,578.299988,596.799988,523231.0,559.2901,0.005123427044106066
2014-04-01,2014-04-01,601.700012,615.0,570.099976,584.700012,593394.0,547.950684,-0.02048301077588288
2014-04-02,2014-04-02,587.0,594.0,575.599976,579.349976,626624.0,542.936951,-0.009192089344182364
2014-04-03,2014-04-03,581.950012,591.400024,574.900024,582.549988,92901.0,545.935852,0.00550828080974064
2014-04-04,2014-04-04,584.900024,590.900024,577.200012,582.299988,93585.0,545.701477,-0.00042940085937814837
2014-04-07,2014-04-07,583.75,583.75,561.599976,569.400024,259241.0,533.6123660000002,-0.02240241180832569
2014-04-09,2014-04-09,566.75,577.0,559.099976,562.5,280042.0,527.146057,-0.0121920108450162
2014-04-10,2014-04-10,568.900024,574.599976,559.5,568.299988,168651.0,532.581421,0.010258131030910887
2014-04-11,2014-04-11,570.900024,588.5,565.950012,570.5,216202.0,534.6431269999998,0.0038636827997127203
2014-04-15,2014-04-15,572.0,576.900024,558.200012,569.349976,149203.0,533.565369,-0.0020178801605501557
2014-04-16,2014-04-16,565.150024,576.950012,553.5,559.150024,124933.0,524.006531,-0.018077443836783225
2014-04-17,2014-04-17,560.25,566.650024,553.0,556.599976,249627.0,521.616821,-0.004570889041675129
