Date,Date.1,SUNDARMFIN.NS.Open,SUNDARMFIN.NS.High,SUNDARMFIN.NS.Low,SUNDARMFIN.NS.Close,SUNDARMFIN.NS.Volume,SUNDARMFIN.NS.Adjusted,log_returns
2013-09-23,2013-09-23,416.803986,419.01001,414.47399900000005,416.843994,5488.0,393.640106,-0.01324538030999278
2013-09-24,2013-09-24,414.638,419.664001,409.447998,413.002991,8770.0,390.012878,-0.009257296220978262
2013-09-25,2013-09-25,412.71701,419.337006,410.265015,413.084991,17121.0,390.090332,0.0001985737252754305
2013-09-26,2013-09-26,408.713013,416.59899900000005,400.662994,407.322998,7739.0,384.649078,-0.014046899898823462
2013-09-27,2013-09-27,402.623993,411.899994,402.583008,408.589996,4634.0,385.845581,0.0031058072831955386
2013-09-30,2013-09-30,412.71701,416.803986,405.197998,414.187988,11625.0,391.131927,0.013607672081846543
2013-10-01,2013-10-01,406.996002,418.437988,402.910004,404.911987,5837.0,382.372284,-0.02265021281182822
2013-10-03,2013-10-03,404.790009,412.635986,402.665009,410.470001,4634.0,387.620972,0.013633286408990308
2013-10-04,2013-10-04,404.748993,419.255005,404.748993,416.763,19100.0,393.563629,0.015214769032462884
2013-10-07,2013-10-07,418.437988,420.072998,413.535004,419.09201,9971.0,395.762939,0.005572638197322455
2013-10-08,2013-10-08,429.389008,429.389008,408.631012,410.265015,4327.0,387.427338,-0.021287076738202515
2013-10-09,2013-10-09,410.265015,418.437988,410.265015,417.089996,28137.0,393.872406,0.016498697838402517
2013-10-10,2013-10-10,410.346985,418.437988,410.346985,417.497986,23814.0,394.25769,0.0009777168329119237
2013-10-11,2013-10-11,415.169006,420.39999400000005,415.127991,418.641998,18000.0,395.338013,0.002736397044728278
2013-10-14,2013-10-14,416.803986,423.75,416.803986,419.990997,9462.0,396.611908,0.0032171127616402733
2013-10-15,2013-10-15,416.803986,423.914001,415.658997,416.803986,11609.0,393.602325,-0.007617168676421927
2013-10-17,2013-10-17,416.803986,420.562988,416.803986,419.664001,7344.0,396.303131,0.006838328572700725
2013-10-18,2013-10-18,417.907013,436.295013,417.907013,429.838989,33569.0,405.911713,0.023956279544248282
2013-10-21,2013-10-21,421.665985,430.696991,421.665985,429.59399400000007,16357.0,405.680389,-0.0005700499196432672
2013-10-22,2013-10-22,431.433014,433.148987,421.175995,423.790985,22185.0,400.200439,-0.01360011126959737
2013-10-23,2013-10-23,417.294006,424.894012,416.88501,418.806,10354.0,395.492859,-0.011832787681641754
2013-10-24,2013-10-24,429.880005,429.880005,413.984009,417.947998,6997.0,394.682648,-0.0020507122196589127
2013-10-25,2013-10-25,418.437988,424.976013,416.803986,421.42099,10656.0,397.962311,0.008275285621335726
2013-10-28,2013-10-28,419.09201,431.514008,419.09201,426.119995,44470.0,402.39978,0.011088767245107434
2013-10-29,2013-10-29,423.832001,439.687012,420.89001500000006,435.109985,39586.0,410.889313,0.02087779472417584
2013-10-30,2013-10-30,436.5,436.825989,429.062012,433.190002,34085.0,409.076233,-0.004422339362241345
2013-10-31,2013-10-31,433.190002,437.071991,429.880005,433.148987,15452.0,409.037445,-9.482300827468039e-05
2013-11-01,2013-11-01,436.417999,437.071991,430.32901,434.252014,13573.0,410.079102,0.002543368377383892
2013-11-05,2013-11-05,449.411987,449.411987,433.148987,436.459015,21584.0,412.163269,0.005069482033608352
2013-11-06,2013-11-06,434.537994,441.15799,434.537994,439.441986,66857.0,414.980164,0.006811166667644919
2013-11-07,2013-11-07,437.234985,456.39999400000005,437.234985,452.518005,68109.0,427.328278,0.029321797291338214
2013-11-08,2013-11-08,449.493988,463.061005,442.220001,454.928986,129030.0,429.605103,0.005313902826392436
2013-11-11,2013-11-11,449.535004,461.752991,449.535004,453.947998,22430.0,428.678711,-0.0021587086803673827
2013-11-12,2013-11-12,452.14999400000005,465.022003,452.14999400000005,461.834991,64993.0,436.126617,0.0172248942173292
2013-11-13,2013-11-13,461.752991,478.424988,458.157013,475.074005,82714.0,448.628693,0.028262974100650595
2013-11-14,2013-11-14,479.691986,485.45401,470.006989,473.071991,27551.0,446.738159,-0.004222932321633621
2013-11-18,2013-11-18,473.195007,478.097992,465.838989,470.088989,14130.0,443.921204,-0.006325570717340412
2013-11-19,2013-11-19,469.925995,474.053009,463.51001,468.494995,13254.0,442.415955,-0.003396564009174874
2013-11-20,2013-11-20,473.195007,480.427002,465.880005,471.070007,28954.0,444.847595,0.005481226154237184
2013-11-21,2013-11-21,469.925995,473.153992,465.062988,466.902008,56140.0,440.911621,-0.008887290892217514
2013-11-22,2013-11-22,471.601013,473.602997,465.838989,469.352997,6083.0,443.226196,0.005235790717339484
2013-11-25,2013-11-25,469.108002,471.55999800000006,465.022003,468.372986,8768.0,442.30069,-0.002090295284353339
2013-11-26,2013-11-26,469.925995,477.28100599999993,461.876007,469.190002,41119.0,443.072235,0.0017428705430617695
2013-11-27,2013-11-27,469.925995,471.55999800000006,460.118011,463.386993,8784.0,437.592255,-0.012445263303812126
2013-11-28,2013-11-28,469.88501,478.915009,464.286011,465.838989,48601.0,439.907776,0.0052775528037116715
2013-11-29,2013-11-29,471.519012,471.519012,465.757996,466.329987,8948.0,440.371368,0.001053284167912949
2013-12-02,2013-12-02,465.838989,471.151001,465.757996,468.290985,33744.0,442.223297,0.004196562230251111
2013-12-03,2013-12-03,474.011993,483.819,466.738007,481.653015,72512.0,454.841492,0.02813403768420386
2013-12-04,2013-12-04,483.819,486.14801,478.097992,481.20401,36062.0,454.41745,-0.0009327200671993553
2013-12-05,2013-12-05,482.18499800000006,494.52499400000005,482.18499800000006,487.333008,55320.0,460.205322,0.012656473113229259
2013-12-06,2013-12-06,484.227997,496.64999400000005,484.227997,495.588013,64052.0,468.000824,0.016797314528303353
2013-12-09,2013-12-09,492.072998,506.621002,492.072998,502.779999,59590.0,474.79241900000005,0.014407639285354712
2013-12-10,2013-12-10,495.506012,510.789001,495.506012,507.479004,62604.0,479.229828,0.009302594387876615
2013-12-11,2013-12-11,507.437988,509.604004,494.442993,499.061005,21473.0,471.280457,-0.016726923360585566
2013-12-12,2013-12-12,499.346985,499.346985,490.356995,495.914001,25211.0,468.308624,-0.006325835346981279
2013-12-13,2013-12-13,490.438995,499.346985,486.270996,489.90799,9534.0,462.636902,-0.012185014089355128
2013-12-16,2013-12-16,490.438995,497.345001,486.678986,487.415009,30408.0,460.282776,-0.005101486427599333
2013-12-17,2013-12-17,487.864014,498.489014,475.727997,481.40799,23355.0,454.61007699999993,-0.012400953135812465
2013-12-18,2013-12-18,488.722992,494.035004,480.05999800000006,491.134003,32338.0,463.794739,0.020002003592939133
2013-12-19,2013-12-19,491.583008,509.971008,487.904999,501.062988,66205.0,473.171021,0.020014808232982517
2013-12-20,2013-12-20,499.346985,503.964996,492.154999,495.791992,36521.0,468.19342,-0.01057538860377516
2013-12-23,2013-12-23,494.442993,510.789001,490.60199000000006,505.803009,62936.0,477.647156,0.01999079141286053
2013-12-24,2013-12-24,506.661011,510.625,496.487,507.070007,44589.0,478.843597,0.002501731710959909
2013-12-26,2013-12-26,510.380005,514.017029,506.457001,506.743011,25722.0,478.534851,-0.0006449821621705709
2013-12-27,2013-12-27,514.875,514.875,501.39001500000006,504.087006,27378.0,476.026703,-0.005255090699111342
2013-12-30,2013-12-30,494.64801,506.579987,494.64801,499.837006,20570.0,472.013214,-0.008466970441046941
2013-12-31,2013-12-31,484.63598600000006,510.542999,484.63598600000006,508.582001,36643.0,480.271484,0.017344554725527317
2014-01-01,2014-01-01,508.337006,509.153992,498.529999,507.192993,13670.0,478.959747,-0.00273497729279093
2014-01-02,2014-01-02,506.701996,508.337006,500.981995,502.411987,24156.0,474.444946,-0.009470972360380971
2014-01-03,2014-01-03,497.14001500000006,504.209991,497.14001500000006,502.371002,35953.0,474.406158,-8.175782239749907e-05
2014-01-06,2014-01-06,500.981995,506.661011,492.278015,503.84201,81369.0,475.795349,0.002923994499134608
2014-01-07,2014-01-07,495.669006,503.433014,495.26098600000006,497.221985,25002.0,469.543823,-0.013226188689939631
2014-01-08,2014-01-08,495.424011,505.88501,487.497009,494.197998,13571.0,466.688171,-0.006100327427703611
2014-01-09,2014-01-09,494.442993,495.26098600000006,479.733002,480.835999,13633.0,454.069946,-0.027410054334159103
2014-01-10,2014-01-10,485.821014,487.660004,479.733002,485.085999,24257.0,458.08337400000005,0.008799954594668868
2014-01-13,2014-01-13,485.085999,491.214996,485.085999,490.153015,46975.0,462.868347,0.010391459071218634
2014-01-14,2014-01-14,488.640991,489.498993,480.591003,485.575989,6198.0,458.546112,-0.009381807851447377
2014-01-15,2014-01-15,478.915009,486.270996,478.915009,484.1050110000001,10923.0,457.156982,-0.0030340206879566627
2014-01-16,2014-01-16,480.591003,491.828003,480.591003,490.356995,129583.0,463.060974,0.012831901339800387
2014-01-17,2014-01-17,497.712006,505.88501,483.002014,485.290009,10439.0,458.27603099999993,-0.01038704837619342
2014-01-20,2014-01-20,486.924988,505.88501,478.303009,486.924988,20147.0,459.819946,0.00336330077475111
2014-01-21,2014-01-21,490.356995,490.356995,480.549988,485.535004,17073.0,458.507416,-0.0028585250708044185
2014-01-22,2014-01-22,485.45401,494.442993,397.966003,491.583008,144711.0,464.218719,0.012379352270396105
2014-01-23,2014-01-23,492.196014,498.447998,489.049011,495.302002,227127.0,467.730713,0.00753691242101695
2014-01-24,2014-01-24,497.425995,497.425995,487.128998,490.520996,81423.0,463.21582,-0.009699651350274507
2014-01-27,2014-01-27,487.824005,487.824005,468.45401,477.363007,15908.0,450.790283,-0.027190852468859997
2014-01-28,2014-01-28,482.18499800000006,490.112,474.011993,485.862,42764.0,458.816193,0.017647451958247906
2014-01-29,2014-01-29,495.669006,496.364014,480.917999,492.39999400000005,150332.0,464.990265,0.01336679100608773
2014-01-30,2014-01-30,494.362,494.362,482.265991,492.114014,48008.0,464.720154,-0.0005810648177746457
2014-01-31,2014-01-31,502.575012,502.615997,486.270996,493.993988,24457.0,466.495514,0.0038129988830686297
2014-02-03,2014-02-03,494.442993,506.701996,488.722992,498.039001,68525.0,470.315338,0.008154997695174694
2014-02-04,2014-02-04,498.039001,502.615997,490.31601,498.571014,151596.0,470.81771900000007,0.0010676089719314774
2014-02-05,2014-02-05,495.302002,503.84201,494.403015,500.368988,376214.0,472.515625,0.0035998045533709444
2014-02-06,2014-02-06,498.325012,506.701996,494.484009,506.252991,87037.0,478.072144,0.011690834803026462
2014-02-07,2014-02-07,506.661011,509.071991,491.174011,492.72699000000006,38903.0,465.299011,-0.02708141663521157
2014-02-10,2014-02-10,492.72699000000006,498.529999,492.72699000000006,496.240997,13203.0,468.617432,0.0071064922145867016
2014-02-11,2014-02-11,494.442993,500.083008,491.174011,493.871002,24265.0,466.37930300000005,-0.004787467572913151
2014-02-12,2014-02-12,497.631012,502.615997,491.214996,500.981995,121869.0,473.094482,0.014295861093398974
2014-02-13,2014-02-13,505.067993,505.067993,492.03299,493.299011,5882.0,465.839172,-0.015454668980020791
2014-02-14,2014-02-14,492.03299,495.26098600000006,487.128998,490.438995,24148.0,463.138397,-0.005814527065599151
2014-02-17,2014-02-17,490.39801,494.442993,488.722992,493.666992,16880.0,466.186676,0.006560223157286771
2014-02-18,2014-02-18,493.584991,497.549011,488.518005,490.438995,19233.0,463.138397,-0.006560223157286771
2014-02-19,2014-02-19,492.768005,494.442993,486.270996,486.678986,8131.0,459.587708,-0.007696122406074756
2014-02-20,2014-02-20,489.498993,494.403015,486.720001,492.196014,4464.0,464.797607,0.011272256452202534
2014-02-21,2014-02-21,490.356995,494.442993,489.498993,492.80899000000005,147633.0,465.376495,0.0012446875772873511
2014-02-24,2014-02-24,486.76098600000006,497.549011,486.76098600000006,495.26098600000006,62943.0,467.691956,0.004963120873920701
2014-02-25,2014-02-25,490.356995,497.752991,490.356995,494.729004,17398.0,467.189575,-0.0010747480438944024
2014-02-26,2014-02-26,496.854004,498.489014,491.420013,494.606995,11124.0,467.074371,-0.00024661981461981947
2014-02-28,2014-02-28,494.442993,497.794006,493.871002,494.239014,17669.0,466.72689800000006,-0.0007442119165448348
2014-03-03,2014-03-03,490.846985,502.615997,490.80700700000006,493.626007,27655.0,466.148041,-0.0012410175256993838
2014-03-04,2014-03-04,493.626007,499.26501500000006,490.356995,496.160004,38798.0,468.540955,0.00512024692307822
2014-03-05,2014-03-05,494.484009,498.489014,492.80899000000005,494.52499400000005,24323.0,466.996948,-0.0033007928313928407
2014-03-06,2014-03-06,496.364014,512.177979,494.85199000000006,511.115997,108697.0,482.66439800000006,0.032998861674626845
2014-03-07,2014-03-07,511.565002,518.960999,498.979004,517.0819700000002,88706.0,488.29824800000006,0.011604799112692632
2014-03-10,2014-03-10,508.5,517.3270259999998,504.251007,505.681,16734.0,477.53195199999993,-0.022295310237645968
2014-03-11,2014-03-11,500.981995,511.278992,500.981995,508.29599,47216.0,480.001343,0.005157828949378995
2014-03-12,2014-03-12,502.902008,510.625,502.615997,507.683014,32890.0,479.422546,-0.0012065512999042127
2014-03-13,2014-03-13,508.377991,518.674988,507.519989,512.505005,51665.0,483.976074,0.009453121095654993
2014-03-14,2014-03-14,515.692017,515.692017,501.144989,505.230988,12373.0,477.106995,-0.014294697699314797
2014-03-18,2014-03-18,501.553986,530.403015,501.553986,521.085999,46240.0,492.079346,0.030899201935918438
2014-03-19,2014-03-19,529.8720089999998,530.198975,516.263977,517.981018,35396.0,489.147217,-0.005976474421101052
2014-03-20,2014-03-20,515.161011,520.596008,507.519989,510.13501,9986.0,481.738037,-0.015263026821735968
2014-03-21,2014-03-21,510.829987,523.0479740000002,506.825012,517.041016,132590.0,488.25955199999987,0.01344665870929429
2014-03-24,2014-03-24,508.255005,522.924988,508.255005,513.771973,40501.0,485.172516,-0.006342602530581054
2014-03-25,2014-03-25,514.875,522.22998,513.23999,513.403992,16876.0,484.825043,-0.0007164410088229545
2014-03-26,2014-03-26,514.833984,525.2130129999998,514.833984,523.414978,43098.0,494.2787780000001,0.01931159617592026
2014-03-27,2014-03-27,519.901001,531.219971,518.960999,525.6220089999998,57317.0,496.362885,0.004207596253153589
2014-03-28,2014-03-28,534.4479980000001,559.4569700000002,534.4479980000001,546.7069700000002,95956.0,516.27417,0.039330679378061895
2014-03-31,2014-03-31,549.241028,557.25,537.757996,541.312988,23962.0,511.180511,-0.00991518326655516
2014-04-01,2014-04-01,541.312988,548.75,535.307007,541.067993,13446.0,510.949066,-0.00045286822564083446
2014-04-02,2014-04-02,544.2559809999998,547.5650019999998,532.85498,547.116028,41621.0,516.660461,0.011116000116272671
2014-04-03,2014-04-03,541.026978,553.286011,533.099976,542.866028,5537.0,512.647034,-0.007798344729665452
2014-04-04,2014-04-04,539.393005,545.8900150000002,536.3280030000002,541.109009,7491.0,510.987701,-0.003242044054740489
2014-04-07,2014-04-07,541.109009,546.7479860000002,531.219971,543.437988,115295.0,513.187195,0.004295159723241682
2014-04-09,2014-04-09,543.437988,559.7020259999998,535.5930179999998,551.528992,20244.0,520.827759,0.014778709021027403
2014-04-10,2014-04-10,555.697021,560.846008,543.723999,558.026001,54905.0,526.9630129999998,0.011710971852452623
2014-04-11,2014-04-11,551.692993,559.823975,548.0150150000002,557.086975,14376.0,526.076416,-0.001683882265138159
2014-04-15,2014-04-15,532.935974,563.911011,532.935974,559.578979,23449.0,528.429749,0.004463391462290467
2014-04-16,2014-04-16,558.557983,579.846985,550.098999,563.460999,150959.0,532.0955809999998,0.006913265523142087
2014-04-17,2014-04-17,571.265991,593.741028,561.458984,581.809021,278336.0,549.422302,0.032044229473956236
2014-04-21,2014-04-21,586.7529910000002,593.3319700000002,577.435974,589.5319820000002,85304.0,556.715271,0.013186559892894856
2014-04-22,2014-04-22,589.205017,603.5479740000002,589.0009769999998,599.257019,83894.0,565.898926,0.01636156018009416
2014-04-23,2014-04-23,599.257019,611.312012,592.55603,607.5520019999999,72712.0,573.7322389999998,0.013747318619458326
2014-04-24,2014-04-24,607.5520019999999,607.5520019999999,607.5520019999999,607.5520019999999,0.0,573.7322389999998,0.0
2014-04-25,2014-04-25,607.1849980000002,612.945984,603.179993,608.8599849999998,41321.0,574.9674679999998,0.002150656901162229
2014-04-28,2014-04-28,596.601013,612.945984,596.601013,608.942017,24270.0,575.0448,0.00013448900028034672
2014-04-29,2014-04-29,613.763977,613.763977,569.6719969999998,577.47699,16197.0,545.331421,-0.05305422904104784
2014-04-30,2014-04-30,580.09198,594.96698,580.010986,588.960022,41692.0,556.175171,0.0196895786216178
2014-05-02,2014-05-02,592.5150150000002,595.987976,576.987,587.489014,41599.0,554.786072,-0.00250071680296049
2014-05-05,2014-05-05,583.525024,583.525024,564.31897,567.507019,24648.0,535.916382,-0.034604438413763816
2014-05-06,2014-05-06,571.960999,574.0040280000002,565.585999,567.8740230000002,12220.0,536.262939,0.0006464534528527466
2014-05-07,2014-05-07,570.653015,584.34198,568.895996,580.2559809999998,137650.0,547.95575,0.02156993689006015
2014-05-08,2014-05-08,581.481995,603.5479740000002,573.432007,576.455994,67166.0,544.367126,-0.006570652304280777
2014-05-09,2014-05-09,580.5419919999998,603.5479740000002,580.5009769999998,588.2650150000002,46376.0,555.518921,0.020278786497492263
2014-05-12,2014-05-12,596.601013,600.687988,585.650024,597.1729740000002,38352.0,563.93103,0.015029287080587928
2014-05-13,2014-05-13,585.97699,600.687988,585.97699,590.71698,18549.0,557.834351,-0.010869900484428818
2014-05-14,2014-05-14,596.601013,632.028992,585.2819820000002,607.8790280000002,67087.0,574.041077,0.028638900174953182
2014-05-15,2014-05-15,598.236023,623.570984,598.236023,608.6560059999998,43413.0,574.77478,0.0012773206346086141
2014-05-16,2014-05-16,608.8599849999998,621.935974,596.601013,602.445007,459653.0,568.909546,-0.010256825745237563
2014-05-19,2014-05-19,590.22699,640.732971,590.22699,634.195007,67234.0,598.892151,0.051360082124546125
2014-05-20,2014-05-20,637.463989,657.038025,635.830017,639.7529910000002,68324.0,604.1406860000002,0.008725561162563622
2014-05-21,2014-05-21,637.669006,643.1849980000002,633.7869870000002,638.607971,25511.0,603.0595089999998,-0.0017912145699670035
2014-05-22,2014-05-22,626.9219969999998,682.414001,626.9219969999998,673.8729860000002,272698.0,636.3613889999998,0.053750743578054205
2014-05-23,2014-05-23,678.2459719999998,711.018005,663.085022,709.179016,58646.0,669.702087,0.051066343570473904
2014-05-26,2014-05-26,718.291016,727.362976,684.86499,693.978027,70042.0,655.34729,-0.021667658369818987
2014-05-27,2014-05-27,702.844971,706.932007,672.280029,691.607971,36833.0,653.109192,-0.003420977638170619
2014-05-28,2014-05-28,695.080994,705.2559809999998,681.596008,691.812012,20889.0,653.30188,0.00029498831650620616
2014-05-29,2014-05-29,698.473022,701.210999,690.585999,695.653015,36641.0,656.929016,0.00553665048922003
2014-05-30,2014-05-30,691.44397,735.453979,691.403992,728.466003,42274.0,687.915466,0.04608999116863455
2014-06-02,2014-06-02,729.4060059999998,735.536011,712.325012,725.768982,47113.0,685.36853,-0.003709267606149425
2014-06-03,2014-06-03,723.398987,735.536011,713.060974,716.330017,29928.0,676.4550780000002,-0.013090651733753234
2014-06-04,2014-06-04,716.3709719999998,780.4849849999998,716.289001,750.5729980000001,53131.0,708.79187,0.046695887276437816
2014-06-05,2014-06-05,751.8809809999998,751.8809809999998,735.536011,737.0479740000002,38935.0,696.019775,-0.01818385684767776
2014-06-06,2014-06-06,743.6270139999998,744.117004,728.9979860000002,733.61499,26644.0,692.777832,-0.004668713241360757
2014-06-09,2014-06-09,723.276978,739.580994,722.458984,724.461975,30464.0,684.134338,-0.012555060122481088
2014-06-10,2014-06-10,735.536011,735.536011,710.445984,717.27002,56775.0,677.3427730000002,-0.009976842474377356
2014-06-11,2014-06-11,719.1900019999998,723.398987,707.094971,711.426025,64268.0,671.824036,-0.008181001405234591
2014-06-12,2014-06-12,711.059021,738.804993,710.526978,718.945007,18797.0,678.9245,0.010513473401859486
2014-06-13,2014-06-13,728.262024,742.849976,711.835022,717.432983,14987.0,677.496582,-0.0021054207228443644
2014-06-16,2014-06-16,723.153992,743.7080080000002,712.1619870000002,727.362976,21656.0,686.8739009999998,0.013746217433926232
2014-06-17,2014-06-17,720.088989,743.7080080000002,720.088989,739.6220089999998,18883.0,698.4505,0.016713584887555474
2014-06-18,2014-06-18,751.8809809999998,758.419006,735.536011,747.018005,42043.0,705.434753,0.009949973626714126
2014-06-19,2014-06-19,760.013,760.013,736.353027,740.153015,12123.0,698.9519650000002,-0.009232263397792371
2014-06-20,2014-06-20,736.393982,746.97699,732.716003,739.2540280000002,9111.0,698.102966,-0.0012154126307777346
2014-06-23,2014-06-23,728.221008,744.526001,728.179993,730.6729740000002,142185.0,689.999634,-0.011675540485923008
2014-06-24,2014-06-24,743.6669919999998,743.6669919999998,721.642029,730.4689940000002,15182.0,689.807007,-0.00027920868841757596
2014-06-25,2014-06-25,731.448975,737.987,719.1900019999998,726.6680299999998,16074.0,686.2176509999998,-0.005217005553106446
2014-06-26,2014-06-26,734.677979,737.375,723.276978,732.960999,9383.0,692.160217,0.008622603361113867
2014-06-27,2014-06-27,725.646973,773.947021,725.646973,756.4979860000002,15972.0,714.387085,0.031607495015403934
2014-06-30,2014-06-30,767.408997,768.267029,741.257019,761.033997,14446.0,718.670532,0.005978070533602775
2014-07-01,2014-07-01,761.687988,764.1400150000002,742.809021,753.9240110000002,9674.0,711.9562990000002,-0.00938649010568593
2014-07-02,2014-07-02,767.817993,767.817993,746.159973,755.6400150000002,16170.0,713.576782,0.0022735125822084252
2014-07-03,2014-07-03,760.054016,763.2819820000002,744.812012,758.908997,20689.0,716.663818,0.004316813260476947
2014-07-04,2014-07-04,773.088989,774.763977,755.96698,769.982971,26486.0,736.830505,0.02775102853076561
2014-07-07,2014-07-07,751.8809809999998,770.392029,751.8809809999998,762.096985,20246.0,738.880066,0.0027777293977662154
2014-07-08,2014-07-08,762.301025,768.226013,747.9990230000002,754.864014,28061.0,731.867493,-0.009536138407188588
2014-07-09,2014-07-09,761.075012,761.075012,747.059021,757.234009,14856.0,734.165283,0.0031347073806236025
2014-07-10,2014-07-10,749.715027,762.505005,738.846008,759.72699,14306.0,736.582275,0.003286755993851642
2014-07-11,2014-07-11,752.085022,760.054016,742.073975,753.065979,32489.0,730.1242070000002,-0.008806274213304377
2014-07-14,2014-07-14,747.794983,762.914001,736.515991,758.5819700000002,30379.0,735.472107,0.0072979492165536905
2014-07-15,2014-07-15,760.054016,780.4849849999998,753.106995,767.205017,44286.0,743.832581,0.01130336851236624
2014-07-16,2014-07-16,772.271973,772.312012,754.2919919999998,764.875,9714.0,741.573364,-0.003041887303148805
2014-07-17,2014-07-17,768.5939940000002,780.4849849999998,764.794006,774.642029,21512.0,751.042908,0.012688687949109044
2014-07-18,2014-07-18,775.541016,784.5310059999998,765.039001,772.067017,15171.0,748.546326,-0.003329690891339609
2014-07-21,2014-07-21,783.7540280000002,783.7540280000002,764.221985,772.802979,18868.0,749.259949,0.0009528909925249351
2014-07-22,2014-07-22,761.239014,775.1729740000002,761.1979980000001,763.648987,131139.0,740.384766,-0.011915979597558746
2014-07-23,2014-07-23,764.9569700000002,774.9689940000002,760.21698,773.86499,13933.0,750.289551,0.013289194902282198
2014-07-24,2014-07-24,773.86499,800.507996,766.632996,782.323975,29235.0,758.490845,0.010871528815711963
2014-07-25,2014-07-25,782.323975,792.580994,769.533997,774.151001,14348.0,750.566833,-0.010502030433173992
2014-07-28,2014-07-28,788.65802,795.768005,764.630005,786.4509889999998,25013.0,762.4921879999998,0.015763564775363115
2014-07-30,2014-07-30,786.4509889999998,786.4509889999998,769.125,773.0479740000002,179060.0,749.497437,-0.017189365259452142
2014-07-31,2014-07-31,773.210999,782.651001,773.210999,776.848022,5487.0,753.181702,0.004903604883873314
2014-08-01,2014-08-01,774.763977,790.2509769999998,772.557983,777.5430299999998,17434.0,753.855591,0.0008943229846343215
2014-08-04,2014-08-04,774.763977,804.513,774.763977,799.0369870000002,28097.0,774.69458,0.02726803556452939
2014-08-05,2014-08-05,778.03302,797.973999,772.679993,784.1220089999998,42208.0,760.23407,-0.01884248865249649
2014-08-06,2014-08-06,786.2470089999998,788.5759889999998,774.763977,777.583984,6424.0,753.895203,-0.008373002419711284
2014-08-07,2014-08-07,780.44397,783.263977,762.177979,770.554993,13360.0,747.080322,-0.009080664827841643
2014-08-08,2014-08-08,775.5819700000002,775.5819700000002,737.210999,743.789978,34169.0,721.1307370000002,-0.035352257286418436
2014-08-11,2014-08-11,759.195007,764.057983,723.236023,732.307007,19359.0,709.99762,-0.01555883025323279
2014-08-12,2014-08-12,735.536011,743.7080080000002,709.34198,728.098999,18339.0,705.917908,-0.0057626648049877716
2014-08-13,2014-08-13,729.8150019999998,755.96698,723.276978,750.5319820000002,16687.0,727.667419,0.030345148667525912
2014-08-14,2014-08-14,771.086975,771.086975,739.6220089999998,746.2009889999998,24701.0,723.468262,-0.005787423981944428
2014-08-18,2014-08-18,751.8809809999998,760.054016,744.117004,747.385986,13764.0,724.617249,0.0015869052378381099
2014-08-19,2014-08-19,744.72998,763.117981,727.362976,750.164978,53925.0,727.311584,0.0037113914008797275
2014-08-20,2014-08-20,751.8809809999998,755.926025,741.0930179999998,750.940979,11496.0,728.063965,0.0010339339114810997
2014-08-21,2014-08-21,742.890991,759.236023,742.890991,752.534973,30058.0,729.6093139999998,0.0021202962299016197
2014-08-22,2014-08-22,753.596985,758.419006,749.429016,754.0059809999998,12930.0,731.035522,0.001952847698632354
2014-08-25,2014-08-25,760.054016,760.054016,748.2030030000002,749.5520019999999,8203.0,726.717285,-0.00592452933051124
2014-08-26,2014-08-26,749.346985,756.007996,743.7080080000002,746.445984,9937.0,723.705872,-0.0041524672473833854
2014-08-27,2014-08-27,750.2459719999998,755.559021,746.405029,751.471985,8445.0,728.578796,0.006710726064341088
2014-08-28,2014-08-28,743.9530030000002,775.90802,743.8720089999998,763.731018,54183.0,740.464355,0.016181714392092594
2014-09-01,2014-09-01,767.408997,810.642029,761.687988,804.7990110000002,61817.0,780.2811280000002,0.0523767791056553
2014-09-02,2014-09-02,805.0029910000002,808.067993,793.560974,801.692993,47916.0,777.269775,-0.0038667843809792046
2014-09-03,2014-09-03,802.143005,822.083984,800.9580080000002,816.567017,40111.0,791.690735,0.018383338564151863
