Date,Date.1,FEDERALBNK.NS.Open,FEDERALBNK.NS.High,FEDERALBNK.NS.Low,FEDERALBNK.NS.Close,FEDERALBNK.NS.Volume,FEDERALBNK.NS.Adjusted,log_returns
2013-12-27,2013-12-27,42.224998,42.650002,41.650002,42.174999,3554112.0,38.905006,0.0029682869409484174
2013-12-30,2013-12-30,42.474998,42.525002,41.099998,41.25,2422672.0,38.051723,-0.0221765654852355
2013-12-31,2013-12-31,41.5,42.200001,41.25,42.025002,2061066.0,38.76664,0.01861371717462168
2014-01-01,2014-01-01,42.224998,43.5,42.0,43.150002,6507148.0,39.804413,0.026417702560621148
2014-01-02,2014-01-02,43.400002,44.799999,41.099998,41.349998,12289842.0,38.143967,-0.04261017924081845
2014-01-03,2014-01-03,41.299999,42.375,41.075001,41.974998,4616388.0,38.720509,0.015001801683236947
2014-01-06,2014-01-06,41.5,43.625,41.325001,42.349998,4175318.0,39.066433,0.008894199245116585
2014-01-07,2014-01-07,42.599998,42.849998,40.799999,41.049999,5354438.0,37.867233,-0.03117743373522908
2014-01-08,2014-01-08,41.275002,42.075001,40.525002,41.549999,3333130.0,38.328465,0.01210665813694023
2014-01-09,2014-01-09,41.900002,42.474998,40.75,40.875,8130772.0,37.705795,-0.01637903546085484
2014-01-10,2014-01-10,41.0,41.450001,38.674999,38.950001,5870828.0,35.930054,-0.04823969212245549
2014-01-13,2014-01-13,39.224998,40.200001,39.075001,39.875,5531174.0,36.783333,0.02347073092591323
2014-01-14,2014-01-14,39.799999,40.450001,39.75,40.025002,2857634.0,36.921707,0.0037548086962067018
2014-01-15,2014-01-15,40.150002,41.025002,40.150002,40.950001,3051458.0,37.774986,0.022847493874480932
2014-01-16,2014-01-16,41.099998,41.349998,40.700001,40.775002,1901290.0,37.613552,-0.004282726553163307
2014-01-17,2014-01-17,40.950001,41.799999,39.025002,39.724998,15771902.0,36.644962,-0.02608845458920417
2014-01-20,2014-01-20,40.5,41.5,40.0,41.299999,4704764.0,38.097847,0.038881814948718674
2014-01-21,2014-01-21,42.5,42.825001,41.5,41.75,9656476.0,38.512955,0.01083690684938965
2014-01-22,2014-01-22,41.5,42.0,41.200001,41.900002,3016624.0,38.651329,0.003586481754270121
2014-01-23,2014-01-23,41.900002,42.224998,41.450001,41.875,3031320.0,38.628269,-0.0005967940124227411
2014-01-24,2014-01-24,42.150002,42.150002,40.549999,40.775002,2474540.0,37.613552,-0.02661995495075153
2014-01-27,2014-01-27,40.0,40.400002,37.599998,39.924999,3610734.0,36.829456,-0.02106645120966899
2014-01-28,2014-01-28,39.924999,40.974998,39.375,39.924999,3077704.0,36.829456,0.0
2014-01-29,2014-01-29,40.099998,40.549999,39.125,39.375,3434800.0,36.322102,-0.01387153327264512
2014-01-30,2014-01-30,38.5,39.0,37.549999,38.575001,6320470.0,35.584126,-0.020526786968656285
2014-01-31,2014-01-31,38.599998,39.849998,38.549999,39.625,3420182.0,36.552719,0.026855935134651787
2014-02-03,2014-02-03,39.474998,39.825001,38.5,38.599998,1582226.0,35.607189,-0.026208019000308447
2014-02-04,2014-02-04,38.25,39.174999,37.099998,38.325001,5194592.0,35.353512,-0.007149818902189242
2014-02-05,2014-02-05,38.450001,38.900002,37.950001,38.375,1871242.0,35.39963200000001,0.0013036878342012061
2014-02-06,2014-02-06,38.575001,39.049999,38.025002,38.450001,3017934.0,35.468819,0.0019525478828641414
2014-02-07,2014-02-07,38.625,39.125,38.525002,39.0,2255650.0,35.976177,0.014202996914600696
2014-02-10,2014-02-10,38.799999,39.5,38.674999,39.0,3915510.0,35.976177,0.0
2014-02-11,2014-02-11,39.25,39.325001,38.875,39.049999,1347428.0,36.02229699999999,0.0012811384393542902
2014-02-12,2014-02-12,39.25,39.349998,38.674999,38.799999,1377620.0,35.79167899999999,-0.00642267161930965
2014-02-13,2014-02-13,38.900002,39.025002,37.700001,37.974998,1351002.0,35.030646999999995,-0.02149212930119226
2014-02-14,2014-02-14,38.0,38.049999,36.875,37.200001,4370284.0,34.315735,-0.02061931158614705
2014-02-17,2014-02-17,37.549999,37.549999,36.75,37.125,1533642.0,34.246555,-0.0020180196279149247
2014-02-18,2014-02-18,37.325001,37.549999,37.0,37.150002,7011492.0,34.269619,0.0006732425214268645
2014-02-19,2014-02-19,37.25,37.450001,36.849998,37.125,1447296.0,34.246555,-0.0006732425214268645
2014-02-20,2014-02-20,36.875,36.875,36.174999,36.299999,2069528.0,33.485519000000004,-0.022472898988449064
2014-02-21,2014-02-21,36.5,36.825001,36.25,36.724998,2326914.0,33.877563,0.011639860135082005
2014-02-24,2014-02-24,36.650002,37.049999,36.349998,36.875,2563128.0,34.015934,0.004076125039891743
2014-02-25,2014-02-25,37.474998,37.900002,36.700001,37.599998,8092090.0,34.684719,0.019470153425406256
2014-02-26,2014-02-26,37.75,37.825001,37.025002,37.549999,7708350.0,34.638599,-0.0013305770160734198
2014-02-28,2014-02-28,37.900002,38.549999,37.349998,38.400002,4977256.0,35.42269500000001,0.022384078113161454
2014-03-03,2014-03-03,38.049999,40.375,38.049999,39.825001,9735596.0,36.737213,0.03643750311676275
2014-03-04,2014-03-04,40.0,40.25,39.599998,39.825001,3837522.0,36.737213,0.0
2014-03-05,2014-03-05,40.099998,40.875,39.575001,40.325001,3519034.0,37.198444,0.012476712913791932
2014-03-06,2014-03-06,40.325001,41.575001,40.049999,40.424999,5153972.0,37.290691,0.0024767920088590856
2014-03-07,2014-03-07,40.849998,43.0,40.5,42.125,12571216.0,38.858883,0.041192974870029264
2014-03-10,2014-03-10,41.775002,43.200001,41.549999,42.950001,7149742.0,39.619919,0.01939529752011904
2014-03-11,2014-03-11,43.224998,44.224998,42.25,42.400002,7882122.0,39.112564,-0.01288825154711537
2014-03-12,2014-03-12,42.125,42.950001,41.75,42.650002,4218382.0,39.343178,0.005878847317107638
2014-03-13,2014-03-13,42.674999,43.375,41.325001,41.700001,4058974.0,38.466831,-0.022526255122480517
2014-03-14,2014-03-14,41.200001,42.0,40.775002,41.75,2195318.0,38.512955,0.0011983407051712194
2014-03-18,2014-03-18,41.900002,43.25,41.900002,42.974998,5759720.0,39.642982,0.028919255476776762
2014-03-19,2014-03-19,43.25,43.849998,42.625,43.099998,4226574.0,39.758286,0.0029043385314917462
2014-03-20,2014-03-20,43.075001,43.099998,41.900002,42.049999,2041116.0,38.789696,-0.02466362785750187
2014-03-21,2014-03-21,42.200001,43.450001,42.099998,42.974998,4941854.0,39.642982,0.021759289326010126
2014-03-24,2014-03-24,46.5,47.424999,45.275002,45.700001,13635008.0,42.1567,0.0614796942490492
2014-03-25,2014-03-25,45.474998,46.25,45.099998,45.75,5686852.0,42.20282,0.0010934155290338587
2014-03-26,2014-03-26,46.0,46.775002,45.75,46.049999,7057144.0,42.479561,0.006535999151482841
2014-03-27,2014-03-27,46.325001,48.25,46.0,47.025002,17889110.0,43.378971,0.020951741903483256
2014-03-28,2014-03-28,47.5,48.5,47.5,48.174999,7916204.0,44.4398,0.02416067980244252
2014-03-31,2014-03-31,48.5,48.875,46.650002,47.875,10294986.0,44.163067,-0.00624661276134164
2014-04-01,2014-04-01,47.875,48.099998,46.650002,46.900002,3742418.0,43.26366,-0.020575829888107574
2014-04-02,2014-04-02,47.375,48.0,46.625,47.849998,9840314.0,44.140003,0.02005344713234392
2014-04-03,2014-04-03,48.200001,48.325001,46.25,46.924999,9156498.0,43.286716,-0.0195206706936748
