Date,Date.1,NHPC.NS.Open,NHPC.NS.High,NHPC.NS.Low,NHPC.NS.Close,NHPC.NS.Volume,NHPC.NS.Adjusted,log_returns
2013-07-09,2013-07-09,18.700001,18.9,18.5,18.85,4652300.0,14.591565,0.01066665241931286
2013-07-10,2013-07-10,18.85,18.9,18.299999,18.35,5386401.0,14.204523000000002,-0.0268831870154691
2013-07-11,2013-07-11,18.450001,18.65,18.1,18.4,3913135.0,14.243224,0.002720849835690764
2013-07-12,2013-07-12,18.35,18.4,17.85,17.9,7505250.0,13.856182999999998,-0.02754972584489135
2013-07-15,2013-07-15,17.9,18.1,17.700001,17.950001,2945695.0,13.894887,0.0027893717319735782
2013-07-16,2013-07-16,17.9,18.5,17.75,18.299999,4927138.0,14.165816,0.019310807660876783
2013-07-17,2013-07-17,18.25,18.4,17.549999,17.700001,3833642.0,13.701362,-0.03333649444951625
2013-07-18,2013-07-18,17.700001,18.049999,17.700001,18.0,2627235.0,13.933591,0.016807299563552647
2013-07-19,2013-07-19,18.0,18.049999,17.799999,17.9,2164870.0,13.856182999999998,-0.005570984506886756
2013-07-22,2013-07-22,17.9,18.1,17.85,17.950001,1460771.0,13.894887,0.0027893717319735782
2013-07-23,2013-07-23,18.0,18.1,17.950001,18.049999,1379159.0,13.972293,0.00555536649749655
2013-07-24,2013-07-24,17.950001,18.1,17.700001,17.799999,2364991.0,13.778774,-0.013947005130715784
2013-07-25,2013-07-25,17.700001,17.9,17.549999,17.75,3936298.0,13.740069,-0.002812983490789733
2013-07-26,2013-07-26,17.75,17.9,17.549999,17.6,1315523.0,13.623953,-0.008486815055698926
2013-07-29,2013-07-29,17.6,17.75,17.4,17.5,1634417.0,13.546547,-0.0056978126582736275
2013-07-30,2013-07-30,17.450001,17.5,16.9,17.0,2078831.0,13.159502,-0.028987597665824705
2013-07-31,2013-07-31,17.0,17.0,16.549999,16.6,4118210.0,12.849867,-0.02381062214274543
2013-08-01,2013-08-01,17.0,17.1,15.4,15.5,7673284.0,11.998369,-0.06856273720928607
2013-08-02,2013-08-02,15.6,15.85,15.1,15.55,8976363.0,12.037075,0.003220746282762477
2013-08-05,2013-08-05,16.0,16.0,15.05,15.45,4785729.0,11.959664,-0.006451815684222151
2013-08-06,2013-08-06,15.25,15.55,15.0,15.05,6207132.0,11.650029,-0.026230985203369084
2013-08-07,2013-08-07,15.05,15.2,14.8,15.1,5294252.0,11.688735,0.0033168882024883213
2013-08-08,2013-08-08,15.0,15.55,14.9,15.45,3397340.0,11.959664,0.02291409700088076
2013-08-12,2013-08-12,15.8,17.25,15.8,16.6,7304739.0,12.849867,0.07179380661074575
2013-08-13,2013-08-13,16.5,17.1,16.450001,16.700001,3823289.0,12.927276,0.006006036642182354
2013-08-14,2013-08-14,16.85,16.950001,16.450001,16.75,2967072.0,12.96598,0.0029895065205614024
2013-08-16,2013-08-16,16.75,17.0,16.25,16.299999,3387156.0,12.61764,-0.02723316938471676
2013-08-19,2013-08-19,16.299999,16.4,16.0,16.15,2143019.0,12.501527,-0.009245038023808938
2013-08-20,2013-08-20,16.1,16.65,16.049999,16.549999,2777503.0,12.811161,0.024465947272953148
2013-08-21,2013-08-21,16.6,16.75,16.0,16.1,2840913.0,12.462824,-0.027566611176286667
2013-08-22,2013-08-22,16.0,16.450001,15.9,16.35,3365003.0,12.656346,0.015408616519233309
2013-08-23,2013-08-23,17.0,17.200001,16.5,16.75,6329172.0,12.96598,0.024170254792625908
2013-08-26,2013-08-26,16.799999,17.049999,16.65,16.85,2968069.0,13.043389,0.005952411114446221
2013-08-27,2013-08-27,16.9,17.0,16.25,16.4,3354993.0,12.695049,-0.027069340433791837
2013-08-28,2013-08-28,16.200001,16.299999,15.85,16.0,6045545.0,12.385412,-0.02469274650085218
2013-08-29,2013-08-29,16.0,16.65,16.0,16.450001,6247426.0,12.733755,0.02773701314371202
2013-08-30,2013-08-30,16.299999,16.299999,15.9,16.0,3119689.0,12.854261,0.009419010127016405
2013-09-02,2013-09-02,16.0,16.4,15.95,16.25,2518028.0,13.05511,0.015504276299671103
2013-09-03,2013-09-03,16.200001,16.35,15.95,16.0,1918874.0,12.854261,-0.015504276299671103
2013-09-04,2013-09-04,16.1,16.35,16.0,16.200001,3416484.0,13.014941,0.012422653498979308
2013-09-05,2013-09-05,16.25,16.5,16.15,16.299999,2780104.0,13.09528,0.006153854732662278
2013-09-06,2013-09-06,16.299999,16.4,15.95,16.15,5763883.0,12.974771,-0.009245080367453529
2013-09-10,2013-09-10,16.200001,16.700001,16.200001,16.65,4902148.0,13.376465,0.03049003992350618
2013-09-11,2013-09-11,16.950001,17.700001,16.75,17.6,6660837.0,14.139686,0.0554886342214127
2013-09-12,2013-09-12,17.799999,18.299999,17.5,17.700001,7528608.0,14.220026,0.00566579906861886
2013-09-13,2013-09-13,18.15,19.0,18.1,18.85,11392330.0,15.143927,0.06294834072037725
2013-09-16,2013-09-16,19.85,20.35,19.200001,20.0,19660190.0,16.067826999999998,0.0592193561932346
2013-09-17,2013-09-17,20.1,20.1,18.9,19.25,5952458.0,15.465283,-0.038221244342413474
2013-09-18,2013-09-18,19.25,19.299999,18.700001,18.9,3797992.0,15.184097,-0.01834907520466666
2013-09-19,2013-09-19,19.4,19.4,18.75,18.799999,5272736.0,15.103761,-0.005304844495575889
2013-09-20,2013-09-20,18.799999,19.049999,18.450001,18.549999,5277746.0,14.90291,-0.01338728975918757
2013-09-23,2013-09-23,18.549999,19.049999,18.4,18.65,2863436.0,14.98325,0.005376414602910717
2013-09-24,2013-09-24,18.6,19.15,18.6,19.0,2742788.0,15.264437,0.018592833252250696
2013-09-25,2013-09-25,19.200001,19.65,19.049999,19.6,8330262.0,15.746474,0.031090723441422163
2013-09-26,2013-09-26,19.75,19.75,19.25,19.6,6647165.0,15.746474,0.0
2013-09-27,2013-09-27,19.700001,20.200001,19.65,19.85,5040212.0,15.947319,0.01267426013576145
2013-09-30,2013-09-30,19.950001,19.950001,19.4,19.549999,3529057.0,15.706302,-0.015228694240017937
2013-10-01,2013-10-01,19.5,19.549999,19.200001,19.299999,3227501.0,15.50545,-0.012870458061111643
2013-10-03,2013-10-03,19.35,19.85,19.35,19.75,2528549.0,15.866978,0.023048519198401785
2013-10-04,2013-10-04,19.700001,19.85,19.15,19.25,2276257.0,15.465283,-0.0256423888701871
2013-10-07,2013-10-07,19.25,19.700001,19.049999,19.200001,3814984.0,15.425115,-0.0026006801621534237
2013-10-08,2013-10-08,19.200001,19.35,18.950001,19.1,1998422.0,15.344777,-0.005221869648039057
2013-10-09,2013-10-09,19.1,19.450001,19.049999,19.200001,3008698.0,15.425115,0.005221869648039057
2013-10-10,2013-10-10,19.15,19.5,19.049999,19.1,2466064.0,15.344777,-0.005221869648039057
2013-10-11,2013-10-11,19.200001,19.299999,18.950001,19.049999,3230093.0,15.304605,-0.0026213920400839363
2013-10-14,2013-10-14,19.0,19.049999,18.85,18.9,2581607.0,15.184097,-0.007905133354390248
2013-10-15,2013-10-15,19.0,19.1,18.0,18.049999,3991360.0,14.501213,-0.04601632905060082
2013-10-17,2013-10-17,18.1,18.85,18.1,18.700001,3647348.0,15.023419,0.03537794915910464
2013-10-18,2013-10-18,18.700001,18.950001,18.700001,18.799999,2389693.0,15.103761,0.005333535395920297
2013-10-21,2013-10-21,18.9,19.049999,18.700001,18.9,1716333.0,15.184097,0.005304844495575889
2013-10-22,2013-10-22,19.6,19.799999,19.1,19.65,8649449.0,15.786641,0.03891544591107987
2013-10-23,2013-10-23,19.75,20.0,19.15,19.6,5677091.0,15.746474,-0.0025476088692597547
2013-10-24,2013-10-24,19.9,20.0,18.5,18.700001,11516815.0,15.023419,-0.0470062169333163
2013-10-25,2013-10-25,18.799999,18.9,18.299999,18.4,4891206.0,14.7824,-0.01617296632480425
2013-10-28,2013-10-28,18.5,18.65,18.200001,18.25,4937121.0,14.661892000000002,-0.00818553714016268
2013-10-29,2013-10-29,18.25,18.4,17.9,18.25,5128197.0,14.661892000000002,0.0
2013-10-30,2013-10-30,18.299999,18.35,18.15,18.200001,5041397.0,14.621724,-0.0027433787680082307
2013-10-31,2013-10-31,18.200001,18.549999,18.0,18.1,17521734.0,14.541385,-0.0055096459867920436
2013-11-01,2013-11-01,18.1,18.700001,18.1,18.5,5752538.0,14.862741,0.021858755153033368
2013-11-05,2013-11-05,18.65,19.1,18.5,18.799999,9040308.0,15.103761,0.01608630846265413
2013-11-06,2013-11-06,18.799999,18.950001,18.5,18.549999,6468431.0,14.90291,-0.01338728975918757
2013-11-07,2013-11-07,18.549999,18.75,18.1,18.25,5786788.0,14.661892000000002,-0.016304749101699656
2013-11-08,2013-11-08,18.1,18.4,18.1,18.299999,3462010.0,14.702062,0.00273600926214046
2013-11-11,2013-11-11,18.450001,18.65,18.25,18.25,3576287.0,14.661892000000002,-0.00273600926214046
2013-11-12,2013-11-12,18.25,18.299999,17.9,18.0,4738901.0,14.461044,-0.013793333499672487
2013-11-13,2013-11-13,18.0,18.15,17.85,17.950001,2927657.0,14.420877,-0.0027814649791584323
2013-11-14,2013-11-14,18.0,18.1,18.0,18.0,2222279.0,14.461044,0.0027814649791584323
2013-11-18,2013-11-18,18.1,18.299999,17.950001,18.0,2251442.0,14.461044,0.0
2013-11-19,2013-11-19,18.049999,18.200001,18.0,18.0,1748112.0,14.461044,0.0
2013-11-20,2013-11-20,18.0,18.25,17.950001,18.15,2259170.0,14.581553,0.008298823388635412
2013-11-21,2013-11-21,18.049999,18.15,17.9,17.950001,2070506.0,14.420877,-0.011080288367793843
2013-11-22,2013-11-22,18.0,18.1,17.6,17.700001,2553558.0,14.220026,-0.01402569553123767
2013-11-25,2013-11-25,17.9,18.049999,17.85,17.9,4639964.0,14.380707999999998,0.011236333345461258
2013-11-26,2013-11-26,17.950001,17.950001,17.75,17.799999,2220845.0,14.300367,-0.005602384857371412
2013-11-27,2013-11-27,17.85,17.9,17.75,17.799999,3851082.0,14.300367,0.0
2013-11-28,2013-11-28,17.799999,18.049999,17.700001,17.75,10462762.0,14.260198999999998,-0.0028128312642099478
2013-11-29,2013-11-29,17.85,18.25,17.85,18.200001,2836531.0,14.621724,0.02503599801818046
2013-12-02,2013-12-02,18.299999,18.549999,18.200001,18.25,4216448.0,14.661892000000002,0.0027433787680082307
2013-12-03,2013-12-03,18.25,18.25,18.0,18.049999,4759011.0,14.501213,-0.011019445694137708
2013-12-04,2013-12-04,18.0,18.25,17.9,17.950001,6508820.0,14.420877,-0.0055553527846932136
2013-12-05,2013-12-05,18.15,18.25,18.049999,18.1,2010591.0,14.541385,0.008321773724030646
2013-12-06,2013-12-06,18.1,18.4,18.1,18.299999,2596412.0,14.702062,0.010989034016940735
2013-12-09,2013-12-09,18.4,18.6,18.299999,18.299999,3245602.0,14.702062,0.0
2013-12-10,2013-12-10,17.799999,18.15,17.75,18.0,6741125.0,14.461044,-0.01652934276181295
2013-12-11,2013-12-11,18.0,18.1,17.9,18.0,1786529.0,14.461044,0.0
2013-12-12,2013-12-12,18.0,18.4,17.950001,18.299999,4086200.0,14.702062,0.01652934276181295
2013-12-13,2013-12-13,18.15,18.299999,18.049999,18.1,2369771.0,14.541385,-0.010989034016940735
2013-12-16,2013-12-16,18.0,18.15,17.950001,18.049999,3103254.0,14.501213,-0.002766420939337433
2013-12-17,2013-12-17,18.049999,18.200001,17.950001,18.0,1935745.0,14.461044,-0.0027738878055347804
2013-12-18,2013-12-18,18.0,18.25,18.0,18.15,1772693.0,14.581553,0.008298823388635412
2013-12-19,2013-12-19,18.15,18.5,17.950001,18.450001,5143545.0,14.822573,0.01639398484929888
2013-12-20,2013-12-20,18.450001,18.85,18.450001,18.700001,7377979.0,15.023419,0.013459028726705123
2013-12-23,2013-12-23,19.0,19.049999,18.65,18.75,8381554.0,15.063587,0.0026701243629907445
2013-12-24,2013-12-24,18.799999,18.950001,18.700001,18.799999,4156854.0,15.103761,0.0026634110329295524
2013-12-26,2013-12-26,18.85,19.1,18.75,18.950001,11485527.0,15.224268,0.007946947967334859
2013-12-27,2013-12-27,19.0,19.85,19.0,19.700001,10246220.0,15.826813,0.03881479340652527
2013-12-30,2013-12-30,19.799999,19.799999,19.25,19.450001,4621651.0,15.625966,-0.01277150931748805
2013-12-31,2013-12-31,19.5,19.799999,19.35,19.549999,3180083.0,15.706302,0.005128015376767436
2014-01-01,2014-01-01,19.549999,19.700001,19.5,19.549999,3574016.0,15.706302,0.0
2014-01-02,2014-01-02,19.549999,19.75,19.0,19.049999,3602795.0,15.304605,-0.025908269583173386
2014-01-03,2014-01-03,18.950001,19.1,18.700001,18.85,2199368.0,15.143927,-0.010554170000544705
2014-01-06,2014-01-06,18.799999,18.950001,18.6,18.700001,1524960.0,15.023419,-0.007989343245341729
2014-01-07,2014-01-07,18.65,18.9,18.549999,18.700001,2766924.0,15.023419,0.0
2014-01-08,2014-01-08,18.799999,19.200001,18.65,19.0,4849643.0,15.264437,0.01591549349189414
2014-01-09,2014-01-09,19.0,19.1,18.5,18.6,3584511.0,14.943082,-0.021277293487602652
2014-01-10,2014-01-10,18.549999,18.700001,18.4,18.450001,2419370.0,14.822573,-0.008097228730996608
2014-01-13,2014-01-13,18.5,18.6,18.049999,18.25,3001659.0,14.661892000000002,-0.010899474738261805
2014-01-14,2014-01-14,18.25,18.700001,18.15,18.4,2659005.0,14.7824,0.00818553714016268
2014-01-15,2014-01-15,18.4,18.799999,18.35,18.6,3511608.0,14.943082,0.010811166329095734
2014-01-16,2014-01-16,18.549999,18.75,18.25,18.4,2699059.0,14.7824,-0.010811166329095734
2014-01-17,2014-01-17,18.35,18.5,18.15,18.200001,2508039.0,14.621724,-0.010928915908170909
2014-01-20,2014-01-20,18.15,18.25,18.049999,18.15,1467576.0,14.581553,-0.002751131343028845
2014-01-21,2014-01-21,18.15,18.25,18.049999,18.15,3816737.0,14.581553,0.0
2014-01-22,2014-01-22,18.15,18.25,18.1,18.15,2412639.0,14.581553,0.0
2014-01-23,2014-01-23,18.200001,18.35,18.15,18.25,3482567.0,14.661892000000002,0.0054945101110370756
2014-01-24,2014-01-24,18.15,18.25,17.9,18.0,3373136.0,14.461044,-0.013793333499672487
2014-01-27,2014-01-27,17.950001,18.0,17.5,17.549999,4399000.0,14.099519,-0.025317729967441416
2014-01-28,2014-01-28,17.6,18.0,17.450001,17.9,6935070.0,14.380707999999998,0.01974690280250657
2014-01-29,2014-01-29,18.0,18.1,17.9,18.0,8171780.0,14.461044,0.005570827164934844
2014-01-30,2014-01-30,17.9,18.049999,17.549999,17.85,11615348.0,14.340537,-0.008368131125437106
2014-01-31,2014-01-31,17.950001,18.0,17.700001,17.9,9374483.0,14.380707999999998,0.002797303960502262
2014-02-03,2014-02-03,17.700001,17.799999,17.4,17.65,10400040.0,14.179856,-0.01406522022525225
2014-02-04,2014-02-04,17.5,17.950001,17.35,17.85,12210201.0,14.340537,0.011267916264749987
2014-02-05,2014-02-05,17.950001,18.450001,17.799999,18.15,2625758.0,14.581553,0.01666695451407252
2014-02-06,2014-02-06,18.1,18.450001,17.950001,18.35,3174749.0,14.742234,0.010959198973850892
2014-02-07,2014-02-07,18.4,18.700001,18.299999,18.6,3802721.0,14.943082,0.013532014606444598
2014-02-10,2014-02-10,18.6,18.85,18.5,18.75,2764235.0,15.063587,0.008031924358699259
2014-02-11,2014-02-11,18.75,18.9,18.6,18.799999,3025286.0,15.103761,0.0026634110329295524
2014-02-12,2014-02-12,18.799999,18.9,18.700001,18.700001,2206395.0,15.023419,-0.005333535395920297
2014-02-13,2014-02-13,18.700001,18.75,18.200001,18.25,1618623.0,14.661892000000002,-0.02435850346496693
2014-02-14,2014-02-14,18.299999,18.4,18.1,18.1,1453755.0,14.541385,-0.008253024754800277
2014-02-17,2014-02-17,18.1,18.200001,17.9,17.950001,1572452.0,14.420877,-0.008321773724030646
2014-02-18,2014-02-18,17.9,18.049999,17.85,17.950001,3552889.0,14.420877,0.0
2014-02-19,2014-02-19,17.950001,18.0,17.9,17.950001,1894456.0,14.420877,0.0
2014-02-20,2014-02-20,17.9,18.0,17.799999,17.9,2090108.0,14.380707999999998,-0.002789362185776412
2014-02-21,2014-02-21,17.85,18.0,17.75,17.950001,1692501.0,14.420877,0.002789362185776412
2014-02-24,2014-02-24,17.9,18.049999,17.799999,18.0,2028094.0,14.461044,0.0027814649791584323
2014-02-25,2014-02-25,18.0,18.0,17.85,17.950001,1219564.0,14.420877,-0.0027814649791584323
2014-02-26,2014-02-26,18.0,18.1,17.700001,17.950001,5859329.0,14.420877,0.0
2014-02-28,2014-02-28,18.0,18.049999,17.9,18.0,1447301.0,14.461044,0.0027814649791584323
2014-03-03,2014-03-03,17.9,18.0,17.85,17.950001,1107534.0,14.420877,-0.0027814649791584323
2014-03-04,2014-03-04,17.9,18.0,17.85,17.9,966424.0,14.380707999999998,-0.002789362185776412
2014-03-05,2014-03-05,18.0,18.049999,17.9,17.950001,1914682.0,14.420877,0.002789362185776412
2014-03-06,2014-03-06,18.0,18.15,17.950001,18.1,5046051.0,14.541385,0.008321773724030646
2014-03-07,2014-03-07,18.200001,18.4,18.15,18.25,4107649.0,14.661892000000002,0.008253024754800277
2014-03-10,2014-03-10,18.15,18.25,17.950001,18.0,3517525.0,14.461044,-0.013793333499672487
2014-03-11,2014-03-11,18.1,18.1,17.9,17.950001,2390739.0,14.420877,-0.0027814649791584323
2014-03-12,2014-03-12,17.9,18.0,17.9,17.950001,925165.0,14.420877,0.0
2014-03-13,2014-03-13,17.9,18.200001,17.75,17.799999,5126584.0,14.300367,-0.008391747043147824
2014-03-14,2014-03-14,17.799999,17.85,17.65,17.75,1969647.0,14.260198999999998,-0.0028128312642099478
2014-03-18,2014-03-18,17.75,18.0,17.75,17.950001,2307617.0,14.420877,0.011204578307357773
2014-03-19,2014-03-19,17.85,18.049999,17.75,17.799999,5375935.0,14.300367,-0.008391747043147824
2014-03-20,2014-03-20,17.799999,17.799999,17.65,17.700001,3672711.0,14.220026,-0.005633948488089846
2014-03-21,2014-03-21,17.75,17.85,17.5,17.549999,5359073.0,14.099519,-0.008510569457045314
2014-03-24,2014-03-24,17.65,17.85,17.65,17.799999,2129510.0,14.300367,0.01414451794513516
2014-03-25,2014-03-25,17.700001,17.85,17.700001,17.75,4458699.0,14.260198999999998,-0.0028128312642099478
2014-03-26,2014-03-26,17.75,17.9,17.700001,17.85,5083192.0,14.340537,0.005617912161079097
2014-03-27,2014-03-27,17.799999,18.15,17.799999,18.049999,12912056.0,14.501213,0.011142018930971886
2014-03-28,2014-03-28,18.049999,19.6,18.049999,19.450001,11033138.0,15.625966,0.07470171661139703
2014-03-31,2014-03-31,19.5,19.75,19.0,19.1,6652555.0,15.344777,-0.01815886216632201
2014-04-01,2014-04-01,19.049999,19.950001,18.799999,19.5,9973425.0,15.666133,0.020726093086857574
2014-04-02,2014-04-02,19.5,19.799999,19.200001,19.5,4158255.0,15.666133,0.0
2014-04-03,2014-04-03,19.6,19.6,19.0,19.200001,3016192.0,15.425115,-0.015504223438818519
2014-04-04,2014-04-04,19.200001,19.5,19.049999,19.15,3567151.0,15.384944,-0.002607656334779218
2014-04-07,2014-04-07,19.049999,19.35,18.799999,19.049999,4069033.0,15.304605,-0.005235605353343775
2014-04-09,2014-04-09,19.049999,19.799999,19.049999,19.700001,8243984.0,15.826813,0.033551763523894
2014-04-10,2014-04-10,19.700001,20.6,19.450001,20.15,12324782.0,16.188335000000002,0.02258539411205307
2014-04-11,2014-04-11,20.1,20.85,19.9,20.5,9573280.0,16.469524,0.01722072159874477
2014-04-15,2014-04-15,20.5,20.75,19.799999,20.200001,7392364.0,16.228506,-0.01474231720625685
2014-04-16,2014-04-16,20.049999,20.299999,19.75,19.9,5434994.0,15.987489000000002,-0.014962846666274562
2014-04-17,2014-04-17,19.85,20.15,19.799999,20.0,3555777.0,16.067826999999998,0.0050124708305294705
2014-04-21,2014-04-21,19.950001,20.4,19.950001,20.1,5535841.0,16.148167,0.004987595077492024
2014-04-22,2014-04-22,20.15,20.25,19.9,19.950001,4640885.0,16.02766,-0.007490565103779102
2014-04-23,2014-04-23,20.0,20.200001,19.950001,20.0,8970041.0,16.067826999999998,0.002502970026287077
2014-04-24,2014-04-24,20.0,20.0,20.0,20.0,0.0,16.067826999999998,0.0
2014-04-25,2014-04-25,20.1,20.200001,19.799999,19.85,3775403.0,15.947319,-0.007528222369498572
2014-04-28,2014-04-28,19.950001,20.25,19.85,20.1,3990189.0,16.148167,0.012515817446990596
