Date,Date.1,NMDC.NS.Open,NMDC.NS.High,NMDC.NS.Low,NMDC.NS.Close,NMDC.NS.Volume,NMDC.NS.Adjusted,log_returns
2013-07-26,2013-07-26,104.25,105.400002,103.800003,104.25,1095602.0,70.75500500000003,0.0004798408857560332
2013-07-29,2013-07-29,105.0,105.0,102.050003,102.900002,1808833.0,69.838753,-0.013034219796138835
2013-07-30,2013-07-30,103.050003,103.25,97.699997,99.349998,4973321.0,67.42935200000001,-0.03510864354015286
2013-07-31,2013-07-31,99.900002,99.900002,95.099998,97.900002,1878260.0,66.44522099999999,-0.01470254889733802
2013-08-01,2013-08-01,98.099998,101.849998,97.75,98.550003,1739829.0,66.886375,0.006617420372776017
2013-08-02,2013-08-02,98.800003,99.949997,95.650002,96.800003,2800139.0,65.698654,-0.01791684599156529
2013-08-05,2013-08-05,96.199997,99.800003,95.800003,99.199997,2472109.0,67.327545,0.02449100147303085
2013-08-06,2013-08-06,98.949997,98.949997,92.699997,94.849998,3726857.0,64.37516,-0.044841595273623185
2013-08-07,2013-08-07,94.099998,103.5,92.699997,99.849998,5857277.0,67.7687,0.051372592017187024
2013-08-08,2013-08-08,99.650002,102.900002,98.449997,101.900002,2169573.0,69.160042,0.02032283166746307
2013-08-12,2013-08-12,102.949997,109.650002,102.5,108.75,4361337.0,73.809166,0.06505965633382882
2013-08-13,2013-08-13,110.0,110.699997,107.550003,108.949997,7475294.0,73.944901,0.001837310348736132
2013-08-14,2013-08-14,108.800003,115.5,108.75,114.75,3837272.0,77.881401,0.05186693477145088
2013-08-16,2013-08-16,115.300003,115.5,107.650002,108.75,6124067.0,73.809166,-0.05370424512018701
2013-08-19,2013-08-19,108.900002,113.199997,106.599998,110.0,4854031.0,74.657555,0.011428800054328114
2013-08-20,2013-08-20,109.800003,114.5,108.050003,112.75,4915410.0,76.52399399999999,0.024692614223845943
2013-08-21,2013-08-21,114.0,114.650002,108.150002,109.400002,2023841.0,74.250313,-0.03016234555221864
2013-08-22,2013-08-22,109.5,118.699997,108.5,117.0,5998443.0,79.408493,0.06716333410614794
2013-08-23,2013-08-23,119.0,119.449997,113.849998,116.699997,3700776.0,79.204872,-0.0025675151883710608
2013-08-26,2013-08-26,117.0,120.5,115.699997,118.150002,3752707.0,80.189003,0.012348573690038831
2013-08-27,2013-08-27,117.0,117.949997,112.0,112.75,2091972.0,76.52399399999999,-0.04678204705559708
2013-08-28,2013-08-28,112.0,117.5,110.25,115.949997,6423998.0,78.695854,0.02798613425395935
2013-08-29,2013-08-29,118.099998,120.800003,115.050003,120.199997,12611449.0,81.580345,0.03599788988984365
2013-08-30,2013-08-30,121.349998,122.25,117.699997,119.0,4745421.0,80.765884,-0.010033714217107637
2013-09-02,2013-09-02,119.0,123.599998,119.0,122.599998,4218431.0,83.209244,0.02980379878355155
2013-09-03,2013-09-03,124.0,124.5,117.0,117.849998,3390431.0,79.98539699999998,-0.039514366912720256
2013-09-04,2013-09-04,118.0,122.25,116.800003,121.5,3696862.0,82.462662,0.030501528564506938
2013-09-05,2013-09-05,124.550003,124.550003,120.300003,121.650002,2194681.0,82.564476,0.001233906303554022
2013-09-06,2013-09-06,121.150002,122.599998,119.449997,121.150002,2482756.0,82.225121,-0.0041186517340010545
2013-09-10,2013-09-10,122.5,123.0,117.599998,120.099998,5310699.0,81.51248199999998,-0.008704701751675259
2013-09-11,2013-09-11,118.400002,126.050003,117.550003,124.949997,4671600.0,84.80418399999998,0.03958871930907026
2013-09-12,2013-09-12,126.650002,126.650002,123.150002,123.650002,2950116.0,83.921883,-0.010458479330801572
2013-09-13,2013-09-13,124.449997,125.900002,122.800003,124.75,2435500.0,84.668449,0.008856627437418219
2013-09-16,2013-09-16,126.5,127.0,123.0,123.25,1654940.0,83.650391,-0.012096927650151024
2013-09-17,2013-09-17,123.25,125.25,122.75,123.900002,2582314.0,84.091553,0.0052600203222299404
2013-09-18,2013-09-18,125.400002,125.400002,119.0,122.150002,4721693.0,82.903816,-0.014225029537108469
2013-09-19,2013-09-19,120.0,123.0,118.900002,122.699997,3538252.0,86.09648100000003,0.037787447073374565
2013-09-20,2013-09-20,123.75,124.900002,118.050003,123.75,4090973.0,86.833252,0.008521096346303379
2013-09-23,2013-09-23,123.0,123.699997,120.699997,122.400002,1887916.0,85.885971,-0.01096913802360966
2013-09-24,2013-09-24,121.75,124.150002,121.25,123.900002,2800197.0,86.938499,0.012180462790304604
2013-09-25,2013-09-25,124.800003,125.75,123.150002,125.099998,2393319.0,87.780518,0.009638624727804412
2013-09-26,2013-09-26,124.949997,128.199997,124.699997,127.099998,3887833.0,89.183876,0.01586067555554216
2013-09-27,2013-09-27,128.449997,128.600006,124.900002,126.75,1692583.0,88.938293,-0.0027574687304676715
2013-09-30,2013-09-30,125.0,125.0,119.300003,120.099998,1684956.0,84.27211,-0.053891824146863776
2013-10-01,2013-10-01,120.5,121.150002,117.5,119.050003,2978970.0,83.535332,-0.008781287953475214
2013-10-03,2013-10-03,120.099998,124.5,119.199997,124.150002,3636581.0,87.11393000000002,0.041947122100663314
2013-10-04,2013-10-04,123.599998,124.900002,122.099998,124.150002,1821962.0,87.11393000000002,0.0
2013-10-07,2013-10-07,124.25,124.400002,120.550003,123.0,1721352.0,86.306984,-0.009306280370691587
2013-10-08,2013-10-08,123.050003,123.800003,122.0,123.0,2335945.0,86.306984,0.0
2013-10-09,2013-10-09,122.699997,128.199997,121.300003,127.150002,2966592.0,89.218971,0.03318317453129893
2013-10-10,2013-10-10,127.949997,131.850006,126.5,130.899994,4391793.0,91.850273,0.029066087548951455
2013-10-11,2013-10-11,131.5,132.0,129.300003,130.050003,1743862.0,91.253853,-0.00651456766536196
2013-10-14,2013-10-14,130.25,132.75,128.75,129.800003,3063159.0,91.07843,-0.0019242127750542792
2013-10-15,2013-10-15,129.399994,131.100006,127.5,129.0,1927709.0,90.517082,-0.006182419177849674
2013-10-17,2013-10-17,128.75,132.399994,128.75,130.25,3077177.0,91.394196,0.009643391073937302
2013-10-18,2013-10-18,130.600006,132.850006,130.399994,130.899994,2103831.0,91.850273,0.00497780854432861
2013-10-21,2013-10-21,130.899994,136.0,130.649994,135.050003,2890928.0,94.76226,0.031211444837746075
2013-10-22,2013-10-22,135.449997,135.449997,132.949997,134.149994,3101390.0,94.130745,-0.006686508617788078
2013-10-23,2013-10-23,134.149994,138.0,133.800003,136.5,5876628.0,95.779686,0.017365896448859885
2013-10-24,2013-10-24,137.0,141.5,136.550003,139.949997,12040281.0,98.200508,0.02496077190025048
2013-10-25,2013-10-25,136.449997,139.449997,133.649994,135.199997,6390281.0,94.8675,-0.034530207255460084
2013-10-28,2013-10-28,135.199997,136.649994,133.550003,135.050003,6904743.0,94.76226,-0.001109952475862208
2013-10-29,2013-10-29,134.25,136.75,134.25,135.600006,3728708.0,95.148201,0.0040644578426469735
2013-10-30,2013-10-30,135.75,136.800003,134.300003,135.100006,791473.0,94.797348,-0.003694252388321217
2013-10-31,2013-10-31,135.100006,141.25,134.0,138.800003,3686235.0,97.393578,0.027018839997014155
2013-11-01,2013-11-01,138.899994,142.800003,137.5,140.5,2204640.0,98.586433,0.012173381609311916
2013-11-05,2013-11-05,140.949997,146.5,140.550003,145.199997,5716908.0,101.884346,0.0329046514380229
2013-11-06,2013-11-06,143.149994,146.149994,139.899994,140.949997,5276456.0,98.902184,-0.02970698593360765
2013-11-07,2013-11-07,139.850006,142.199997,136.75,137.449997,2851876.0,98.543716,-0.0036310543176973904
2013-11-08,2013-11-08,139.0,139.0,135.699997,136.850006,1547141.0,98.113556,-0.004374724429625054
2013-11-11,2013-11-11,137.800003,137.800003,131.050003,132.25,1802390.0,94.815628,-0.034191294554551284
2013-11-12,2013-11-12,132.25,133.149994,129.600006,130.949997,2087601.0,93.883591,-0.009878626785056356
2013-11-13,2013-11-13,130.149994,133.350006,129.5,131.5,850958.0,94.277908,0.004191267388212515
2013-11-14,2013-11-14,132.0,136.899994,131.800003,132.350006,1573062.0,94.887321,0.006443204298476779
2013-11-18,2013-11-18,133.0,134.899994,130.699997,131.949997,2135045.0,94.600533,-0.0030269826052018445
2013-11-19,2013-11-19,131.550003,132.949997,129.75,130.899994,1481060.0,93.847748,-0.007989343284696027
2013-11-20,2013-11-20,130.800003,134.25,130.350006,131.149994,1564296.0,94.026993,0.001908133615317276
2013-11-21,2013-11-21,131.0,131.800003,129.5,130.100006,2732526.0,93.274193,-0.008038433388227517
2013-11-22,2013-11-22,131.050003,131.649994,127.400002,128.25,4006245.0,91.947853,-0.01432186610264985
2013-11-25,2013-11-25,128.550003,131.699997,128.25,130.949997,1362578.0,93.883591,0.02083402007876867
2013-11-26,2013-11-26,130.75,132.5,125.599998,126.349998,2045128.0,90.585655,-0.03575975403038978
2013-11-27,2013-11-27,126.5,128.25,123.099998,125.150002,2685655.0,89.72532700000002,-0.009542785683312792
2013-11-28,2013-11-28,125.25,126.349998,123.5,124.5,2268864.0,89.25930799999998,-0.0052073749579282244
2013-11-29,2013-11-29,125.099998,133.0,125.099998,132.5,3106362.0,94.994865,0.062277130969752285
2013-12-02,2013-12-02,132.75,135.800003,132.600006,134.100006,1422911.0,96.14196,0.012003011685656872
2013-12-03,2013-12-03,134.0,138.149994,132.949997,137.25,4159158.0,98.40033,0.023218308517398256
2013-12-04,2013-12-04,137.0,140.350006,136.25,139.949997,3884102.0,100.336082,0.01948121334323627
2013-12-05,2013-12-05,140.050003,143.0,139.399994,142.149994,2782136.0,101.913345,0.015597522326767256
2013-12-06,2013-12-06,142.0,143.75,140.5,142.949997,2088706.0,102.486908,0.005612170210303803
2013-12-09,2013-12-09,144.100006,145.699997,141.0,143.050003,2974222.0,102.558609,0.0006993666964447697
2013-12-10,2013-12-10,143.199997,144.25,138.25,141.899994,3157974.0,101.734116,-0.008071726259415435
2013-12-11,2013-12-11,141.699997,141.75,137.649994,139.850006,2186477.0,100.264374,-0.014552266573796047
2013-12-12,2013-12-12,139.0,141.600006,137.399994,139.050003,1382621.0,99.690826,-0.0057367807687498384
2013-12-13,2013-12-13,139.0,139.0,136.100006,138.149994,1428701.0,99.04557,-0.006493609427960401
2013-12-16,2013-12-16,137.5,138.25,135.350006,136.350006,1748409.0,97.755089,-0.01311478836654878
2013-12-17,2013-12-17,136.550003,139.300003,136.350006,138.850006,1674644.0,99.54744,0.018169055567404332
2013-12-18,2013-12-18,138.25,139.899994,136.699997,138.600006,1200964.0,99.368217,-0.0018020004176726445
2013-12-19,2013-12-19,140.0,142.0,131.5,135.399994,4132824.0,97.073982,-0.023358925215448245
2013-12-20,2013-12-20,133.300003,137.0,131.949997,136.5,2308533.0,97.862617,0.008091238962619762
2013-12-23,2013-12-23,136.0,139.199997,135.75,138.649994,1104770.0,99.40406,0.015628330110508237
2013-12-24,2013-12-24,138.5,139.0,136.350006,138.199997,1001336.0,99.081429,-0.003250930692924925
2013-12-26,2013-12-26,138.0,141.649994,136.649994,138.649994,4645561.0,99.40406,0.003250930692924925
2013-12-27,2013-12-27,138.0,142.649994,138.0,141.5,2757728.0,101.447334,0.02034682907256169
2013-12-30,2013-12-30,142.399994,143.850006,141.649994,142.449997,2321946.0,102.128433,0.006691381310871769
2013-12-31,2013-12-31,143.800003,145.199997,141.350006,141.899994,1788494.0,101.734116,-0.0038684642537898384
2014-01-01,2014-01-01,142.149994,143.899994,141.649994,142.800003,768296.0,102.379372,0.006322542971617828
2014-01-02,2014-01-02,142.0,144.800003,138.600006,140.300003,2445731.0,100.587006,-0.017662162686895574
2014-01-03,2014-01-03,140.0,141.25,136.850006,138.5,1833292.0,99.296509,-0.012912669972691582
2014-01-06,2014-01-06,138.050003,138.699997,135.399994,137.0,1485711.0,98.2211,-0.010889354443700759
2014-01-07,2014-01-07,137.100006,139.300003,135.0,136.149994,2815580.0,97.611687,-0.0062238297940044865
2014-01-08,2014-01-08,138.5,145.75,137.100006,138.899994,4188602.0,99.58329,0.01999714932828933
2014-01-09,2014-01-09,140.0,142.0,137.550003,139.449997,2761720.0,99.977592,0.003951701447344469
2014-01-10,2014-01-10,139.550003,141.75,138.300003,139.149994,1036594.0,99.76252,-0.0021535192001787
2014-01-13,2014-01-13,139.0,142.149994,138.0,141.649994,1837764.0,101.554863,0.017806612941603458
2014-01-14,2014-01-14,141.050003,142.449997,137.550003,138.300003,1744328.0,99.153114,-0.023933913188072253
2014-01-15,2014-01-15,141.649994,143.850006,140.550003,142.649994,3800666.0,102.27182,0.030968909257921062
2014-01-16,2014-01-16,143.0,146.899994,142.399994,144.649994,2718643.0,103.705711,0.013923015353378254
2014-01-17,2014-01-17,145.0,146.75,143.699997,145.5,3490906.0,104.315094,0.005858882655171982
2014-01-20,2014-01-20,145.899994,145.899994,141.350006,143.75,2078640.0,103.060471,-0.012100155655296874
2014-01-21,2014-01-21,143.899994,146.0,142.550003,144.800003,2312941.0,103.81324,0.0072776025411664955
2014-01-22,2014-01-22,144.199997,145.550003,143.850006,145.0,1826757.0,103.956635,0.0013803254467719126
2014-01-23,2014-01-23,145.0,146.75,142.350006,145.100006,4349357.0,104.028336,0.0006894825380481251
2014-01-24,2014-01-24,143.800003,146.649994,143.5,145.600006,3449844.0,104.38681,0.0034400029017431773
2014-01-27,2014-01-27,143.800003,145.0,140.0,142.050003,4089765.0,101.841667,-0.024684003541664445
2014-01-28,2014-01-28,144.5,144.5,140.600006,141.699997,2566051.0,101.590729,-0.002467041948161608
2014-01-29,2014-01-29,142.0,143.199997,140.350006,142.850006,3820864.0,102.41523,0.008083151034030678
2014-01-30,2014-01-30,142.25,143.699997,139.600006,141.949997,5818433.0,101.769966,-0.006320400897759981
2014-01-31,2014-01-31,142.050003,145.449997,141.199997,145.0,4641892.0,103.956635,0.021258809913764054
2014-02-03,2014-02-03,144.699997,144.699997,140.149994,142.300003,3213964.0,102.020905,-0.018796097765801708
2014-02-04,2014-02-04,140.149994,143.449997,137.0,137.850006,4119238.0,98.830505,-0.031771431105564574
2014-02-05,2014-02-05,137.850006,141.25,135.600006,140.199997,2692102.0,100.515312,0.016903761943236617
2014-02-06,2014-02-06,141.0,144.5,139.75,143.300003,5501377.0,102.737839,0.021870417037915143
2014-02-07,2014-02-07,143.600006,145.399994,143.100006,144.899994,4010746.0,103.884933,0.011103382011945051
2014-02-10,2014-02-10,145.699997,149.0,143.050003,143.949997,2364560.0,103.20385,-0.006577714599458773
2014-02-11,2014-02-11,145.0,146.5,143.5,145.0,5698816.0,103.956635,0.007267682477728243
2014-02-12,2014-02-12,146.0,147.0,144.0,144.75,2480576.0,103.77739,-0.001725716761942664
2014-02-13,2014-02-13,144.0,146.199997,142.100006,142.850006,2345024.0,102.41523,-0.013212692254061407
2014-02-14,2014-02-14,143.399994,145.850006,142.550003,145.449997,1291080.0,104.279243,0.018036897722194745
2014-02-17,2014-02-17,137.0,140.699997,137.0,138.149994,1322728.0,102.938026,-0.012945211915487144
2014-02-18,2014-02-18,138.0,139.0,137.100006,137.75,1722130.0,102.639992,-0.0028994754565303533
2014-02-19,2014-02-19,137.149994,138.0,136.050003,136.949997,1788301.0,102.0439,-0.00582452951605994
2014-02-20,2014-02-20,135.5,136.800003,134.800003,135.350006,1147506.0,100.851723,-0.011751763815342821
2014-02-21,2014-02-21,135.5,137.699997,135.5,137.149994,524936.0,102.192932,0.013211167831671313
2014-02-24,2014-02-24,136.5,137.350006,135.0,135.300003,653252.0,100.814461,-0.013580709216200582
2014-02-25,2014-02-25,136.5,136.75,130.199997,131.600006,2497654.0,98.057526,-0.027727501195660587
2014-02-26,2014-02-26,131.0,131.850006,125.849998,126.900002,6103916.0,94.555466,-0.03636770233779085
2014-02-28,2014-02-28,127.0,128.699997,126.5,127.5,2417302.0,95.002541,0.004717034495585359
2014-03-03,2014-03-03,127.5,129.850006,126.0,129.0,1550209.0,96.120209,0.011695946620023712
2014-03-04,2014-03-04,129.800003,133.399994,129.800003,133.050003,1772281.0,99.137947,0.03091269905716132
2014-03-05,2014-03-05,133.399994,134.850006,131.399994,131.949997,1980909.0,98.318306,-0.008302048633932912
2014-03-06,2014-03-06,132.0,133.600006,131.25,132.199997,1653383.0,98.504585,0.001892859663549018
2014-03-07,2014-03-07,132.199997,134.350006,130.5,131.75,3533902.0,98.169281,-0.0034097496701930297
2014-03-10,2014-03-10,131.600006,132.050003,127.849998,128.350006,4247768.0,95.635902,-0.02614505215642815
2014-03-11,2014-03-11,129.0,129.5,124.5,125.0,3782159.0,93.139755,-0.026447186389452426
2014-03-12,2014-03-12,124.800003,128.199997,123.099998,127.0,2483990.0,94.62999,0.015873337743418148
2014-03-13,2014-03-13,127.900002,130.0,125.0,126.099998,2226197.0,93.959366,-0.0071120326296059124
2014-03-14,2014-03-14,125.0,129.600006,124.949997,129.25,1835461.0,96.306496,0.02467336018032018
2014-03-18,2014-03-18,131.0,131.449997,128.550003,129.399994,2186564.0,96.418243,0.0011596540548239884
2014-03-19,2014-03-19,130.100006,132.449997,129.5,131.050003,1528458.0,97.647705,0.012670728291415578
2014-03-20,2014-03-20,130.300003,133.199997,130.300003,132.149994,1995529.0,98.467346,0.008358825782851298
2014-03-21,2014-03-21,133.399994,133.399994,128.050003,128.850006,2047170.0,96.008446,-0.02528881376064529
2014-03-24,2014-03-24,131.699997,136.350006,130.149994,134.5,2926471.0,100.218361,0.04291524861213425
2014-03-25,2014-03-25,134.5,137.199997,134.0,134.75,2378955.0,100.404648,0.0018570856300765823
2014-03-26,2014-03-26,136.399994,137.0,134.300003,134.949997,1877599.0,100.553673,0.0014831436347213511
2014-03-27,2014-03-27,134.600006,136.199997,134.5,135.449997,3460353.0,100.926224,0.003698149841654619
2014-03-28,2014-03-28,135.899994,138.899994,135.25,138.550003,1744396.0,103.236092,0.0226287261056628
2014-03-31,2014-03-31,139.649994,141.75,138.600006,139.25,2127730.0,103.757668,0.005039544224636927
2014-04-01,2014-04-01,140.199997,140.600006,136.850006,137.600006,1137096.0,102.528214,-0.011920045575081415
2014-04-02,2014-04-02,138.100006,140.899994,138.100006,138.75,1209082.0,103.385109,0.008322918925363966
2014-04-03,2014-04-03,140.0,143.899994,139.25,140.850006,4535394.0,104.94986000000002,0.01502177413346395
2014-04-04,2014-04-04,143.300003,143.300003,139.850006,140.399994,2843361.0,104.614548,-0.0032000881194349518
2014-04-07,2014-04-07,140.800003,144.350006,140.5,143.699997,2633921.0,107.073448,0.023232404705435528
2014-04-09,2014-04-09,143.550003,148.800003,143.350006,147.350006,4984999.0,109.793129,0.025082920820707063
2014-04-10,2014-04-10,148.0,152.0,147.0,149.699997,3306471.0,111.544136,0.015822401437875833
2014-04-11,2014-04-11,150.0,153.800003,149.149994,151.050003,5277218.0,112.550072,0.008977855926438849
2014-04-15,2014-04-15,151.050003,152.199997,148.399994,150.050003,1421985.0,111.804955,-0.006642327114661839
2014-04-16,2014-04-16,148.649994,152.149994,148.399994,149.100006,1551837.0,111.097099,-0.006351295260047074
