Date,Date.1,MARICO.NS.Open,MARICO.NS.High,MARICO.NS.Low,MARICO.NS.Close,MARICO.NS.Volume,MARICO.NS.Adjusted,log_returns
2013-05-23,2013-05-23,109.532997,113.149002,108.615997,110.846001,616970.0,100.809799,0.021235058029641433
2013-05-24,2013-05-24,111.217003,111.959999,107.575996,109.755997,407190.0,99.818489,-0.009882136534196562
2013-05-27,2013-05-27,110.003998,111.886002,108.815002,111.539001,282003.0,101.440048,0.01611453719507505
2013-05-28,2013-05-28,111.464996,112.456001,110.202003,112.134003,181175.0,101.981186,0.00532038141578095
2013-05-29,2013-05-29,111.737,114.684998,110.970001,113.818001,684461.0,103.512711,0.014906071468194781
2013-05-30,2013-05-30,113.446999,114.834,112.109001,113.174004,271435.0,102.927025,-0.00567417477619081
2013-05-31,2013-05-31,113.025002,124.692001,112.926003,116.939003,1127300.0,106.351135,0.032725971915004586
2013-06-03,2013-06-03,115.924004,118.301003,113.942001,115.947998,135077.0,105.449852,-0.008510710482687145
2013-06-04,2013-06-04,114.560997,118.524002,114.560997,115.254997,112636.0,104.819603,-0.005994697493322931
2013-06-05,2013-06-05,114.932999,117.410004,114.660004,115.676003,1684058.0,105.202477,0.0036460397320885454
2013-06-06,2013-06-06,113.942001,118.277,113.942001,115.973,286883.0,105.472595,0.0025643104848933613
2013-06-07,2013-06-07,116.269997,116.815002,114.015999,115.800003,258888.0,105.315269,-0.001492742762589927
2013-06-10,2013-06-10,115.428001,117.310997,114.313004,115.501999,4722570.0,105.044243,-0.002576790061808332
2013-06-11,2013-06-11,115.205002,116.418999,112.727997,114.436996,370634.0,104.075653,-0.009263555931529057
2013-06-12,2013-06-12,113.967003,114.264,111.018997,112.208,202548.0,102.048485,-0.019670023900992817
2013-06-13,2013-06-13,110.473999,110.945,109.086998,109.681999,324940.0,99.75119,-0.02276905795839035
2013-06-14,2013-06-14,109.731003,113.397003,109.731003,111.440002,216143.0,101.350014,0.01590102550979999
2013-06-17,2013-06-17,110.473999,113.372002,110.473999,112.481003,387463.0,102.296761,0.009297999644079624
2013-06-18,2013-06-18,113.149002,113.149002,109.260002,109.830002,691985.0,99.885803,-0.023850447233741967
2013-06-19,2013-06-19,111.415001,111.415001,108.516998,109.013,482756.0,99.142754,-0.007466792338384209
2013-06-20,2013-06-20,108.987999,109.459,104.627998,105.197998,843182.0,95.67318,-0.03562276270750786
2013-06-21,2013-06-21,105.941002,105.941002,102.870003,103.415001,523614.0,94.051613,-0.017094302345761037
2013-06-24,2013-06-24,103.885002,103.885002,99.575302,100.219002,476282.0,91.144989,-0.031392181753799875
2013-06-25,2013-06-25,100.566002,102.052002,94.125999,94.274597,2268633.0,85.7388,-0.06114605902742998
2013-06-26,2013-06-26,94.274597,102.028,94.249802,101.531998,1386543.0,92.339104,0.07416224849061415
2013-06-27,2013-06-27,102.498001,103.861,102.052002,103.192001,546482.0,93.848801,0.01621727348375046
2013-06-28,2013-06-28,103.934998,104.480003,101.407997,102.870003,113490.0,93.555969,-0.003125131108746793
2013-07-01,2013-07-01,102.324997,103.959999,99.624901,100.442001,356494.0,91.347801,-0.023885645851562387
2013-07-02,2013-07-02,101.829002,101.829002,99.079903,100.888,324812.0,91.75341,0.004430442171882376
2013-07-03,2013-07-03,101.805,101.805,100.615997,101.161003,503466.0,92.001701,0.0027024135519857486
2013-07-04,2013-07-04,101.260002,103.786003,101.260002,103.364998,403708.0,94.006142,0.02155305455239009
2013-07-05,2013-07-05,103.786003,105.742996,103.539001,103.835999,225824.0,94.434509,0.004546447229885509
2013-07-08,2013-07-08,103.686996,106.460999,102.374001,103.984001,173403.0,94.569092,0.0014241318370036282
2013-07-09,2013-07-09,103.810997,105.025002,101.730003,103.885002,265731.0,94.479073,-0.0009523393871981867
2013-07-10,2013-07-10,103.042999,105.372002,103.042999,103.761002,112548.0,94.366272,-0.0011946390673855944
2013-07-11,2013-07-11,103.042999,106.015999,103.042999,104.603996,173854.0,95.132957,0.008091739342116709
2013-07-12,2013-07-12,104.528999,105.223,102.572998,103.339996,68494.0,93.983406,-0.012157225743847809
2013-07-15,2013-07-15,102.622002,108.492996,102.622002,108.022003,396633.0,98.241501,0.04431050841938866
2013-07-16,2013-07-16,107.527,111.292,106.660004,110.448997,693480.0,100.448746,0.022218864169316174
2013-07-17,2013-07-17,110.473999,114.436996,110.003998,112.504997,685354.0,102.318596,0.018443828158677174
2013-07-18,2013-07-18,113.198997,114.436996,109.061996,110.028,917302.0,100.065865,-0.022262816345521408
2013-07-19,2013-07-19,111.117996,111.117996,107.253998,108.567001,461205.0,98.737144,-0.013367411209026514
2013-07-22,2013-07-22,107.204002,109.681999,106.114998,106.486,139524.0,96.844559,-0.01935399934875015
2013-07-23,2013-07-23,107.972,107.972,105.767998,106.288002,67537.0,96.664482,-0.0018611745585754849
2013-07-24,2013-07-24,105.718002,108.443001,104.678001,107.823997,320087.0,98.061417,0.014347952398185091
2013-07-25,2013-07-25,106.982002,108.938004,106.559998,108.220001,299703.0,98.42157,0.0036660008976561187
2013-07-26,2013-07-26,107.030998,109.855003,107.005997,107.551003,137309.0,97.813141,-0.0062010532852356795
2013-07-29,2013-07-29,107.501999,108.417999,105.519997,107.625999,238357.0,97.881348,0.0006970763776790179
2013-07-30,2013-07-30,107.501999,108.938004,105.025002,106.040001,486226.0,96.43895,-0.01484584479011719
2013-07-31,2013-07-31,106.511002,106.511002,102.349998,103.810997,544514.0,94.411758,-0.021244545175333585
2013-08-01,2013-08-01,103.539001,107.699997,101.582001,102.151001,276221.0,92.902077,-0.016119617536469732
2013-08-02,2013-08-02,102.547997,105.420998,101.878998,104.480003,79219.0,95.020187,0.022543360820184155
2013-08-05,2013-08-05,104.480003,105.471001,103.116997,104.727997,238351.0,95.245743,0.002370956331092522
2013-08-06,2013-08-06,105.347,105.347,103.042999,103.389999,215359.0,94.028885,-0.012858297793672868
2013-08-07,2013-08-07,103.885002,103.885002,98.658897,99.872597,807960.0,90.829956,-0.03461287920843592
2013-08-08,2013-08-08,100.566002,100.665001,97.8414,98.832199,162196.0,89.883759,-0.010471874220056243
2013-08-12,2013-08-12,98.832199,102.448997,97.222198,100.467003,1818209.0,91.370537,0.01640580532333935
2013-08-13,2013-08-13,101.432999,106.263,100.367996,105.172997,3189124.0,95.650436,0.04577717996544717
2013-08-14,2013-08-14,106.635002,107.427002,103.539001,105.718002,696781.0,96.146088,0.005168530618328226
2013-08-16,2013-08-16,105.519997,106.511002,102.399002,105.57,427663.0,96.011497,-0.001400840065819864
2013-08-19,2013-08-19,106.263,106.263,103.539001,104.579002,312622.0,95.110222,-0.009431494082809522
2013-08-20,2013-08-20,105.495003,105.519997,103.711998,105.0,248827.0,95.493111,0.004017658128107726
2013-08-21,2013-08-21,105.495003,105.495003,102.82,103.638,495370.0,94.254433,-0.013056249054303136
2013-08-22,2013-08-22,102.597,103.291,101.582001,102.324997,77909.0,93.060318,-0.012749996143901932
2013-08-23,2013-08-23,102.200996,103.810997,100.268997,102.695999,424356.0,93.397713,0.0036189952927481173
2013-08-26,2013-08-26,102.547997,104.802002,100.467003,103.316002,274237.0,93.961578,0.006019095176637457
2013-08-27,2013-08-27,103.339996,103.810997,100.070999,102.597,157154.0,93.307671,-0.006983630907227757
2013-08-28,2013-08-28,101.136002,102.547997,99.847801,101.061996,278274.0,91.911652,-0.015074511809459068
2013-08-29,2013-08-29,102.275002,106.313004,100.814003,104.926003,149586.0,95.425781,0.03752097172225266
2013-08-30,2013-08-30,105.396004,106.237999,102.572998,105.296997,478262.0,95.763214,0.0035298407250019532
2013-09-02,2013-09-02,105.272003,108.344002,104.182999,107.774002,194968.0,98.015953,0.023251627375858064
2013-09-03,2013-09-03,107.997002,108.022003,103.017998,103.885002,69225.0,94.479073,-0.0367518908960669
2013-09-04,2013-09-04,105.471001,106.460999,101.556999,103.017998,755810.0,93.690552,-0.008381008524160904
2013-09-05,2013-09-05,103.042999,104.43,101.606003,102.151001,190592.0,92.902077,-0.008451348773083291
2013-09-06,2013-09-06,103.389999,104.331001,102.572998,103.017998,130271.0,93.690552,0.008451348773083291
2013-09-10,2013-09-10,103.042999,106.436996,100.392998,103.835999,1205534.0,94.434509,0.007909216074355463
2013-09-11,2013-09-11,104.033997,104.777,102.597,104.009003,1554159.0,94.591843,0.0016646783336655704
2013-09-12,2013-09-12,104.257004,106.511002,104.207001,106.213997,377188.0,96.597191,0.020978415996236958
2013-09-13,2013-09-13,106.982002,107.278999,103.711998,104.182999,628022.0,94.750076,-0.019307016047699577
2013-09-16,2013-09-16,104.033997,107.898003,103.042999,107.304001,364199.0,97.588486,0.029516869075377095
2013-09-17,2013-09-17,107.501999,108.245003,105.767998,108.070999,277758.0,98.286049,0.0071225792470785984
2013-09-18,2013-09-18,108.938004,111.440002,108.468002,109.879997,618501.0,99.931267,0.016600525273046784
2013-09-19,2013-09-19,109.879997,110.970001,108.615997,109.656998,4578769.0,99.728455,-0.002031577202692425
2013-09-20,2013-09-20,109.978996,110.771004,108.863998,109.755997,1303846.0,99.818489,0.0009023842140072348
2013-09-23,2013-09-23,108.492996,110.349998,108.492996,109.954002,744554.0,99.998558,0.001802339204273196
2013-09-24,2013-09-24,108.170998,111.935997,108.096001,110.177002,1718037.0,100.201378,0.002026175167087807
2013-09-25,2013-09-25,110.846001,111.341003,109.236,109.780998,272352.0,99.841217,-0.0036008470011790195
2013-09-26,2013-09-26,109.037003,110.473999,105.767998,108.516998,186187.0,98.691666,-0.01158058886562685
2013-09-27,2013-09-27,107.650002,109.459,107.650002,108.914001,80236.0,99.052727,0.003651799130891753
2013-09-30,2013-09-30,108.987999,109.929001,105.197998,108.938004,1658814.0,99.074554,0.00022033311089852958
2013-10-01,2013-10-01,108.987999,108.987999,106.511002,106.931999,96914.0,97.250183,-0.018585773181337476
2013-10-03,2013-10-03,107.997002,107.997002,104.528999,105.0,1262320.0,95.493111,-0.0182327554857622
2013-10-04,2013-10-04,106.015999,106.486,104.108002,105.197998,1054324.0,95.67318,0.0018838996385257547
2013-10-07,2013-10-07,104.281998,106.164001,104.281998,105.519997,3833821.0,95.966019,0.0030561516584901587
2013-10-08,2013-10-08,105.445999,106.511002,105.025002,106.263,2604553.0,96.641762,0.007016806580075753
2013-10-09,2013-10-09,106.759003,109.483002,106.139,108.739998,642766.0,98.894478,0.02304243625775904
2013-10-10,2013-10-10,109.681999,110.126999,106.660004,108.987999,323829.0,99.120033,0.0022781673566685252
2013-10-11,2013-10-11,109.483002,109.731003,107.997002,108.443001,145925.0,98.624367,-0.005013209356123482
2013-10-14,2013-10-14,109.954002,109.954002,108.096001,108.516998,108862.0,98.691666,0.0006821442899136443
2013-10-15,2013-10-15,108.170998,110.473999,106.709,109.061996,645941.0,99.187332,0.00500979933897483
2013-10-17,2013-10-17,111.663002,111.663002,106.759003,107.377998,757946.0,97.655807,-0.01556118148289265
2013-10-18,2013-10-18,108.987999,108.987999,106.610001,107.105003,316118.0,97.407509,-0.00254582090776978
2013-10-21,2013-10-21,107.501999,107.724998,105.842003,106.288002,242112.0,96.664482,-0.00765726807569056
2013-10-22,2013-10-22,107.304001,107.304001,103.761002,104.033997,667752.0,94.614571,-0.02143454237606424
2013-10-23,2013-10-23,105.916,105.916,103.093002,103.514,574863.0,94.141655,-0.005010875662792458
2013-10-24,2013-10-24,104.306,105.124001,102.547997,102.695999,437939.0,93.397713,-0.007933757164531484
2013-10-25,2013-10-25,103.514,105.025002,102.300003,104.678001,583918.0,95.200264,0.01911585604908073
2013-10-28,2013-10-28,105.495003,105.842003,104.554001,105.025002,542812.0,95.515846,0.003309445521224141
2013-10-29,2013-10-29,105.916,109.384003,103.291,104.850998,2601515.0,95.357597,-0.0016581566693760765
2013-10-30,2013-10-30,106.015999,107.253998,104.281998,104.827003,1303121.0,95.335777,-0.0002288490642072816
2013-10-31,2013-10-31,105.966003,105.966003,104.528999,105.0,1396646.0,95.493111,0.001648954068735442
2013-11-01,2013-11-01,104.349998,106.5,104.0,104.75,56298.0,95.951111,0.004784692574946625
2013-11-05,2013-11-05,102.5,107.150002,102.5,104.074997,182990.0,95.332802,-0.006464852624403328
2013-11-06,2013-11-06,106.349998,106.349998,102.5,104.0,1788418.0,95.264107,-0.0007208406824119606
2013-11-07,2013-11-07,103.0,104.900002,103.0,104.125,551098.0,95.378601,0.0012011370900726348
2013-11-08,2013-11-08,103.75,105.199997,103.275002,104.199997,478594.0,95.447311,0.0007201328399188968
2013-11-11,2013-11-11,105.0,105.0,103.0,103.925003,64810.0,95.195412,-0.002642630598542084
2013-11-12,2013-11-12,103.5,104.474998,101.5,102.349998,61914.0,93.752708,-0.015271197591995469
2013-11-13,2013-11-13,103.974998,105.050003,101.224998,103.150002,1205122.0,94.485497,0.007785802055682467
2013-11-14,2013-11-14,103.5,105.0,102.5,103.724998,805624.0,95.012199,0.005558942060567951
2013-11-18,2013-11-18,105.0,105.099998,103.724998,104.675003,68584.0,95.882416,0.009117313530157212
2013-11-19,2013-11-19,105.099998,105.5,103.550003,105.275002,215606.0,96.432014,0.005715634507613032
2013-11-20,2013-11-20,105.025002,106.0,104.5,105.324997,355288.0,96.477798,0.00047466741463253465
2013-11-21,2013-11-21,105.974998,105.974998,103.775002,104.25,67990.0,95.493111,-0.010258800576238514
2013-11-22,2013-11-22,105.849998,105.849998,103.0,103.099998,116088.0,94.439705,-0.011092520223069613
2013-11-25,2013-11-25,103.150002,104.125,102.5,103.599998,302162.0,94.89769,0.004837775371587583
2013-11-26,2013-11-26,103.949997,103.974998,102.650002,103.550003,181852.0,94.851898,-0.0004826571838352224
2013-11-27,2013-11-27,104.300003,105.375,102.75,104.324997,730386.0,95.56179,0.0074563472452933155
2013-11-28,2013-11-28,105.0,106.775002,103.675003,106.5,1370996.0,97.554115,0.020634195705993896
2013-11-29,2013-11-29,107.5,108.5,106.574997,108.025002,2382128.0,98.951004,0.014217568860690475
2013-12-02,2013-12-02,108.425003,108.900002,107.599998,107.974998,2062678.0,98.905205,-0.00046295237384264004
2013-12-03,2013-12-03,109.0,109.400002,107.5,107.699997,203814.0,98.653313,-0.002550050881627186
2013-12-04,2013-12-04,107.5,108.175003,106.199997,107.224998,78396.0,98.218208,-0.00442019959229345
2013-12-05,2013-12-05,106.625,108.599998,106.625,108.074997,374640.0,98.996803,0.007895940995877204
2013-12-06,2013-12-06,108.025002,108.25,106.125,107.0,678012.0,98.012115,-0.009996463204942962
2013-12-09,2013-12-09,108.699997,108.699997,103.75,104.400002,187524.0,95.630501,-0.02459927618944313
2013-12-10,2013-12-10,103.525002,105.0,103.525002,104.650002,104524.0,95.859505,0.0023918126481561326
2013-12-11,2013-12-11,104.875,105.0,103.550003,104.525002,154204.0,95.745018,-0.0011950345621531966
2013-12-12,2013-12-12,104.0,108.199997,104.0,105.125,3019168.0,96.294609,0.005723740553170487
2013-12-13,2013-12-13,105.625,106.0,102.949997,104.175003,262952.0,95.424431,-0.009077700113149234
2013-12-16,2013-12-16,104.5,105.75,103.949997,104.275002,92808.0,95.516022,0.000959367232933772
2013-12-17,2013-12-17,105.0,105.724998,104.0,105.324997,200664.0,96.477798,0.010018906286892282
2013-12-18,2013-12-18,105.699997,108.849998,104.599998,107.574997,1127836.0,98.538803,0.021137500355374428
2013-12-19,2013-12-19,106.275002,111.5,106.199997,110.75,2460742.0,101.447113,0.02908719880803545
2013-12-20,2013-12-20,111.0,112.5,109.625,110.75,470094.0,101.447113,0.0
2013-12-23,2013-12-23,110.175003,110.925003,107.0,107.800003,168334.0,98.744911,-0.026997740222657995
2013-12-24,2013-12-24,107.525002,108.900002,107.025002,107.925003,291610.0,98.859421,0.0011589828184312976
2013-12-26,2013-12-26,107.75,109.724998,107.75,108.949997,148830.0,99.798309,0.00945238819157712
2013-12-27,2013-12-27,109.5,111.425003,108.625,110.5,395594.0,101.218109,0.014126444246685743
2013-12-30,2013-12-30,111.0,111.75,109.275002,110.400002,378308.0,101.126511,-0.0009053663621685359
2013-12-31,2013-12-31,110.5,110.5,108.0,108.349998,105656.0,99.248711,-0.01874338509318996
2014-01-01,2014-01-01,109.474998,111.0,108.699997,110.5,161778.0,101.218109,0.01964875145535849
2014-01-02,2014-01-02,110.5,110.5,107.300003,107.949997,205216.0,98.882309,-0.02334733855882476
2014-01-03,2014-01-03,107.0,108.599998,107.0,107.775002,49914.0,98.722008,-0.0016224446671753154
2014-01-06,2014-01-06,109.875,112.400002,108.324997,109.875,746238.0,100.645615,0.019297684014262014
2014-01-07,2014-01-07,111.449997,111.775002,108.699997,111.175003,556634.0,101.836411,0.011762127751731022
2014-01-08,2014-01-08,111.400002,113.425003,109.0,110.150002,1042656.0,100.897514,-0.00926242327243454
2014-01-09,2014-01-09,110.5,110.5,107.574997,107.724998,124850.0,98.676208,-0.0222614251170894
2014-01-10,2014-01-10,108.0,108.900002,107.25,107.599998,331020.0,98.561729,-0.0011608214382725635
2014-01-13,2014-01-13,108.699997,108.699997,106.75,107.324997,373982.0,98.309792,-0.0025594066246625857
2014-01-14,2014-01-14,107.0,109.25,106.525002,107.949997,50394.0,98.882309,0.005806709353641359
2014-01-15,2014-01-15,107.275002,108.224998,106.550003,106.849998,304610.0,97.87471,-0.010242153630340313
2014-01-16,2014-01-16,107.449997,108.25,106.75,107.324997,397566.0,98.309792,0.004435444276698952
2014-01-17,2014-01-17,107.849998,108.349998,106.824997,107.474998,946944.0,98.447205,0.0013967790161082405
2014-01-20,2014-01-20,107.599998,108.5,107.074997,108.175003,197122.0,99.088417,0.006492137930858455
2014-01-21,2014-01-21,108.5,110.400002,108.25,109.974998,162476.0,100.737198,0.01650257318829862
2014-01-22,2014-01-22,109.599998,110.449997,108.550003,109.425003,216794.0,100.233421,-0.00501344980371421
2014-01-23,2014-01-23,110.400002,110.400002,107.5,108.175003,441006.0,99.088417,-0.01148912338458441
2014-01-24,2014-01-24,108.224998,108.224998,105.25,105.849998,1339102.0,96.95871,-0.021727334790226042
2014-01-27,2014-01-27,106.0,107.474998,104.099998,105.199997,112604.0,96.363304,-0.006159752531863738
2014-01-28,2014-01-28,105.0,106.699997,105.0,105.425003,181854.0,96.56942,0.002136662709594006
2014-01-29,2014-01-29,105.574997,106.949997,105.099998,105.400002,410214.0,96.546509,-0.0002372771653389449
2014-01-30,2014-01-30,105.449997,106.900002,104.974998,106.150002,902474.0,97.233505,0.007090502927074915
2014-01-31,2014-01-31,106.75,110.0,106.5,107.0,741860.0,98.012115,0.007975739762406064
2014-02-03,2014-02-03,107.5,109.925003,105.550003,106.224998,297464.0,97.3022,-0.0072694940595381405
2014-02-04,2014-02-04,106.449997,108.724998,105.125,108.025002,673874.0,98.951004,0.016803219116367174
2014-02-05,2014-02-05,108.425003,110.349998,106.599998,109.5,998492.0,100.302109,0.013561903130314691
2014-02-06,2014-02-06,109.974998,110.425003,107.099998,107.5,677000.0,99.37767,-0.009259281127981469
2014-02-07,2014-02-07,109.0,109.0,107.275002,107.974998,988636.0,99.816772,0.004408784771707808
2014-02-10,2014-02-10,108.675003,108.675003,107.25,108.0,1222044.0,99.83989,0.00023157754789338012
2014-02-11,2014-02-11,109.474998,109.474998,108.0,108.75,660870.0,100.533226,0.006920476968174327
2014-02-12,2014-02-12,109.25,109.25,107.099998,108.150002,729890.0,99.978561,-0.0055325068225942076
2014-02-13,2014-02-13,108.300003,108.675003,106.449997,106.974998,655332.0,98.892334,-0.010924050017892206
2014-02-14,2014-02-14,107.400002,108.099998,106.599998,107.724998,732316.0,99.585678,0.006986636084933551
2014-02-17,2014-02-17,107.775002,108.474998,107.5,108.199997,42814.0,100.024788,0.00439967620060866
2014-02-18,2014-02-18,109.224998,109.224998,107.550003,107.900002,92238.0,99.747444,-0.002776603889398821
2014-02-19,2014-02-19,108.75,108.75,107.099998,107.949997,61196.0,99.793663,0.00046325292588988987
2014-02-20,2014-02-20,108.449997,108.449997,107.5,107.550003,2955256.0,99.423889,-0.0037122675280372155
2014-02-21,2014-02-21,108.425003,108.425003,107.324997,107.75,246398.0,99.608788,0.001857976850609511
2014-02-24,2014-02-24,108.0,108.0,106.0,106.849998,61622.0,98.776779,-0.008387846864497561
2014-02-25,2014-02-25,107.5,107.849998,106.550003,107.474998,557842.0,99.354561,0.005832329583212115
2014-02-26,2014-02-26,107.474998,108.0,105.5,105.675003,122770.0,97.690567,-0.01688987262657804
2014-02-28,2014-02-28,106.0,106.0,105.0,105.5,171204.0,97.528786,-0.0016574282677321859
2014-03-03,2014-03-03,105.699997,106.525002,104.574997,104.925003,66254.0,96.997246,-0.00546498910663562
2014-03-04,2014-03-04,104.925003,105.425003,103.800003,104.175003,194400.0,96.303909,-0.0071736764671896935
2014-03-05,2014-03-05,104.849998,105.0,103.75,103.925003,214822.0,96.072792,-0.0024027557390224885
2014-03-06,2014-03-06,103.550003,104.25,102.5,102.800003,288894.0,95.032784,-0.010884227335649754
2014-03-07,2014-03-07,103.925003,104.25,102.650002,103.275002,180776.0,95.471893,0.004609963225764346
2014-03-10,2014-03-10,104.0,104.125,101.25,101.550003,321290.0,93.877235,-0.01684397197510812
2014-03-11,2014-03-11,101.525002,102.699997,100.199997,101.550003,414548.0,93.877235,0.0
2014-03-12,2014-03-12,101.5,102.949997,101.5,102.224998,2216158.0,94.501244,0.0066250803776704
2014-03-13,2014-03-13,102.925003,103.025002,101.0,101.400002,128978.0,93.738564,-0.00810332502434985
2014-03-14,2014-03-14,101.5,102.199997,100.125,100.824997,107518.0,93.207008,-0.005686761412135866
2014-03-18,2014-03-18,101.0,102.0,100.349998,100.675003,3152428.0,93.068352,-0.0014887210590650568
2014-03-19,2014-03-19,101.425003,103.949997,101.0,102.949997,361818.0,95.171448,0.02234578990847957
2014-03-20,2014-03-20,102.25,104.0,102.25,102.550003,1201484.0,94.801682,-0.0038928291275341924
2014-03-21,2014-03-21,103.449997,104.699997,101.775002,103.800003,782302.0,95.957237,0.01211549259016298
2014-03-24,2014-03-24,104.5,104.75,102.599998,103.199997,280994.0,95.402565,-0.005797179424523513
2014-03-25,2014-03-25,103.474998,104.25,102.75,103.625,303584.0,95.795448,0.004109703305039679
2014-03-26,2014-03-26,102.75,104.574997,102.75,103.349998,266782.0,95.541222,-0.0026573698560117265
2014-03-27,2014-03-27,102.800003,104.449997,102.800003,103.625,105852.0,97.445465,0.019735089850946075
2014-03-28,2014-03-28,103.75,106.0,103.75,105.099998,247800.0,98.832512,0.014133731263236804
2014-03-31,2014-03-31,106.949997,106.949997,104.0,104.574997,359174.0,98.338814,-0.005007817736701448
2014-04-01,2014-04-01,105.0,105.0,103.800003,104.449997,90664.0,98.221275,-0.0011959601219944105
2014-04-02,2014-04-02,104.449997,106.949997,104.449997,106.824997,202160.0,100.454628,0.022483321282836144
2014-04-03,2014-04-03,106.824997,107.474998,105.25,107.0,111380.0,100.619217,0.0016371004071622508
2014-04-04,2014-04-04,107.5,107.5,104.699997,104.925003,812256.0,98.667961,-0.01958297946661336
2014-04-07,2014-04-07,105.0,106.75,104.650002,105.574997,113176.0,99.279182,0.006175617726131399
2014-04-09,2014-04-09,106.724998,106.724998,104.75,106.449997,218310.0,100.102005,0.008253814551325789
2014-04-10,2014-04-10,106.699997,108.125,104.800003,106.074997,980674.0,99.749359,-0.003529086406445003
2014-04-11,2014-04-11,106.824997,107.949997,106.0,106.525002,855266.0,100.172546,0.004233529407962955
2014-04-15,2014-04-15,106.525002,107.75,105.0,105.125,620352.0,98.85601,-0.01322981213300256
2014-04-16,2014-04-16,105.875,105.875,103.25,104.474998,329078.0,98.244781,-0.006202217213523653
2014-04-17,2014-04-17,104.074997,104.5,102.0,103.25,559550.0,97.092827,-0.011794629473614648
2014-04-21,2014-04-21,103.275002,104.300003,102.550003,102.724998,145574.0,96.599144,-0.005097620376417922
2014-04-22,2014-04-22,103.699997,103.875,102.5,103.0,474656.0,96.857735,0.0026733725401486552
