Date,Date.1,ICICIBANK.NS.Open,ICICIBANK.NS.High,ICICIBANK.NS.Low,ICICIBANK.NS.Close,ICICIBANK.NS.Volume,ICICIBANK.NS.Adjusted,log_returns
2013-06-05,2013-06-05,207.255005,208.136002,203.636002,206.255005,14967552.0,162.522568,-0.0033398043396877237
2013-06-06,2013-06-06,205.091003,211.417999,204.190994,209.927002,10282987.0,165.415985,0.017646550291140706
2013-06-07,2013-06-07,208.544998,210.509003,207.035995,207.582001,13126982.0,163.56819199999995,-0.011233442580298458
2013-06-10,2013-06-10,208.363998,210.509003,201.654999,203.235992,16822922.0,160.143677,-0.021158586297829633
2013-06-11,2013-06-11,201.272995,202.354996,195.145004,195.727005,31926708.0,154.226822,-0.03764700460570136
2013-06-12,2013-06-12,194.591003,198.0,194.326996,196.591003,17971542.0,154.907623,0.004404569672857407
2013-06-13,2013-06-13,194.544998,196.981995,193.817993,194.335999,14672218.0,153.130753,-0.011536807401547831
2013-06-14,2013-06-14,197.617996,200.809006,195.455002,200.391006,19640098.0,157.901917,0.030681910577734506
2013-06-17,2013-06-17,200.0,201.063995,196.382004,200.264008,14558143.0,157.801834,-0.0006340311322610147
2013-06-18,2013-06-18,199.436005,199.899994,197.281998,198.354996,10463062.0,156.297607,-0.00957810364142908
2013-06-19,2013-06-19,197.600006,198.363998,196.0,197.582001,7688027.0,155.68850700000004,-0.003904665922935813
2013-06-20,2013-06-20,194.182007,194.182007,188.490997,190.209,26143442.0,149.878784,-0.03803040035120553
2013-06-21,2013-06-21,188.399994,190.908997,186.572998,189.973007,22564300.0,149.692841,-0.001241392764612215
2013-06-24,2013-06-24,188.455002,191.636002,187.136002,190.755005,22071538.0,150.309052,0.00410805318887153
2013-06-25,2013-06-25,191.817993,192.091003,186.936005,187.791,28836704.0,147.973495,-0.015660351271505668
2013-06-26,2013-06-26,189.054993,190.326996,185.690994,186.572998,22165990.0,147.013748,-0.006507063672954061
2013-06-27,2013-06-27,189.272995,189.817993,186.399994,187.373001,34649395.0,147.644119,0.004278670500823978
2013-06-28,2013-06-28,190.544998,195.664001,189.817993,194.682007,26626496.0,153.40339699999996,0.03826625669164674
2013-07-01,2013-07-01,193.209,195.244995,192.544998,194.164001,11799568.0,152.995224,-0.002664328188711096
2013-07-02,2013-07-02,194.654999,197.091003,194.300003,196.199997,15842376.0,154.599533,0.0104314102312415
2013-07-03,2013-07-03,193.018005,194.854996,192.035995,193.455002,18527223.0,152.436554,-0.014089645315357837
2013-07-04,2013-07-04,193.455002,194.509003,190.218002,193.399994,16176705.0,152.393219,-0.00028432262285615906
2013-07-05,2013-07-05,195.272995,195.817993,190.735992,191.190994,15904383.0,150.65258799999995,-0.011487703191743748
2013-07-08,2013-07-08,188.091003,188.891006,185.654999,186.899994,19362282.0,147.271423,-0.02269914510422133
2013-07-09,2013-07-09,188.908997,189.455002,186.473007,188.063995,21259342.0,148.188614,0.006208582084527237
2013-07-10,2013-07-10,188.535995,190.908997,188.182007,188.826996,11910833.0,148.789825,0.004048858384072318
2013-07-11,2013-07-11,192.227005,195.209,190.899994,192.354996,11951973.0,151.569794,0.01851146565003603
2013-07-12,2013-07-12,194.199997,194.272995,191.182007,192.800003,10987867.0,151.92044099999995,0.0023107640087793872
2013-07-15,2013-07-15,192.0,193.526993,191.018005,192.917999,10010192.0,152.01341200000005,0.0006117844523219063
2013-07-16,2013-07-16,188.182007,188.363998,181.291,182.445007,35235590.0,143.76101699999995,-0.05581643705497541
2013-07-17,2013-07-17,183.436005,183.936005,176.026993,178.227005,33010593.0,140.437378,-0.02339063550943532
2013-07-18,2013-07-18,178.182007,180.281998,173.345001,178.990997,40802025.0,141.039368,0.004277375849946807
2013-07-19,2013-07-19,178.908997,179.76400800000005,173.509003,174.417999,29801794.0,137.435974,-0.02588089205667821
2013-07-22,2013-07-22,174.544998,177.718002,173.891006,177.173004,14668847.0,139.60685700000002,0.015672143008554684
2013-07-23,2013-07-23,180.0,180.755005,178.682007,179.936005,19862078.0,141.783997,0.01547444356073946
2013-07-24,2013-07-24,176.727005,176.727005,171.408997,173.054993,25522145.0,136.361984,-0.03899175470870997
2013-07-25,2013-07-25,171.091003,173.082001,168.699997,169.973007,29546369.0,133.933456,-0.017969917294331058
2013-07-26,2013-07-26,171.645004,173.035995,167.154999,169.373001,24788946.0,133.460678,-0.0035361919544598663
2013-07-29,2013-07-29,169.218002,171.07299799999996,167.835999,168.835999,17053421.0,133.037537,-0.0031755661521950533
2013-07-30,2013-07-30,169.317993,171.699997,167.817993,168.373001,23377365.0,132.67271399999998,-0.002746022992165642
2013-07-31,2013-07-31,168.182007,168.182007,162.199997,165.281998,42761912.0,130.237106,-0.01852861700065045
2013-08-01,2013-08-01,168.544998,168.544998,162.182007,166.218002,29563573.0,130.974655,0.005647149708958743
2013-08-02,2013-08-02,166.908997,167.244995,160.76400800000005,161.291,32469283.0,127.092316,-0.030090111166083844
2013-08-05,2013-08-05,161.990997,165.363998,157.791,164.082001,13765307.0,129.291534,0.017156087961882168
2013-08-06,2013-08-06,162.908997,162.908997,156.835999,157.51800500000004,24008127.0,124.119308,-0.040826543681258265
2013-08-07,2013-08-07,157.817993,159.945007,156.455002,157.863998,24653910.0,124.391968,0.0021943479893327122
2013-08-08,2013-08-08,158.182007,160.772995,156.772995,159.100006,23881990.0,125.365883,0.007798913487356174
2013-08-12,2013-08-12,160.817993,162.063995,156.654999,157.645004,31439568.0,124.219391,-0.009187241264604571
2013-08-13,2013-08-13,156.01800500000004,163.209,154.744995,162.281998,22996369.0,127.873199,0.028989855579174776
2013-08-14,2013-08-14,162.727005,166.173004,161.190994,164.718002,24325285.0,129.792709,0.014899491553842738
2013-08-16,2013-08-16,162.544998,162.98199499999996,155.636002,156.108994,34698262.0,123.009071,-0.05368053103933157
2013-08-19,2013-08-19,156.654999,156.654999,147.272995,148.244995,32644062.0,116.812485,-0.05168814381579079
2013-08-20,2013-08-20,144.899994,151.791,143.436005,150.98199499999996,36937593.0,118.969147,0.01829423378311379
2013-08-21,2013-08-21,157.873001,160.009003,146.136002,150.826996,63672989.0,118.847,-0.0010272390019085977
2013-08-22,2013-08-22,150.363998,151.917999,145.817993,151.108994,41854170.0,119.069214,0.0018680026962494265
2013-08-23,2013-08-23,152.0,157.455002,149.345001,155.100006,43210046.0,122.214012,0.02606875036616429
2013-08-26,2013-08-26,155.009003,156.044998,149.291,150.990997,36175271.0,118.976242,-0.02684987852789877
2013-08-27,2013-08-27,148.891006,149.817993,145.455002,145.92700200000004,39921134.0,114.98597,-0.034113705199934515
2013-08-28,2013-08-28,144.0,147.026993,137.617996,144.791,43588980.0,114.09082,-0.007815323029929822
2013-08-29,2013-08-29,148.07299799999996,148.727005,144.108994,146.76400800000005,30345695.0,115.645485,0.013534549817122432
2013-08-30,2013-08-30,147.42700200000004,150.436005,144.817993,146.136002,81385684.0,115.15065,-0.004288076645958761
2013-09-02,2013-09-02,148.01800500000004,151.399994,147.108994,150.291,25276521.0,118.424652,0.02803563917490504
2013-09-03,2013-09-03,151.636002,151.636002,141.190994,142.464005,31504699.0,112.257217,-0.05348409169455248
2013-09-04,2013-09-04,142.473007,149.51800500000004,141.817993,148.682007,31392994.0,117.156822,0.042720577750667836
2013-09-05,2013-09-05,157.636002,165.009003,157.164001,162.490997,48903976.0,128.03788799999998,0.08881282382736089
2013-09-06,2013-09-06,163.945007,175.23599199999995,163.945007,174.255005,57729876.0,137.307556,0.06989712391436331
2013-09-10,2013-09-10,175.091003,178.544998,174.73599199999995,176.291,38762086.0,138.91185,0.011616215261659235
2013-09-11,2013-09-11,175.455002,177.800003,172.399994,176.317993,20022057.0,138.93313600000002,0.0001532221282678492
2013-09-12,2013-09-12,174.345001,174.363998,170.955002,172.945007,25472508.0,136.27531399999998,-0.01931557431248621
2013-09-13,2013-09-13,170.908997,174.526993,169.509003,171.26400800000005,21111519.0,134.95074499999998,-0.00976734710011673
2013-09-16,2013-09-16,176.363998,179.817993,172.908997,176.354996,28962010.0,138.962296,0.02929278452476058
2013-09-17,2013-09-17,175.455002,177.23599199999995,173.509003,174.990997,17370348.0,137.887497,-0.0077645309980747266
2013-09-18,2013-09-18,175.98199499999996,177.417999,174.973007,176.92700200000004,16914892.0,139.41301,0.011002708983885334
2013-09-19,2013-09-19,186.544998,193.518005,186.544998,188.408997,49554115.0,148.460464,0.06287786458298772
2013-09-20,2013-09-20,187.727005,188.363998,174.582001,179.5,30961557.0,141.44044499999995,-0.04843994201071489
2013-09-23,2013-09-23,174.727005,177.173004,169.563995,171.509003,21412435.0,135.143784,-0.04553946677079335
2013-09-24,2013-09-24,169.490997,174.291,169.490997,171.791,13807679.0,135.365997,0.0016429206305330626
2013-09-25,2013-09-25,172.182007,173.636002,166.92700200000004,170.035995,16844844.0,133.983093,-0.0102685786057215
2013-09-26,2013-09-26,170.345001,173.964005,169.845001,172.01800500000004,17722392.0,135.544876,0.011589153332124624
2013-09-27,2013-09-27,172.436005,172.455002,166.42700200000004,167.873001,16665369.0,132.27873200000002,-0.024391471340530657
2013-09-30,2013-09-30,164.873001,166.636002,159.854996,160.664001,18900326.0,126.598274,-0.04389242621457523
2013-10-01,2013-10-01,161.809006,166.363998,160.727005,165.591003,21525163.0,130.480576,0.030205496646837027
2013-10-03,2013-10-03,167.091003,170.955002,164.582001,170.51800500000004,23232891.0,134.362915,0.02932008718115675
2013-10-04,2013-10-04,169.455002,171.673004,167.291,169.199997,13725492.0,133.324371,-0.007759421273147105
2013-10-07,2013-10-07,167.145004,167.272995,162.363998,166.582001,17777111.0,131.261475,-0.015593712459168074
2013-10-08,2013-10-08,172.199997,173.164001,169.51800500000004,170.382004,16082633.0,134.255753,0.02255525913571521
2013-10-09,2013-10-09,167.455002,173.636002,165.091003,172.800003,24777016.0,136.161057,0.014091842363680662
2013-10-10,2013-10-10,171.636002,174.009003,169.863998,172.373001,15558824.0,135.8246,-0.002474080253600519
2013-10-11,2013-10-11,174.727005,182.145004,172.908997,181.281998,28277942.0,142.84462,0.05039311861715934
2013-10-14,2013-10-14,180.382004,182.709,179.373001,181.300003,15013906.0,142.858795,9.92287754879584e-05
2013-10-15,2013-10-15,182.218002,182.718002,176.563995,177.190994,10947932.0,139.621017,-0.022924964287496685
2013-10-17,2013-10-17,177.408997,179.209,174.164001,175.436005,23994982.0,138.238144,-0.009953851532761071
2013-10-18,2013-10-18,176.727005,184.255005,176.727005,183.427002,24448578.0,144.53479,0.04454236078013274
2013-10-21,2013-10-21,183.636002,186.481995,182.455002,183.682007,14406821.0,144.735733,0.0013893087359013734
2013-10-22,2013-10-22,181.455002,186.727005,181.455002,183.664001,17948997.0,144.72155800000004,-9.794191027179266e-05
2013-10-23,2013-10-23,184.0,186.908997,182.772995,186.5,16787436.0,146.956223,0.015323133060157978
2013-10-24,2013-10-24,185.636002,190.509003,184.063995,185.617996,17110005.0,146.261246,-0.004740360823475065
2013-10-25,2013-10-25,186.436005,188.727005,182.945007,185.854996,35171978.0,146.44799799999996,0.0012760241035625342
2013-10-28,2013-10-28,186.182007,189.255005,183.455002,184.544998,18652799.0,145.415741,-0.007073583773478553
2013-10-29,2013-10-29,185.626999,196.255005,182.391006,195.391006,29328299.0,153.962067,0.05710943467828411
2013-10-30,2013-10-30,196.727005,201.255005,196.255005,199.817993,28588340.0,157.450409,0.022404291303202758
2013-10-31,2013-10-31,198.744995,205.455002,197.755005,203.809006,31071431.0,160.59518400000005,0.019776268322618584
2013-11-01,2013-11-01,203.600006,207.272995,201.300003,206.082001,18527624.0,162.386246,0.011090918506444504
2013-11-05,2013-11-05,202.973007,206.509003,198.535995,199.272995,21797308.0,157.020935,-0.033598591614931735
2013-11-06,2013-11-06,200.0,200.0,195.735992,196.436005,15238751.0,154.785507,-0.014338807666223197
2013-11-07,2013-11-07,197.363998,198.544998,190.727005,191.173004,20711840.0,150.638397,-0.02715808971327771
2013-11-08,2013-11-08,190.526993,192.291,189.272995,190.891006,14738262.0,150.416199,-0.001476131195464525
2013-11-11,2013-11-11,188.735992,191.417999,186.417999,188.582001,14205246.0,148.596786,-0.012169608316089152
2013-11-12,2013-11-12,188.727005,189.636002,183.291,184.136002,17580420.0,145.093491,-0.023858203350950014
2013-11-13,2013-11-13,181.709,185.981995,181.035995,184.526993,19424334.0,145.401566,0.0021210351644436187
2013-11-14,2013-11-14,186.718002,194.154999,186.718002,191.291,18201832.0,150.7314,0.036000109580120565
2013-11-18,2013-11-18,193.272995,197.781998,192.563995,195.209,18228419.0,153.818649,0.02027485968682985
2013-11-19,2013-11-19,195.945007,198.126999,194.544998,197.272995,17385560.0,155.445007,0.010517711739066016
2013-11-20,2013-11-20,195.817993,195.817993,189.291,190.755005,12389960.0,150.309052,-0.03359849517665303
2013-11-21,2013-11-21,189.072998,189.300003,185.817993,187.317993,13863922.0,147.600769,-0.01818239897974117
2013-11-22,2013-11-22,189.091003,189.764008,183.973007,185.554993,17010538.0,146.211578,-0.009456385113356449
2013-11-25,2013-11-25,188.272995,196.173004,187.699997,195.382004,20881300.0,153.954971,0.051605426487113526
2013-11-26,2013-11-26,193.817993,197.182007,188.882004,189.772995,20095630.0,149.535248,-0.02912802593765118
2013-11-27,2013-11-27,192.182007,192.272995,188.518005,189.572998,14816302.0,149.377655,-0.0010544410296100537
2013-11-28,2013-11-28,192.235992,193.563995,187.354996,188.744995,21809337.0,148.72522,-0.004377254273312481
2013-11-29,2013-11-29,190.0,195.082001,189.817993,194.300003,12891445.0,153.10238600000002,0.029006444814354992
2013-12-02,2013-12-02,194.617996,200.0,194.617996,197.873001,15862259.0,155.917786,0.01822196838151857
2013-12-03,2013-12-03,197.427002,199.945007,196.190994,197.345001,13775069.0,155.501755,-0.002671837779723241
2013-12-04,2013-12-04,196.072998,196.072998,192.772995,193.863998,16082534.0,152.75882,-0.017796679936971316
2013-12-05,2013-12-05,201.544998,207.363998,201.544998,206.518005,43417099.0,162.729797,0.06323080041435603
2013-12-06,2013-12-06,206.436005,208.654999,204.164001,207.981995,18361233.0,163.883377,0.007063920801111402
2013-12-09,2013-12-09,218.182007,219.382004,216.563995,218.490997,33902616.0,172.164154,0.04929334639206928
2013-12-10,2013-12-10,218.182007,218.744995,209.781998,210.608994,27365360.0,165.953354,-0.03674165653115402
2013-12-11,2013-12-11,208.727005,213.235992,207.464005,210.608994,16227855.0,165.953354,0.0
2013-12-12,2013-12-12,210.009003,210.182007,205.145004,205.927002,14555046.0,162.264099,-0.02248150029549834
2013-12-13,2013-12-13,202.727005,202.727005,196.363998,197.272995,25356595.0,155.445007,-0.042933232236852525
2013-12-16,2013-12-16,198.0,200.718002,197.272995,199.554993,11417488.0,157.24316399999995,0.011501406121252169
2013-12-17,2013-12-17,201.817993,203.908997,198.209,199.690994,13249759.0,157.350327,0.0006812792203954032
2013-12-18,2013-12-18,197.891006,205.945007,196.645004,199.235992,40179904.0,156.991806,-0.0022810887744384445
2013-12-19,2013-12-19,201.817993,202.164001,192.427002,193.363998,21106184.0,152.364853,-0.029915619608194
2013-12-20,2013-12-20,194.544998,198.291,193.800003,197.764008,15528090.0,155.831924,0.02250002287415942
2013-12-23,2013-12-23,197.636002,201.255005,197.636002,199.645004,11206459.0,157.314087,0.009466344875418642
2013-12-24,2013-12-24,200.0,201.800003,197.873001,199.791,9597726.0,157.429138,0.000731078517254069
2013-12-26,2013-12-26,199.091003,201.044998,198.608994,199.936005,14374063.0,157.543381,0.0007254156989473515
2013-12-27,2013-12-27,201.455002,202.509003,200.436005,201.863998,7796520.0,159.062592,0.009596929872583536
2013-12-30,2013-12-30,202.727005,204.526993,198.764008,199.399994,7419764.0,157.121017,-0.01228146778879058
2013-12-31,2013-12-31,200.199997,201.600006,198.917999,199.772995,4356632.0,157.414948,0.0018689823630229085
2014-01-01,2014-01-01,200.164001,201.100006,198.544998,199.582001,3102869.0,157.26445,-0.0009565164572640227
2014-01-02,2014-01-02,199.300003,203.272995,194.563995,195.563995,11321514.0,154.098373,-0.020337599059477185
2014-01-03,2014-01-03,194.182007,195.455002,190.0,193.964005,15567503.0,152.83763100000004,-0.008215061601732465
2014-01-06,2014-01-06,193.817993,194.363998,188.190994,189.235992,14802266.0,149.112091,-0.0246778108805934
2014-01-07,2014-01-07,190.009003,192.582001,186.154999,190.908997,18566515.0,150.430374,0.008802034204013154
2014-01-08,2014-01-08,191.636002,193.427002,189.690994,191.690994,18955475.0,151.04658500000005,0.004087953256444621
2014-01-09,2014-01-09,193.600006,193.744995,189.5,191.063995,19238686.0,150.55252099999996,-0.003276299114400416
2014-01-10,2014-01-10,190.427002,191.744995,185.209,186.272995,21835286.0,146.77735900000005,-0.02539512601441896
2014-01-13,2014-01-13,187.291,192.927002,187.291,191.800003,17981914.0,151.132462,0.02923981001959497
2014-01-14,2014-01-14,191.272995,192.908997,187.817993,188.445007,16934159.0,148.488846,-0.017646839749408727
2014-01-15,2014-01-15,190.0,194.326996,189.617996,192.427002,18898968.0,151.626526,0.020910587206286912
2014-01-16,2014-01-16,193.908997,193.908997,190.735992,192.526993,8986742.0,151.705307,0.0005194377457335975
2014-01-17,2014-01-17,191.526993,193.072998,187.464005,188.100006,9672228.0,148.21698,-0.023262588065112944
2014-01-20,2014-01-20,188.091003,190.544998,186.908997,189.817993,10617040.0,149.57070900000005,0.009091969717829327
2014-01-21,2014-01-21,191.455002,196.363998,190.690994,196.009003,14897790.0,154.449036,0.03209492692760918
2014-01-22,2014-01-22,196.399994,198.363998,194.399994,197.809006,12788578.0,155.867386,0.009141378131748644
2014-01-23,2014-01-23,198.363998,198.363998,194.927002,196.264008,10274170.0,154.649963,-0.007841296093626049
2014-01-24,2014-01-24,193.473007,195.272995,191.382004,192.399994,10283620.0,151.605255,-0.0198841236852374
2014-01-27,2014-01-27,188.873001,188.955002,183.136002,183.600006,27904404.0,144.67111200000005,-0.046817163125098205
2014-01-28,2014-01-28,183.764008,187.072998,177.955002,185.209,26612801.0,145.938965,0.008725513285932074
2014-01-29,2014-01-29,187.600006,188.781998,181.018005,182.072998,26522925.0,143.46788,-0.01707730896395443
2014-01-30,2014-01-30,179.42700200000004,180.417999,175.182007,177.190994,27447838.0,139.621017,-0.027179446820320585
2014-01-31,2014-01-31,179.0,180.617996,176.626999,179.582001,14484481.0,141.505066,0.013403787990100113
2014-02-03,2014-02-03,178.363998,178.544998,173.709,175.182007,19562653.0,138.03801,-0.024806436547935462
2014-02-04,2014-02-04,172.699997,176.908997,171.563995,176.117996,16988900.0,138.775528,0.00532863927424021
2014-02-05,2014-02-05,177.26400800000005,177.936005,173.682007,175.682007,16441700.0,138.431976,-0.0024786643285974463
2014-02-06,2014-02-06,176.363998,177.164001,172.009003,174.190994,22979121.0,137.257111,-0.008523167348077898
2014-02-07,2014-02-07,176.363998,176.727005,172.817993,174.626999,15640620.0,137.600677,0.0024999559330973753
2014-02-10,2014-02-10,175.117996,175.964005,173.863998,174.645004,8923442.0,137.614853,0.00010301744245744258
2014-02-11,2014-02-11,175.436005,177.0,174.908997,176.154999,11240361.0,138.804688,0.0086089597307355
2014-02-12,2014-02-12,177.682007,182.136002,177.682007,181.673004,21465790.0,143.15271,0.030844139837517662
2014-02-13,2014-02-13,181.908997,183.455002,178.182007,178.835999,24636953.0,140.917236,-0.015739223240680108
2014-02-14,2014-02-14,179.272995,180.235992,176.399994,179.718002,15133267.0,141.61222800000004,0.004919794148054103
2014-02-17,2014-02-17,180.182007,184.335999,179.817993,183.481995,14271417.0,144.578125,0.02072748542599445
2014-02-18,2014-02-18,184.0,189.781998,182.600006,188.690994,19122130.0,148.682663,0.02799423732898454
2014-02-19,2014-02-19,188.345001,189.591003,186.826996,187.436005,11779856.0,147.693756,-0.006673342456132936
2014-02-20,2014-02-20,185.072998,185.455002,182.908997,183.244995,10389858.0,144.391373,-0.022613432855527197
2014-02-21,2014-02-21,183.826996,187.791,183.826996,186.417999,8404451.0,146.891602,0.017167432497395833
2014-02-24,2014-02-24,185.473007,189.544998,185.126999,188.399994,10661106.0,148.453354,0.010575881016275268
2014-02-25,2014-02-25,189.781998,190.544998,186.373001,187.473007,15457822.0,147.72293100000005,-0.004932363040631493
2014-02-26,2014-02-26,187.473007,189.063995,186.927002,188.445007,10073030.0,148.488846,0.005171412930939923
2014-02-28,2014-02-28,190.0,190.699997,187.455002,189.791,15521473.0,149.54943799999995,0.0071171828177449825
2014-03-03,2014-03-03,188.582001,191.091003,185.709,187.235992,18154565.0,147.536163,-0.013553708517136442
2014-03-04,2014-03-04,187.636002,194.908997,187.636002,194.382004,15723318.0,153.167007,0.037455556494306215
2014-03-05,2014-03-05,195.455002,200.455002,193.764008,199.891006,21977021.0,157.507935,0.027946962843413914
2014-03-06,2014-03-06,200.854996,207.427002,200.608994,206.173004,23331583.0,162.457947,0.030943342637180567
2014-03-07,2014-03-07,208.190994,223.636002,207.126999,218.526993,45170196.0,172.19252,0.058193972601057624
2014-03-10,2014-03-10,215.272995,220.809006,214.955002,217.018005,42221157.0,171.003479,-0.006929251862286989
2014-03-11,2014-03-11,217.955002,224.063995,216.436005,217.845001,44639886.0,171.655136,0.003803539482711393
2014-03-12,2014-03-12,217.091003,222.363998,216.0,220.300003,21739498.0,173.589584,0.011206359618523898
2014-03-13,2014-03-13,220.727005,225.727005,220.727005,221.81799300000003,17975842.0,174.785706,0.006866885996248406
2014-03-14,2014-03-14,217.509003,221.735992,216.0,220.90899700000003,24014876.0,174.069443,-0.004106369125052467
2014-03-18,2014-03-18,220.90899700000003,223.81799300000003,217.955002,219.0,19604816.0,172.565231,-0.00867900158228707
2014-03-19,2014-03-19,220.182007,222.473007,218.727005,219.990997,18888683.0,173.3461,0.004514858326119864
2014-03-20,2014-03-20,219.727005,221.781998,217.664001,218.31799300000003,16807334.0,172.027817,-0.007633983559927059
2014-03-21,2014-03-21,220.0,220.727005,216.600006,218.100006,19290540.0,171.856049,-0.0009989885032002377
2014-03-24,2014-03-24,218.90899700000003,227.072998,218.90899700000003,225.854996,20422748.0,177.966751,0.034939538731350694
2014-03-25,2014-03-25,225.091003,228.899994,224.363998,227.735992,16143155.0,179.448914,0.00829382504085352
2014-03-26,2014-03-26,229.690994,230.673004,227.563995,228.455002,13291064.0,180.015457,0.003152153675340941
2014-03-27,2014-03-27,229.108994,232.0,226.563995,228.90899700000003,35664090.0,180.373199,0.001985312864578148
2014-03-28,2014-03-28,230.727005,231.091003,226.90899700000003,228.945007,11252412.0,180.401581,0.00015733915801163792
2014-03-31,2014-03-31,231.455002,231.455002,225.544998,226.373001,13578648.0,178.374908,-0.011297811418690351
2014-04-01,2014-04-01,227.690994,228.772995,221.563995,222.535995,23417125.0,175.351471,-0.017095194542110725
2014-04-02,2014-04-02,223.664001,227.690994,223.664001,226.009003,21486438.0,178.088089,0.015485944413421215
2014-04-03,2014-04-03,226.354996,226.490997,222.735992,224.31799300000003,27446623.0,176.75564599999996,-0.007510062211418146
2014-04-04,2014-04-04,223.636002,226.345001,220.955002,223.718002,13921023.0,176.28286699999995,-0.002678343949542139
2014-04-07,2014-04-07,224.054993,224.664001,218.617996,219.845001,21844784.0,173.231064,-0.017463570344697917
2014-04-09,2014-04-09,222.455002,229.727005,220.363998,229.054993,25150895.0,180.488235,0.04103926219804599
2014-04-10,2014-04-10,227.455002,230.882004,224.90899700000003,226.791,21686858.0,178.70431499999995,-0.009933027104926495
2014-04-11,2014-04-11,224.544998,225.781998,223.035995,224.735992,16585883.0,177.085022,-0.009102600963245777
2014-04-15,2014-04-15,225.182007,225.699997,220.981995,221.718002,12426376.0,174.706924,-0.01352011751273263
2014-04-16,2014-04-16,220.473007,224.90899700000003,220.473007,222.281998,10880776.0,175.151337,0.0025405330590810853
2014-04-17,2014-04-17,223.65499900000003,231.5,223.15499900000003,229.608994,15660563.0,180.924774,0.03243094854363093
2014-04-21,2014-04-21,230.727005,234.891006,228.608994,233.091003,17192500.0,183.668488,0.01505110533603382
2014-04-22,2014-04-22,232.645004,236.108994,230.90899700000003,234.526993,10952618.0,184.800018,0.0061418196591134224
2014-04-23,2014-04-23,234.391006,237.272995,232.981995,236.281998,28399723.0,186.182892,0.007455224312344022
2014-04-24,2014-04-24,236.281998,236.281998,236.281998,236.281998,0.0,186.182892,0.0
2014-04-25,2014-04-25,237.173004,239.727005,228.427002,231.0,26271410.0,182.020844,-0.02260827293096757
2014-04-28,2014-04-28,231.81799300000003,233.455002,227.481995,231.90899700000003,19357426.0,182.737122,0.003927420303102558
2014-04-29,2014-04-29,232.0,232.636002,227.382004,229.600006,12507649.0,180.917694,-0.01000642973131072
2014-04-30,2014-04-30,230.636002,232.535995,224.544998,226.072998,19888930.0,178.13855,-0.015480580258180332
2014-05-02,2014-05-02,227.272995,229.854996,226.735992,227.709,9145994.0,179.427658,0.007210488890377675
2014-05-05,2014-05-05,226.591003,232.182007,225.091003,227.718002,14052242.0,179.434753,3.9541616972726956e-05
2014-05-06,2014-05-06,229.854996,232.727005,229.854996,231.927002,7045379.0,182.751297,0.018314546919412145
2014-05-07,2014-05-07,232.0,232.182007,228.490997,231.026993,28329076.0,182.042099,-0.0038882222170881775
2014-05-08,2014-05-08,231.800003,235.781998,230.227005,234.363998,16439946.0,184.67157,0.014340976558398388
2014-05-09,2014-05-09,233.664001,252.891006,233.091003,250.65499900000003,34424511.0,197.508392,0.0672021245044574
2014-05-12,2014-05-12,251.281998,257.144989,247.300003,254.309006,28438119.0,200.387634,0.01447258614225966
2014-05-13,2014-05-13,257.817993,259.635986,253.363998,254.690994,22394202.0,200.68866,0.0015010912438739865
2014-05-14,2014-05-14,252.182007,257.018005,250.399994,256.255005,20961468.0,201.921005,0.0061218045953346225
2014-05-15,2014-05-15,256.255005,256.345001,251.845001,253.65499900000003,22401164.0,199.872299,-0.010197898942255534
2014-05-16,2014-05-16,263.635986,289.673004,257.764008,266.417999,64509506.0,209.929153,0.04909144951295818
2014-05-19,2014-05-19,269.27301,271.554993,262.77301,266.98199500000004,42620820.0,210.37355,0.0021146529034004047
2014-05-20,2014-05-20,269.082001,270.0,261.908997,263.618011,22394427.0,207.722839,-0.012680073713611684
2014-05-21,2014-05-21,264.545013,264.899994,258.38198900000003,261.917999,19602886.0,206.383286,-0.006469634673367253
2014-05-22,2014-05-22,262.200012,270.0,262.200012,263.908997,17050280.0,207.952133,0.007572871763411371
2014-05-23,2014-05-23,265.48199500000004,267.22699,262.72699,265.600006,18774596.0,209.284592,0.006387086514440199
2014-05-26,2014-05-26,265.091003,272.38198900000003,262.72699,264.463989,22024612.0,208.389435,-0.004286397107351903
2014-05-27,2014-05-27,262.72699,264.65499900000003,259.554993,263.109009,10500330.0,207.321762,-0.005136620592558039
2014-05-28,2014-05-28,263.644989,267.054993,262.054993,264.764008,13082933.0,208.625854,0.0062704832185360715
2014-05-29,2014-05-29,265.091003,267.182007,259.417999,261.264008,24559145.0,205.86795,-0.013307531611447487
2014-05-30,2014-05-30,261.908997,263.345001,255.40899700000003,257.826996,17143027.0,203.159698,-0.013242584412470393
2014-06-02,2014-06-02,256.591003,267.27301,256.38198900000003,266.217987,15135731.0,209.771515,0.03202655516150976
2014-06-03,2014-06-03,265.855011,268.673004,261.826996,265.15499900000003,19736580.0,208.933914,-0.004000913574546239
2014-06-04,2014-06-04,265.436005,270.282013,262.545013,267.164001,12880208.0,230.511963,0.09828476030104304
2014-06-05,2014-06-05,263.091003,267.454987,261.335999,266.027008,21069081.0,251.152542,0.08575773027934908
2014-06-06,2014-06-06,267.744995,273.335999,265.454987,270.235992,21390919.0,255.12619,0.01569779391313464
2014-06-09,2014-06-09,270.209015,274.855011,269.72699,271.30899,21202940.0,256.13916,0.003962605036663902
2014-06-10,2014-06-10,271.364014,271.364014,268.0,269.317993,10364431.0,254.25949100000003,-0.007365526903859276
