Date,Date.1,SRTRANSFIN.NS.Open,SRTRANSFIN.NS.High,SRTRANSFIN.NS.Low,SRTRANSFIN.NS.Close,SRTRANSFIN.NS.Volume,SRTRANSFIN.NS.Adjusted,log_returns
2013-04-01,2013-04-01,694.099976,723.950012,691.950012,717.5,188846.0,674.9377440000002,0.032652982823501375
2013-04-02,2013-04-02,715.950012,724.450012,708.200012,715.299988,428956.0,672.868225,-0.0030709474123433718
2013-04-03,2013-04-03,712.650024,720.900024,697.099976,707.299988,217426.0,665.3427730000002,-0.011247152117120685
2013-04-04,2013-04-04,707.0,707.0,671.299988,678.450012,449558.0,638.2041019999998,-0.04164421470270785
2013-04-05,2013-04-05,680.299988,692.0,678.049988,685.650024,142450.0,644.977112,0.010556689619140693
2013-04-08,2013-04-08,675.099976,695.0,675.099976,683.299988,82639.0,642.7664179999998,-0.0034334417067256595
2013-04-09,2013-04-09,685.0,685.0,662.25,667.950012,288394.0,628.327087,-0.02272051913758144
2013-04-10,2013-04-10,660.599976,679.0,647.0,659.950012,1036074.0,620.801514,-0.012049462395835596
2013-04-11,2013-04-11,661.099976,692.900024,638.099976,688.5,1047225.0,647.658142,0.04235159084758156
2013-04-12,2013-04-12,688.549988,699.5,680.150024,696.700012,257800.0,655.371643,0.011839470119052287
2013-04-15,2013-04-15,691.0,697.0,662.549988,665.5,294286.0,626.022278,-0.04581651029503764
2013-04-16,2013-04-16,662.099976,667.0,656.5,662.900024,777803.0,623.576538,-0.0039144453270374404
2013-04-17,2013-04-17,669.950012,679.400024,664.0,670.950012,1636221.0,631.149109,0.012070627489834784
2013-04-18,2013-04-18,678.450012,696.0,672.25,690.200012,1077099.0,649.257202,0.028286802791629206
2013-04-22,2013-04-22,690.299988,701.950012,690.299988,696.150024,436485.0,654.854309,0.008583838605900063
2013-04-23,2013-04-23,696.549988,697.75,675.5,680.0,342888.0,639.6621700000002,-0.02347260427470577
2013-04-25,2013-04-25,675.099976,713.900024,675.099976,708.25,1484287.0,666.23645,0.04070445995025906
2013-04-26,2013-04-26,715.0,719.849976,703.0,709.099976,378440.0,667.036011,0.0011993964013194967
2013-04-29,2013-04-29,709.950012,719.0,698.450012,706.150024,387859.0,664.261047,-0.004168818675256425
2013-04-30,2013-04-30,705.799988,752.5,702.450012,745.450012,1154658.0,701.229675,0.05416025717140993
2013-05-02,2013-05-02,745.0,765.0,730.299988,761.799988,791401.0,716.609802,0.02169601079937955
2013-05-03,2013-05-03,761.849976,775.0,742.349976,759.099976,761058.0,714.069885,-0.003550647557932329
2013-05-06,2013-05-06,752.599976,761.150024,730.0,743.0,332598.0,698.924988,-0.02143741253048681
2013-05-07,2013-05-07,755.0,755.799988,734.25,741.599976,635985.0,697.607971,-0.0018861243223069481
2013-05-08,2013-05-08,740.0,760.0,727.299988,739.450012,796407.0,695.585571,-0.0029032598265565927
2013-05-09,2013-05-09,734.099976,740.549988,728.0,734.450012,361738.0,690.882202,-0.0067847044609150595
2013-05-10,2013-05-10,736.049988,776.5,725.75,760.950012,2006832.0,715.810303,0.03544585735289907
2013-05-13,2013-05-13,767.0,773.900024,743.700012,752.650024,462476.0,708.002625,-0.010967390599759595
2013-05-14,2013-05-14,747.349976,760.950012,745.099976,747.049988,331835.0,702.734863,-0.007468131424904989
2013-05-15,2013-05-15,752.75,774.950012,744.25,770.5,831014.0,724.79364,0.030907309966773155
2013-05-16,2013-05-16,770.0,789.900024,769.849976,785.599976,402897.0,738.9979860000002,0.019408215784189053
2013-05-17,2013-05-17,784.0,794.700012,776.75,791.25,192902.0,744.312805,0.007166187662228651
2013-05-20,2013-05-20,790.0,806.900024,785.049988,802.049988,636084.0,754.47229,0.013557167922411573
2013-05-21,2013-05-21,805.150024,810.0,782.0,788.599976,1315554.0,741.820007,-0.016911915651240506
2013-05-22,2013-05-22,789.0,793.75,785.0,789.0,611502.0,742.19635,0.0005071952290718329
2013-05-23,2013-05-23,786.049988,790.0,772.25,786.400024,850675.0,739.7506099999998,-0.003300714919608261
2013-05-24,2013-05-24,794.799988,794.799988,783.950012,786.0,498248.0,739.3742679999998,-0.0005088711760841137
2013-05-27,2013-05-27,790.0,820.0,787.099976,814.75,295395.0,766.418762,0.035924462339137264
2013-05-28,2013-05-28,814.950012,842.7000119999999,810.799988,835.400024,711429.0,785.8438110000002,0.025029351896618483
2013-05-29,2013-05-29,830.0,832.0,809.0,825.25,263882.0,776.2958980000002,-0.012224299584558729
2013-05-30,2013-05-30,816.200012,829.700012,799.099976,806.25,469546.0,758.4230349999998,-0.02329243572443307
2013-05-31,2013-05-31,813.799988,826.0,809.049988,815.650024,1133495.0,767.265442,0.011591496089292441
2013-06-03,2013-06-03,815.0,825.0,802.0,806.700012,122149.0,758.846375,-0.011033467293357193
2013-06-04,2013-06-04,800.0,817.950012,785.0,806.599976,568012.0,758.752319,-0.00012395371779394537
2013-06-05,2013-06-05,800.200012,813.700012,785.0,801.650024,390461.0,754.095947,-0.006155788136299911
2013-06-06,2013-06-06,795.650024,804.0,777.099976,781.700012,1591352.0,735.3294070000002,-0.025201038972882728
2013-06-07,2013-06-07,781.25,794.650024,777.0,780.099976,330734.0,733.824341,-0.002048889067688186
2013-06-10,2013-06-10,789.0,792.900024,771.049988,779.049988,496334.0,732.836426,-0.001347162440882954
2013-06-11,2013-06-11,778.900024,788.650024,761.0,779.599976,486053.0,733.353943,0.0007059342803410472
2013-06-12,2013-06-12,763.0,776.650024,761.200012,765.75,218429.0,720.3255,-0.017925261189741803
2013-06-13,2013-06-13,760.299988,766.700012,732.599976,738.75,373675.0,694.927124,-0.035896210671654494
2013-06-14,2013-06-14,738.0,751.0,732.0,745.75,294467.0,701.511963,0.00943097034108753
2013-06-17,2013-06-17,738.049988,774.150024,738.049988,769.75,527851.0,724.088135,0.031675165548233686
2013-06-18,2013-06-18,771.400024,775.950012,758.200012,764.599976,177394.0,719.243652,-0.006712941869780664
2013-06-19,2013-06-19,764.0,769.0,756.75,764.75,203042.0,719.3848879999998,0.0001963481142306378
2013-06-20,2013-06-20,760.099976,760.099976,728.049988,735.400024,483206.0,691.77594,-0.03913440758621256
2013-06-21,2013-06-21,732.0,733.099976,712.400024,719.849976,860432.0,680.8515629999998,-0.01591780383267061
2013-06-24,2013-06-24,712.0,714.450012,634.099976,672.0,644321.0,635.593933,-0.06878442392229811
2013-06-25,2013-06-25,679.0,686.950012,668.200012,679.5,1003396.0,642.6875610000002,0.011098808597853171
2013-06-26,2013-06-26,689.0,692.0,678.900024,688.200012,767071.0,650.916321,0.012722396872854702
2013-06-27,2013-06-27,689.299988,726.0,686.099976,719.75,497056.0,680.756958,0.04482425780513033
2013-06-28,2013-06-28,725.900024,731.799988,698.049988,708.450012,432351.0,670.069275,-0.01582425001887433
2013-07-01,2013-07-01,716.950012,724.450012,699.0,703.25,402109.0,665.150879,-0.007367201926983036
2013-07-02,2013-07-02,698.200012,700.75,671.650024,678.200012,262469.0,641.4580080000002,-0.03627017780259667
2013-07-03,2013-07-03,670.0,686.0,666.099976,680.0,204431.0,643.160461,0.002650520816513513
2013-07-04,2013-07-04,696.900024,696.900024,678.099976,680.849976,241890.0,643.964478,0.001249322548595444
2013-07-05,2013-07-05,686.900024,693.799988,679.75,689.049988,164424.0,651.720276,0.011971879131436049
2013-07-08,2013-07-08,676.25,688.900024,673.700012,679.200012,223445.0,642.40387,-0.01439825843107556
2013-07-09,2013-07-09,680.0,722.400024,678.799988,715.599976,421894.0,676.831848,0.05220567702412726
2013-07-10,2013-07-10,709.400024,721.5,690.0,692.650024,334262.0,655.1251219999998,-0.03259662057615298
2013-07-11,2013-07-11,701.0,704.900024,684.0,688.450012,517365.0,651.152649,-0.00608214475382507
2013-07-12,2013-07-12,688.0,694.5,679.0,682.599976,155602.0,645.619629,-0.008533577823858884
2013-07-15,2013-07-15,683.5,690.849976,676.599976,678.650024,229901.0,641.883606,-0.005803532580753057
2013-07-16,2013-07-16,670.0,670.0,642.0,644.900024,541128.0,609.962036,-0.05101026902283934
2013-07-17,2013-07-17,635.0,650.799988,623.0,629.549988,1029648.0,595.443787,-0.02408973113092117
2013-07-18,2013-07-18,633.599976,660.299988,630.75,655.049988,935929.0,619.562195,0.039706103476016
2013-07-19,2013-07-19,660.099976,668.900024,646.900024,659.849976,589726.0,624.102112,0.007300904497202331
2013-07-22,2013-07-22,650.299988,670.900024,650.299988,662.5,172329.0,626.608704,0.004008273253728767
2013-07-23,2013-07-23,664.849976,683.799988,653.75,672.900024,773754.0,636.44519,0.01557603348105818
2013-07-24,2013-07-24,675.0,675.0,610.25,649.25,2343282.0,614.076477,-0.03577882697676493
2013-07-25,2013-07-25,644.650024,665.549988,641.5,660.099976,575710.0,624.3386230000001,0.01657341047873384
2013-07-26,2013-07-26,646.0,663.5,635.0,641.099976,206884.0,606.367859,-0.029206056288974658
2013-07-29,2013-07-29,635.0,647.0,624.150024,629.799988,259232.0,595.680054,-0.0177831291780155
2013-07-30,2013-07-30,625.0,640.0,624.099976,634.400024,191353.0,600.030945,0.007277528109099762
2013-07-31,2013-07-31,627.150024,647.0,625.0,632.400024,633931.0,598.1393429999998,-0.0031574870291928288
2013-08-01,2013-08-01,636.0,645.0,592.200012,599.200012,726200.0,566.737854,-0.05392688366505105
2013-08-02,2013-08-02,598.150024,629.0,595.200012,623.799988,454245.0,590.0051269999999,0.04023436850055884
2013-08-05,2013-08-05,636.0,651.349976,620.75,646.700012,458727.0,611.664551,0.036052786266476566
2013-08-06,2013-08-06,644.299988,645.0,628.650024,639.75,335832.0,605.091125,-0.010804946435469807
2013-08-07,2013-08-07,640.5,655.0,622.400024,649.549988,165232.0,614.3601679999998,0.015202282479169328
2013-08-08,2013-08-08,640.150024,652.450012,638.799988,643.450012,263705.0,608.5906980000002,-0.009435395915582843
2013-08-12,2013-08-12,644.200012,653.650024,615.349976,624.299988,568728.0,590.478027,-0.03021352898030649
2013-08-13,2013-08-13,630.0,640.0,620.049988,637.799988,344379.0,603.246765,0.02139391776481236
2013-08-14,2013-08-14,637.950012,639.049988,630.75,637.650024,237921.0,603.104858,-0.00023526639820214965
2013-08-16,2013-08-16,638.400024,638.400024,593.099976,620.299988,511167.0,586.694763,-0.027586385778813668
2013-08-19,2013-08-19,615.0,619.900024,586.0,593.900024,499876.0,561.724976,-0.04349232612783993
2013-08-20,2013-08-20,588.150024,588.150024,528.299988,547.099976,837052.0,517.460449,-0.08207926840107227
2013-08-21,2013-08-21,558.5,580.049988,557.549988,573.200012,562643.0,542.146484,0.04660313544142447
2013-08-22,2013-08-22,570.299988,575.150024,533.75,555.049988,489458.0,524.979736,-0.03217656685565196
2013-08-23,2013-08-23,551.0,568.5,543.299988,560.450012,409303.0,530.087219,0.009681893406455977
2013-08-26,2013-08-26,555.0,566.0,536.25,540.099976,211569.0,510.839661,-0.03698579114294809
2013-08-27,2013-08-27,536.799988,536.799988,497.5,501.0,485884.0,473.857971,-0.07514812846120478
2013-08-28,2013-08-28,492.0,515.650024,464.100006,508.350006,675505.0,480.809723,0.014563968008518556
2013-08-29,2013-08-29,505.200012,523.150024,490.049988,508.600006,1339167.0,481.046234,0.0004917805063122671
2013-08-30,2013-08-30,508.600006,524.650024,483.100006,518.450012,627839.0,490.36264000000006,0.01918181294336385
2013-09-02,2013-09-02,512.0,527.400024,504.0,517.25,432424.0,489.2276,-0.002317378147730586
2013-09-03,2013-09-03,518.299988,527.0,499.0,503.799988,340405.0,476.506256,-0.026346968790049274
2013-09-04,2013-09-04,499.0,509.64999400000005,490.100006,500.25,518065.0,473.14859,-0.007071369151852025
2013-09-05,2013-09-05,510.0,518.0,495.0,499.600006,896511.0,472.533783,-0.0013002401317203651
2013-09-06,2013-09-06,501.0,519.5,499.14999400000005,516.450012,710348.0,488.470917,0.03317069160775432
2013-09-10,2013-09-10,527.900024,572.0,519.049988,567.75,588524.0,536.99176,0.0947028154862588
2013-09-11,2013-09-11,563.599976,578.0,559.75,572.599976,303541.0,541.5788570000002,0.008505932915991998
2013-09-12,2013-09-12,571.900024,574.0,543.450012,550.599976,200129.0,520.770874,-0.03917851896937208
2013-09-13,2013-09-13,545.150024,565.5,545.0,560.0,207565.0,529.66156,0.01692807270706354
2013-09-16,2013-09-16,573.0,579.349976,556.25,568.200012,280460.0,537.417297,0.01453664557840906
2013-09-17,2013-09-17,568.200012,569.799988,554.849976,563.549988,124449.0,533.019226,-0.00821738730686139
2013-09-18,2013-09-18,553.049988,564.799988,548.099976,556.849976,190694.0,526.68219,-0.0119601832077727
2013-09-19,2013-09-19,568.0,607.299988,568.0,597.849976,568593.0,565.461121,0.07104423004329874
2013-09-20,2013-09-20,599.0,648.599976,580.599976,635.849976,907136.0,601.4023440000002,0.06162262647378825
2013-09-23,2013-09-23,622.0,641.900024,609.950012,637.75,310677.0,603.199402,0.0029836571947798873
2013-09-24,2013-09-24,624.0,637.900024,592.25,598.950012,363140.0,566.501343,-0.06276837415142911
2013-09-25,2013-09-25,605.049988,612.200012,576.049988,580.25,709984.0,548.814575,-0.03171881715888958
2013-09-26,2013-09-26,582.0,589.0,568.0,575.400024,334908.0,544.227295,-0.008393652719683509
2013-09-27,2013-09-27,577.0,583.049988,567.200012,574.950012,195569.0,543.8017580000002,-0.0007822162846187197
2013-09-30,2013-09-30,565.0,582.700012,565.0,573.849976,310544.0,542.761292,-0.0019151512984336703
2013-10-01,2013-10-01,576.0,579.400024,567.25,568.799988,174024.0,537.984863,-0.00883918962265362
2013-10-03,2013-10-03,565.200012,576.650024,565.200012,571.200012,227657.0,540.2547,0.004210270946993333
2013-10-04,2013-10-04,570.0,573.549988,551.5,557.5,306307.0,527.297058,-0.024276627870954748
2013-10-07,2013-10-07,552.099976,562.0,547.099976,558.549988,280028.0,528.290222,0.0018817284214680539
2013-10-08,2013-10-08,572.950012,574.900024,547.650024,550.549988,378254.0,520.723572,-0.014426466602460941
2013-10-09,2013-10-09,547.700012,564.0,547.049988,560.049988,544751.0,529.7088620000002,0.01710820966190596
2013-10-10,2013-10-10,555.0,571.299988,552.200012,558.400024,444473.0,528.148315,-0.002950394752626373
2013-10-11,2013-10-11,567.200012,572.0,559.0,568.200012,650045.0,537.417297,0.01739773823415014
2013-10-14,2013-10-14,575.0,579.799988,568.299988,570.200012,232613.0,539.30896,0.0035137342178837017
2013-10-15,2013-10-15,572.099976,574.650024,559.25,562.150024,333975.0,531.695129,-0.01421835704738328
2013-10-17,2013-10-17,561.0,569.950012,550.049988,558.150024,365071.0,527.911804,-0.007141027412118639
2013-10-18,2013-10-18,553.0,559.950012,548.349976,550.950012,548831.0,521.101929,-0.012983568182090009
2013-10-21,2013-10-21,551.0,560.0,545.0,556.450012,315966.0,526.303955,0.009933243363936306
2013-10-22,2013-10-22,557.900024,576.0,552.900024,558.450012,388921.0,528.195618,0.0035877966717174914
2013-10-23,2013-10-23,559.549988,565.0,549.0,552.450012,374304.0,522.520569,-0.010802354157354976
2013-10-24,2013-10-24,552.0,559.25,546.099976,549.450012,793905.0,519.683167,-0.005445017921760886
2013-10-25,2013-10-25,546.0,569.0,546.0,566.049988,511584.0,535.383728,0.02976440674474912
2013-10-28,2013-10-28,570.549988,571.0,550.0,557.75,214148.0,527.533508,-0.014771352786641325
2013-10-29,2013-10-29,554.799988,578.900024,551.0,573.0,600452.0,541.957336,0.026974896866581943
2013-10-30,2013-10-30,578.150024,621.900024,577.150024,617.799988,500232.0,584.3302,0.07527895152835029
2013-10-31,2013-10-31,615.0,624.799988,595.5,611.349976,808892.0,578.229553,-0.010495293654565252
2013-11-01,2013-11-01,615.0,650.0,615.0,645.049988,599519.0,610.103943,0.05365840066384475
2013-11-05,2013-11-05,645.0,647.549988,602.0,605.25,405581.0,572.460144,-0.0636862254741235
2013-11-06,2013-11-06,609.849976,617.450012,600.0,602.150024,125071.0,569.5280759999998,-0.005135034480249878
2013-11-07,2013-11-07,602.0,605.0,566.299988,567.599976,631986.0,536.849854,-0.059089627134164324
2013-11-08,2013-11-08,572.799988,572.799988,551.599976,562.200012,928105.0,531.742432,-0.009559232196253651
2013-11-11,2013-11-11,571.900024,571.900024,543.400024,547.75,267822.0,518.075256,-0.02603870816669129
2013-11-12,2013-11-12,560.0,564.0,549.150024,553.099976,318936.0,523.135254,0.009719528924947872
2013-11-13,2013-11-13,555.0,564.799988,551.0,553.900024,213972.0,526.749146,0.0068843889351999366
2013-11-14,2013-11-14,552.099976,570.0,552.099976,566.099976,182778.0,538.351074,0.021786469823885213
2013-11-18,2013-11-18,572.900024,598.549988,563.950012,592.25,349811.0,563.219299,0.045158169702673064
2013-11-19,2013-11-19,594.900024,595.0,578.099976,585.799988,132209.0,557.085449,-0.010950433450081398
2013-11-20,2013-11-20,581.099976,588.5,570.0,575.0,154183.0,546.81488,-0.018608320142563528
2013-11-21,2013-11-21,575.0,575.0,558.0,561.450012,130271.0,533.929077,-0.0238473018216272
2013-11-22,2013-11-22,562.0,577.0,558.0,569.450012,134598.0,541.536926,0.014148240642355425
2013-11-25,2013-11-25,572.400024,579.900024,570.0,573.75,105489.0,545.6260990000002,0.007522684620565378
2013-11-26,2013-11-26,572.0,581.849976,568.049988,571.200012,184025.0,543.2009889999998,-0.004454543860709315
2013-11-27,2013-11-27,568.0,586.5,565.900024,583.700012,120684.0,555.08844,0.02164805546768456
2013-11-28,2013-11-28,576.049988,592.0,570.549988,575.25,631019.0,547.0526120000002,-0.014582471790641094
2013-11-29,2013-11-29,571.0,596.950012,571.0,591.25,254441.0,562.26825,0.02743406857118913
2013-12-02,2013-12-02,591.25,604.900024,585.0,601.049988,215435.0,571.587952,0.01643931897362183
2013-12-03,2013-12-03,601.5,609.349976,594.5,596.549988,457568.0,567.3084719999998,-0.007515170038457697
2013-12-04,2013-12-04,585.5,602.650024,581.700012,586.5,302000.0,557.7510990000002,-0.01699039439086647
2013-12-05,2013-12-05,603.0,603.0,585.450012,591.049988,266625.0,562.0780639999998,0.007727940434472558
2013-12-06,2013-12-06,586.299988,600.0,586.299988,589.650024,296901.0,560.746765,-0.002371339837645259
2013-12-09,2013-12-09,596.0,611.450012,595.0,600.200012,501626.0,570.779663,0.017733851701738246
2013-12-10,2013-12-10,601.0,604.950012,593.0,599.700012,840805.0,570.304138,-0.0008334620596848197
2013-12-11,2013-12-11,595.0,609.400024,586.75,605.049988,370440.0,575.391968,0.008881698068531563
2013-12-12,2013-12-12,608.900024,616.900024,604.0,607.5,278936.0,577.7218019999998,0.004040949351204581
2013-12-13,2013-12-13,607.5,608.0,595.0,597.099976,232123.0,567.831604,-0.017267538452466983
2013-12-16,2013-12-16,596.200012,623.0,591.75,616.700012,428786.0,586.470825,0.0322980196770164
2013-12-17,2013-12-17,621.599976,627.400024,613.75,620.200012,496329.0,589.799316,0.0056594140546257785
2013-12-18,2013-12-18,620.950012,636.0,610.349976,631.799988,436750.0,600.83075,0.018530944232494132
2013-12-19,2013-12-19,632.5,647.950012,627.099976,639.650024,543133.0,608.295837,0.012348056742735205
2013-12-20,2013-12-20,640.099976,663.900024,640.099976,659.950012,454086.0,627.600769,0.031242908520292545
2013-12-23,2013-12-23,656.0,666.950012,644.450012,647.650024,272090.0,615.903809,-0.018813449041466868
2013-12-24,2013-12-24,646.400024,673.549988,640.400024,667.75,255167.0,635.018494,0.030563325758632413
2013-12-26,2013-12-26,670.0,679.700012,655.200012,662.200012,245936.0,629.740479,-0.008346326457497888
2013-12-27,2013-12-27,669.549988,680.0,656.0,675.25,125110.0,642.150757,0.01951530369012744
2013-12-30,2013-12-30,676.0,681.0,666.0,676.5,105232.0,643.339539,0.0018495391876252047
2013-12-31,2013-12-31,677.0,678.900024,663.299988,672.599976,183722.0,639.630676,-0.0057816982628260405
2014-01-01,2014-01-01,677.0,677.5,669.0,672.200012,51193.0,639.250305,-0.00059484974265267
2014-01-02,2014-01-02,672.200012,677.75,653.0,658.75,102172.0,626.459717,-0.02021161750756217
2014-01-03,2014-01-03,658.0,680.0,653.650024,674.450012,162571.0,641.390137,0.0235534360559182
2014-01-06,2014-01-06,675.25,678.849976,654.25,657.549988,217799.0,625.3184809999998,-0.02537682029126476
2014-01-07,2014-01-07,663.0,663.0,626.150024,634.650024,314631.0,603.541077,-0.035446986705573565
2014-01-08,2014-01-08,626.0,643.0,620.349976,627.700012,498879.0,596.931641,-0.011011500195434287
2014-01-09,2014-01-09,627.0,627.0,602.700012,609.5,709027.0,579.623779,-0.02942336647388366
2014-01-10,2014-01-10,609.5,619.900024,601.0,604.75,276389.0,575.106628,-0.007823772569530263
2014-01-13,2014-01-13,609.950012,617.799988,598.299988,608.75,198040.0,578.910583,0.00659256853538981
2014-01-14,2014-01-14,601.0,615.0,599.700012,605.650024,686800.0,575.962524,-0.005105436061633385
2014-01-15,2014-01-15,603.099976,628.0,603.099976,620.049988,275011.0,589.656616,0.02349776460917941
2014-01-16,2014-01-16,621.0,631.0,602.0,605.150024,321498.0,575.487061,-0.024323615837435145
2014-01-17,2014-01-17,603.400024,608.549988,594.150024,599.650024,251374.0,570.256531,-0.009130430880517793
2014-01-20,2014-01-20,600.0,613.5,595.0,610.450012,88444.0,580.5272219999998,0.01785038012484019
2014-01-21,2014-01-21,602.0,622.700012,602.0,617.200012,113994.0,586.94635,0.010996724622279965
2014-01-22,2014-01-22,615.0,627.0,612.599976,624.349976,84345.0,593.745789,0.011517844395593002
2014-01-23,2014-01-23,624.349976,629.950012,614.049988,617.75,116513.0,587.4693599999998,-0.010627171646375722
2014-01-24,2014-01-24,613.0,623.950012,605.5,619.200012,205299.0,588.848328,0.002344551383934857
2014-01-27,2014-01-27,615.0,615.0,600.049988,603.450012,168544.0,573.8703,-0.02576523025171884
2014-01-28,2014-01-28,600.0,618.150024,597.0,608.200012,199235.0,578.387695,0.007840983814538127
2014-01-29,2014-01-29,616.0,636.900024,608.5,615.650024,579078.0,585.47229,0.012174458433378277
2014-01-30,2014-01-30,608.349976,611.599976,595.200012,606.099976,711517.0,576.390442,-0.01563357309361102
2014-01-31,2014-01-31,610.049988,632.049988,605.549988,625.200012,216970.0,594.554138,0.03102649499167498
2014-02-03,2014-02-03,626.549988,632.0,612.099976,619.599976,314349.0,589.2286379999998,-0.008997488449716151
2014-02-04,2014-02-04,614.450012,621.5,602.5,615.400024,343301.0,585.2344969999998,-0.006801671809500753
2014-02-05,2014-02-05,619.400024,619.400024,608.950012,610.450012,524145.0,580.5272219999998,-0.00807592239047672
2014-02-06,2014-02-06,605.0,613.950012,585.349976,598.0,554097.0,568.6874389999998,-0.02060572724293319
2014-02-07,2014-02-07,608.0,608.0,588.700012,591.400024,213131.0,562.4111330000002,-0.011097831032638616
2014-02-10,2014-02-10,591.099976,600.0,585.049988,590.75,164582.0,561.7928469999998,-0.0010999535197138144
2014-02-11,2014-02-11,596.0,596.0,581.400024,585.049988,160769.0,556.372253,-0.009695592293643251
2014-02-12,2014-02-12,587.0,588.950012,580.099976,583.299988,333380.0,554.708069,-0.002995616449218197
2014-02-13,2014-02-13,582.799988,585.400024,575.049988,577.900024,207007.0,549.572754,-0.009300808113666292
2014-02-14,2014-02-14,577.849976,580.0,551.599976,556.900024,686816.0,529.602112,-0.0370151729132342
2014-02-17,2014-02-17,561.099976,570.349976,550.5,554.25,224733.0,527.082092,-0.00476968382412135
2014-02-18,2014-02-18,549.650024,564.900024,548.700012,559.200012,534570.0,531.789429,0.008891292131622208
2014-02-19,2014-02-19,559.099976,564.200012,552.25,555.799988,362271.0,528.555969,-0.0060988995263171475
2014-02-20,2014-02-20,555.0,578.299988,555.0,573.299988,860774.0,545.198181,0.031000662115058475
2014-02-21,2014-02-21,576.849976,590.0,575.0,588.400024,258908.0,559.558044,0.025997901571934712
