Date,Date.1,SRTRANSFIN.NS.Open,SRTRANSFIN.NS.High,SRTRANSFIN.NS.Low,SRTRANSFIN.NS.Close,SRTRANSFIN.NS.Volume,SRTRANSFIN.NS.Adjusted,log_returns
2014-02-24,2014-02-24,589.0,593.0,572.450012,576.950012,138935.0,548.669312,-0.019651351055972373
2014-02-25,2014-02-25,584.75,594.75,577.299988,590.5,209645.0,561.555115,0.02321401214204588
2014-02-26,2014-02-26,593.950012,602.0,589.0,590.400024,428430.0,561.460022,-0.00016935301599030342
2014-02-28,2014-02-28,599.700012,599.700012,588.0,591.25,915560.0,562.26825,0.0014384761147416825
2014-03-03,2014-03-03,598.950012,598.950012,577.200012,579.150024,729259.0,550.761536,-0.020677117737417202
2014-03-04,2014-03-04,584.0,584.0,566.0,579.099976,607398.0,550.7138669999998,-8.655481529551423e-05
2014-03-05,2014-03-05,588.5,595.0,576.5,593.299988,263234.0,564.217834,0.024225030796170444
2014-03-06,2014-03-06,597.900024,624.5,590.0,619.900024,495869.0,589.513977,0.04385802219329982
2014-03-07,2014-03-07,606.5,639.25,606.5,622.0,1445862.0,591.511047,0.0033819298708586128
2014-03-10,2014-03-10,611.0,672.0,611.0,664.400024,762824.0,631.832764,0.06594438571549244
2014-03-11,2014-03-11,665.200012,676.0,643.0,649.299988,537829.0,617.4727780000002,-0.02298976188649604
2014-03-12,2014-03-12,646.700012,656.0,637.200012,645.049988,526665.0,613.431152,-0.006566947145118185
2014-03-13,2014-03-13,645.0,656.0,639.099976,643.900024,525473.0,612.337524,-0.0017843958841412546
2014-03-14,2014-03-14,642.0,642.0,622.200012,629.25,375095.0,598.405701,-0.02301468660353123
2014-03-18,2014-03-18,629.950012,677.349976,623.099976,655.0,1444735.0,622.893494,0.04010659382430326
2014-03-19,2014-03-19,656.0,693.400024,654.299988,678.549988,954376.0,645.289001,0.03532273249977802
2014-03-20,2014-03-20,671.700012,671.700012,650.849976,654.450012,452558.0,622.370422,-0.036162830769780115
2014-03-21,2014-03-21,659.700012,677.299988,655.150024,667.150024,866529.0,634.447815,0.01921958866780216
2014-03-24,2014-03-24,665.099976,696.5,665.049988,690.099976,441634.0,656.272888,0.03382165234084589
2014-03-25,2014-03-25,690.0,749.950012,682.599976,704.549988,1606183.0,670.014587,0.020722793539777132
2014-03-26,2014-03-26,699.25,718.0,693.400024,710.150024,1011266.0,675.340149,0.007917004599886646
2014-03-27,2014-03-27,711.0,735.0,700.049988,716.299988,961524.0,681.1885990000002,0.008622723617561334
2014-03-28,2014-03-28,718.0,745.0,712.049988,738.599976,639400.0,702.395569,0.030657521922458738
2014-03-31,2014-03-31,742.0,779.599976,738.599976,767.5,769060.0,729.879089,0.03838215498746322
2014-04-01,2014-04-01,764.900024,764.900024,740.650024,754.849976,589585.0,717.848999,-0.016619649786179025
2014-04-02,2014-04-02,762.5,778.75,753.349976,765.049988,481160.0,727.549072,0.0134222105607682
2014-04-03,2014-04-03,750.0,758.0,714.0,732.0,615507.0,696.119141,-0.04416062440919788
2014-04-04,2014-04-04,732.0,739.900024,716.450012,731.450012,223257.0,695.59613,-0.0007516063601800128
2014-04-07,2014-04-07,737.400024,752.0,717.0,740.049988,462729.0,703.774475,0.011688737901907942
2014-04-09,2014-04-09,753.900024,793.0,742.299988,786.849976,961165.0,748.280396,0.061319811869933176
2014-04-10,2014-04-10,789.049988,795.0,772.200012,781.650024,764429.0,743.335327,-0.006630510848988358
2014-04-11,2014-04-11,775.099976,777.75,758.099976,769.599976,406067.0,731.876038,-0.015536105219283947
2014-04-15,2014-04-15,766.099976,766.099976,726.950012,733.049988,303167.0,697.117615,-0.04865701148140289
2014-04-16,2014-04-16,736.450012,740.0,722.0,725.950012,505675.0,690.365662,-0.009732738996932609
2014-04-17,2014-04-17,741.099976,752.900024,728.049988,747.799988,550327.0,711.1445309999998,0.029654285478363462
2014-04-21,2014-04-21,745.0,764.099976,740.799988,761.099976,326744.0,723.792664,0.017629288055777792
2014-04-22,2014-04-22,766.0,788.5,758.900024,782.450012,327437.0,744.096191,0.027665339772726227
