Date,Date.1,NBCC.NS.Open,NBCC.NS.High,NBCC.NS.Low,NBCC.NS.Close,NBCC.NS.Volume,NBCC.NS.Adjusted,log_returns
2013-07-22,2013-07-22,8.76667,8.85333,8.76667,8.82,105300.0,3.2317970000000003,-0.001133092383825307
2013-07-23,2013-07-23,8.84667,9.0,8.80333,8.94333,251685.0,3.276987,0.013886073385466656
2013-07-24,2013-07-24,8.86667,8.89,8.44333,8.73667,267045.0,3.201264,-0.023378670852063577
2013-07-25,2013-07-25,8.75333,8.75333,8.56667,8.67667,177675.0,3.179279,-0.0068912902884135105
2013-07-26,2013-07-26,8.6,8.75333,8.5,8.66,556230.0,3.173171,-0.0019230381608106304
2013-07-29,2013-07-29,8.6,8.6,8.10333,8.14667,408090.0,2.985078,-0.06110552620806198
2013-07-30,2013-07-30,8.11667,8.18,7.25667,7.38667,1467600.0,2.706601,-0.09793227302900376
2013-07-31,2013-07-31,7.33333,7.6,7.0,7.42667,453045.0,2.721258,0.005400669260318569
2013-08-01,2013-08-01,7.6,7.6,6.78,7.08667,430035.0,2.596676,-0.046862107827926325
2013-08-02,2013-08-02,7.12333,7.19667,6.38333,6.736669999999998,683385.0,2.46843,-0.05064984454712107
2013-08-05,2013-08-05,6.7333300000000005,7.46667,6.70667,7.41667,1053165.0,2.717593,0.09616424104604193
2013-08-06,2013-08-06,7.41667,7.74,6.66667,7.36,1131255.0,2.696828,-0.007670294499163122
2013-08-07,2013-08-07,7.4,7.6,7.11667,7.24,950385.0,2.652858,-0.016438718148552134
2013-08-08,2013-08-08,7.29667,7.69667,7.27,7.50333,165030.0,2.749347,0.03572587952520512
2013-08-12,2013-08-12,7.46667,7.976669999999999,7.46667,7.686669999999999,439575.0,2.816526,0.024140781689254487
2013-08-13,2013-08-13,7.78,8.46,7.69,8.35667,521355.0,3.062025,0.08357225117497791
2013-08-14,2013-08-14,8.373330000000001,8.373330000000001,7.75,7.94,425415.0,2.90935,-0.05114677326493666
2013-08-16,2013-08-16,7.86667,7.86667,7.23333,7.30333,289365.0,2.676063,-0.08358300394577067
2013-08-19,2013-08-19,7.0666699999999985,7.46667,6.69667,7.37333,446955.0,2.7017130000000003,0.009539331690180064
2013-08-20,2013-08-20,7.2,7.67,7.026669999999998,7.63333,293085.0,2.796981,0.03465460492432193
2013-08-21,2013-08-21,7.53667,8.07,7.40667,7.53333,726600.0,2.760339,-0.013187122930749196
2013-08-22,2013-08-22,7.46667,7.78333,7.33,7.68,378090.0,2.814082,0.019282600008340808
2013-08-23,2013-08-23,7.71667,7.936669999999999,7.53333,7.87,344310.0,2.883701,0.024438440315418752
2013-08-26,2013-08-26,7.98,8.14,7.8,7.91,285120.0,2.898358,0.005069831142950676
2013-08-27,2013-08-27,7.86667,7.8933300000000015,7.42667,7.49333,259680.0,2.745683,-0.054114509699155766
2013-08-28,2013-08-28,7.49333,7.61667,7.13333,7.42333,748650.0,2.720034,-0.009385479811282016
2013-08-29,2013-08-29,7.55333,7.88,7.48,7.67333,292560.0,2.8116380000000003,0.03312285143454985
2013-08-30,2013-08-30,7.71333,7.84,7.49,7.6,593700.0,2.784769,-0.009602306069860234
2013-09-02,2013-09-02,7.65,7.766669999999999,7.58333,7.69667,212010.0,2.82019,0.012639332972422812
2013-09-03,2013-09-03,7.56,7.63333,7.36667,7.41333,241305.0,5.297377,0.6304075338245776
2013-09-04,2013-09-04,7.44667,7.59333,7.3,7.48333,212820.0,5.347397,0.009398108060376664
2013-09-05,2013-09-05,7.53333,7.83,7.53333,7.6433300000000015,410805.0,5.46173,0.02115568893551289
2013-09-06,2013-09-06,7.66667,7.9333300000000015,7.58,7.82333,447105.0,5.590353,0.023276844265292862
2013-09-10,2013-09-10,7.86667,8.03333,7.736669999999998,7.94667,466725.0,5.678488,0.0156425664605484
2013-09-11,2013-09-11,7.80333,8.25333,7.776669999999998,8.14333,507870.0,5.819016,0.024446175170885983
2013-09-12,2013-09-12,8.06667,8.626669999999999,8.02,8.08,312780.0,5.7737620000000005,-0.007807314151627942
2013-09-13,2013-09-13,8.09667,8.41333,8.00667,8.32,396270.0,5.94526,0.02927040228441702
2013-09-16,2013-09-16,8.35,8.42667,8.0,8.1,141870.0,5.788054,-0.026798125043614233
2013-09-17,2013-09-17,8.12,8.24667,7.78667,7.87,275310.0,5.623702,-0.028805972466494637
2013-09-18,2013-09-18,7.96333,8.05333,7.83667,7.986669999999998,94665.0,5.707071,0.014715766432514819
2013-09-19,2013-09-19,8.12,8.4,8.01667,8.1,654195.0,5.788054,0.014090206033979813
2013-09-20,2013-09-20,8.18,8.24333,7.806669999999999,7.84,266880.0,5.602265,-0.032625158120075604
2013-09-23,2013-09-23,7.86667,7.9333300000000015,7.58667,7.62333,284940.0,5.447438,-0.028025573848917684
2013-09-24,2013-09-24,7.46667,7.67667,7.42,7.55,415995.0,5.395038,-0.009665764160126988
2013-09-25,2013-09-25,7.47,7.74667,7.47,7.70667,128130.0,5.50699,0.020538552163842816
2013-09-26,2013-09-26,7.70667,7.86667,7.53333,7.6466699999999985,161145.0,5.4641160000000015,-0.007815842496618819
2013-09-27,2013-09-27,7.61,7.726669999999999,7.46333,7.48333,608190.0,5.347397,-0.021592451459518717
2013-09-30,2013-09-30,7.486669999999998,7.6,7.46667,7.53,190395.0,5.380747,0.006217311667054526
2013-10-01,2013-10-01,7.40333,7.53333,7.33333,7.34333,494250.0,5.247356,-0.02510288142165606
2013-10-03,2013-10-03,7.3,7.513330000000002,7.226669999999999,7.34667,1140360.0,5.2497440000000015,0.0004549828126236832
2013-10-04,2013-10-04,7.4,7.5,7.24,7.27,586185.0,5.194957,-0.010490966182541195
2013-10-07,2013-10-07,7.266669999999999,7.513330000000002,7.09333,7.306669999999999,628980.0,5.221161,0.005031443630040933
2013-10-08,2013-10-08,7.38667,7.58667,7.33333,7.41333,850395.0,5.297377,0.014492001434101454
2013-10-09,2013-10-09,7.45333,7.46667,7.36667,7.3966699999999985,336870.0,5.285472,-0.0022498676909838977
2013-10-10,2013-10-10,7.44667,7.5,7.38667,7.42667,688485.0,5.30691,0.004047820267721436
2013-10-11,2013-10-11,7.53,7.53333,7.40667,7.45,1024740.0,5.3235800000000015,0.0031362643987353773
2013-10-14,2013-10-14,7.46,7.57333,7.44667,7.49,1084335.0,5.352163,0.005354768899546114
2013-10-15,2013-10-15,7.5666699999999985,7.6,7.276669999999998,7.32,243120.0,5.230686,-0.02295834244321981
2013-10-17,2013-10-17,7.33333,7.42667,7.25,7.27333,415905.0,5.197337,-0.006396056796374783
2013-10-18,2013-10-18,7.3533300000000015,7.486669999999998,7.31,7.34,1504695.0,5.244977,0.009124477683055687
2013-10-21,2013-10-21,7.40667,8.0,7.3533300000000015,7.6433300000000015,3753750.0,5.46173,0.04049473267740944
2013-10-22,2013-10-22,7.9,9.07667,7.83333,8.39333,7330545.0,5.99766,0.09360380377091504
2013-10-23,2013-10-23,8.48,8.72,8.19667,8.286669999999999,1206000.0,5.921444,-0.012789055086825929
2013-10-24,2013-10-24,8.3,8.64,8.26667,8.44333,1393785.0,6.033388,0.018728372264652068
