Date,Date.1,WIPRO.NS.Open,WIPRO.NS.High,WIPRO.NS.Low,WIPRO.NS.Close,WIPRO.NS.Volume,WIPRO.NS.Adjusted,log_returns
2013-07-29,2013-07-29,200.5,209.0,195.800003,204.024994,12776588.0,180.247482,0.06609975954952052
2013-07-30,2013-07-30,205.0,211.5,204.024994,209.399994,6403924.0,184.996094,0.026003904761257246
2013-07-31,2013-07-31,210.0,220.5,210.0,219.0,7225136.0,193.477295,0.04482545574192631
2013-08-01,2013-08-01,219.0,221.899994,213.75,218.199997,3933456.0,192.770523,-0.0036596856002635287
2013-08-02,2013-08-02,218.125,225.850006,217.199997,219.350006,4074608.0,193.786514,0.005256628348480953
2013-08-05,2013-08-05,219.0,225.5,217.274994,224.625,5005150.0,198.446747,0.02376367722436523
2013-08-06,2013-08-06,223.625,231.850006,223.600006,225.649994,6740810.0,199.35228,0.004552723876337872
2013-08-07,2013-08-07,225.0,231.350006,222.875,225.524994,6556146.0,199.241837,-0.0005541627340495126
2013-08-08,2013-08-08,224.0,225.0,216.449997,223.574997,4029672.0,197.519104,-0.008684039421574141
2013-08-12,2013-08-12,221.5,227.524994,221.5,227.350006,3306960.0,200.854156,0.016743743872822847
2013-08-13,2013-08-13,227.0,234.725006,227.0,233.800003,3977552.0,206.55246,0.027975371071051747
2013-08-14,2013-08-14,233.125,236.449997,227.050003,230.050003,2829136.0,203.239502,-0.016169327303544808
2013-08-16,2013-08-16,228.350006,233.949997,226.675003,228.25,5264506.0,201.649292,-0.007855086138227385
2013-08-19,2013-08-19,227.649994,232.0,225.899994,228.225006,2669120.0,201.627167,-0.00010972621648708271
2013-08-20,2013-08-20,226.600006,230.0,220.899994,224.125,4116854.0,198.00502,-0.01812790015426291
2013-08-21,2013-08-21,223.800003,226.425003,218.899994,220.975006,3126804.0,195.222122,-0.014154386432818631
2013-08-22,2013-08-22,220.0,224.425003,217.75,222.350006,2947196.0,196.436874,0.006203130312795403
2013-08-23,2013-08-23,222.074997,225.5,218.774994,224.100006,5239848.0,197.982925,0.007839661813671128
2013-08-26,2013-08-26,224.75,233.0,224.75,229.550003,5301940.0,202.797775,0.02402851065430589
2013-08-27,2013-08-27,229.774994,232.800003,225.800003,227.475006,4709344.0,200.9646,-0.0090805271112
2013-08-28,2013-08-28,229.225006,237.024994,229.0,235.725006,9525934.0,208.253113,0.035625456169330334
2013-08-29,2013-08-29,236.0,239.949997,231.125,236.725006,9212228.0,209.136581,0.0042333068213089575
2013-08-30,2013-08-30,237.625,247.5,234.274994,241.800003,21693094.0,213.620132,0.02121181744514189
2013-09-02,2013-09-02,241.524994,244.800003,240.375,242.225006,4554206.0,213.995605,0.0017561238467500573
2013-09-03,2013-09-03,242.625,250.300003,236.75,239.675003,5471440.0,211.742798,-0.01058315628040507
2013-09-04,2013-09-04,240.625,246.25,238.25,240.649994,6974488.0,212.60414100000003,0.004059622463538304
2013-09-05,2013-09-05,240.824997,242.0,232.0,234.449997,6132722.0,207.126709,-0.02610121684209954
2013-09-06,2013-09-06,234.074997,241.949997,232.449997,234.25,8661432.0,206.950012,-0.0008534505890516186
2013-09-10,2013-09-10,236.824997,242.0,233.149994,236.024994,8271760.0,208.518158,0.0075488499961089426
2013-09-11,2013-09-11,236.175003,241.449997,235.149994,237.5,8931676.0,209.821243,0.006229818235363282
2013-09-12,2013-09-12,237.0,239.800003,234.074997,235.949997,8991144.0,208.451904,-0.0065476060412299475
2013-09-13,2013-09-13,237.0,237.0,225.475006,227.75,6806066.0,201.20755,-0.035371375997564236
2013-09-16,2013-09-16,228.149994,229.0,223.449997,225.850006,5131414.0,199.528976,-0.00837749348151018
2013-09-17,2013-09-17,226.925003,240.0,226.625,237.475006,5505828.0,209.799194,0.05019138530983725
2013-09-18,2013-09-18,237.5,242.5,236.375,240.350006,5050342.0,212.339111,0.012033722694160255
2013-09-19,2013-09-19,239.0,241.824997,234.300003,236.0,3173636.0,208.496063,-0.01826441832835091
2013-09-20,2013-09-20,235.5,240.649994,235.5,237.449997,3290830.0,209.777084,0.006125303593792708
2013-09-23,2013-09-23,238.0,244.949997,237.0,241.75,5171462.0,213.575958,0.017947082410974424
2013-09-24,2013-09-24,243.0,245.199997,236.625,238.925003,3404432.0,211.0802,-0.011754388526270532
2013-09-25,2013-09-25,240.0,242.774994,237.050003,237.774994,3815354.0,210.064194,-0.004824986325676406
2013-09-26,2013-09-26,237.125,244.949997,237.0,239.125,10368476.0,211.256882,0.0056616735020451605
2013-09-27,2013-09-27,241.0,242.449997,236.25,237.925003,4323484.0,210.196747,-0.005030860635732992
2013-09-30,2013-09-30,238.024994,242.449997,235.050003,236.524994,3042920.0,208.9599,-0.005901615058245825
2013-10-01,2013-10-01,237.949997,239.75,235.024994,235.925003,2320190.0,208.429794,-0.0025401024157805092
2013-10-03,2013-10-03,237.0,244.5,236.949997,242.550003,6293894.0,214.282715,0.027693976158685633
2013-10-04,2013-10-04,242.024994,245.5,239.675003,241.475006,2604652.0,213.332977,-0.00444202389865378
2013-10-07,2013-10-07,242.25,243.25,240.5,241.0,2094434.0,212.913345,-0.0019689654263812533
2013-10-08,2013-10-08,242.5,246.5,240.100006,241.725006,3940882.0,213.553879,0.003003909541490657
2013-10-09,2013-10-09,240.024994,242.949997,237.949997,238.625,5370902.0,210.81514,-0.012907525766786776
2013-10-10,2013-10-10,240.0,242.274994,239.0,240.074997,4702584.0,212.096161,0.006058125733942711
2013-10-11,2013-10-11,245.5,249.5,242.0,244.125,7066958.0,215.674179,0.0167290768478896
2013-10-14,2013-10-14,245.399994,254.0,245.25,250.550003,7397990.0,221.350388,0.02597807375479988
2013-10-15,2013-10-15,252.5,259.875,252.050003,255.300003,10829366.0,225.546829,0.018780892731939502
2013-10-17,2013-10-17,256.049988,258.25,245.75,247.5,7152792.0,218.655853,-0.0310287584793576
2013-10-18,2013-10-18,250.5,255.949997,247.25,253.199997,6159710.0,223.691528,0.022768949319464937
2013-10-21,2013-10-21,255.0,257.399994,250.649994,253.0,8159910.0,223.514862,-0.0007900871416000044
2013-10-22,2013-10-22,257.5,258.850006,254.5,257.399994,8406830.0,227.402069,0.017241771292766828
2013-10-23,2013-10-23,255.399994,255.449997,241.100006,246.225006,13709268.0,217.529419,-0.04438557862780623
2013-10-24,2013-10-24,246.225006,247.100006,234.574997,235.425003,9479970.0,207.988083,-0.044853316361310284
2013-10-25,2013-10-25,235.0,241.824997,233.850006,240.550003,7415526.0,212.515823,0.02153566197808132
2013-10-28,2013-10-28,241.800003,242.800003,238.350006,241.925003,3898758.0,213.73056,0.0056997095436397424
2013-10-29,2013-10-29,242.850006,244.024994,240.5,243.274994,4582822.0,214.923233,0.005564752241618898
2013-10-30,2013-10-30,243.949997,243.949997,236.550003,238.375,4947872.0,210.59429900000003,-0.02034737949604004
2013-10-31,2013-10-31,237.550003,242.925003,237.5,238.850006,7549344.0,211.013931,0.0019906259352158173
2013-11-01,2013-11-01,238.625,242.399994,238.625,241.274994,2606864.0,213.156296,0.010101525665822564
2013-11-05,2013-11-05,241.125,241.975006,237.5,240.050003,2723208.0,212.074081,-0.005090028347321861
2013-11-06,2013-11-06,241.5,243.925003,239.699997,241.199997,3532698.0,213.090042,0.004779156465843926
2013-11-07,2013-11-07,242.5,244.5,239.0,240.975006,4984114.0,212.891281,-0.0009331912161041344
2013-11-08,2013-11-08,242.350006,243.449997,239.0,240.774994,2086004.0,212.714584,-0.0008303316503974756
2013-11-11,2013-11-11,240.024994,243.524994,239.524994,240.800003,4514796.0,212.736694,0.0001039366957549248
2013-11-12,2013-11-12,242.399994,244.824997,238.800003,241.300003,8925762.0,213.178406,0.0020741793768843664
2013-11-13,2013-11-13,241.5,243.5,239.975006,241.149994,3153338.0,213.045883,-0.0006218463268785612
2013-11-14,2013-11-14,242.5,245.399994,240.300003,243.149994,4635412.0,214.812775,0.008259279138557396
2013-11-18,2013-11-18,244.5,248.850006,244.5,246.100006,4662026.0,217.418991,0.012059491182228044
2013-11-19,2013-11-19,246.625,247.0,243.625,244.024994,3304180.0,215.585815,-0.008467282242727414
2013-11-20,2013-11-20,242.625,246.75,240.125,241.524994,2951696.0,213.377167,-0.0102977068429686
2013-11-21,2013-11-21,241.024994,243.475006,237.899994,239.199997,4444688.0,211.323135,-0.009672929385060593
2013-11-22,2013-11-22,240.25,241.449997,238.550003,238.975006,1871194.0,211.124359,-0.0009410684996034037
2013-11-25,2013-11-25,239.5,241.800003,238.824997,239.425003,3168072.0,211.521896,0.0018811813072145969
2013-11-26,2013-11-26,238.550003,239.800003,235.649994,237.449997,4396056.0,209.777084,-0.008283058154156642
2013-11-27,2013-11-27,236.625,237.675003,234.199997,234.899994,3126924.0,207.524261,-0.010797208842354244
2013-11-28,2013-11-28,235.5,237.5,235.25,236.300003,4004564.0,208.761124,0.005942397615917193
2013-11-29,2013-11-29,238.375,238.375,234.949997,235.399994,3500016.0,207.965958,-0.0038162480884773595
2013-12-02,2013-12-02,237.0,242.0,233.324997,240.625,4413874.0,212.582047,0.021953614529643062
2013-12-03,2013-12-03,242.0,243.149994,240.399994,241.225006,3066236.0,213.112137,0.002490474589094127
2013-12-04,2013-12-04,240.324997,247.399994,239.550003,245.675003,4343116.0,217.043503,0.018279316138288596
2013-12-05,2013-12-05,248.0,249.375,243.024994,246.449997,3972716.0,217.72821,0.003149733736570681
2013-12-06,2013-12-06,244.800003,249.0,243.0,246.899994,2628070.0,218.125763,0.00182424910579293
2013-12-09,2013-12-09,249.0,254.5,245.300003,253.600006,3126894.0,224.044937,0.026774852397521972
2013-12-10,2013-12-10,253.550003,261.325012,251.300003,258.350006,7122646.0,228.241348,0.01855696960923137
2013-12-11,2013-12-11,256.5,260.75,255.0,259.299988,3590376.0,229.080627,0.003670411605411594
2013-12-12,2013-12-12,257.5,258.25,254.149994,255.324997,1801042.0,225.568878,-0.015448466577034026
2013-12-13,2013-12-13,254.949997,260.149994,253.725006,259.375,2101212.0,229.146896,0.01573770717099965
2013-12-16,2013-12-16,260.0,263.049988,257.625,262.049988,4538614.0,231.510132,0.010260374156239926
2013-12-17,2013-12-17,262.625,264.975006,257.625,258.950012,2538622.0,228.771408,-0.011900352645316305
2013-12-18,2013-12-18,258.950012,261.950012,256.475006,260.850006,2039180.0,230.449997,0.0073106194866117144
2013-12-19,2013-12-19,261.125,269.100006,259.149994,264.575012,4673114.0,233.740921,0.014179420624259363
2013-12-20,2013-12-20,267.200012,276.350006,265.174988,274.450012,5307030.0,242.465027,0.03664415464757287
2013-12-23,2013-12-23,274.774994,278.450012,272.274994,276.0,3326898.0,243.834412,0.00563187414868338
2013-12-24,2013-12-24,275.325012,277.0,269.5,270.049988,1467014.0,238.577789,-0.02179393908987937
2013-12-26,2013-12-26,270.625,276.0,268.325012,274.299988,4265792.0,242.33252,0.015615416122035874
2013-12-27,2013-12-27,275.0,278.700012,273.5,277.549988,2320682.0,245.203735,0.011778603808157763
2013-12-30,2013-12-30,277.649994,278.975006,273.075012,275.774994,1752240.0,243.635605,-0.006415749513625002
2013-12-31,2013-12-31,277.5,280.75,274.625,279.600006,1408608.0,247.014816,0.013774631738975527
2014-01-01,2014-01-01,282.0,282.0,275.549988,276.350006,886014.0,244.1436,-0.011691741864003014
2014-01-02,2014-01-02,276.350006,278.399994,273.075012,276.475006,1830972.0,244.254013,0.00045214390464742854
2014-01-03,2014-01-03,273.5,279.200012,273.149994,278.299988,2215326.0,245.866348,0.006579366802656139
2014-01-06,2014-01-06,279.950012,282.399994,277.5,279.0,3711156.0,246.484711,0.002511879740395351
2014-01-07,2014-01-07,279.0,279.350006,272.5,275.100006,2464584.0,243.039246,-0.01407703074571476
2014-01-08,2014-01-08,274.5,275.450012,271.725006,273.575012,2155186.0,241.692017,-0.005558677856473793
2014-01-09,2014-01-09,273.5,276.875,268.774994,270.450012,3274306.0,238.931198,-0.011488622605484444
2014-01-10,2014-01-10,271.549988,278.450012,265.799988,276.674988,5315784.0,244.430695,0.02275617669024044
2014-01-13,2014-01-13,277.5,284.0,277.5,280.725006,3782442.0,248.008713,0.014532065911393666
2014-01-14,2014-01-14,281.274994,281.5,274.799988,276.799988,2920942.0,244.541153,-0.014080268932362472
2014-01-15,2014-01-15,278.625,282.0,275.850006,280.350006,2606022.0,247.677399,0.012743479212749877
2014-01-16,2014-01-16,277.5,286.924988,277.5,285.774994,3434168.0,252.470184,0.019166069681998188
2014-01-17,2014-01-17,287.5,287.950012,274.649994,276.350006,5035306.0,244.1436,-0.03353658180404562
2014-01-20,2014-01-20,276.299988,288.850006,276.049988,286.524994,9424182.0,253.132797,0.03615766357867845
2014-01-21,2014-01-21,287.375,289.0,284.200012,285.774994,4428240.0,252.470184,-0.0026210817746328274
2014-01-22,2014-01-22,285.0,291.424988,284.024994,288.975006,4193432.0,258.005768,0.021688782686127617
2014-01-23,2014-01-23,288.0,290.174988,282.5,289.25,4079654.0,258.251282,0.0009511309085610263
2014-01-24,2014-01-24,287.799988,293.5,285.225006,286.424988,4303254.0,255.729019,-0.009814707848565085
2014-01-27,2014-01-27,285.0,289.5,282.850006,285.274994,3898436.0,254.702255,-0.004023128821437183
2014-01-28,2014-01-28,284.399994,286.450012,282.049988,283.799988,2305812.0,253.38534500000003,-0.005183802749676225
2014-01-29,2014-01-29,282.5,287.899994,282.5,285.75,2281702.0,255.126343,0.006847452452643843
2014-01-30,2014-01-30,284.0,287.399994,280.825012,285.600006,3886156.0,254.992432,-0.0005250189157459673
2014-01-31,2014-01-31,285.950012,289.825012,284.899994,287.524994,2093370.0,256.71106000000003,0.00671730597590514
2014-02-03,2014-02-03,281.600006,287.0,281.075012,282.975006,2263298.0,252.648788,-0.015950837686341757
2014-02-04,2014-02-04,280.850006,280.850006,272.0,277.825012,4217744.0,248.050674,-0.01836727863872234
2014-02-05,2014-02-05,279.0,282.725006,275.399994,280.200012,3170010.0,250.17114300000003,0.008512199712238376
2014-02-06,2014-02-06,279.549988,285.850006,277.5,284.274994,5338130.0,253.809433,0.014438466000568084
2014-02-07,2014-02-07,284.975006,286.924988,278.274994,280.825012,2760088.0,250.729202,-0.012210241418705971
2014-02-10,2014-02-10,281.5,284.799988,280.549988,281.600006,2090080.0,251.421112,0.002755790123375235
2014-02-11,2014-02-11,283.0,285.700012,280.149994,281.575012,2729144.0,251.398804,-8.873156891642253e-05
2014-02-12,2014-02-12,282.274994,285.600006,279.024994,281.225006,2837094.0,251.086273,-0.0012439415799834208
2014-02-13,2014-02-13,282.5,283.0,274.899994,277.600006,2178952.0,247.849777,-0.01297377247762288
2014-02-14,2014-02-14,278.274994,283.125,276.350006,281.899994,2388258.0,251.68895,0.015371174979134315
2014-02-17,2014-02-17,282.5,284.75,278.5,280.5,1713092.0,250.438995,-0.004978641775740478
2014-02-18,2014-02-18,279.625,282.450012,277.225006,278.524994,1844882.0,248.675644,-0.0070659451711581065
2014-02-19,2014-02-19,278.0,284.0,278.0,282.774994,1493226.0,252.470215,0.0151438686008305
2014-02-20,2014-02-20,282.475006,285.325012,280.549988,282.600006,2191374.0,252.313965,-0.0006190764733959853
2014-02-21,2014-02-21,282.75,287.5,282.75,285.774994,2706958.0,255.148636,0.01117205673261168
2014-02-24,2014-02-24,286.549988,290.975006,285.0,288.825012,2082474.0,257.871826,0.010616401406053022
2014-02-25,2014-02-25,290.0,299.0,290.0,298.125,3303148.0,266.17514,0.031691850143519495
2014-02-26,2014-02-26,298.0,305.5,296.850006,301.524994,5479360.0,269.210754,0.011340031796440721
2014-02-28,2014-02-28,301.5,302.5,294.75,298.625,3641354.0,266.621521,-0.009664416549139077
2014-03-03,2014-03-03,300.0,300.0,291.549988,292.950012,1868964.0,261.554779,-0.01918638692694952
2014-03-04,2014-03-04,293.0,297.399994,292.575012,294.100006,2806246.0,262.58151200000003,0.003917814243851403
2014-03-05,2014-03-05,296.549988,298.0,293.225006,295.25,3359722.0,263.608276,0.003902642455642536
2014-03-06,2014-03-06,296.0,297.424988,291.75,292.424988,2489884.0,261.085999,-0.00961434705572195
2014-03-07,2014-03-07,294.0,294.0,279.975006,282.674988,3963296.0,252.380859,-0.033910559317690485
2014-03-10,2014-03-10,282.049988,285.875,277.549988,278.625,4146624.0,248.764908,-0.014430985915558026
2014-03-11,2014-03-11,278.5,283.274994,276.700012,279.924988,3593760.0,249.925613,0.004655019684893347
2014-03-12,2014-03-12,279.950012,285.0,279.5,283.375,2423814.0,253.005905,0.012249502790039557
2014-03-13,2014-03-13,281.0,287.399994,275.299988,281.799988,3938578.0,251.599686,-0.005573551563308854
2014-03-14,2014-03-14,282.0,282.0,272.299988,273.799988,4468720.0,244.457016,-0.028799787034121668
2014-03-18,2014-03-18,275.0,275.5,268.625,270.225006,3641570.0,241.265167,-0.013142883141923356
2014-03-19,2014-03-19,270.274994,274.975006,264.350006,272.549988,4277824.0,243.340973,0.00856703423515448
2014-03-20,2014-03-20,273.5,279.899994,273.0,276.174988,3382538.0,246.577499,0.013212700764212215
2014-03-21,2014-03-21,279.325012,288.75,277.0,284.100006,6824304.0,253.653214,0.02829169329966419
2014-03-24,2014-03-24,285.5,287.5,280.575012,281.399994,2091554.0,251.242569,-0.00954915211927343
2014-03-25,2014-03-25,278.674988,279.975006,273.075012,274.25,4601792.0,244.858795,-0.025737185362289416
2014-03-26,2014-03-26,275.450012,278.850006,272.0,272.774994,2689480.0,243.541855,-0.005392880585764814
2014-03-27,2014-03-27,273.0,279.975006,270.0,276.700012,4414672.0,247.046234,0.014286684429365868
2014-03-28,2014-03-28,277.024994,279.725006,275.225006,276.024994,2266452.0,246.443573,-0.002442446798501585
2014-03-31,2014-03-31,276.0,277.049988,269.25,271.600006,5332470.0,242.492828,-0.016160919816861075
2014-04-01,2014-04-01,273.5,281.5,273.475006,280.524994,3773388.0,250.461334,0.032332418639045464
2014-04-02,2014-04-02,282.25,286.25,279.5,282.950012,3592400.0,252.626434,0.00860729878400246
2014-04-03,2014-04-03,282.5,284.024994,278.825012,280.475006,1847542.0,250.416687,-0.008785573726189709
2014-04-04,2014-04-04,282.5,284.475006,275.725006,276.700012,2057124.0,247.046234,-0.013550777081495545
2014-04-07,2014-04-07,276.5,280.299988,275.725006,278.450012,2278036.0,248.608704,0.006304689233469496
2014-04-09,2014-04-09,279.5,281.225006,274.75,277.225006,2889702.0,247.514969,-0.004409129543345713
2014-04-10,2014-04-10,277.5,282.450012,275.25,280.600006,2890138.0,250.528259,0.012100663553613169
2014-04-11,2014-04-11,277.799988,285.399994,275.5,284.049988,3532226.0,253.608521,0.012220097614777714
2014-04-15,2014-04-15,282.524994,295.674988,282.524994,294.274994,4710832.0,262.737793,0.03536472791065215
2014-04-16,2014-04-16,297.350006,297.350006,284.049988,286.049988,3959616.0,255.39418,-0.0283483945120544
2014-04-17,2014-04-17,288.450012,294.774994,286.774994,292.924988,3796844.0,261.53241,0.02375005908480432
2014-04-21,2014-04-21,283.0,284.149994,272.024994,273.100006,11417960.0,243.832047,-0.07007855832295551
2014-04-22,2014-04-22,274.5,277.450012,263.0,265.274994,8504614.0,236.845657,-0.029070963615022368
2014-04-23,2014-04-23,266.5,269.350006,260.5,262.350006,9010072.0,234.23411600000003,-0.011087581779824164
2014-04-24,2014-04-24,262.350006,262.350006,262.350006,262.350006,0.0,234.23411600000003,0.0
2014-04-25,2014-04-25,263.75,264.325012,258.5,259.625,6142582.0,231.801132,-0.010441296507923248
2014-04-28,2014-04-28,260.024994,265.799988,259.0,264.799988,6375704.0,236.42157000000003,0.01973671061031279
2014-04-29,2014-04-29,265.5,268.25,261.5,262.399994,4553266.0,234.278763,-0.009104823823503416
2014-04-30,2014-04-30,264.5,264.950012,258.799988,261.174988,4849970.0,233.185028,-0.004679451186910377
2014-05-02,2014-05-02,259.100006,265.399994,259.100006,264.25,4277252.0,235.930511,0.011705066739038372
2014-05-05,2014-05-05,262.0,264.5,259.524994,260.375,3496560.0,232.470764,-0.014772845868809448
2014-05-06,2014-05-06,259.5,262.5,256.825012,257.424988,2574082.0,229.836929,-0.011394417771210641
2014-05-07,2014-05-07,255.050003,257.325012,250.0,253.050003,7407386.0,225.930801,-0.0171412909919324
2014-05-08,2014-05-08,252.824997,257.850006,250.800003,255.475006,3091894.0,228.095917,0.009537466965305441
2014-05-09,2014-05-09,254.0,258.950012,254.0,256.975006,2951596.0,229.43515,0.0058541896775530225
2014-05-12,2014-05-12,256.674988,258.0,250.875,255.975006,5920892.0,228.542313,-0.0038990483298881893
2014-05-13,2014-05-13,257.5,265.200012,256.25,264.600006,3855002.0,236.242996,0.033139548939579384
2014-05-14,2014-05-14,265.5,265.975006,261.049988,262.274994,2786380.0,234.16716,-0.008825700074400089
2014-05-15,2014-05-15,262.649994,263.475006,256.5,258.25,2922304.0,230.573517,-0.01546546194475962
2014-05-16,2014-05-16,260.5,265.5,248.75,251.399994,9653622.0,224.457626,-0.02688281631689815
2014-05-19,2014-05-19,251.625,252.425003,237.350006,241.024994,7224672.0,215.194504,-0.04214465210943441
2014-05-20,2014-05-20,243.0,249.350006,241.699997,247.324997,6137158.0,220.819336,0.025802594104418645
2014-05-21,2014-05-21,248.0,249.050003,243.100006,246.550003,4573716.0,220.127396,-0.003138431550744336
2014-05-22,2014-05-22,247.449997,248.5,241.024994,241.75,4510956.0,215.841812,-0.01966066395002564
2014-05-23,2014-05-23,241.850006,246.75,240.225006,245.0,5361018.0,218.7435,0.013354022978837143
2014-05-26,2014-05-26,246.5,254.949997,245.050003,253.0,5355922.0,225.886139,0.03213125207247458
2014-05-27,2014-05-27,255.850006,259.325012,251.625,254.100006,4155796.0,226.868271,0.004338482492125095
2014-05-28,2014-05-28,256.0,257.850006,251.625,257.125,3868588.0,229.569092,0.011834493583896766
2014-05-29,2014-05-29,257.0,257.149994,247.524994,249.899994,5201328.0,223.118378,-0.02850156499691092
2014-05-30,2014-05-30,250.0,254.699997,242.5,253.100006,4701432.0,225.975418,0.012723749782789008
2014-06-02,2014-06-02,253.350006,253.5,249.0,249.550003,2379052.0,222.805908,-0.01412519868769291
2014-06-03,2014-06-03,251.949997,251.949997,246.050003,247.100006,3696560.0,220.618454,-0.009866267764779836
2014-06-04,2014-06-04,248.0,248.524994,242.600006,246.024994,3491918.0,219.658646,-0.004360024722978473
2014-06-05,2014-06-05,246.75,251.25,245.175003,250.475006,4136396.0,223.631744,0.01792596673465674
2014-06-06,2014-06-06,252.0,255.350006,247.5,254.574997,4486056.0,227.292358,0.016236410523687184
2014-06-09,2014-06-09,255.0,258.049988,252.550003,255.875,3195566.0,228.453033,0.005093534821453361
2014-06-10,2014-06-10,255.899994,263.149994,255.899994,262.5,6340640.0,234.368042,0.025562064468075185
2014-06-11,2014-06-11,263.200012,268.75,261.850006,263.850006,5760996.0,235.573395,0.005129812135441725
2014-06-12,2014-06-12,266.024994,266.975006,261.375,266.075012,4027078.0,237.559906,0.00839730650530246
2014-06-13,2014-06-13,266.125,267.825012,262.5,265.200012,3292954.0,236.778702,-0.0032938693715225398
2014-06-16,2014-06-16,265.700012,269.0,264.524994,268.049988,3928412.0,239.323227,0.010689094382481557
2014-06-17,2014-06-17,269.5,271.0,266.850006,268.049988,3340498.0,239.323227,0.0
2014-06-18,2014-06-18,268.924988,269.625,264.075012,265.25,2813878.0,236.82334900000004,-0.010500552124111271
2014-06-19,2014-06-19,264.0,269.975006,263.924988,268.600006,3605332.0,239.814285,0.01255031094964032
2014-06-20,2014-06-20,270.25,271.649994,265.600006,268.399994,2411446.0,239.635742,-0.0007447825558388742
2014-06-23,2014-06-23,267.049988,268.5,264.5,265.700012,1960452.0,237.225128,-0.010110431306907586
2014-06-24,2014-06-24,267.0,267.0,263.600006,265.649994,2131146.0,237.180435,-0.00018841684675763304
2014-06-25,2014-06-25,265.549988,267.0,263.0,264.575012,2372692.0,236.220703,-0.004054630366497669
2014-06-26,2014-06-26,265.5,269.950012,264.549988,267.725006,5762628.0,239.033096,0.011835469113347765
2014-06-27,2014-06-27,270.0,274.5,268.149994,272.975006,3740910.0,248.358749,0.03827225010909885
2014-06-30,2014-06-30,274.475006,276.5,271.825012,273.200012,2863972.0,248.563477,0.0008239841201360676
2014-07-01,2014-07-01,273.950012,273.950012,268.0,269.100006,2816852.0,244.83319100000003,-0.015121127963342753
2014-07-02,2014-07-02,271.0,274.325012,269.200012,270.424988,3225646.0,246.038666,0.004911576845050725
2014-07-03,2014-07-03,273.5,279.024994,272.075012,277.75,4482934.0,252.703201,0.02672697906537369
2014-07-04,2014-07-04,279.75,279.774994,271.950012,273.375,2276124.0,248.722672,-0.015877172811247675
2014-07-07,2014-07-07,274.5,279.5,274.5,278.799988,3915098.0,253.658493,0.019650337901244264
2014-07-08,2014-07-08,279.0,279.424988,274.0,274.875,2587426.0,250.087387,-0.01417844181364192
2014-07-09,2014-07-09,274.625,277.450012,270.649994,272.649994,1961562.0,248.06304900000003,-0.008127461091814503
2014-07-10,2014-07-10,273.0,279.0,270.0,272.375,3311416.0,247.812866,-0.0010090549416092998
2014-07-11,2014-07-11,275.174988,278.350006,273.524994,276.424988,3061658.0,251.497635,0.014759697165898087
2014-07-14,2014-07-14,276.0,277.5,268.5,269.399994,2826044.0,245.106155,-0.025742183499187558
2014-07-15,2014-07-15,269.075012,271.200012,267.100006,267.924988,1875858.0,243.76413,-0.0054903249892888075
2014-07-16,2014-07-16,269.850006,269.850006,266.375,267.649994,1765946.0,243.513962,-0.0010267977407023565
2014-07-17,2014-07-17,267.924988,272.325012,267.0,268.674988,3314542.0,244.44647200000003,0.003822076833370325
2014-07-18,2014-07-18,272.549988,277.5,272.100006,273.524994,7080492.0,248.859146,0.01789070117203817
2014-07-21,2014-07-21,275.024994,276.700012,271.25,272.475006,4034458.0,252.519882,0.014602928516315394
2014-07-22,2014-07-22,272.075012,280.5,271.299988,279.375,3732192.0,258.91452000000004,0.025007982405174545
2014-07-23,2014-07-23,279.75,286.350006,277.200012,285.450012,4464760.0,264.544647,0.02151206617041801
2014-07-24,2014-07-24,287.0,290.0,280.799988,288.424988,6003798.0,267.301727,0.010368049244163123
2014-07-25,2014-07-25,265.0,277.5,265.0,275.524994,14185014.0,255.346512,-0.04575659071178162
2014-07-28,2014-07-28,276.075012,279.399994,272.5,278.524994,3365438.0,258.126801,0.010829447613095232
2014-07-30,2014-07-30,278.450012,278.549988,274.5,275.375,3916576.0,255.207474,-0.011374103055025842
2014-07-31,2014-07-31,275.024994,275.5,270.524994,272.200012,7137242.0,252.265015,-0.011596656131954042
2014-08-01,2014-08-01,272.0,273.075012,267.5,268.0,3435046.0,248.372589,-0.015550188014943343
2014-08-04,2014-08-04,268.100006,275.0,268.0,274.325012,5137948.0,254.23439,0.023326643051579055
2014-08-05,2014-08-05,274.899994,275.825012,271.875,274.774994,2102338.0,254.651413,0.0016389653273582994
2014-08-06,2014-08-06,272.899994,276.274994,272.899994,275.700012,3802934.0,255.508713,0.0033609087158801287
2014-08-07,2014-08-07,273.5,277.25,267.5,276.325012,4383066.0,256.087921,0.002264316099752861
2014-08-08,2014-08-08,275.450012,275.799988,270.549988,274.024994,1985938.0,253.95634500000003,-0.008358444754870575
2014-08-11,2014-08-11,275.100006,275.25,270.100006,271.475006,2638586.0,251.59314,-0.009349123214661859
2014-08-12,2014-08-12,272.5,272.75,270.549988,271.875,2352532.0,251.963806,0.0014721912581734387
2014-08-13,2014-08-13,271.549988,275.774994,271.350006,275.125,2668868.0,254.9758,0.011883188482212148
2014-08-14,2014-08-14,275.850006,276.049988,271.75,272.975006,2198628.0,252.983276,-0.007845254918327882
2014-08-18,2014-08-18,272.5,274.350006,270.575012,273.825012,2403474.0,253.770996,0.003108886014300261
2014-08-19,2014-08-19,273.399994,276.200012,272.0,273.700012,2358146.0,253.655182,-0.00045647626012268466
