Date,Date.1,CESC.NS.Open,CESC.NS.High,CESC.NS.Low,CESC.NS.Close,CESC.NS.Volume,CESC.NS.Adjusted,log_returns
2013-05-06,2013-05-06,296.0,296.0,290.5,294.049988,125642.0,267.969452,-0.008634580570547001
2013-05-07,2013-05-07,294.049988,302.200012,293.399994,301.299988,282471.0,274.576385,0.02435650288140589
2013-05-08,2013-05-08,303.0,307.600006,300.0,303.100006,333750.0,276.216766,0.005956449701606026
2013-05-09,2013-05-09,306.899994,306.950012,301.100006,302.600006,207076.0,275.76110800000004,-0.001651001335256197
2013-05-10,2013-05-10,305.0,311.0,302.049988,309.5,642845.0,282.049164,0.022546455980926968
2013-05-13,2013-05-13,308.600006,310.5,302.549988,308.0,337367.0,280.682159,-0.0048584737799828295
2013-05-14,2013-05-14,309.450012,319.799988,304.600006,316.100006,409380.0,288.063721,0.025958786747091626
2013-05-15,2013-05-15,318.0,319.0,313.100006,315.450012,183162.0,287.471436,-0.002058206877141977
2013-05-16,2013-05-16,318.0,321.0,315.0,318.200012,191116.0,289.977478,0.008679755637612807
2013-05-17,2013-05-17,320.100006,323.75,313.700012,320.75,209655.0,292.3012700000001,0.0079817590632425
2013-05-20,2013-05-20,322.899994,329.799988,318.049988,326.549988,426533.0,297.586884,0.017921212448125168
2013-05-21,2013-05-21,328.0,330.0,325.649994,329.049988,570410.0,299.865143,0.007626620849897847
2013-05-22,2013-05-22,330.0,331.899994,321.799988,323.600006,178853.0,294.8985600000001,-0.016701417458846457
2013-05-23,2013-05-23,320.0,321.0,310.850006,313.200012,346336.0,285.42099,-0.032666184559259286
2013-05-24,2013-05-24,316.0,331.75,308.149994,328.200012,285328.0,299.090576,0.046781209043755816
2013-05-27,2013-05-27,331.0,332.0,325.0,329.600006,190522.0,300.3663640000001,0.004256485632451401
2013-05-28,2013-05-28,331.700012,340.899994,326.399994,336.600006,1170369.0,306.745544,0.021015614083076173
2013-05-29,2013-05-29,336.0,339.399994,332.25,336.149994,190735.0,306.335419,-0.0013379148462560053
2013-05-30,2013-05-30,333.149994,337.0,329.149994,331.200012,239615.0,301.824463,-0.014835042111693397
2013-05-31,2013-05-31,331.700012,338.5,326.75,330.450012,260923.0,301.141022,-0.0022669333807154857
2013-06-03,2013-06-03,331.0,337.399994,327.5,335.350006,147637.0,305.606384,0.014719280467049956
2013-06-04,2013-06-04,335.350006,337.0,328.0,329.25,175942.0,300.047394,-0.018357504947852377
2013-06-05,2013-06-05,327.0,336.75,327.0,334.649994,225396.0,304.968475,0.016267968430917712
2013-06-06,2013-06-06,330.25,348.450012,329.0,344.799988,490798.0,314.218231,0.02987933708050416
2013-06-07,2013-06-07,348.899994,352.5,346.0,349.700012,469391.0,318.683624,0.014111088666533432
2013-06-10,2013-06-10,350.399994,354.450012,341.299988,344.200012,219688.0,313.671448,-0.015852742197409952
2013-06-11,2013-06-11,340.0,341.0,331.100006,333.850006,208595.0,304.23941,-0.030531169799576933
2013-06-12,2013-06-12,331.200012,336.549988,324.899994,325.700012,232598.0,296.812256,-0.02471512011844457
2013-06-13,2013-06-13,324.0,324.0,311.100006,312.850006,188125.0,285.10199,-0.04025282833991817
2013-06-14,2013-06-14,313.200012,337.200012,313.0,333.649994,318633.0,304.057159,0.06436873085714279
2013-06-17,2013-06-17,334.0,341.450012,332.25,335.950012,411624.0,306.153168,0.006869818980693054
2013-06-18,2013-06-18,336.600006,337.399994,330.25,332.75,134251.0,303.237,-0.0095708477538885
2013-06-19,2013-06-19,332.0,344.450012,327.0,342.950012,304584.0,312.532288,0.030193107453919232
2013-06-20,2013-06-20,338.799988,338.799988,328.5,329.850006,98240.0,300.594177,-0.03894667956538367
2013-06-21,2013-06-21,333.0,337.350006,324.600006,326.75,257570.0,297.769165,-0.009442533630836358
2013-06-24,2013-06-24,324.799988,336.549988,322.299988,334.25,273981.0,304.603943,0.0226938129800498
2013-06-25,2013-06-25,332.0,346.299988,322.5,343.5,273656.0,313.033539,0.02729795293129822
2013-06-26,2013-06-26,345.700012,347.5,335.350006,342.399994,264274.0,312.031067,-0.0032075815839780475
2013-06-27,2013-06-27,343.0,346.5,329.450012,331.350006,321519.0,301.961182,-0.032804283880782485
2013-06-28,2013-06-28,328.049988,340.0,324.700012,338.649994,339119.0,308.613678,0.021791789005215282
2013-07-01,2013-07-01,338.799988,344.399994,337.100006,340.600006,67290.0,310.3907470000001,0.0057417162473285535
2013-07-02,2013-07-02,338.5,344.899994,336.850006,339.5,196104.0,309.388306,-0.0032348362510479234
2013-07-03,2013-07-03,334.200012,346.100006,334.149994,343.600006,138154.0,313.1246950000001,0.01200435609574768
2013-07-04,2013-07-04,344.0,366.799988,344.0,358.399994,544700.0,326.611938,0.042171234439209115
2013-07-05,2013-07-05,360.0,360.950012,350.850006,354.899994,259353.0,323.422394,-0.009813541963932693
2013-07-08,2013-07-08,352.600006,363.5,345.399994,360.049988,191598.0,328.115631,0.014406889533347568
2013-07-09,2013-07-09,361.0,365.899994,358.0,363.100006,190683.0,330.895111,0.008435360166582306
2013-07-10,2013-07-10,358.450012,358.950012,350.0,353.899994,362252.0,328.85083,-0.006197196270702143
2013-07-11,2013-07-11,356.0,366.049988,354.100006,360.0,502365.0,334.519073,0.01708965368346238
2013-07-12,2013-07-12,364.0,364.25,352.200012,355.5,262441.0,330.337585,-0.012578780958137692
2013-07-15,2013-07-15,357.0,364.0,356.0,359.600006,234369.0,334.1474,0.01146709657351508
2013-07-16,2013-07-16,354.0,354.0,345.049988,347.25,247899.0,322.671509,-0.034947407262837515
2013-07-17,2013-07-17,348.75,348.75,338.200012,341.600006,218508.0,317.421448,-0.016404425878911333
2013-07-18,2013-07-18,346.399994,348.0,336.450012,340.700012,346885.0,316.585144,-0.0026381570652418422
2013-07-19,2013-07-19,342.0,343.899994,334.149994,336.049988,74935.0,312.264252,-0.01374243190469926
2013-07-22,2013-07-22,333.0,345.649994,332.950012,337.649994,106028.0,313.750977,0.004749813506955468
2013-07-23,2013-07-23,345.450012,345.450012,336.0,337.299988,72778.0,313.4257810000001,-0.0010370155621837183
2013-07-24,2013-07-24,336.0,339.0,327.100006,333.899994,110392.0,310.2664180000001,-0.010131247524586941
2013-07-25,2013-07-25,333.5,336.950012,329.200012,333.399994,309000.0,309.801849,-0.0014984449669510624
2013-07-26,2013-07-26,333.700012,341.850006,321.200012,325.200012,276863.0,302.182281,-0.024902481567402827
2013-07-29,2013-07-29,322.0,338.0,321.850006,336.0,249483.0,312.217804,0.0326706192375239
2013-07-30,2013-07-30,338.049988,341.5,323.100006,325.549988,152714.0,302.5074160000001,-0.03159524112889667
2013-07-31,2013-07-31,326.0,329.0,313.850006,321.100006,293163.0,298.372437,-0.013763298112520415
2013-08-01,2013-08-01,324.0,337.0,320.100006,328.100006,202027.0,304.876953,0.021565767659275537
2013-08-02,2013-08-02,325.049988,331.700012,315.0,322.950012,226679.0,300.091522,-0.015820760955498336
2013-08-05,2013-08-05,326.0,333.0,324.0,328.899994,120740.0,305.620361,0.018256179917704785
2013-08-06,2013-08-06,328.0,336.049988,318.600006,321.299988,173940.0,298.558289,-0.02337849458064678
2013-08-07,2013-08-07,322.0,324.0,313.049988,318.799988,227916.0,296.235199,-0.007811456781380065
2013-08-08,2013-08-08,319.75,319.75,308.850006,317.75,134232.0,295.259521,-0.00329902821416983
2013-08-12,2013-08-12,315.200012,319.0,311.0,312.649994,170889.0,290.520508,-0.016180532480459142
2013-08-13,2013-08-13,310.0,323.299988,310.0,320.799988,209633.0,298.093658,0.02573355639251851
2013-08-14,2013-08-14,322.299988,325.0,307.25,309.149994,248097.0,287.26825,-0.03699127749959974
2013-08-16,2013-08-16,309.25,309.350006,291.049988,295.799988,246515.0,274.863129,-0.04414318717888843
2013-08-19,2013-08-19,290.0,293.0,279.049988,285.350006,242976.0,265.152832,-0.035966876766359235
2013-08-20,2013-08-20,277.5,283.700012,271.5,274.899994,249988.0,255.442459,-0.037309209385878006
2013-08-21,2013-08-21,276.5,294.0,276.5,280.799988,504768.0,260.924866,0.021235321261478646
2013-08-22,2013-08-22,280.0,286.799988,277.200012,285.299988,220484.0,265.106323,0.01589846823893115
2013-08-23,2013-08-23,288.0,299.049988,283.25,297.700012,257719.0,276.628662,0.042545072034484654
2013-08-26,2013-08-26,304.0,305.0,292.350006,294.450012,88802.0,273.608734,-0.010976928668361195
2013-08-27,2013-08-27,290.0,304.600006,290.0,299.049988,499551.0,277.883087,0.015501367121318662
2013-08-28,2013-08-28,295.299988,300.899994,285.049988,298.549988,219737.0,277.418518,-0.001673213634545867
2013-08-29,2013-08-29,296.0,313.0,295.600006,304.899994,269390.0,283.319061,0.021046425366041174
2013-08-30,2013-08-30,306.700012,310.0,302.899994,307.950012,91587.0,286.153198,0.009953638143009869
2013-09-02,2013-09-02,308.5,315.0,305.100006,309.399994,96533.0,287.500519,0.004697340703840425
2013-09-03,2013-09-03,310.0,311.0,297.649994,303.649994,197139.0,282.157532,-0.01875912637394439
2013-09-04,2013-09-04,304.0,314.799988,295.399994,309.950012,313797.0,288.011627,0.020535311769593
2013-09-05,2013-09-05,313.100006,314.799988,306.549988,309.600006,105429.0,287.686371,-0.0011299536761884
2013-09-06,2013-09-06,308.0,312.799988,307.350006,309.600006,95744.0,287.686371,0.0
2013-09-10,2013-09-10,311.299988,322.100006,311.049988,318.799988,165086.0,296.235199,0.029282832847178145
2013-09-11,2013-09-11,317.450012,317.5,311.200012,312.799988,90549.0,290.659851,-0.019000043448349047
2013-09-12,2013-09-12,313.0,333.799988,307.399994,319.5,248330.0,296.8856810000001,0.021193465675516162
2013-09-13,2013-09-13,320.149994,325.0,315.0,319.399994,150445.0,296.792725,-0.00031315270968335085
2013-09-16,2013-09-16,325.0,325.0,315.0,319.350006,82813.0,296.746338,-0.00015630647748743345
2013-09-17,2013-09-17,318.200012,321.5,316.0,320.100006,54822.0,297.443207,0.002345612861661905
2013-09-18,2013-09-18,320.950012,324.850006,318.75,321.899994,118715.0,299.115784,0.005607429970342359
2013-09-19,2013-09-19,324.200012,334.0,320.0,331.5,143399.0,308.036285,0.029386848584457507
2013-09-20,2013-09-20,334.100006,336.700012,328.25,334.700012,147626.0,311.009796,0.009606825599189685
2013-09-23,2013-09-23,326.149994,334.799988,326.149994,329.600006,109258.0,306.270782,-0.015354790927037953
2013-09-24,2013-09-24,328.0,331.0,323.049988,326.049988,62322.0,302.972015,-0.010829177640443001
2013-09-25,2013-09-25,326.049988,337.5,321.200012,334.200012,117998.0,310.5451970000001,0.02468901126922152
2013-09-26,2013-09-26,336.549988,341.899994,336.25,339.950012,128717.0,315.888214,0.01705894505975003
2013-09-27,2013-09-27,340.0,345.0,334.0,336.850006,81071.0,313.007629,-0.009160833791909795
2013-09-30,2013-09-30,333.049988,340.700012,331.600006,338.899994,62987.0,314.912506,0.006067277468339682
2013-10-01,2013-10-01,339.950012,345.0,336.0,340.600006,68574.0,316.4922180000001,0.005003812090849991
2013-10-03,2013-10-03,343.0,349.899994,335.549988,348.549988,177273.0,323.879486,0.02307283620489731
2013-10-04,2013-10-04,348.649994,355.0,343.25,348.899994,132520.0,324.2047120000001,0.0010036536249584669
2013-10-07,2013-10-07,352.950012,352.950012,340.399994,342.299988,90372.0,318.071838,-0.01909788050636685
2013-10-08,2013-10-08,343.5,351.399994,340.950012,348.450012,333563.0,323.78656,0.017807270351228862
2013-10-09,2013-10-09,345.200012,347.850006,342.0,344.100006,53743.0,319.744476,-0.012562368966094084
2013-10-10,2013-10-10,344.5,349.450012,342.200012,343.100006,127367.0,318.815247,-0.002910392317087229
2013-10-11,2013-10-11,347.850006,347.850006,338.0,339.549988,105870.0,315.51651,-0.010400761748140752
2013-10-14,2013-10-14,344.0,344.049988,339.0,340.049988,79844.0,315.981079,0.0014713249643403259
2013-10-15,2013-10-15,341.0,341.950012,328.600006,330.149994,104269.0,306.7817990000001,-0.02954559277202406
2013-10-17,2013-10-17,331.5,332.899994,325.899994,329.75,66578.0,306.4101560000001,-0.001212158908723282
2013-10-18,2013-10-18,336.0,349.200012,333.850006,345.75,205292.0,321.277679,0.04738120927791467
2013-10-21,2013-10-21,347.100006,349.950012,338.649994,340.899994,79197.0,316.770966,-0.014126784796038903
2013-10-22,2013-10-22,345.0,351.649994,339.299988,349.600006,103095.0,324.855164,0.02520042575474957
2013-10-23,2013-10-23,350.0,355.5,344.549988,345.549988,113929.0,321.091858,-0.011652189580586558
2013-10-24,2013-10-24,347.299988,350.350006,344.0,347.649994,65723.0,323.043213,0.006058856464514761
2013-10-25,2013-10-25,349.799988,351.799988,342.899994,345.75,113889.0,321.277679,-0.005480307842638865
2013-10-28,2013-10-28,347.0,349.799988,341.299988,342.75,60248.0,318.490021,-0.00871464952793133
2013-10-29,2013-10-29,342.149994,346.0,339.600006,340.850006,111475.0,316.724487,-0.005558873496024575
2013-10-30,2013-10-30,342.200012,348.200012,341.100006,344.399994,117537.0,320.023224,0.010361298375163308
2013-10-31,2013-10-31,346.0,379.5,345.549988,372.399994,487916.0,346.041351,0.07816471131714575
2013-11-01,2013-11-01,370.0,383.0,365.200012,377.399994,429576.0,350.6875,0.013337234033710564
2013-11-05,2013-11-05,377.0,385.600006,372.600006,381.299988,376554.0,354.311432,0.010280764280554244
2013-11-06,2013-11-06,381.200012,393.5,380.049988,389.899994,268140.0,362.302704,0.02230378350953366
2013-11-07,2013-11-07,390.0,402.0,386.399994,396.75,474274.0,368.667877,0.017416115109311292
2013-11-08,2013-11-08,397.0,404.600006,392.799988,402.549988,509376.0,374.057373,0.014513012982106057
2013-11-11,2013-11-11,400.0,406.049988,391.049988,393.450012,137596.0,365.60144,-0.02286541108960449
2013-11-12,2013-11-12,393.049988,401.0,385.5,392.100006,763911.0,364.346985,-0.00343710923133056
2013-11-13,2013-11-13,391.0,402.399994,387.549988,391.600006,282221.0,363.882385,-0.001275971780799523
2013-11-14,2013-11-14,398.0,401.0,395.049988,396.549988,213895.0,368.482056,0.012561318444527458
2013-11-18,2013-11-18,399.899994,400.0,391.549988,393.450012,147205.0,365.60144,-0.007848237432397376
2013-11-19,2013-11-19,390.0,406.799988,390.0,394.75,444432.0,366.809479,0.003298804166246505
2013-11-20,2013-11-20,401.799988,401.799988,386.100006,387.049988,158379.0,359.654449,-0.019698875872412813
2013-11-21,2013-11-21,385.850006,394.799988,381.899994,389.0,216556.0,361.466431,0.005025470385821684
2013-11-22,2013-11-22,393.100006,393.700012,373.600006,379.25,153792.0,352.406555,-0.025383682072153132
2013-11-25,2013-11-25,380.0,383.799988,371.100006,380.75,204341.0,353.800354,0.003947287379881814
2013-11-26,2013-11-26,377.200012,388.799988,377.200012,386.149994,253221.0,358.818146,0.01408292075134554
2013-11-27,2013-11-27,389.0,393.899994,379.100006,381.850006,363278.0,354.82251,-0.01119801042498203
2013-11-28,2013-11-28,385.0,387.450012,374.399994,384.850006,385816.0,357.6101680000001,0.007825784282755599
2013-11-29,2013-11-29,382.5,391.450012,379.350006,381.25,265074.0,354.264984,-0.00939830141105258
2013-12-02,2013-12-02,381.5,386.5,381.5,384.549988,118897.0,357.331421,0.008618525780670794
2013-12-03,2013-12-03,382.0,397.799988,382.0,395.350006,366981.0,367.367004,0.027697658006735185
2013-12-04,2013-12-04,399.799988,400.200012,386.700012,388.75,504390.0,361.234131,-0.01683504884185183
2013-12-05,2013-12-05,392.149994,395.200012,382.299988,393.850006,442604.0,365.973114,0.01303356125263111
2013-12-06,2013-12-06,391.049988,397.899994,388.600006,396.700012,445914.0,368.62146,0.007210392147261047
2013-12-09,2013-12-09,400.049988,402.0,390.899994,392.049988,370353.0,364.300537,-0.011791085760715523
2013-12-10,2013-12-10,391.049988,408.0,387.0,405.299988,415256.0,376.612701,0.033238163019220224
2013-12-11,2013-12-11,408.0,415.399994,406.0,411.049988,724957.0,381.95575,0.014087423108042785
2013-12-12,2013-12-12,412.299988,419.450012,407.100006,416.600006,432835.0,387.112915,0.01341165629848895
2013-12-13,2013-12-13,414.5,421.799988,413.5,420.299988,533929.0,390.550995,0.008842129243192609
2013-12-16,2013-12-16,418.0,430.450012,415.799988,429.0,409802.0,398.635193,0.020488145659331103
2013-12-17,2013-12-17,431.850006,433.950012,417.450012,420.350006,234932.0,390.597443,-0.02036922331936264
2013-12-18,2013-12-18,419.5,434.799988,417.0,427.950012,397975.0,397.659546,0.017918755068276226
2013-12-19,2013-12-19,428.0,432.25,420.450012,430.299988,310060.0,399.84317,0.005476168076021359
2013-12-20,2013-12-20,428.100006,439.799988,427.049988,437.700012,477023.0,406.719452,0.017051245409417604
2013-12-23,2013-12-23,440.0,442.950012,435.049988,436.64999400000005,265438.0,405.743744,-0.0024018527211246976
2013-12-24,2013-12-24,436.0,437.5,425.14999400000005,428.350006,307221.0,398.031219,-0.01919134600807837
2013-12-26,2013-12-26,430.850006,444.39999400000005,425.75,441.850006,464331.0,410.575684,0.03102984027181943
2013-12-27,2013-12-27,445.350006,450.799988,442.299988,449.0,405817.0,417.219604,0.016052429297629622
2013-12-30,2013-12-30,452.0,459.0,448.700012,455.799988,338672.0,423.5383,0.015031235362688909
2013-12-31,2013-12-31,458.350006,468.799988,456.799988,465.850006,423420.0,432.876984,0.021809639182515998
2014-01-01,2014-01-01,467.0,470.450012,463.14999400000005,464.600006,340826.0,431.715454,-0.002686886092777563
2014-01-02,2014-01-02,464.600006,467.0,445.0,449.25,527453.0,417.451874,-0.03359743413826255
2014-01-03,2014-01-03,447.0,453.0,438.5,446.75,502265.0,415.128876,-0.005580249190287212
2014-01-06,2014-01-06,442.049988,468.5,442.049988,465.75,413081.0,432.784027,0.04164980405896035
2014-01-07,2014-01-07,469.0,469.700012,448.0,452.549988,457396.0,420.518311,-0.028750796415237367
2014-01-08,2014-01-08,456.39999400000005,456.39999400000005,438.64999400000005,441.200012,758272.0,409.97171,-0.02539986692600316
2014-01-09,2014-01-09,441.39999400000005,449.799988,435.0,446.950012,287121.0,415.314728,0.012948456210494008
2014-01-10,2014-01-10,447.0,455.700012,444.200012,445.799988,323243.0,414.246124,-0.0025763139340186925
2014-01-13,2014-01-13,446.799988,451.950012,440.100006,445.299988,172252.0,413.781494,-0.0011222573708042916
2014-01-14,2014-01-14,442.049988,462.89999400000005,442.049988,461.0,361311.0,428.37027,0.034649896182938456
2014-01-15,2014-01-15,462.0,464.799988,450.549988,452.600006,226347.0,420.56481900000006,-0.018389323429327756
2014-01-16,2014-01-16,452.0,455.600006,443.0,444.64999400000005,191810.0,413.17749,-0.017721356466208427
2014-01-17,2014-01-17,443.100006,449.0,439.14999400000005,440.450012,291435.0,409.274811,-0.00949041856271293
2014-01-20,2014-01-20,449.39999400000005,449.39999400000005,431.0,437.799988,257628.0,406.812378,-0.0060347485080001215
2014-01-21,2014-01-21,435.0,437.700012,425.700012,427.049988,310825.0,396.823242,-0.024861144156043125
2014-01-22,2014-01-22,428.0,443.89999400000005,428.0,439.450012,594178.0,408.345581,0.02862288086255038
2014-01-23,2014-01-23,441.89999400000005,442.0,429.049988,431.75,283362.0,401.190552,-0.01767732168806635
2014-01-24,2014-01-24,433.700012,433.700012,415.0,419.200012,217026.0,389.52887,-0.029498523227021067
2014-01-27,2014-01-27,416.0,416.0,404.549988,412.899994,223507.0,383.674774,-0.015142732210742691
2014-01-28,2014-01-28,411.299988,426.950012,408.0,411.899994,225286.0,382.745544,-0.002424858614768155
2014-01-29,2014-01-29,412.0,419.89999400000005,410.049988,412.350006,104066.0,383.163696,0.0010919101629998096
2014-01-30,2014-01-30,407.0,408.600006,399.399994,403.799988,230828.0,375.218872,-0.020952788194408708
2014-01-31,2014-01-31,407.850006,442.0,406.700012,437.799988,611938.0,406.812378,0.08084257706549991
2014-02-03,2014-02-03,436.850006,446.850006,433.049988,435.5,286210.0,404.67514,-0.0052674696635088844
2014-02-04,2014-02-04,430.100006,449.450012,426.39999400000005,448.049988,338407.0,416.336823,0.02840998155126861
2014-02-05,2014-02-05,449.0,452.5,442.5,446.350006,297987.0,414.757172,-0.0038013820620355077
2014-02-06,2014-02-06,446.850006,457.950012,440.39999400000005,456.0,287774.0,423.724121,0.021389364177466952
2014-02-07,2014-02-07,460.049988,463.450012,446.600006,448.25,838361.0,416.522705,-0.017141611516700017
2014-02-10,2014-02-10,448.0,453.799988,441.14999400000005,449.450012,223695.0,417.637756,0.002673470432320357
2014-02-11,2014-02-11,449.0,449.950012,435.0,437.450012,270385.0,406.487122,-0.0270621960696813
2014-02-12,2014-02-12,439.0,439.0,422.950012,424.450012,362397.0,394.407257,-0.030168225628614213
2014-02-13,2014-02-13,427.700012,430.0,417.799988,421.799988,510047.0,391.944794,-0.00626302442051685
2014-02-14,2014-02-14,420.14999400000005,429.450012,416.600006,422.950012,284141.0,393.013458,0.0027228573176447672
2014-02-17,2014-02-17,424.0,433.0,420.64999400000005,431.5,237333.0,400.958252,0.020013456603341414
2014-02-18,2014-02-18,434.5,440.450012,425.600006,438.700012,271058.0,407.648651,0.0165483417310206
2014-02-19,2014-02-19,439.0,447.5,439.0,445.950012,471805.0,414.385498,0.016391041267072026
2014-02-20,2014-02-20,445.75,445.75,434.39999400000005,436.350006,149366.0,405.465027,-0.02176207193229196
2014-02-21,2014-02-21,438.0,447.5,437.700012,445.299988,134564.0,413.781494,0.02030341899652477
2014-02-24,2014-02-24,444.0,454.89999400000005,442.100006,444.14999400000005,237608.0,412.712921,-0.002585797498473319
2014-02-25,2014-02-25,442.299988,457.700012,441.600006,456.600006,196381.0,424.281677,0.027645322483001774
2014-02-26,2014-02-26,460.0,473.850006,458.100006,467.950012,779041.0,434.828308,0.02455369171558797
2014-02-28,2014-02-28,470.14999400000005,486.89999400000005,470.0,484.549988,513577.0,450.253387,0.03485924759174708
2014-03-03,2014-03-03,486.450012,494.75,479.0,483.0,227572.0,448.81311,-0.003203941503485908
2014-03-04,2014-03-04,482.89999400000005,491.950012,476.100006,480.89999400000005,328231.0,446.86169400000006,-0.00435742767116043
2014-03-05,2014-03-05,483.0,486.350006,475.049988,481.0,212145.0,446.954651,0.00020800022477818203
2014-03-06,2014-03-06,484.950012,501.799988,483.299988,495.299988,847514.0,460.242493,0.029296371714049307
2014-03-07,2014-03-07,498.0,501.850006,487.049988,489.25,551443.0,454.620697,-0.0122900709607352
2014-03-10,2014-03-10,488.700012,496.0,468.549988,479.100006,331112.0,445.1891480000001,-0.02096419477596889
2014-03-11,2014-03-11,483.799988,495.549988,478.14999400000005,484.700012,414217.0,450.392792,0.0116208296022684
2014-03-12,2014-03-12,486.0,487.75,477.299988,481.5,235784.0,447.41925,-0.006623998639994078
2014-03-13,2014-03-13,485.0,492.600006,455.39999400000005,464.049988,249505.0,431.204376,-0.036913906538732284
2014-03-14,2014-03-14,464.049988,471.39999400000005,455.100006,460.950012,445987.0,428.3237610000001,-0.00670280741472684
2014-03-18,2014-03-18,461.100006,469.950012,459.5,466.350006,402756.0,433.341583,0.011646931741040591
2014-03-19,2014-03-19,470.0,479.549988,465.100006,469.75,312712.0,436.500916,0.007264181495725275
2014-03-20,2014-03-20,468.700012,474.799988,460.39999400000005,462.89999400000005,358462.0,430.135742,-0.014689635847115134
2014-03-21,2014-03-21,462.700012,465.75,453.5,457.200012,306465.0,424.839203,-0.012390086490019492
2014-03-24,2014-03-24,462.100006,475.39999400000005,458.0,473.600006,313005.0,440.0784,0.03524214140679138
2014-03-25,2014-03-25,477.89999400000005,489.39999400000005,475.5,487.350006,560823.0,452.855194,0.028619521478727705
2014-03-26,2014-03-26,490.950012,492.850006,485.0,487.75,246133.0,453.226868,0.0008203981436869513
2014-03-27,2014-03-27,487.549988,496.89999400000005,475.0,480.549988,609381.0,446.53649900000005,-0.014871670823917603
2014-03-28,2014-03-28,480.39999400000005,515.200012,480.39999400000005,513.400024,536020.0,477.061401,0.06612406421816086
2014-03-31,2014-03-31,519.700012,519.900024,496.549988,501.25,444559.0,465.771362,-0.02395033163692073
2014-04-01,2014-04-01,504.0,509.0,492.89999400000005,504.0,203691.0,468.326691,0.0054712358432773564
2014-04-02,2014-04-02,510.5,518.0,505.0,515.049988,258920.0,478.594574,0.021687728095399983
2014-04-03,2014-04-03,515.049988,515.099976,498.25,511.100006,150116.0,474.924133,-0.007698766898364795
2014-04-04,2014-04-04,511.0,518.0,499.25,511.450012,297304.0,475.24942,0.0006846896794403534
2014-04-07,2014-04-07,512.0,513.049988,502.850006,508.799988,117742.0,472.786926,-0.005194947532190852
2014-04-09,2014-04-09,502.5,518.25,500.25,516.549988,455088.0,479.988373,0.015117067266597672
2014-04-10,2014-04-10,518.5,526.0,516.5,518.400024,436683.0,481.707458,0.003575115489988789
2014-04-11,2014-04-11,520.0,527.5,516.099976,524.099976,487577.0,487.003967,0.010935272658088023
2014-04-15,2014-04-15,526.599976,534.0,510.100006,515.799988,630666.0,479.29147300000005,-0.015963353360488597
2014-04-16,2014-04-16,517.0,519.700012,503.25,510.049988,200825.0,473.948425,-0.011210407721302218
2014-04-17,2014-04-17,513.0,515.700012,503.39999400000005,512.950012,155950.0,476.643219,0.0056697347086629435
2014-04-21,2014-04-21,512.849976,518.0,507.299988,509.25,127887.0,473.205078,-0.007239379228301422
2014-04-22,2014-04-22,513.900024,517.5,506.799988,508.14999400000005,192589.0,472.182953,-0.0021623404670840785
