Date,Date.1,SUPREMEIND.NS.Open,SUPREMEIND.NS.High,SUPREMEIND.NS.Low,SUPREMEIND.NS.Close,SUPREMEIND.NS.Volume,SUPREMEIND.NS.Adjusted,log_returns
2014-04-17,2014-04-17,480.0,492.0,476.5,485.0,43067.0,463.082764,0.0143288596928981
2014-04-21,2014-04-21,485.0,490.950012,470.0,477.14999400000005,33610.0,455.58749400000005,-0.01631801237165753
2014-04-22,2014-04-22,476.0,496.0,476.0,484.5,25546.0,462.605347,0.015286526633304653
2014-04-23,2014-04-23,482.200012,497.0,461.0,478.850006,154512.0,457.210724,-0.0117299208488717
2014-04-24,2014-04-24,478.850006,478.850006,478.850006,478.850006,0.0,457.210724,0.0
2014-04-25,2014-04-25,472.0,485.0,460.0,467.14999400000005,366331.0,446.039368,-0.024737170280719308
2014-04-28,2014-04-28,465.0,468.0,447.0,460.14999400000005,54697.0,439.355743,-0.0150977837434354
2014-04-29,2014-04-29,459.850006,466.549988,452.0,456.600006,15389.0,435.966156,-0.007744816956504862
2014-04-30,2014-04-30,458.049988,460.39999400000005,452.200012,456.100006,13766.0,435.488739,-0.0010956781595954368
2014-05-02,2014-05-02,456.100006,465.0,454.049988,458.89999400000005,17594.0,438.162231,0.006120293886469953
2014-05-05,2014-05-05,458.0,465.700012,453.299988,456.0,5190.0,435.393311,-0.006339446412076732
2014-05-06,2014-05-06,464.0,466.600006,455.299988,459.600006,8415.0,438.830597,0.007863668978235872
2014-05-07,2014-05-07,456.0,458.64999400000005,442.0,448.5,74362.0,428.232208,-0.024447864260827682
2014-05-08,2014-05-08,448.0,455.0,445.0,446.700012,49277.0,426.51355,-0.0040214538653273735
2014-05-09,2014-05-09,442.200012,454.0,442.200012,451.64999400000005,8334.0,431.239929,0.011020478379590415
2014-05-12,2014-05-12,447.0,452.799988,439.25,442.0,115814.0,422.02597,-0.021597762602557857
2014-05-13,2014-05-13,442.0,452.0,440.0,449.450012,60082.0,429.139313,0.016714752712635672
2014-05-14,2014-05-14,447.950012,450.0,431.799988,443.25,31321.0,423.219482,-0.013890690683324712
2014-05-15,2014-05-15,443.299988,484.0,440.0,455.600006,30918.0,435.011353,0.0274812151425321
2014-05-16,2014-05-16,458.950012,480.0,441.200012,454.5,270074.0,433.96109,-0.002417253895359295
2014-05-19,2014-05-19,460.0,467.0,445.049988,457.25,189183.0,436.586792,0.0060323160080519855
2014-05-20,2014-05-20,452.799988,468.850006,452.799988,464.75,126884.0,443.747864,0.016269335545531227
2014-05-21,2014-05-21,462.0,479.0,461.600006,476.049988,146221.0,454.537262,0.024023367598526413
2014-05-22,2014-05-22,471.14999400000005,500.0,471.14999400000005,496.700012,78988.0,474.254059,0.042463272700073766
2014-05-23,2014-05-23,502.0,517.0,502.0,512.75,116452.0,489.578735,0.031802129284311136
2014-05-26,2014-05-26,520.0,526.799988,472.049988,493.39999400000005,90090.0,471.10318,-0.03846816099741002
2014-05-27,2014-05-27,505.0,505.0,480.450012,495.350006,20829.0,472.965088,0.003944440200287502
2014-05-28,2014-05-28,519.0,519.0,485.299988,495.100006,108021.0,472.726349,-0.0005048983119246842
2014-05-29,2014-05-29,495.0,514.799988,495.0,507.75,53232.0,484.804718,0.02522948882515763
2014-05-30,2014-05-30,499.049988,518.0,460.0,508.200012,45079.0,485.234406,0.0008859189644470078
2014-06-02,2014-06-02,525.0,530.0,500.049988,508.5,102813.0,485.52078200000005,0.0005900066501780543
2014-06-03,2014-06-03,505.0,519.599976,484.0,511.350006,75722.0,488.242004,0.005589100596006702
2014-06-04,2014-06-04,507.0,519.650024,494.0,496.049988,53400.0,473.63342300000005,-0.030377539474034883
2014-06-05,2014-06-05,505.0,509.850006,491.299988,495.14999400000005,47263.0,472.774078,-0.001816015268818916
2014-06-06,2014-06-06,493.100006,506.799988,484.950012,489.549988,56672.0,467.42712400000005,-0.011374185938200831
2014-06-09,2014-06-09,490.100006,500.049988,484.049988,489.100006,57225.0,466.99749800000006,-0.0009195520326805707
2014-06-10,2014-06-10,489.0,503.0,489.0,498.75,35242.0,476.211426,0.019538027832193272
2014-06-11,2014-06-11,505.39999400000005,505.39999400000005,491.0,501.14999400000005,23427.0,478.50296,0.0048004689867608965
2014-06-12,2014-06-12,506.850006,520.0,504.0,517.0,111401.0,493.636658,0.03113733957440523
2014-06-13,2014-06-13,522.599976,527.450012,506.0,508.64999400000005,115845.0,485.663971,-0.016282769380621787
2014-06-16,2014-06-16,509.0,518.200012,498.549988,509.850006,39956.0,486.809814,0.0023565540746615103
2014-06-17,2014-06-17,509.0,523.900024,504.549988,518.5,66914.0,495.068909,0.016823441840641884
2014-06-18,2014-06-18,505.14999400000005,529.799988,505.14999400000005,526.049988,95140.0,502.27771,0.01445621091949434
2014-06-19,2014-06-19,527.0,529.900024,517.0,520.400024,86143.0,496.883118,-0.010798350512029486
2014-06-20,2014-06-20,517.0,520.549988,498.549988,501.700012,94521.0,479.028137,-0.036595486575266456
2014-06-23,2014-06-23,502.0,514.299988,498.100006,500.89999400000005,53432.0,478.264252,-0.0015959286230859961
2014-06-24,2014-06-24,504.200012,504.200012,495.14999400000005,500.350006,32788.0,477.739136,-0.001098565254898709
2014-06-25,2014-06-25,500.39999400000005,519.900024,490.0,517.349976,36912.0,493.970856,0.03341167656108901
2014-06-26,2014-06-26,502.75,523.900024,502.75,519.900024,96970.0,496.40567,0.004916956009171969
2014-06-27,2014-06-27,519.0,527.049988,510.0,525.099976,92629.0,501.370697,0.009952266149635848
2014-06-30,2014-06-30,525.400024,528.950012,511.0,522.549988,76689.0,498.935822,-0.0048682674013083025
2014-07-01,2014-07-01,525.950012,547.700012,519.099976,540.799988,33948.0,516.361145,0.03432893982756813
2014-07-02,2014-07-02,540.799988,562.0,530.099976,556.900024,42014.0,531.7336429999998,0.02933627883016765
2014-07-03,2014-07-03,556.5,570.0,540.299988,549.700012,53183.0,524.858948,-0.013013136894356236
2014-07-04,2014-07-04,567.900024,567.900024,535.049988,543.299988,13741.0,518.7481690000002,-0.011711014116929874
2014-07-07,2014-07-07,542.5,557.0,540.0,554.799988,14171.0,529.728516,0.02094609944714421
2014-07-08,2014-07-08,555.0,555.0,523.75,538.599976,26544.0,514.260559,-0.029634580210219138
2014-07-09,2014-07-09,543.349976,564.0,540.0,555.849976,52107.0,530.73114,0.0315255041941267
2014-07-10,2014-07-10,551.099976,561.400024,513.400024,540.150024,27802.0,515.74054,-0.02865175576810408
2014-07-11,2014-07-11,530.200012,558.0,530.200012,548.75,8415.0,523.9518429999998,0.01579596786290427
2014-07-14,2014-07-14,535.0,560.0,535.0,557.950012,18826.0,532.7362059999998,0.016626601148093556
2014-07-15,2014-07-15,560.0,560.0,547.5,551.049988,17060.0,526.147888,-0.012444049459736206
2014-07-16,2014-07-16,551.150024,560.0,551.150024,558.150024,9439.0,532.927063,0.012802243286233585
2014-07-17,2014-07-17,547.049988,573.950012,547.049988,567.599976,24047.0,541.9500730000002,0.016789308559955533
2014-07-18,2014-07-18,570.0,576.0,556.099976,569.450012,11863.0,543.716431,0.003253963444665331
2014-07-21,2014-07-21,577.0,597.75,575.200012,589.099976,213273.0,562.4784549999998,0.03392498671761501
2014-07-22,2014-07-22,595.0,614.0,591.950012,609.849976,121109.0,582.290771,0.03461709837605476
2014-07-23,2014-07-23,614.849976,637.049988,608.099976,634.75,131190.0,606.0654910000002,0.04001812168830643
2014-07-24,2014-07-24,632.200012,633.0,612.049988,622.0,74599.0,593.8917240000002,-0.020291031268336646
2014-07-25,2014-07-25,626.950012,626.950012,595.0,598.849976,175810.0,571.787903,-0.03792889625300866
2014-07-28,2014-07-28,619.0,619.0,577.849976,598.0,24043.0,570.976318,-0.0014203894758590965
2014-07-30,2014-07-30,599.0,599.0,570.299988,585.0,28314.0,558.5637820000002,-0.02197891987363132
2014-07-31,2014-07-31,585.0,610.0,575.0,605.5,35368.0,578.13739,0.03444272507206403
2014-08-01,2014-08-01,593.299988,604.950012,571.150024,580.950012,29698.0,554.696899,-0.04138970275206066
2014-08-04,2014-08-04,575.099976,584.900024,562.0,572.650024,57662.0,546.771973,-0.014389989501069957
2014-08-05,2014-08-05,567.700012,594.0,566.299988,590.200012,35239.0,563.528809,0.030186610148638767
2014-08-06,2014-08-06,590.0,616.0,580.849976,612.900024,209284.0,585.2030030000002,0.03774034342784916
2014-08-07,2014-08-07,617.799988,624.900024,613.0,620.25,20913.0,592.220825,0.011920779822082395
2014-08-08,2014-08-08,624.0,624.849976,612.400024,617.0,76141.0,589.117676,-0.005253627363821067
2014-08-11,2014-08-11,615.799988,624.849976,613.0,620.099976,9307.0,592.0775150000002,0.005011610642427833
2014-08-12,2014-08-12,622.0,622.0,596.25,607.900024,29210.0,580.428955,-0.019870156038502174
2014-08-13,2014-08-13,604.0,620.0,602.0,605.700012,10963.0,578.3283690000002,-0.0036255879596005522
2014-08-14,2014-08-14,601.0,614.0,591.0,596.599976,16151.0,569.6395259999998,-0.015138069567943726
2014-08-18,2014-08-18,600.0,615.0,596.0,598.400024,53044.0,571.358154,0.0030125027068192978
2014-08-19,2014-08-19,605.0,606.950012,585.099976,589.900024,34171.0,563.24231,-0.014306326641295719
2014-08-20,2014-08-20,585.0,594.950012,576.0,578.400024,52421.0,552.262085,-0.01968720104605381
2014-08-21,2014-08-21,583.5,585.0,577.0,582.700012,43977.0,556.367676,0.007406638200092352
2014-08-22,2014-08-22,582.5,585.5,579.0,580.700012,93156.0,554.45813,-0.0034380689945061604
2014-08-25,2014-08-25,581.5,590.0,580.0,582.349976,17760.0,556.033447,0.0028371544446255115
2014-08-26,2014-08-26,597.0,597.0,575.5,577.599976,36222.0,551.4981690000002,-0.008189930264293821
2014-08-27,2014-08-27,578.0,585.25,574.0,576.5,24956.0,550.447876,-0.0019062518039092426
2014-08-28,2014-08-28,575.0,594.0,572.5,590.049988,58500.0,563.38562,0.023232064661994126
2014-09-01,2014-09-01,597.0,625.0,594.549988,623.900024,45993.0,595.705933,0.05578281278644237
2014-09-02,2014-09-02,630.0,631.0,613.950012,625.0,60864.0,596.756104,0.0017613496093211722
2014-09-03,2014-09-03,630.900024,635.0,621.5,633.650024,57118.0,605.0153809999998,0.01374538694254568
2014-09-04,2014-09-04,632.349976,639.0,628.099976,637.849976,38317.0,609.025452,0.006606179091862785
2014-09-05,2014-09-05,640.0,645.25,635.0,640.049988,88699.0,611.126038,0.003443159464181278
2014-09-08,2014-09-08,640.0,659.0,639.5,657.0,97595.0,633.246338,0.035556286594678355
2014-09-09,2014-09-09,646.0,665.0,640.0,656.900024,33324.0,633.149963,-0.0001522035402503619
2014-09-10,2014-09-10,656.5,663.900024,650.0,658.900024,195950.0,635.077637,0.0030399519526600467
2014-09-11,2014-09-11,653.0,658.900024,652.849976,654.900024,34266.0,631.222168,-0.006089365090772958
2014-09-12,2014-09-12,651.0,669.0,651.0,656.650024,63299.0,632.908997,0.002668757875565753
2014-09-15,2014-09-15,651.0,676.0,645.75,673.400024,147460.0,649.053284,0.025188167832745908
2014-09-16,2014-09-16,678.0,678.0,662.549988,673.650024,54687.0,649.2943730000002,0.0003713781920753334
2014-09-17,2014-09-17,676.0,688.5,651.0,662.5,39396.0,638.547363,-0.01669034195595831
2014-09-18,2014-09-18,660.0,670.700012,645.099976,654.799988,44022.0,631.125854,-0.01169055694756338
2014-09-19,2014-09-19,651.0,669.0,642.75,655.450012,93502.0,631.75238,0.0009922192568270203
2014-09-22,2014-09-22,657.799988,657.799988,644.299988,649.950012,137109.0,626.4511110000002,-0.00842677739872322
2014-09-23,2014-09-23,648.0,653.049988,637.0,649.950012,41059.0,626.4511110000002,0.0
2014-09-24,2014-09-24,645.049988,662.0,642.0,648.75,19797.0,625.294678,-0.0018477127531353328
2014-09-25,2014-09-25,637.049988,653.950012,637.049988,639.950012,6373.0,616.8127440000002,-0.013657539908094485
2014-09-26,2014-09-26,649.0,658.0,628.049988,654.75,26689.0,631.077576,0.0228633128331861
2014-09-29,2014-09-29,648.200012,664.0,640.0,650.349976,18629.0,626.836731,-0.006742686752944316
2014-09-30,2014-09-30,642.549988,658.799988,640.099976,652.75,27245.0,629.149963,0.0036835336339553493
2014-10-01,2014-10-01,660.0,662.0,645.0,646.75,111391.0,623.366882,-0.009234402105892771
2014-10-07,2014-10-07,654.0,658.950012,640.099976,644.049988,27736.0,620.7644650000002,-0.0041835145490942685
2014-10-08,2014-10-08,632.700012,650.5,632.700012,636.5,17614.0,613.4874269999998,-0.011791956520050384
2014-10-09,2014-10-09,636.5,648.349976,636.5,643.0,5201.0,619.752441,0.01016033953906348
2014-10-10,2014-10-10,639.0,648.950012,637.0,639.25,14288.0,616.138062,-0.005849044548219773
2014-10-13,2014-10-13,639.25,642.150024,627.5,631.700012,155569.0,608.860962,-0.011881128818748364
2014-10-14,2014-10-14,630.099976,638.0,601.099976,610.599976,30410.0,588.523865,-0.03397245809593041
2014-10-15,2014-10-15,610.599976,610.599976,610.599976,610.599976,0.0,588.523865,0.0
2014-10-16,2014-10-16,606.049988,625.0,599.150024,602.549988,34344.0,580.764954,-0.013271357348688895
2014-10-17,2014-10-17,607.0,615.0,575.099976,587.549988,405152.0,566.30719,-0.0252094512911043
2014-10-20,2014-10-20,586.0,594.950012,581.0,585.349976,88629.0,564.1867070000002,-0.003751431993513243
2014-10-21,2014-10-21,589.900024,598.650024,582.150024,589.299988,33260.0,567.993896,0.006725434688243047
2014-10-22,2014-10-22,597.0,604.0,596.0,598.849976,64564.0,577.19873,0.016075954435560647
2014-10-27,2014-10-27,605.099976,607.349976,600.0,605.650024,10316.0,583.752808,0.011290992629814587
2014-10-28,2014-10-28,604.599976,608.700012,582.200012,586.900024,38768.0,565.680786,-0.03144768247674001
2014-10-29,2014-10-29,592.5,602.5,590.0,596.950012,27901.0,575.367432,0.01697891211675007
2014-10-30,2014-10-30,596.0,599.0,592.0,596.349976,26091.0,574.7890629999998,-0.001005722353896843
2014-11-03,2014-11-03,608.0,608.0,595.549988,599.950012,23833.0,578.258972,0.006018690235528368
2014-11-05,2014-11-05,607.950012,608.950012,599.150024,606.549988,16296.0,584.620239,0.010940655559491752
2014-11-07,2014-11-07,590.150024,604.950012,586.049988,595.900024,19085.0,574.355408,-0.01771408992255008
2014-11-10,2014-11-10,599.650024,613.049988,577.549988,585.650024,145380.0,564.475891,-0.017350708322488195
2014-11-14,2014-11-14,585.150024,589.900024,578.099976,582.950012,11804.0,561.873596,-0.00462076763966035
2014-11-18,2014-11-18,593.900024,627.0,592.049988,620.650024,169366.0,598.21051,0.0626658089699541
2014-11-21,2014-11-21,621.0,622.75,607.299988,618.099976,45081.0,595.752686,-0.004117090845008775
2014-11-27,2014-11-27,613.400024,616.200012,605.049988,614.700012,57137.0,592.475586,-0.00551595747424649
2014-11-28,2014-11-28,614.75,625.0,606.799988,616.849976,36012.0,594.5478519999998,0.0034915369636019373
2014-12-01,2014-12-01,619.0,634.5,611.75,622.950012,50195.0,600.427429,0.009840579198791666
2014-12-02,2014-12-02,626.799988,634.900024,618.0,620.450012,152331.0,598.0177610000002,-0.004021329080964975
2014-12-03,2014-12-03,626.0,634.400024,616.0,620.0,71416.0,597.5840450000002,-0.000725519176783429
2014-12-04,2014-12-04,617.049988,621.900024,617.049988,619.75,50457.0,597.3431400000002,-0.00040321285897260134
2014-12-05,2014-12-05,615.5,645.0,615.049988,632.349976,58965.0,609.487488,0.020126698266015097
2014-12-08,2014-12-08,637.75,653.5,626.099976,648.400024,71334.0,624.957336,0.02506496459768659
2014-12-09,2014-12-09,656.0,656.049988,625.0,630.5,30602.0,607.7044070000002,-0.02799479395788307
2014-12-10,2014-12-10,625.150024,637.599976,624.049988,633.599976,49634.0,610.692261,0.004904576757047252
2014-12-11,2014-12-11,636.0,636.299988,608.349976,614.400024,49026.0,592.1865230000002,-0.030771509911399875
2014-12-12,2014-12-12,618.799988,626.0,605.950012,607.5,103113.0,585.535889,-0.011294180407028342
2014-12-15,2014-12-15,607.0,623.599976,603.150024,612.799988,20068.0,590.644348,0.008686578742823414
2014-12-16,2014-12-16,616.5,616.5,580.0,581.75,57382.0,560.71698,-0.05199776998478445
2014-12-17,2014-12-17,586.0,612.0,578.049988,608.950012,35307.0,586.933533,0.04569529548517082
2014-12-18,2014-12-18,606.0,621.799988,606.0,613.599976,88640.0,591.415344,0.007606970566186533
2014-12-19,2014-12-19,616.700012,625.849976,602.5,606.549988,95498.0,584.620239,-0.011556079965506784
2014-12-22,2014-12-22,605.0,615.0,605.0,608.25,17929.0,586.258911,0.0027990473139274386
2014-12-23,2014-12-23,611.950012,611.950012,600.0,608.700012,39422.0,586.692566,0.0007394253355945679
2014-12-24,2014-12-24,605.0,609.75,597.400024,598.849976,38395.0,577.19873,-0.016314318360469926
2014-12-26,2014-12-26,602.900024,602.900024,595.150024,597.849976,27527.0,576.234863,-0.001671300767048578
2014-12-29,2014-12-29,602.0,615.0,574.900024,609.400024,21797.0,587.367249,0.019134935483716475
2014-12-30,2014-12-30,605.049988,613.0,601.0,603.650024,34859.0,581.825195,-0.009480210953768164
2014-12-31,2014-12-31,601.0,607.0,590.0,597.299988,51363.0,575.704712,-0.010575173916244296
2015-01-01,2015-01-01,599.25,599.25,587.0,589.200012,15902.0,567.897522,-0.013653893037152365
2015-01-02,2015-01-02,592.900024,600.099976,587.549988,597.400024,49045.0,575.801086,0.013821280818251402
2015-01-05,2015-01-05,601.0,608.5,593.599976,602.900024,22310.0,581.102356,0.009164649204615571
2015-01-06,2015-01-06,602.0,603.950012,592.0,593.5,24300.0,572.042175,-0.01571419227329329
2015-01-07,2015-01-07,595.0,599.0,588.5,590.5,11819.0,569.150574,-0.0050676928869757285
2015-01-08,2015-01-08,605.0,605.0,588.049988,590.599976,17486.0,569.2469480000002,0.00016931519678831108
2015-01-09,2015-01-09,593.0,593.549988,587.0,589.75,9779.0,568.427673,-0.001440262666494441
2015-01-12,2015-01-12,585.0,600.0,585.0,596.849976,15967.0,575.270996,0.011967146340431613
2015-01-13,2015-01-13,596.0,603.0,576.0,585.349976,59041.0,564.1867070000002,-0.0194559896666302
2015-01-14,2015-01-14,585.700012,589.150024,577.150024,581.400024,45143.0,560.3797,-0.006770647815173447
2015-01-15,2015-01-15,581.0,595.049988,581.0,586.599976,26175.0,565.391541,0.008903894376959265
2015-01-16,2015-01-16,594.900024,594.900024,570.099976,573.349976,40082.0,552.620605,-0.02284678489511549
2015-01-19,2015-01-19,576.0,584.950012,570.5,578.049988,42732.0,557.150696,0.008164053544074791
2015-01-20,2015-01-20,587.0,590.0,579.0,584.25,44532.0,563.126526,0.01066858552980765
2015-01-21,2015-01-21,582.0,590.0,578.299988,580.099976,49497.0,559.126587,-0.007128438124345494
2015-01-22,2015-01-22,581.0,604.0,575.0,595.75,222449.0,574.210754,0.0266205960650554
2015-01-23,2015-01-23,597.150024,599.849976,583.400024,593.5,142571.0,572.042175,-0.003783774998382228
2015-01-27,2015-01-27,596.0,596.0,580.5,584.400024,64535.0,563.271179,-0.015451541153405303
2015-01-28,2015-01-28,582.099976,595.0,582.0,591.299988,13927.0,571.8788450000002,0.015165979478684475
2015-01-29,2015-01-29,593.950012,598.799988,582.950012,586.0,50554.0,566.752869,-0.00900380793289024
2015-01-30,2015-01-30,586.0,592.549988,585.0,590.549988,369317.0,571.153503,0.007734653829541749
2015-02-02,2015-02-02,593.0,594.900024,582.099976,585.400024,66487.0,566.1726679999998,-0.00875890658362799
2015-02-03,2015-02-03,585.400024,620.0,585.400024,616.75,83192.0,596.492859,0.0521681711484181
2015-02-04,2015-02-04,615.0,626.0,611.0,623.650024,40900.0,603.16626,0.01112561015016933
2015-02-05,2015-02-05,621.0,626.900024,612.700012,622.349976,28039.0,601.908936,-0.002086715352556112
2015-02-06,2015-02-06,623.950012,628.0,618.849976,625.299988,18742.0,604.762085,0.0047289679912054785
2015-02-09,2015-02-09,630.0,649.0,619.950012,633.849976,30658.0,613.03125,0.013580780674947944
2015-02-10,2015-02-10,628.0,653.0,603.0,646.599976,37409.0,625.362488,0.019915548982880612
2015-02-11,2015-02-11,646.599976,675.950012,646.599976,672.549988,71404.0,650.460144,0.03934856387048225
2015-02-12,2015-02-12,672.0,689.0,665.049988,682.150024,32572.0,659.744812,0.014173085484801897
2015-02-13,2015-02-13,680.0,697.0,661.200012,691.25,55858.0,668.545959,0.013252031850082169
2015-02-16,2015-02-16,689.0,694.950012,667.5,673.150024,36528.0,651.040527,-0.02653324989078154
2015-02-18,2015-02-18,675.950012,694.0,665.0,671.299988,32776.0,649.251221,-0.002752162554537918
2015-02-19,2015-02-19,673.950012,673.950012,650.349976,658.049988,35012.0,636.4364009999998,-0.019935238041761668
2015-02-20,2015-02-20,656.400024,670.200012,653.450012,659.650024,111068.0,637.983887,0.0024285344091463656
2015-02-23,2015-02-23,683.950012,685.0,645.25,651.049988,242279.0,629.66626,-0.013123094551142243
2015-02-24,2015-02-24,649.0,649.0,630.650024,633.150024,118148.0,612.354309,-0.027878881720946325
2015-02-25,2015-02-25,631.0,652.0,631.0,647.450012,50179.0,626.18457,0.02233411663095985
2015-02-26,2015-02-26,665.0,665.0,635.5,651.049988,43127.0,629.66626,0.005544765089986471
2015-02-27,2015-02-27,647.25,663.349976,647.25,660.799988,23638.0,639.096069,0.014864852811375506
2015-03-02,2015-03-02,660.299988,677.0,651.549988,673.099976,69847.0,650.992065,0.01844266739398659
2015-03-03,2015-03-03,674.450012,684.0,671.0,683.0,35909.0,660.566895,0.014600944973620857
2015-03-04,2015-03-04,684.049988,684.200012,671.0,675.299988,10179.0,653.1198730000001,-0.011337712997600669
2015-03-05,2015-03-05,674.549988,683.75,660.099976,676.700012,15379.0,654.473816,0.0020708932679420755
2015-03-09,2015-03-09,686.0,697.200012,668.75,680.200012,31893.0,657.858887,0.005158872441068496
2015-03-10,2015-03-10,680.0,682.0,666.0,673.900024,9900.0,651.765808,-0.00930514366086399
2015-03-11,2015-03-11,676.0,720.0,671.299988,706.450012,216802.0,683.246704,0.047170693575256266
2015-03-12,2015-03-12,714.450012,724.799988,698.0,705.650024,104838.0,682.473022,-0.0011330027208877882
2015-03-13,2015-03-13,708.0,721.0,691.0,699.75,45832.0,676.7667240000002,-0.008396357656099696
2015-03-16,2015-03-16,704.700012,712.700012,691.200012,695.099976,25216.0,672.2694700000002,-0.00666738324748728
2015-03-17,2015-03-17,702.599976,718.0,693.0,714.75,44225.0,691.274109,0.027877172455224475
2015-03-18,2015-03-18,708.099976,742.0,705.349976,730.200012,103295.0,706.216675,0.02138566588229196
2015-03-19,2015-03-19,734.950012,736.0,712.0,725.200012,34565.0,701.3809200000002,-0.0068709609079622425
2015-03-20,2015-03-20,728.900024,735.0,722.0,730.099976,22334.0,706.1198730000001,0.006733880266256875
2015-03-23,2015-03-23,723.5,729.700012,701.099976,708.900024,17677.0,685.616272,-0.029466913907367775
2015-03-24,2015-03-24,705.0,718.0,700.0,711.950012,19889.0,688.566101,0.00429321986488862
2015-03-25,2015-03-25,716.849976,730.0,703.75,724.049988,29511.0,700.2686769999998,0.016852764864949243
2015-03-26,2015-03-26,708.700012,730.900024,682.200012,691.25,19435.0,668.545959,-0.04635894206951452
2015-03-27,2015-03-27,699.599976,713.950012,689.5,708.150024,44320.0,684.89093,0.024154455689097357
2015-03-30,2015-03-30,721.5,721.5,698.099976,705.549988,10049.0,682.3762820000002,-0.003678360474478559
2015-03-31,2015-03-31,711.950012,722.0,698.0,712.599976,27750.0,689.194763,0.009942667127260664
2015-04-01,2015-04-01,723.0,725.0,705.150024,722.599976,11878.0,698.866272,0.01393550466657878
2015-04-06,2015-04-06,723.5,737.650024,722.599976,735.25,48633.0,711.100769,0.017354737685669974
2015-04-07,2015-04-07,739.0,739.0,709.0,716.299988,55772.0,692.773254,-0.02611139746722557
2015-04-08,2015-04-08,715.0,720.200012,706.5,712.700012,21690.0,689.291382,-0.005038663570167579
2015-04-09,2015-04-09,716.299988,735.950012,716.299988,733.5,67753.0,709.408325,0.0287671902652642
2015-04-10,2015-04-10,736.0,746.799988,721.099976,735.349976,81567.0,711.19751,0.00251890552880063
2015-04-13,2015-04-13,735.0,739.900024,717.849976,725.549988,26224.0,701.7193599999998,-0.013416631052828087
2015-04-15,2015-04-15,716.0,724.799988,697.099976,700.099976,90490.0,677.105286,-0.035706772731535004
2015-04-16,2015-04-16,709.049988,709.049988,675.0,684.200012,47687.0,661.7276,-0.022972788391147247
2015-04-17,2015-04-17,684.200012,692.799988,675.0,679.599976,38426.0,657.278625,-0.006745975549967476
2015-04-20,2015-04-20,675.0,679.0,658.0,661.900024,83080.0,640.159973,-0.02638991241126032
2015-04-21,2015-04-21,668.0,668.0,640.0,642.099976,82660.0,621.010315,-0.0303704108304812
2015-04-22,2015-04-22,642.5,666.799988,641.200012,657.599976,58219.0,636.0011599999998,0.02385269513634292
2015-04-23,2015-04-23,662.75,670.75,651.200012,659.049988,28616.0,637.403625,0.002202701895848591
2015-04-24,2015-04-24,660.799988,690.450012,640.950012,668.650024,224784.0,646.688354,0.014461410806631212
2015-04-27,2015-04-27,674.700012,674.700012,641.0,646.849976,68339.0,625.604309,-0.033146422945205416
2015-04-28,2015-04-28,649.650024,655.0,635.0,649.75,23456.0,628.408997,0.004473146597683275
2015-04-29,2015-04-29,654.0,698.0,644.700012,691.099976,54408.0,668.400818,0.061696796945775574
2015-04-30,2015-04-30,685.049988,700.0,675.0,682.849976,40112.0,660.421875,-0.012009185176848902
2015-05-04,2015-05-04,693.799988,693.799988,675.0,678.75,10869.0,656.456543,-0.006022338783190585
2015-05-05,2015-05-05,685.450012,691.900024,682.299988,687.200012,50466.0,664.628967,0.012372444007552552
2015-05-06,2015-05-06,684.299988,690.0,664.950012,675.400024,28254.0,653.216553,-0.01732023841465047
2015-05-07,2015-05-07,676.849976,682.549988,661.0,670.900024,44703.0,648.86438,-0.00668497494664244
2015-05-08,2015-05-08,690.0,690.0,664.299988,669.150024,29663.0,647.171875,-0.002611818852447989
2015-05-11,2015-05-11,675.950012,675.950012,655.549988,670.150024,88290.0,648.139099,0.0014934238946207046
2015-05-12,2015-05-12,675.400024,679.5,660.0,665.0,30093.0,643.158142,-0.007714694256165444
2015-05-13,2015-05-13,665.0,674.549988,662.900024,665.450012,14934.0,643.593384,0.0006764973777837469
2015-05-14,2015-05-14,669.799988,670.0,661.299988,665.549988,28820.0,643.690125,0.00015030255496295553
2015-05-15,2015-05-15,666.0,669.450012,653.0,659.349976,34335.0,637.693726,-0.009359323152754229
2015-05-18,2015-05-18,660.0,671.200012,660.0,665.150024,27114.0,643.303223,0.008758073717771708
2015-05-19,2015-05-19,675.0,675.0,656.150024,662.650024,38245.0,640.885315,-0.0037656633518485813
2015-05-20,2015-05-20,666.75,670.0,660.25,664.5,11268.0,642.674561,0.0027879449839236514
2015-05-21,2015-05-21,665.650024,688.0,660.099976,686.700012,42861.0,664.145386,0.03286261018797365
2015-05-22,2015-05-22,695.0,695.0,667.900024,677.700012,7615.0,655.44104,-0.013192727775932056
2015-05-25,2015-05-25,677.0,688.099976,677.0,679.200012,5539.0,656.8917849999998,0.002210941558927537
2015-05-26,2015-05-26,684.849976,699.0,682.349976,695.099976,21483.0,672.2694700000002,0.023139963057540847
2015-05-27,2015-05-27,694.0,710.5,685.900024,709.25,26938.0,685.954834,0.020152528739075137
2015-05-28,2015-05-28,714.950012,714.950012,693.099976,704.849976,33970.0,681.6992799999998,-0.006223163723104719
2015-05-29,2015-05-29,704.049988,709.049988,660.0,667.799988,54123.0,645.86615,-0.053996338013424065
2015-06-01,2015-06-01,670.0,688.25,662.0,682.75,12342.0,660.3251339999998,0.02214005682053344
2015-06-02,2015-06-02,678.450012,685.599976,670.0,670.200012,19999.0,648.1873780000002,-0.01855252285942832
