Date,Date.1,SUPREMEIND.NS.Open,SUPREMEIND.NS.High,SUPREMEIND.NS.Low,SUPREMEIND.NS.Close,SUPREMEIND.NS.Volume,SUPREMEIND.NS.Adjusted,log_returns
2014-01-30,2014-01-30,430.0,430.0,415.5,425.700012,23715.0,406.462555,-0.014690758848813882
2014-01-31,2014-01-31,424.39999400000005,432.0,424.39999400000005,429.299988,28039.0,409.899841,0.00842103048692433
2014-02-03,2014-02-03,423.0,433.89999400000005,423.0,430.200012,63781.0,410.759186,0.0020942810249291455
2014-02-04,2014-02-04,426.0,428.799988,423.25,427.14999400000005,21414.0,407.847046,-0.007114903774191994
2014-02-05,2014-02-05,429.950012,429.950012,423.0,426.5,13234.0,407.226379,-0.001522972289194513
2014-02-06,2014-02-06,424.049988,428.0,420.049988,424.950012,16480.0,405.746429,-0.0036408392021280993
2014-02-07,2014-02-07,428.0,428.0,412.0,413.549988,24255.0,394.861603,-0.027193074015583463
2014-02-10,2014-02-10,406.100006,424.0,406.100006,421.850006,75649.0,402.78653,0.01987138801708266
2014-02-11,2014-02-11,415.049988,420.5,415.049988,418.850006,19149.0,399.922089,-0.00713696873526093
2014-02-12,2014-02-12,420.0,428.049988,420.0,423.700012,42934.0,404.552948,0.011512874700049913
2014-02-13,2014-02-13,421.0,428.0,421.0,425.200012,55743.0,405.985138,0.0035339276839581046
2014-02-14,2014-02-14,431.0,435.0,423.5,430.299988,20068.0,410.854675,0.011923010140796995
2014-02-17,2014-02-17,431.0,433.049988,418.299988,420.850006,8829.0,401.831726,-0.02220615421607075
2014-02-18,2014-02-18,420.0,424.350006,417.049988,422.64999400000005,42305.0,403.550385,0.00426794085776816
2014-02-19,2014-02-19,424.0,425.0,420.0,422.89999400000005,18480.0,403.789093,0.000591344814568906
2014-02-20,2014-02-20,422.89999400000005,427.89999400000005,421.0,426.049988,9514.0,406.7967220000001,0.0074209115107199955
2014-02-21,2014-02-21,426.0,429.950012,421.049988,427.14999400000005,38836.0,407.847046,0.002578610733293018
2014-02-24,2014-02-24,427.049988,448.0,427.049988,443.450012,132141.0,423.410431,0.03744977781358205
2014-02-25,2014-02-25,449.100006,462.850006,437.600006,443.5,107584.0,423.45816,0.00011271878673468903
2014-02-26,2014-02-26,437.0,442.64999400000005,428.0,432.89999400000005,12700.0,413.337189,-0.02419101534851098
2014-02-28,2014-02-28,439.0,439.0,425.0,427.0,10909.0,407.703827,-0.013722701528097405
2014-03-03,2014-03-03,430.0,444.0,430.0,440.100006,30588.0,420.211792,0.030217854259197093
2014-03-04,2014-03-04,440.0,455.5,435.799988,453.25,34775.0,432.767609,0.029442033314191818
2014-03-05,2014-03-05,442.049988,467.0,442.049988,462.799988,33970.0,441.886017,0.02085108457184948
2014-03-06,2014-03-06,460.25,464.600006,450.5,459.700012,21324.0,438.926117,-0.0067208682244741524
2014-03-07,2014-03-07,465.0,465.0,438.0,440.350006,9951.0,420.4505,-0.04300434502569317
2014-03-10,2014-03-10,441.0,450.5,441.0,450.0,247329.0,429.664459,0.021677820686088367
2014-03-11,2014-03-11,455.0,457.450012,443.0,445.350006,20196.0,425.224548,-0.010387198533408082
2014-03-12,2014-03-12,443.0,454.850006,443.0,450.700012,33863.0,430.332794,0.011941471252800541
2014-03-13,2014-03-13,458.0,460.950012,451.950012,459.64999400000005,56697.0,438.878296,0.019663295685749205
2014-03-14,2014-03-14,457.0,461.950012,457.0,459.950012,17218.0,439.164795,0.0006525853072680832
2014-03-18,2014-03-18,459.0,465.0,459.0,463.89999400000005,21038.0,442.93630999999993,0.00855126007883733
2014-03-19,2014-03-19,465.0,477.450012,463.700012,474.850006,55039.0,453.391418,0.023329819837900168
2014-03-20,2014-03-20,466.100006,495.89999400000005,466.100006,494.299988,118651.0,471.962555,0.04014384001595683
2014-03-21,2014-03-21,499.0,505.0,495.100006,498.700012,97822.0,476.163666,0.008861981456338873
2014-03-24,2014-03-24,499.89999400000005,499.89999400000005,456.0,469.14999400000005,47961.0,447.949005,-0.061082233456704486
2014-03-25,2014-03-25,479.950012,479.950012,463.049988,472.350006,56440.0,451.004425,0.006797753173406917
2014-03-26,2014-03-26,475.0,478.0,467.0,469.950012,23420.0,448.712921,-0.0050938418938635275
2014-03-27,2014-03-27,467.0,480.0,467.0,475.700012,86036.0,454.203094,0.012161132534743936
2014-03-28,2014-03-28,475.5,485.0,475.5,479.350006,19009.0,457.688141,0.007643595713861195
2014-03-31,2014-03-31,480.0,509.0,478.200012,502.350006,38630.0,479.648712,0.04686594862977245
2014-04-01,2014-04-01,495.200012,507.5,495.200012,501.39999400000005,56238.0,478.741638,-0.0018929119452133487
2014-04-02,2014-04-02,506.0,506.0,497.0,500.39999400000005,37538.0,477.786896,-0.0019962652092919697
2014-04-03,2014-04-03,504.299988,504.700012,487.549988,490.14999400000005,452597.0,468.000031,-0.02069644665752701
2014-04-04,2014-04-04,490.0,494.950012,474.0,481.850006,13036.0,460.075134,-0.01707855122888446
2014-04-07,2014-04-07,488.0,488.0,466.0,478.450012,12874.0,456.828796,-0.007081116044223457
2014-04-09,2014-04-09,478.450012,493.0,478.450012,489.549988,22509.0,467.42712400000005,0.022934757201659828
2014-04-10,2014-04-10,494.049988,500.0,482.14999400000005,489.64999400000005,69171.0,467.522675,0.00020439814080930319
2014-04-11,2014-04-11,486.299988,498.0,486.299988,492.549988,9724.0,470.291626,0.005905132910193346
2014-04-15,2014-04-15,497.89999400000005,497.89999400000005,481.950012,487.100006,18364.0,465.087921,-0.011126518002686048
2014-04-16,2014-04-16,480.0,489.5,476.850006,478.100006,24543.0,456.494629,-0.018649530775907586
